YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W
0.3687279	0.0000000	0.0000000	0.2898991	0.7074174	0.2024305	0.6894253	0.7654226	0.6480925	0.0665572
0.6972810	0.0000000	0.1930886	0.2248740	0.7611714	0.0130114	0.0000000	0.7308770	0.7143842	0.0430965
0.7624295	0.0173767	0.0000000	0.3932669	0.7936174	0.0153342	0.0000000	0.9861133	0.7892982	0.0503222
0.6750319	0.0375344	0.1405386	0.9636038	0.0000000	0.0090725	0.0000000	0.8407730	0.6608113	0.6606163
