"Time"	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W
300	0.7848450	0.9590375	0.3542622	0.9376136	0.5094789	0.3063803	0.1269238	0.9133284	0.2836439	1.0000000
350	0.7842567	0.9608087	0.3556366	0.9375249	0.5036675	0.3109947	0.1271409	0.9134271	0.2837747	1.0000000
400	0.7839422	0.9600973	0.3519309	0.9369373	0.5007518	0.3148748	0.1272068	0.9135041	0.2838008	1.0000000
450	0.7838234	0.9588356	0.3486909	0.9365662	0.5014564	0.3160240	0.1272210	0.9135371	0.2837977	1.0000000
500	0.7838119	0.9581311	0.3482024	0.9365917	0.5034485	0.3154715	0.1272220	0.9135461	0.2837919	1.0000000
550	0.7840392	0.9580262	0.3732509	0.7758782	0.5862852	0.3158373	0.1270061	0.9211098	0.3421807	1.0000000
600	0.7854912	0.9572437	0.4245640	0.7811071	0.5994540	0.3262309	0.1254635	0.9340467	0.3587911	1.0000000
650	0.7874642	0.9529053	0.4512079	0.7872907	0.5871062	0.3465972	0.1233152	0.9413199	0.3620748	1.0000000
700	0.7890260	0.9444285	0.4522984	0.7851079	0.5767585	0.3645438	0.1216891	0.9441633	0.3620529	1.0000000
750	0.7901176	0.9351038	0.4454012	0.7815927	0.5739817	0.3733982	0.1207730	0.9450124	0.3616357	1.0000000
800	0.7909089	0.9286375	0.4409581	0.7800549	0.5753586	0.3748173	0.1203439	0.9451821	0.3613823	1.0000000
850	0.7914725	0.9259953	0.4403901	0.7802082	0.5772825	0.3731624	0.1201688	0.9451810	0.3612783	1.0000000
900	0.7918221	0.9258262	0.4415631	0.7808478	0.5781800	0.3714830	0.1201054	0.9451592	0.3612458	1.0000000
950	0.7919941	0.9264532	0.4425972	0.7812454	0.5781233	0.3707261	0.1200849	0.9451460	0.3612387	1.0000000
1000	0.7920532	0.9269626	0.4429042	0.7812953	0.5777349	0.3706319	0.1200790	0.9451406	0.3612384	1.0000000

0	0.7921121	0.9269721	0.4424046	0.7810584	0.5774657	0.3707776	0.1200769	0.9451386	0.3612398	1.0000000
50	0.7936099	0.9281476	0.4947068	0.8351604	0.7755025	0.3561257	0.0474178	0.9726078	0.3502387	0.6058197
100	0.7961290	0.9346578	0.5990982	0.8701469	0.8340779	0.3476451	0.0208919	0.9789252	0.3174894	0.4878875
150	0.7972531	0.9370526	0.6647422	0.8852579	0.8488143	0.3703186	0.0112268	0.9778873	0.2830560	0.4526041
200	0.7973107	0.9282254	0.6941887	0.8905738	0.8551859	0.3998531	0.0077377	0.9740967	0.2591286	0.4420479
250	0.7971186	0.9119800	0.7068160	0.8926801	0.8610104	0.4226276	0.0065102	0.9700253	0.2459972	0.4388897
300	0.7971652	0.8949176	0.7133913	0.8939282	0.8661190	0.4371468	0.0061030	0.9669459	0.2397846	0.4379448
350	0.7975404	0.8811611	0.7176872	0.8948553	0.8699129	0.4457237	0.0059833	0.9650715	0.2371312	0.4376621
400	0.7981074	0.8716256	0.7207082	0.8955336	0.8724293	0.4507178	0.0059567	0.9640900	0.2360817	0.4375775
450	0.7986950	0.8655328	0.7227767	0.8959950	0.8739949	0.4536815	0.0059558	0.9636289	0.2356913	0.4375522
500	0.7991962	0.8617706	0.7241269	0.8962902	0.8749409	0.4554897	0.0059596	0.9634292	0.2355535	0.4375446
550	0.7962956	0.8594905	0.6871472	0.8623043	0.6537286	0.4559734	0.0796515	0.9055963	0.2581659	0.8317226
600	0.7913171	0.8592888	0.5844530	0.8226617	0.5834404	0.4499592	0.1111217	0.9046496	0.3071134	0.9496542
650	0.7903571	0.8638224	0.4965574	0.7929833	0.5646580	0.4377271	0.1220094	0.9207027	0.3399045	0.9849374
700	0.7918810	0.8730948	0.4507024	0.7795069	0.5658070	0.4220172	0.1237594	0.9335112	0.3544313	0.9954935
750	0.7934297	0.8855322	0.4363726	0.7770886	0.5739503	0.4043099	0.1227964	0.9403623	0.3594971	0.9986517
800	0.7941299	0.8988702	0.4378906	0.7793825	0.5805502	0.3893581	0.1216248	0.9433941	0.3609335	0.9995966
850	0.7940826	0.9101430	0.4432046	0.7819032	0.5823278	0.3802817	0.1208425	0.9445690	0.3612406	0.9998793
900	0.7936586	0.9176710	0.4462243	0.7828754	0.5809058	0.3763202	0.1204212	0.9449739	0.3612695	0.9999639
950	0.7931691	0.9217396	0.4461963	0.7825643	0.5789468	0.3749528	0.1202212	0.9450975	0.3612552	0.9999892
1000	0.7927746	0.9236404	0.4447587	0.7818560	0.5777818	0.3742078	0.1201341	0.9451303	0.3612447	0.9999968

0	0.7921121	0.9269721	0.4424046	0.7810584	0.5774657	0.3707776	0.1200769	0.9451386	0.3612398	1.0000000
50	0.7984492	0.3974600	0.4607199	0.8413368	0.5758838	0.3606983	0.0723805	0.9446803	0.3455780	0.3815584
100	0.8166592	0.3061581	0.4634319	0.8470313	0.5706248	0.3400178	0.0552252	0.9380795	0.2848718	0.1965308
150	0.8332514	0.2925920	0.4598612	0.8461161	0.5644103	0.3266140	0.0498877	0.9146117	0.2113178	0.1411736
200	0.8410655	0.2919856	0.4540300	0.8442825	0.5598717	0.3189738	0.0505415	0.8692099	0.1608108	0.1246117
250	0.8402723	0.2929652	0.4487658	0.8427625	0.5575832	0.3136352	0.0556404	0.8154520	0.1348541	0.1196566
300	0.8344872	0.2938512	0.4453152	0.8418653	0.5567615	0.3095568	0.0636479	0.7728475	0.1232295	0.1181741
350	0.8277960	0.2945019	0.4435338	0.8414565	0.5565188	0.3069995	0.0720221	0.7470475	0.1183873	0.1177306
400	0.8225539	0.2949140	0.4427544	0.8412995	0.5564537	0.3063265	0.0787217	0.7337820	0.1164605	0.1175979
450	0.8192317	0.2950799	0.4424733	0.8412555	0.5565737	0.3073673	0.0831588	0.7276203	0.1157190	0.1175582
500	0.8173987	0.2950239	0.4425158	0.8412963	0.5569600	0.3094205	0.0857324	0.7249455	0.1154411	0.1175463
550	0.8027862	0.8434668	0.4236895	0.7783437	0.5592410	0.3194518	0.1540794	0.7312406	0.1579424	0.7359844
600	0.7792281	0.9337450	0.4217596	0.7731504	0.5668320	0.3688068	0.1721564	0.7981643	0.2665188	0.9210109
650	0.7745667	0.9283026	0.4284106	0.7762385	0.5794205	0.4303326	0.1607750	0.8771233	0.3332313	0.9763678
700	0.7806426	0.8962426	0.4405217	0.7816165	0.5904552	0.4582887	0.1436297	0.9194188	0.3560993	0.9929296
750	0.7874268	0.8709949	0.4524142	0.7862304	0.5947684	0.4533626	0.1317375	0.9366355	0.3612804	0.9978847
800	0.7920685	0.8661857	0.4591977	0.7883288	0.5931376	0.4351920	0.1253118	0.9426822	0.3617729	0.9993671
850	0.7944561	0.8753890	0.4600205	0.7880481	0.5888230	0.4172845	0.1222647	0.9445402	0.3615188	0.9998107
900	0.7951973	0.8883243	0.4569558	0.7864722	0.5845187	0.4035625	0.1209414	0.9450271	0.3613312	0.9999434
950	0.7950183	0.8996437	0.4526455	0.7846657	0.5814620	0.3936069	0.1204041	0.9451280	0.3612568	0.9999831
1000	0.7944761	0.9081748	0.4488724	0.7832382	0.5797310	0.3863332	0.1201971	0.9451405	0.3612374	0.9999949

0	0.7921121	0.9269721	0.4424046	0.7810584	0.5774657	0.3707776	0.1200769	0.9451386	0.3612398	1.0000000
50	0.5827619	0.8563863	0.6845742	0.7801586	0.5652456	0.4090453	0.1200769	0.9451385	0.3612398	1.0000000
100	0.5207315	0.8240319	0.7403912	0.7747102	0.5513581	0.4674470	0.1200770	0.9451384	0.3612398	1.0000000
150	0.5034082	0.7845373	0.7501597	0.7694616	0.5499168	0.5108095	0.1200770	0.9451378	0.3612399	1.0000000
200	0.4998212	0.7449028	0.7516695	0.7680089	0.5533689	0.5353830	0.1200771	0.9451372	0.3612400	1.0000000
250	0.5004637	0.7150792	0.7529325	0.7689951	0.5569810	0.5477933	0.1200772	0.9451368	0.3612401	1.0000000
300	0.5021593	0.6965475	0.7544629	0.7705478	0.5594862	0.5538154	0.1200773	0.9451368	0.3612402	1.0000000
350	0.5037791	0.6862570	0.7557912	0.7718110	0.5609593	0.5567871	0.1200773	0.9451370	0.3612402	1.0000000
400	0.5049912	0.6808416	0.7567217	0.7726306	0.5617553	0.5583349	0.1200773	0.9451371	0.3612402	1.0000000
450	0.5057913	0.6780169	0.7572944	0.7731041	0.5621689	0.5591906	0.1200773	0.9451373	0.3612402	1.0000000
500	0.5062811	0.6765125	0.7576203	0.7733613	0.5623829	0.5596829	0.1200772	0.9451374	0.3612401	1.0000000
550	0.7180679	0.7373051	0.5070180	0.7735924	0.5641537	0.5322106	0.1200772	0.9451374	0.3612401	1.0000000
600	0.7803718	0.7726344	0.4471364	0.7749310	0.5717023	0.4840262	0.1200772	0.9451375	0.3612401	1.0000000
650	0.7971755	0.8179966	0.4388779	0.7784027	0.5817530	0.4352909	0.1200772	0.9451377	0.3612401	1.0000000
700	0.7999537	0.8618496	0.4445991	0.7824291	0.5867022	0.4026501	0.1200771	0.9451381	0.3612400	1.0000000
750	0.7986045	0.8924553	0.4499800	0.7845670	0.5852599	0.3865041	0.1200771	0.9451385	0.3612399	1.0000000
800	0.7965200	0.9094213	0.4506412	0.7843704	0.5814568	0.3802620	0.1200770	0.9451389	0.3612398	1.0000000
850	0.7948082	0.9174617	0.4480958	0.7830580	0.5786044	0.3778489	0.1200769	0.9451390	0.3612398	1.0000000
900	0.7936739	0.9210710	0.4451574	0.7818606	0.5774720	0.3761518	0.1200769	0.9451389	0.3612397	1.0000000
950	0.7930031	0.9229748	0.4433275	0.7812466	0.5774116	0.3744245	0.1200769	0.9451387	0.3612397	1.0000000
1000	0.7926243	0.9243266	0.4426521	0.7810945	0.5776301	0.3728975	0.1200769	0.9451386	0.3612398	1.0000000

0	0.7921121	0.9269721	0.4424046	0.7810584	0.5774657	0.3707776	0.1200769	0.9451386	0.3612398	1.0000000
50	0.4759466	0.5525729	0.4423534	0.7810399	0.5772874	0.3617474	0.0858914	0.9398385	0.3012236	1.0000000
100	0.3854693	0.4895394	0.4419400	0.7808240	0.5754262	0.3401042	0.0744331	0.9270925	0.2837387	1.0000000
150	0.3611730	0.4828829	0.4399827	0.7798636	0.5714269	0.3230683	0.0717073	0.9176625	0.2802956	1.0000000
200	0.3549876	0.4852625	0.4361303	0.7781141	0.5671780	0.3127573	0.0717219	0.9135042	0.2806109	1.0000000
250	0.3534776	0.4879184	0.4316074	0.7762143	0.5642523	0.3062795	0.0721672	0.9123331	0.2813112	1.0000000
300	0.3531168	0.4897740	0.4278805	0.7747781	0.5628413	0.3015755	0.0724515	0.9122265	0.2816972	1.0000000
350	0.3530173	0.4910395	0.4255458	0.7739664	0.5623267	0.2979130	0.0725648	0.9123334	0.2818319	1.0000000
400	0.3529662	0.4919414	0.4243437	0.7735905	0.5620774	0.2951763	0.0725941	0.9124150	0.2818580	1.0000000
450	0.3529207	0.4925888	0.4237265	0.7733979	0.5618058	0.2932980	0.0725959	0.9124495	0.2818542	1.0000000
500	0.3528780	0.4930374	0.4233003	0.7732428	0.5615058	0.2920896	0.0725929	0.9124587	0.2818480	1.0000000
550	0.6750328	0.8842235	0.4229289	0.7730962	0.5613173	0.2939105	0.1073515	0.9203230	0.3417525	1.0000000
600	0.7617344	0.9519941	0.4227914	0.7730725	0.5621545	0.3056672	0.1184322	0.9337157	0.3587717	1.0000000
650	0.7835964	0.9601863	0.4237685	0.7736151	0.5652080	0.3234199	0.1208042	0.9412158	0.3621167	1.0000000
700	0.7888362	0.9557499	0.4267443	0.7750631	0.5696342	0.3388848	0.1207905	0.9441393	0.3620811	1.0000000
750	0.7900872	0.9488982	0.4311892	0.7770282	0.5734391	0.3494505	0.1204500	0.9450099	0.3616481	1.0000000
800	0.7905106	0.9427595	0.4355385	0.7787713	0.5756298	0.3563723	0.1202270	0.9451834	0.3613866	1.0000000
850	0.7908077	0.9380616	0.4386376	0.7798845	0.5764899	0.3611476	0.1201263	0.9451820	0.3612795	1.0000000
900	0.7910829	0.9346282	0.4403361	0.7804196	0.5767265	0.3645147	0.1200899	0.9451597	0.3612460	1.0000000
950	0.7913281	0.9321597	0.4411001	0.7806283	0.5768328	0.3667856	0.1200792	0.9451461	0.3612387	1.0000000
1000	0.7915305	0.9304422	0.4414459	0.7807225	0.5769733	0.3682069	0.1200769	0.9451406	0.3612384	1.0000000

0	0.7921121	0.9269721	0.4424046	0.7810584	0.5774657	0.3707776	0.1200769	0.9451386	0.3612398	1.0000000
50	0.7942255	0.8543707	0.5679493	0.7813713	0.5822871	0.7284658	0.1178853	0.9850247	0.3582840	1.0000000
100	0.8014196	0.6258348	0.6024443	0.7837334	0.5909993	0.8788182	0.1139622	0.9959097	0.3530740	1.0000000
150	0.8136034	0.4420330	0.6156638	0.7870492	0.5967653	0.9421506	0.1114772	0.9988802	0.3499218	1.0000000
200	0.8285671	0.3491832	0.6224392	0.7896179	0.5997606	0.9688315	0.1102799	0.9996909	0.3485012	1.0000000
250	0.8422651	0.3083114	0.6261339	0.7911406	0.6011288	0.9800841	0.1097648	0.9999121	0.3479364	1.0000000
300	0.8523445	0.2909187	0.6280486	0.7919134	0.6016870	0.9848422	0.1095559	0.9999725	0.3477265	1.0000000
350	0.8587142	0.2835484	0.6289644	0.7922626	0.6018873	0.9868614	0.1094742	0.9999890	0.3476517	1.0000000
400	0.8623422	0.2804181	0.6293657	0.7924042	0.6019474	0.9877216	0.1094429	0.9999935	0.3476257	1.0000000
450	0.8642661	0.2790849	0.6295257	0.7924550	0.6019604	0.9880893	0.1094311	0.9999947	0.3476169	1.0000000
500	0.8652366	0.2785159	0.6295830	0.7924707	0.6019608	0.9882468	0.1094266	0.9999951	0.3476140	1.0000000
550	0.8638028	0.3367847	0.5109862	0.7924547	0.6015690	0.6733622	0.1115375	0.9571155	0.3507098	1.0000000
600	0.8551417	0.5233523	0.4809296	0.7921780	0.5994900	0.5232693	0.1156722	0.9462958	0.3562551	1.0000000
650	0.8394215	0.7088450	0.4713871	0.7911599	0.5946508	0.4497081	0.1183450	0.9444262	0.3595055	1.0000000
700	0.8228060	0.8202988	0.4648134	0.7890816	0.5881707	0.4148776	0.1195290	0.9445641	0.3607970	1.0000000
750	0.8101921	0.8740511	0.4578303	0.7863877	0.5827000	0.3981929	0.1199434	0.9448748	0.3611833	1.0000000
800	0.8022091	0.8985336	0.4514708	0.7839869	0.5795851	0.3890107	0.1200585	0.9450479	0.3612600	1.0000000
850	0.7976319	0.9102727	0.4470382	0.7824444	0.5784299	0.3828699	0.1200806	0.9451157	0.3612592	1.0000000
900	0.7951347	0.9166683	0.4446794	0.7817240	0.5782106	0.3784138	0.1200809	0.9451358	0.3612492	1.0000000
950	0.7937901	0.9206199	0.4437040	0.7814790	0.5781676	0.3753274	0.1200787	0.9451398	0.3612431	1.0000000
1000	0.7930543	0.9231873	0.4433296	0.7813928	0.5780274	0.3733857	0.1200774	0.9451397	0.3612407	1.0000000

0	0.7921121	0.9269721	0.4424046	0.7810584	0.5774657	0.3707776	0.1200769	0.9451386	0.3612398	1.0000000
50	0.7970915	0.5013079	0.7560519	0.7885922	0.6241349	0.3988931	0.1200769	0.9451387	0.3612398	1.0000000
100	0.8111219	0.4180728	0.8398614	0.7989433	0.6315321	0.4617971	0.1200769	0.9451394	0.3612398	1.0000000
150	0.8248141	0.3866102	0.8633141	0.8041713	0.6387044	0.5101329	0.1200768	0.9451404	0.3612396	1.0000000
200	0.8346034	0.3637787	0.8709511	0.8076371	0.6458261	0.5382816	0.1200766	0.9451412	0.3612394	1.0000000
250	0.8410589	0.3471773	0.8743744	0.8104277	0.6510692	0.5530316	0.1200764	0.9451418	0.3612392	1.0000000
300	0.8452831	0.3366801	0.8763557	0.8124868	0.6543510	0.5604104	0.1200763	0.9451422	0.3612390	1.0000000
350	0.8480166	0.3307105	0.8775817	0.8138341	0.6562251	0.5640463	0.1200762	0.9451424	0.3612389	1.0000000
400	0.8497326	0.3275282	0.8783204	0.8146389	0.6572376	0.5658456	0.1200761	0.9451426	0.3612388	1.0000000
450	0.8507679	0.3258889	0.8787453	0.8150902	0.6577666	0.5667494	0.1200761	0.9451427	0.3612388	1.0000000
500	0.8513687	0.3250554	0.8789798	0.8153329	0.6580379	0.5672115	0.1200761	0.9451428	0.3612388	1.0000000
550	0.8444037	0.6633227	0.6043114	0.8075763	0.5929560	0.5580190	0.1200760	0.9451428	0.3612387	1.0000000
600	0.8288047	0.7351855	0.5021625	0.7921257	0.5757688	0.5229040	0.1200761	0.9451420	0.3612388	1.0000000
650	0.8167629	0.7789479	0.4602149	0.7833885	0.5763071	0.4753469	0.1200762	0.9451407	0.3612389	1.0000000
700	0.8089624	0.8251189	0.4475878	0.7817169	0.5816530	0.4329873	0.1200764	0.9451395	0.3612392	1.0000000
750	0.8035775	0.8651328	0.4474282	0.7829942	0.5845919	0.4043286	0.1200767	0.9451389	0.3612395	1.0000000
800	0.7996333	0.8925879	0.4493908	0.7839993	0.5836521	0.3887241	0.1200768	0.9451388	0.3612396	1.0000000
850	0.7968078	0.9084565	0.4492881	0.7837631	0.5810193	0.3814765	0.1200769	0.9451389	0.3612397	1.0000000
900	0.7949145	0.9166405	0.4473207	0.7828089	0.5788479	0.3780894	0.1200769	0.9451389	0.3612397	1.0000000
950	0.7937349	0.9207111	0.4450682	0.7818933	0.5778128	0.3759759	0.1200769	0.9451388	0.3612397	1.0000000
1000	0.7930412	0.9229309	0.4435426	0.7813624	0.5775865	0.3742501	0.1200769	0.9451387	0.3612397	1.0000000

0	0.7921121	0.9269721	0.4424046	0.7810584	0.5774657	0.3707776	0.1200769	0.9451386	0.3612398	1.0000000
50	0.7921593	0.8885009	0.4433092	0.7815791	0.5857292	0.5815483	0.1201331	0.9427975	0.3330873	1.0000000
100	0.7935239	0.7681204	0.4518968	0.7858088	0.6025835	0.6700010	0.1206153	0.9376782	0.3248205	1.0000000
150	0.7979126	0.6539260	0.4664949	0.7919333	0.6129590	0.7098535	0.1214300	0.9341468	0.3230232	1.0000000
200	0.8046079	0.5823913	0.4786608	0.7962407	0.6162029	0.7313475	0.1221443	0.9325968	0.3229760	1.0000000
250	0.8115439	0.5421977	0.4850945	0.7980827	0.6160232	0.7449015	0.1225860	0.9321114	0.3231851	1.0000000
300	0.8173006	0.5190995	0.4871590	0.7984321	0.6151491	0.7535759	0.1228033	0.9320197	0.3233204	1.0000000
350	0.8215037	0.5053511	0.4872261	0.7982654	0.6146126	0.7586787	0.1228928	0.9320280	0.3233759	1.0000000
400	0.8243507	0.4972622	0.4868526	0.7980828	0.6144917	0.7613368	0.1229242	0.9320454	0.3233920	1.0000000
450	0.8261840	0.4927649	0.4866321	0.7980138	0.6145804	0.7625576	0.1229336	0.9320550	0.3233946	1.0000000
500	0.8273132	0.4904529	0.4866182	0.7980273	0.6147025	0.7630672	0.1229358	0.9320586	0.3233940	1.0000000
550	0.8276749	0.5472713	0.4864348	0.7979271	0.6120744	0.5565703	0.1228627	0.9348747	0.3515261	1.0000000
600	0.8244321	0.6896777	0.4832549	0.7964109	0.6029455	0.4702257	0.1223001	0.9401343	0.3597069	1.0000000
650	0.8168431	0.7991999	0.4750869	0.7928631	0.5923335	0.4324573	0.1214586	0.9433260	0.3614824	1.0000000
700	0.8086684	0.8572244	0.4644956	0.7886079	0.5846578	0.4130206	0.1207851	0.9446443	0.3615773	1.0000000
750	0.8023979	0.8856753	0.4552651	0.7851823	0.5807916	0.4002377	0.1203901	0.9450599	0.3614170	1.0000000
800	0.7983151	0.9008660	0.4492699	0.7831640	0.5794504	0.3905668	0.1201995	0.9451518	0.3613068	1.0000000
850	0.7958440	0.9101809	0.4462186	0.7822603	0.5790905	0.3833577	0.1201199	0.9451566	0.3612589	1.0000000
900	0.7943738	0.9163730	0.4448893	0.7819107	0.5788243	0.3784345	0.1200905	0.9451481	0.3612432	1.0000000
950	0.7934862	0.9204878	0.4442229	0.7817160	0.5784410	0.3753698	0.1200808	0.9451422	0.3612395	1.0000000
1000	0.7929385	0.9231107	0.4437058	0.7815280	0.5780463	0.3735633	0.1200779	0.9451397	0.3612392	1.0000000

0	0.7921121	0.9269721	0.4424046	0.7810584	0.5774657	0.3707776	0.1200769	0.9451386	0.3612398	1.0000000
50	0.7921329	0.9133747	0.4427729	0.9509925	0.5810852	0.4478812	0.0608244	0.9451434	0.3612396	1.0000000
100	0.7926929	0.8825733	0.4465685	0.9692375	0.5885357	0.4619828	0.0393363	0.9451502	0.3612386	1.0000000
150	0.7939214	0.8623877	0.4529941	0.9715062	0.5926740	0.4650168	0.0315435	0.9451534	0.3612372	1.0000000
200	0.7952573	0.8530063	0.4580529	0.9719473	0.5934353	0.4679963	0.0287173	0.9451545	0.3612364	1.0000000
250	0.7963029	0.8479633	0.4603271	0.9720484	0.5928675	0.4712458	0.0276923	0.9451547	0.3612359	1.0000000
300	0.7970170	0.8442979	0.4607056	0.9720455	0.5923248	0.4738338	0.0273206	0.9451547	0.3612358	1.0000000
350	0.7974961	0.8414962	0.4604465	0.9720242	0.5921701	0.4753924	0.0271858	0.9451547	0.3612357	1.0000000
400	0.7978249	0.8396118	0.4602457	0.9720146	0.5922700	0.4761245	0.0271369	0.9451547	0.3612357	1.0000000
450	0.7980496	0.8385396	0.4602484	0.9720172	0.5924212	0.4764074	0.0271192	0.9451547	0.3612357	1.0000000
500	0.7981962	0.8380114	0.4603581	0.9720241	0.5925187	0.4765242	0.0271128	0.9451547	0.3612357	1.0000000
550	0.7981944	0.8591691	0.4601576	0.8074758	0.5895388	0.3809132	0.0863616	0.9451523	0.3612358	1.0000000
600	0.7972981	0.9031233	0.4565989	0.7882897	0.5802165	0.3449433	0.1078485	0.9451464	0.3612364	1.0000000
650	0.7954552	0.9307084	0.4482933	0.7827135	0.5714842	0.3398199	0.1156414	0.9451419	0.3612376	1.0000000
700	0.7935963	0.9406517	0.4393530	0.7789243	0.5683207	0.3465839	0.1184680	0.9451396	0.3612386	1.0000000
750	0.7923124	0.9412677	0.4343271	0.7773063	0.5700896	0.3535928	0.1194934	0.9451385	0.3612393	1.0000000
800	0.7916527	0.9388325	0.4340950	0.7777121	0.5734320	0.3580211	0.1198653	0.9451381	0.3612397	1.0000000
850	0.7914218	0.9362626	0.4365210	0.7789616	0.5758814	0.3609257	0.1200003	0.9451381	0.3612398	1.0000000
900	0.7914117	0.9342011	0.4391522	0.7800370	0.5769043	0.3633938	0.1200492	0.9451382	0.3612399	1.0000000
950	0.7914892	0.9324960	0.4408087	0.7806004	0.5770690	0.3656260	0.1200669	0.9451383	0.3612399	1.0000000
1000	0.7915915	0.9310250	0.4415080	0.7807827	0.5770151	0.3674114	0.1200733	0.9451384	0.3612399	1.0000000
