"Time"	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C

0	0.1298647	0.8110435	1.0839998	0.9085536	1.1471242	1.0622521	0.0778845	1.0029977	1.0280041	1.0190405
50	0.0530339	0.7085761	1.0447101	0.9900386	0.9975925	0.9799240	0.0942354	0.6938430	1.0167245	1.0160556
100	0.0105358	0.7339122	1.0418050	1.0449352	0.9822193	0.8906080	0.1395773	0.5475838	1.1102649	1.0550185
150	0.0000000	0.7830137	1.0582008	0.9867878	1.0897533	0.8815925	0.2029818	0.5132315	1.0107847	1.0245659
200	0.0005139	0.6966668	1.0177860	0.9512925	1.0265864	0.9305444	0.1765868	0.4122757	1.0496721	1.0648183
250	0.0005884	0.7752099	0.9698457	1.0003591	0.9923293	0.9180147	0.2837722	0.4141994	0.9995880	0.9930299
300	0.0009234	0.7207184	1.0668391	1.0315460	0.9159133	0.8326485	0.2715208	0.4150354	1.0285527	0.9718990
350	0.0003857	0.7065964	1.1224010	1.0117721	0.9203340	0.9682696	0.2870294	0.3637203	0.9716873	0.9373164
400	0.0002504	0.7526001	1.0628010	1.0329742	0.8418764	0.9962559	0.2827441	0.4387919	1.0399269	0.9716362
450	0.0005982	0.7278649	1.0055055	1.0043007	0.9308039	1.0026842	0.3474521	0.3784941	1.0172152	0.9637837
500	0.0000028	0.7742957	1.0514141	1.0576143	0.9628100	0.9305421	0.2885226	0.4262264	1.0916291	0.9396356
550	0.0885447	0.7598219	1.0146732	0.9711478	1.0619595	0.9392298	0.2555350	0.7124821	1.0425281	1.0497459
600	0.1169602	0.7313177	1.0654618	1.0385314	1.0104006	0.9546972	0.2109150	0.7708466	1.0167393	1.0558159
650	0.1232878	0.7166346	1.0728529	0.9469310	0.9449777	0.9696378	0.0986259	0.9029605	0.9958242	1.0854867
700	0.1381898	0.6751557	0.9354086	0.9470391	1.0041525	1.0391287	0.0822628	0.9602967	1.0063947	1.1629935
