YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W
0.0000000	0.3367756	0.8757162	0.6752605	0.8717397	0.1196191	0.9459288	0.9825090	0.9647235	0.0719295
0.6543015	0.0000000	0.7896189	0.6494756	1.0857284	0.1861094	0.9615141	1.0286590	1.0026807	0.1031499
0.2517897	1.0797797	0.0000000	0.7155953	1.0658641	0.1304975	1.0273953	0.9453493	0.9689163	0.0803626
0.2914485	0.9586325	0.0085169	0.0000000	0.9803987	0.1455144	1.0013380	0.9951721	1.0622889	0.1224857
0.2544136	0.9951149	0.0193523	0.0033865	0.0032495	0.6878613	0.9781248	0.9181778	1.0107706	0.9164098
0.5254074	0.3588632	0.8769192	0.7227493	1.1171037	0.0000000	0.9224892	1.0161806	0.9617621	0.0830496
0.2265073	0.3855627	0.7725666	0.6652647	1.0079043	0.4333430	0.0000000	1.0632211	0.9554111	0.1020543
0.2851910	0.4618197	0.7892716	0.7499901	0.9914944	0.4889191	0.0385179	0.0000000	1.0069367	0.1133973
0.2457071	0.3447189	0.8432998	0.6062333	1.0098508	0.4571529	0.0596842	0.0515161	0.0000000	0.1157633
0.4792389	0.4059365	0.7638341	0.7155908	1.0095379	0.1457196	0.9976957	1.0292578	1.0483822	0.0000000
