YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W
0.0000038	0.6420373	0.9999802	0.0555295	0.1059928	0.8736763	0.9025670	0.0449875	0.2597946	0.1365107
0.9999999	0.0000000	0.9985841	0.1566766	0.4932829	0.4518706	1.0000000	0.0416713	0.5602449	0.5240978
0.9999913	0.0129242	0.0000000	0.5069813	0.7820096	0.3164614	0.9999962	0.0416722	0.5596845	0.9198391
0.1198313	0.6420510	1.0000000	0.0000019	0.1059915	0.8736815	0.9025667	0.0449877	0.2597892	0.1365070
0.1198385	0.6420374	0.9999803	0.0554003	0.0000034	0.8736764	0.9025670	0.0449875	0.2597945	0.1365107
0.8503689	0.2177749	0.5335430	0.7454433	1.0000000	0.0000000	0.9767931	0.0418599	0.4810460	0.4766956
0.1198386	0.6420374	0.9999803	0.0554419	0.0817241	0.9903635	0.0000008	0.0449742	0.2600756	0.0307819
0.1198386	0.6420373	0.9999802	0.0555295	0.1059928	0.8736764	0.9025670	0.0000009	0.2597946	0.1365107
0.1198386	0.6420373	0.9999802	0.0555331	0.1067630	0.8707079	0.9999947	0.9999927	0.0000014	0.1386151
0.1198386	0.6420374	0.9999803	0.0554383	0.0802121	0.9999974	0.9028846	0.0450006	0.2595063	0.0000068
