YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C
0.0000000	0.1025279	0.8686504	0.0796612	0.3289546	0.8256488	0.0389117	0.5528235	0.1211064	0.0480566
0.8014657	0.0000000	0.8035042	0.2032685	0.4485716	0.7148371	0.4502985	0.5362268	0.1912216	0.1331617
0.2597499	0.8419825	0.0000000	0.0768264	0.2658012	0.8044681	0.0328166	0.4670023	0.0954044	0.0405616
0.5751179	0.1999034	0.7526003	0.0000000	0.4294227	0.7278121	0.0096829	0.5546244	0.0888520	0.0331944
0.5312795	0.1324931	0.8095182	0.2228182	0.0000000	0.9408041	0.0377431	0.5416905	0.0480442	0.0238973
0.4682149	0.1724916	0.8735523	0.1292294	0.0575341	0.0000000	0.0179143	0.0686882	0.0580445	0.0693566
0.5584585	0.1171364	0.9107794	0.2211959	0.5051852	0.8910926	0.0000000	0.5220255	0.1493546	0.0348109
0.4158603	0.2083364	0.7681583	0.1589630	0.4092316	0.8094451	0.0190378	0.0000000	0.1382950	0.0527479
0.4996295	0.1752542	0.8671989	0.3014519	0.5152973	0.9072774	0.0094406	0.5052310	0.0007998	0.0458343
0.5327547	0.1379323	0.7836301	0.2493611	0.4934564	0.7957163	0.0491626	0.3907617	0.0842067	0.0000000
