YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C
0.6205715	0.2262075	0.4760184	0.7851293	0.5801883	0.9461598	0.1959806	0.7805862	0.9407914	0.9062817
0.4177567	0.1794151	0.3022525	0.9030667	0.6516928	0.8504055	0.4564727	0.8708687	1.0000000	0.9726743
0.6301152	0.2768151	0.4656232	0.9566882	0.5066309	0.9999997	0.0025072	0.7357919	0.9183817	0.6370567
0.5359510	0.3406344	0.5760560	0.4838766	0.6546350	0.8061887	0.0282806	0.8669076	1.0000000	1.0000000
0.6033965	0.2474042	0.4949032	0.7009871	0.6258233	0.6936265	0.0089974	0.7682329	1.0000000	0.9931392
0.5478058	0.1645663	0.4176214	0.9599420	0.3711208	0.7719401	0.5596595	0.7682251	1.0000000	0.6856115
0.6484168	0.2181980	0.4465376	0.6258810	0.5257996	0.7752166	0.1544093	0.8282318	0.9190934	1.0000000
0.6156260	0.2322115	0.4813332	0.7521556	0.6217758	0.9999997	0.0025072	0.7344615	0.9154278	0.8171376
0.4345842	0.1031799	0.3493610	0.8779974	0.3893691	0.8025232	0.0054194	0.7682249	1.0000000	0.6933246
0.4701039	0.4454242	0.6677937	0.5380503	0.5651266	0.8481048	0.0882972	0.7682248	1.0000000	1.0000000
