"Time"	YKL112W	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C
100	0.0558819	0.7208249	0.9559874	0.7752123	0.0917150	0.2768027	0.9314476	0.1316523	0.2191135	0.5166606
150	0.0470918	0.7515278	1.0095911	0.8533396	0.0872166	0.2923569	0.8791126	0.1160760	0.2172502	0.4701576
200	0.0569802	0.6871448	0.9973917	0.8240487	0.0961368	0.2837662	0.9507210	0.0643637	0.1669728	0.5845702
250	0.0231624	0.6148598	0.9774563	0.7672292	0.0558055	0.3217526	0.9462141	0.0722428	0.1737148	0.5663173
300	0.0228226	0.6615020	0.9236693	0.7316771	0.0526035	0.2701437	0.9765204	0.0871304	0.1943045	0.5459456
350	0.0335817	0.6425229	1.0177959	0.7682562	0.0649080	0.3197052	0.9688058	0.1029144	0.1578865	0.5274402
400	0.0199574	0.6718922	1.0379827	0.7908080	0.0488553	0.2985305	0.9558192	0.1046155	0.1541676	0.5387293
450	0.0349899	0.6335860	1.0196107	0.7658637	0.0526175	0.3382017	0.9634087	0.0780652	0.1584450	0.5462450
500	0.0202232	0.6456988	0.9917621	0.8016353	0.0490331	0.3017147	0.9667288	0.0791013	0.1936590	0.4983146
550	0.7990373	0.6915675	1.0203881	0.8988089	0.0405333	0.4140233	1.0321699	0.0908709	0.2502395	0.5114814
600	0.9594009	0.6534338	1.0048426	0.9845070	0.0693104	0.4151879	0.8883154	0.1009832	0.2250757	0.5648485
650	1.0345562	0.6781375	1.0051746	0.9798353	0.0592760	0.4850821	0.9198414	0.1120582	0.2826910	0.5076682
700	1.0276743	0.6914711	1.0368629	0.9621289	0.0555136	0.5086377	0.9411245	0.1292335	0.2498908	0.4993956
750	0.9594318	0.6307454	0.9806575	0.9418295	0.0748980	0.5149704	0.8854551	0.1187416	0.2348153	0.5822860
800	0.9739603	0.6529419	0.9309098	0.9087181	0.0851544	0.5068261	0.9206513	0.1068196	0.2310196	0.5727773
850	0.9562261	0.6519657	0.9565217	0.9955759	0.0699164	0.5434626	1.0005993	0.1210659	0.2438709	0.5092700
900	0.9478417	0.6261688	0.9668805	0.9798536	0.0930537	0.4867212	0.9658907	0.0973425	0.2265789	0.4746698
950	0.9886636	0.6551687	0.9515917	0.9513913	0.0744479	0.4890937	0.9434994	0.1341147	0.2826740	0.5469175
1000	0.9966321	0.6440139	0.9695361	1.0005077	0.0793274	0.5502819	0.9363675	0.1627199	0.2629788	0.6030980

0	1.0043956	0.7262650	1.0115597	0.9442231	0.0948449	0.5330963	0.8560947	0.1231105	0.2622567	0.3989480
50	0.4893968	0.7578000	1.0670146	0.8990208	0.1132230	0.5729367	0.8615035	0.2344595	0.2479017	0.3895354
100	0.3569534	0.7694399	1.0882043	0.9187425	0.1729384	0.5624506	0.8339785	0.2374498	0.2163595	0.4724350
150	0.3587291	0.7073121	1.0576334	0.8707481	0.1717329	0.5563338	0.7329347	0.2489281	0.2532011	0.5287368
200	0.3185086	0.7693370	1.0297975	0.9172795	0.1833403	0.5787625	0.7411257	0.2370921	0.2351334	0.4594188
250	0.3529788	0.7042992	0.9769465	0.8324689	0.1933136	0.5845332	0.7048033	0.2478366	0.2519988	0.3951736
300	0.3517820	0.7048643	0.9471502	0.8158596	0.2285409	0.5619236	0.6731827	0.2051373	0.2629776	0.3412250
350	0.2937731	0.7057844	0.9597615	0.7468855	0.2464683	0.5908828	0.7287636	0.2401536	0.2658378	0.3126338
400	0.3467991	0.6732900	0.9960834	0.7875200	0.2045074	0.5556370	0.7976196	0.2768442	0.2601242	0.3259388
450	0.3714965	0.7492539	1.0386345	0.7294133	0.2509542	0.5968469	0.7411991	0.2747815	0.2738874	0.3214155
500	0.3253255	0.8059083	0.9987155	0.8530264	0.2755133	0.5576115	0.8189561	0.2818618	0.2633400	0.3687553
550	0.9213392	0.8188867	1.0464095	0.8264552	0.2624217	0.5680025	0.8179699	0.1913690	0.2477914	0.4066292
600	1.0324054	0.7550830	0.9496124	0.9398278	0.2170785	0.5234241	0.8132658	0.1420624	0.2386398	0.4247845
650	0.9869998	0.7682679	1.0174530	0.9788631	0.1619130	0.5452258	0.8345219	0.1367536	0.2731085	0.4427235
700	1.0998038	0.7620470	1.0156460	0.9996271	0.1349085	0.5438826	0.9045123	0.1102887	0.2336960	0.4523299
750	1.0341580	0.7936248	0.9693744	1.0266134	0.1219865	0.4984342	0.9508473	0.1330452	0.2453897	0.4742951
800	1.0011210	0.7630063	1.0497962	1.0102738	0.0810208	0.4704534	0.8998388	0.1483557	0.2807388	0.4711406
850	1.0562587	0.6391489	1.1112126	0.9117638	0.0841219	0.5445135	0.8188624	0.1668792	0.2704350	0.5003367
900	1.0853150	0.6039356	1.0492128	1.0422518	0.0975735	0.4506876	0.8823639	0.1827343	0.2787004	0.4445423
950	0.9854706	0.6640047	1.0472629	0.9435425	0.1172266	0.4450630	0.8682025	0.1574811	0.2549687	0.4902645
1000	1.0452502	0.5866763	1.0950354	0.9728937	0.1280195	0.4703549	0.8380365	0.1155351	0.2799567	0.5164175

0	1.0043956	0.7262650	1.0115597	0.9442231	0.0948449	0.5330963	0.8560947	0.1231105	0.2622567	0.3989480
50	0.8202483	0.6579751	1.0155432	0.9529040	0.0886878	0.4636676	0.9520704	0.1656469	0.3296854	0.8154440
100	0.7361238	0.6345594	0.9976868	1.0699763	0.1091509	0.4981773	0.8341680	0.1754633	0.2760860	0.8138745
150	0.7379705	0.5973030	1.0266629	1.0007898	0.1255354	0.5308650	0.8883971	0.1721640	0.2754959	0.9703886
200	0.7530011	0.5230971	1.0686160	0.9589242	0.1212926	0.5674640	0.8804684	0.1337625	0.2460549	0.9814378
250	0.6306601	0.5118107	1.1070631	0.8348699	0.1208402	0.5569325	0.8596533	0.1253871	0.2469585	0.9793779
300	0.7869460	0.4912328	1.0653290	0.9715198	0.0899369	0.5603349	0.9826447	0.1723714	0.2132731	1.0003856
350	0.7316410	0.5098786	1.0395331	0.9923412	0.0863746	0.5686166	0.9431118	0.1311267	0.1859447	1.0495529
400	0.7623836	0.5262759	1.0474976	1.0201990	0.0942536	0.4992406	0.8433886	0.0987861	0.1895233	1.0132312
450	0.6789573	0.4830837	0.9397888	1.0205611	0.1052589	0.5206582	0.9294494	0.0850901	0.1669461	1.0893331
500	0.7503734	0.5165839	0.9532985	0.9888968	0.0951065	0.4922565	0.9165087	0.1101934	0.2074614	1.0464496
550	0.8954276	0.6350614	1.0427936	0.9765455	0.0844024	0.4607492	0.9331661	0.0869641	0.1319911	0.7128458
600	0.9718847	0.5654072	1.0974816	0.8583201	0.0901859	0.5045752	0.9768034	0.0849148	0.1561060	0.5422911
650	0.9109544	0.6411603	0.9781772	0.9868547	0.0746156	0.4655978	1.0399949	0.0902062	0.2053427	0.5136990
700	0.9922426	0.6080965	1.0022573	0.9836467	0.0687982	0.4797806	0.9856555	0.0818096	0.2481021	0.5476486
750	0.9911534	0.6769611	1.0347018	1.0534348	0.0375451	0.5003443	0.8973637	0.1289317	0.2803405	0.4780745
800	0.9599541	0.6384276	0.9379017	1.0666921	0.0549212	0.4712452	0.9735333	0.1246582	0.2827783	0.4742145
850	1.0296722	0.6440388	0.9623615	1.0428375	0.0665126	0.5074556	0.8435140	0.1399642	0.2731055	0.5216004
900	1.0185548	0.7077308	0.8996188	1.0341999	0.0504246	0.5373023	0.8771152	0.1654743	0.2762082	0.5102356
950	0.9090689	0.6996391	0.9917165	1.0053587	0.0766066	0.5449774	0.8977962	0.1396447	0.2495221	0.4941994
1000	0.9514544	0.7006837	0.9992474	0.9825954	0.0785468	0.5291028	0.9398155	0.1560845	0.2543411	0.4172197

0	1.0043956	0.7262650	1.0115597	0.9442231	0.0948449	0.5330963	0.8560947	0.1231105	0.2622567	0.3989480
50	0.9421510	0.7558177	1.0156020	0.9035835	0.0884552	0.1712320	0.9224361	0.1437186	0.2159364	0.7120944
100	1.0100138	0.6695331	1.0583147	0.8870226	0.0649879	0.0519994	0.9645817	0.1444498	0.2424021	0.7609277
150	0.9889969	0.6095304	1.0142841	0.9851077	0.1305644	0.0161246	0.8440689	0.1117007	0.2182936	0.8330968
200	1.0172307	0.5935622	1.0051739	0.9605557	0.1414658	0.0182439	0.8999132	0.1280318	0.1876077	0.7208919
250	1.0018805	0.5291823	0.9998340	0.9127463	0.1297940	0.0187866	0.8518500	0.0962776	0.1681577	0.7471248
300	0.9179288	0.6321842	0.9367968	0.9428972	0.0894734	0.0132139	0.9518651	0.0835453	0.1827740	0.7073926
350	1.0155891	0.6004157	0.9948622	0.9786148	0.0922531	0.0181546	0.9586190	0.0847923	0.1042315	0.7723613
400	0.9645468	0.5531032	1.0003123	0.9839265	0.0551583	0.0068705	0.8036501	0.0694584	0.1533801	0.7198629
450	1.0006441	0.6868779	1.0758468	1.0014088	0.0492563	0.0073811	0.8901878	0.0978161	0.1838185	0.6817572
500	1.0492047	0.6020904	0.9591068	1.0513035	0.0519726	0.0103910	0.8868981	0.0717437	0.2056870	0.6954099
550	0.9452772	0.6289345	1.0847556	1.0037140	0.0481422	0.3348196	0.9060309	0.1039637	0.1895604	0.6190643
600	0.9650242	0.6616276	1.0325341	0.9027880	0.0675161	0.4071449	0.9055853	0.0859666	0.2411202	0.6323921
650	1.0010314	0.6419128	1.0304666	0.8440559	0.0605068	0.4271698	0.8922138	0.0930197	0.2542746	0.6316989
700	0.9600481	0.6640941	0.9891076	0.9824360	0.0687281	0.5193325	0.8952094	0.1156407	0.2354030	0.6245710
750	0.9988164	0.6184778	0.8803015	1.0406151	0.0767169	0.4312498	0.9390478	0.1001742	0.2185915	0.5359042
800	0.9650809	0.6733326	0.9448113	1.0134650	0.0753155	0.4389349	0.9127959	0.1176155	0.2243209	0.5455157
850	0.9537292	0.7329270	1.0323786	0.9872102	0.0672488	0.5070550	0.8743289	0.1355604	0.2370092	0.5258809
900	0.9825964	0.6735445	1.0045689	1.0734248	0.0901781	0.5460745	0.8540439	0.1410869	0.2735710	0.4906367
950	1.0262476	0.6896336	0.9225620	1.0349784	0.1073106	0.5133542	0.8782658	0.1526966	0.2436472	0.4406178
1000	0.9365290	0.6393675	0.8460072	0.9471383	0.1208266	0.4562518	0.8892257	0.1534310	0.2261347	0.4548104

0	1.0043956	0.7262650	1.0115597	0.9442231	0.0948449	0.5330963	0.8560947	0.1231105	0.2622567	0.3989480
50	0.2559599	0.1317330	1.1133398	0.9372185	0.3960198	0.5577784	0.8791828	0.1516229	0.0998985	0.5633831
100	0.1703511	0.0428707	1.0125724	0.9483776	0.5236217	0.4859313	0.9331399	0.0953616	0.0581757	0.5032545
150	0.1763256	0.0127569	1.0607257	0.9781138	0.5460823	0.5098596	0.9843043	0.0690089	0.0864111	0.5628262
200	0.1583856	0.0175681	1.0166624	0.9742125	0.4877145	0.4988578	0.9933566	0.0973900	0.1613799	0.5426195
250	0.1633331	0.0121611	0.9263183	0.9836251	0.5440725	0.4901721	1.1154629	0.0806381	0.2174030	0.5970338
300	0.1454889	0.0180362	0.9959191	1.0456476	0.5266580	0.4846340	0.9933726	0.0832323	0.2780904	0.6280409
350	0.1423143	0.0057083	1.0609840	1.0163774	0.4880128	0.4585568	0.9694470	0.1566757	0.3349624	0.6055334
400	0.1947837	0.0079064	1.0972398	0.9072576	0.4601774	0.4838778	0.9101279	0.1562647	0.4359778	0.5927392
450	0.1249512	0.0222403	1.0421977	0.8810764	0.5698462	0.4727742	0.7561670	0.2316167	0.4663269	0.5752756
500	0.1155912	0.0087445	0.9780333	1.0095098	0.6011779	0.5104177	0.8149648	0.2612702	0.3876885	0.5055928
550	0.8898550	0.5458278	1.0106944	0.9112765	0.3678624	0.5894274	0.7747509	0.3102257	0.4392553	0.5214082
600	0.9528849	0.6286614	1.0086415	0.7500160	0.3390514	0.5007673	0.6388792	0.2976362	0.2751894	0.4475455
650	1.0721910	0.6456819	1.0764451	0.8043738	0.2671962	0.5241048	0.6659707	0.1835592	0.2637469	0.2866536
700	0.9679344	0.6979567	1.0063729	0.8186266	0.2092585	0.5450554	0.8272045	0.1757898	0.2538248	0.2893157
750	1.0774380	0.7321790	0.9982539	0.8322317	0.1893605	0.5486681	0.8433610	0.1985753	0.2723059	0.3236908
800	0.9858362	0.7318538	0.9581139	0.9651825	0.1391641	0.5935972	0.9189230	0.1482821	0.2678657	0.3711402
850	0.9323245	0.8118380	1.0175021	1.0025865	0.1097864	0.5856126	0.8821288	0.1300722	0.2820567	0.4309806
900	0.9393292	0.7871450	1.0282580	1.1173695	0.1012493	0.5053815	0.9133634	0.1319475	0.2275395	0.4346066
950	0.9595950	0.7004006	1.0093223	1.0024094	0.0974810	0.4739103	0.8760612	0.1751562	0.2315653	0.5925705
1000	0.9778886	0.7290848	1.0964267	0.9656501	0.0945010	0.4538004	0.8839126	0.1543678	0.2421143	0.4898875

0	1.0043956	0.7262650	1.0115597	0.9442231	0.0948449	0.5330963	0.8560947	0.1231105	0.2622567	0.3989480
50	1.0093150	0.3236435	0.9103631	0.6072312	0.1239208	0.4379496	0.9164002	0.2690485	0.2274853	0.5501113
100	1.0236307	0.2182405	0.9645788	0.5063360	0.1891137	0.5069073	0.7359446	0.3866187	0.2406210	0.4776521
150	0.9482153	0.2358623	0.9224351	0.3158274	0.2789886	0.5095255	0.6485212	0.4096565	0.2630379	0.3416957
200	1.0377407	0.2492428	1.0277190	0.2628666	0.4652141	0.4980732	0.5309970	0.3857563	0.2572319	0.2636099
250	0.9721308	0.2879911	0.9590043	0.2498602	0.4214560	0.4738776	0.5922321	0.3784927	0.2558108	0.1790974
300	0.9640913	0.3122209	1.0218816	0.2222715	0.4071115	0.4658586	0.6116287	0.4228187	0.2517424	0.1582340
350	0.9642715	0.3012953	1.0450651	0.2728536	0.4227603	0.4902785	0.5906669	0.3986715	0.3171278	0.2210594
400	1.0388146	0.3010479	1.0983184	0.2932518	0.4519809	0.5177724	0.5566129	0.3823885	0.2396480	0.1791609
450	0.9846512	0.2380155	1.0369492	0.2592600	0.4123016	0.5365514	0.6072318	0.4775278	0.2843927	0.2467335
500	0.9684193	0.2473336	0.9889452	0.1692003	0.4751644	0.4999760	0.5213924	0.4580167	0.2628529	0.2290652
550	1.0067986	0.7074261	0.9918196	0.3396256	0.4516860	0.5739060	0.5122767	0.3214326	0.2667377	0.2108312
600	1.1013703	0.8610205	1.1248923	0.6616626	0.3327676	0.6061453	0.6251879	0.2088666	0.2942711	0.1901085
650	0.9755806	0.9172652	1.1005533	0.8872569	0.2360859	0.6747941	0.6931075	0.1194445	0.2878095	0.1876951
700	0.9966675	0.9090236	1.0630762	0.9410314	0.1701938	0.6564771	0.8325668	0.1420759	0.2435743	0.2427000
750	0.9678324	0.8016359	1.0375380	1.0464788	0.1255235	0.5543528	0.8778492	0.1652499	0.2740471	0.3909752
800	0.9632779	0.7840646	1.0395560	1.0073329	0.1131174	0.4970430	0.9383347	0.1622918	0.2830106	0.4491618
850	0.9507147	0.6522082	1.0432076	0.9873667	0.1267557	0.5000310	0.8118902	0.1506545	0.2826388	0.4621726
900	1.0737133	0.6918164	1.0145962	1.0588910	0.1109391	0.5483140	0.8395628	0.1558062	0.2342063	0.3434480
950	1.0520633	0.7185129	1.0509509	0.9393990	0.1291706	0.5002692	0.8526907	0.1929173	0.2643641	0.4092040
1000	1.0130075	0.6905992	1.0038134	1.0484481	0.1273895	0.5561939	0.8804985	0.1645799	0.2592584	0.4090130

0	1.0043956	0.7262650	1.0115597	0.9442231	0.0948449	0.5330963	0.8560947	0.1231105	0.2622567	0.3989480
50	0.9803470	0.6587033	0.9731098	0.9431190	0.4576773	0.5137029	0.8471791	0.2992768	0.2569836	0.4585717
100	1.0048561	0.6688806	1.0918672	0.7993263	0.6133530	0.5203173	0.7467511	0.4432105	0.2572324	0.4687279
150	0.9911435	0.7287344	1.0909992	0.4879323	0.7121059	0.5671175	0.6664573	0.4341901	0.2724723	0.4141427
200	0.9662354	0.6787496	1.0261740	0.4273553	0.7843866	0.6078986	0.6139211	0.4974979	0.2494582	0.3667507
250	1.0117163	0.7301705	1.0650854	0.3117309	0.8788649	0.5960569	0.5264704	0.4399828	0.2442122	0.2951451
300	0.9396517	0.8077171	0.9637589	0.3779130	0.7880509	0.5866414	0.5052405	0.4571729	0.2590303	0.2272730
350	0.9972145	0.8081505	0.9978238	0.2680930	0.7619409	0.5202709	0.4743219	0.4473422	0.2845299	0.1828400
400	0.9388190	0.8015098	0.9538128	0.3197405	0.7206669	0.6104051	0.4429929	0.4377891	0.2616758	0.1728502
450	1.0846529	0.8310172	0.9589559	0.4037071	0.7606295	0.6690609	0.5093599	0.4416869	0.2383041	0.1170470
500	1.0282821	0.8613065	0.9821873	0.4179420	0.6955407	0.6544869	0.4961208	0.4424514	0.2650357	0.1541279
550	0.9844249	0.8054439	1.0653604	0.6036556	0.4528832	0.6765126	0.5581163	0.2394661	0.2577984	0.2035787
600	1.1051976	0.8250871	1.0839940	0.7147125	0.3945882	0.6303614	0.6195832	0.1834227	0.2688610	0.1983376
650	1.0380573	0.8639732	1.0977056	0.9478685	0.2676847	0.6066050	0.7582235	0.1488665	0.2423597	0.2176865
700	1.0447743	0.9067171	1.0851304	0.9247336	0.1951979	0.5566317	0.7780643	0.1327236	0.2380164	0.2789868
750	0.9682124	0.8250110	1.0126494	1.0375575	0.1417614	0.6022196	0.8904533	0.0890525	0.2604075	0.3056571
800	0.9248068	0.8313122	1.0580752	0.9678968	0.1097532	0.6070618	0.9025032	0.1271893	0.2296527	0.4509984
850	1.0192494	0.7871571	1.0054712	1.0092959	0.0837589	0.6023406	0.8668684	0.1142849	0.2015166	0.4600206
900	1.0061245	0.7259744	1.0213424	0.9000546	0.0933079	0.5537782	0.8721326	0.1251018	0.2161472	0.4397845
950	0.8888650	0.7651518	1.0534259	0.9724748	0.0994068	0.5636768	0.8217938	0.1013429	0.2044813	0.4260682
1000	1.0203632	0.7226549	0.9976779	0.9833994	0.0999143	0.5365396	0.8691463	0.1117033	0.2274700	0.4969950

0	1.0043956	0.7262650	1.0115597	0.9442231	0.0948449	0.5330963	0.8560947	0.1231105	0.2622567	0.3989480
50	1.0229834	0.1949159	1.0021164	0.3804678	0.3713345	0.4469125	0.8724069	0.1051107	0.2286094	0.7225909
100	0.9846745	0.1328686	1.0225211	0.2273080	0.4614136	0.4336527	0.9878827	0.1085913	0.2586175	0.8164408
150	0.9681436	0.0801215	0.9605476	0.2046757	0.4728675	0.3997131	0.8514363	0.1604300	0.2420522	0.8251992
200	1.0326708	0.0675425	0.9814285	0.2010001	0.4883076	0.4119171	0.9128768	0.1433528	0.2880727	0.8099967
250	0.9455393	0.0841738	1.0230065	0.1781202	0.5033172	0.4342242	0.8349189	0.1608856	0.3040531	0.8129781
300	0.9931902	0.0929337	1.0286895	0.2062057	0.5685778	0.4636920	0.8078119	0.1492117	0.2745094	0.7680291
350	0.9182270	0.0586046	0.9715489	0.1486889	0.5843911	0.5148607	0.8265791	0.1540380	0.2527190	0.7412636
400	1.0326380	0.0829955	0.8976753	0.1547120	0.6297213	0.5457373	0.9022463	0.1643388	0.2781950	0.7877015
450	1.0023578	0.0434637	1.0366613	0.1418509	0.6039027	0.4780572	0.8154726	0.2016993	0.3368771	0.6892267
500	0.9954564	0.0816307	0.9862414	0.1617101	0.6062639	0.4330057	0.9368878	0.1904319	0.3949966	0.7340891
550	1.0342179	0.5289137	0.9025387	0.6972712	0.2972111	0.5095957	0.8990515	0.2179791	0.2793547	0.4974118
600	0.9452534	0.6312018	0.9555761	0.8567396	0.2091221	0.5332655	0.8203286	0.1938448	0.2186089	0.4138484
650	0.9583932	0.7095340	0.9498751	0.9008186	0.1930043	0.5878268	0.8180014	0.1181294	0.2252639	0.4296666
700	1.0648604	0.6836492	0.9421733	0.9686002	0.1260183	0.4609174	0.9030120	0.1455045	0.2506535	0.4310604
750	1.0790602	0.7022739	1.0371099	1.0125488	0.1252966	0.4796723	0.8497640	0.1565252	0.2527067	0.4241077
800	1.0954566	0.6913078	1.0346993	0.9850098	0.1303607	0.4563888	0.8817619	0.1016502	0.2466302	0.4797949
850	0.9899317	0.7217195	0.9945111	1.0420260	0.1054289	0.4633269	0.8592035	0.1090572	0.2639090	0.4883673
900	0.9945998	0.7927337	1.0022744	1.0446107	0.0817745	0.4727516	0.8787368	0.1271353	0.2652911	0.4453479
950	1.0382850	0.7387705	1.0324791	0.9536752	0.1177719	0.4683519	0.8625455	0.1129469	0.2615073	0.4174793
1000	0.9682244	0.7218443	0.9734998	1.0163106	0.1135882	0.5256859	0.9478495	0.1553627	0.2988639	0.4461030
