YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C
0.0000001	1.0000000	0.9925799	0.0646562	0.9942622	0.9999999	0.9993720	0.0143213	0.0743388	1.0000000
0.0495684	0.0000000	0.9925799	0.0646562	0.9942817	0.9995237	0.9993709	0.0143218	0.0743294	1.0000000
0.9717056	1.0000000	0.0000000	0.0646798	0.7153019	0.8679561	0.9893218	0.0404338	0.3383033	1.0000000
0.8606265	0.6324419	0.9999975	0.0000006	0.9044748	0.9458349	0.9985219	0.0195648	0.2098986	1.0000000
0.8632681	0.6361113	0.5084284	0.9999989	0.0000000	0.9452573	0.9984988	0.0196985	0.2114312	1.0000000
0.8606368	0.6324498	0.9925799	0.0646562	0.9942811	0.0000001	0.9991649	0.0158226	0.0743296	1.0000000
0.8606374	0.6324489	0.9925792	0.0646597	0.9044606	0.9458317	0.0000024	0.0195658	0.2099051	1.0000000
0.8606405	0.6324498	0.9925792	0.0646598	0.9022625	0.9999782	0.9999999	0.0000013	0.2118323	1.0000000
0.8606411	0.6324534	0.9925799	0.0646561	1.0000000	0.9610167	0.9993689	0.0143228	0.0000003	1.0000000
0.8606388	0.6324485	0.9925799	0.0646562	0.9942819	0.9599742	0.9993251	0.0146855	0.0743294	0.0000000
