"Time"	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C
300	0.1580591	0.4253953	0.0436110	0.9989179	0.3303568	0.1537218	0.8465875	0.9999314	0.2243139	0.0914500
350	0.1581490	0.4255085	0.0436265	0.9985734	0.3457085	0.1494991	0.8485233	0.9999433	0.2243753	0.0923075
400	0.1582672	0.4256169	0.0436429	0.9983416	0.3538564	0.1475456	0.8492118	0.9999451	0.2244022	0.0926200
450	0.1583926	0.4257046	0.0436573	0.9982050	0.3578634	0.1466769	0.8494543	0.9999454	0.2244149	0.0927339
500	0.1585061	0.4257677	0.0436684	0.9981315	0.3597231	0.1463029	0.8495390	0.9999455	0.2244212	0.0927765
550	0.1585971	0.4258069	0.0436759	0.9982199	0.2504995	0.4414215	0.8495672	0.9997151	0.0698284	0.0740912
600	0.1586558	0.4257763	0.0436759	0.9989179	0.1541148	0.5255810	0.8494731	0.9853540	0.0335315	0.0508243
650	0.1586450	0.4256424	0.0436620	0.9995445	0.1226149	0.5497416	0.8458113	0.7504244	0.0249305	0.0418166
700	0.1585453	0.4254904	0.0436408	0.9998218	0.1133550	0.5593115	0.8173884	0.3734340	0.0228521	0.0389589
750	0.1583995	0.4253780	0.0436218	0.9999199	0.1096614	0.5753452	0.7446227	0.2192612	0.0223322	0.0380850
800	0.1582605	0.4253091	0.0436087	0.9999536	0.1052131	0.6113858	0.6445894	0.1756351	0.0221946	0.0378202
850	0.1581546	0.4252706	0.0436008	0.9999667	0.0977329	0.6674090	0.5554491	0.1640169	0.0221551	0.0377402
900	0.1580840	0.4252499	0.0435965	0.9999736	0.0882617	0.7289381	0.4973782	0.1608908	0.0221425	0.0377160
950	0.1580408	0.4252389	0.0435942	0.9999788	0.0793530	0.7803222	0.4666015	0.1600187	0.0221380	0.0377088
1000	0.1580157	0.4252329	0.0435930	0.9999829	0.0726591	0.8155357	0.4522714	0.1597612	0.0221363	0.0377066

0	0.1579835	0.4252244	0.0435914	0.9999903	0.0633692	0.8589617	0.4420279	0.1596332	0.0221351	0.0377056
50	0.3867789	0.4252244	0.0435914	0.9999903	0.0633559	0.8590129	0.4420237	0.1596332	0.0221351	0.0377056
100	0.4661387	0.4252244	0.0435914	0.9999903	0.0633501	0.8590347	0.4420221	0.1596332	0.0221351	0.0377056
150	0.4936653	0.4252243	0.0435914	0.9999903	0.0633476	0.8590438	0.4420215	0.1596331	0.0221351	0.0377056
200	0.5032132	0.4252243	0.0435913	0.9999903	0.0633465	0.8590476	0.4420213	0.1596331	0.0221351	0.0377056
250	0.5065250	0.4252243	0.0435913	0.9999903	0.0633461	0.8590491	0.4420212	0.1596331	0.0221351	0.0377056
300	0.5076737	0.4252243	0.0435913	0.9999903	0.0633459	0.8590497	0.4420212	0.1596331	0.0221351	0.0377056
350	0.5080721	0.4252243	0.0435913	0.9999903	0.0633458	0.8590500	0.4420211	0.1596331	0.0221351	0.0377056
400	0.5082103	0.4252243	0.0435913	0.9999903	0.0633458	0.8590501	0.4420211	0.1596331	0.0221351	0.0377056
450	0.5082583	0.4252243	0.0435913	0.9999903	0.0633458	0.8590501	0.4420211	0.1596331	0.0221351	0.0377056
500	0.5082749	0.4252243	0.0435913	0.9999903	0.0633458	0.8590502	0.4420211	0.1596331	0.0221351	0.0377056
550	0.2794845	0.4252243	0.0435913	0.9999903	0.0633458	0.8590502	0.4420211	0.1596331	0.0221351	0.0377056
600	0.2001263	0.4252243	0.0435913	0.9999903	0.0633458	0.8590502	0.4420211	0.1596331	0.0221351	0.0377056
650	0.1726002	0.4252243	0.0435913	0.9999903	0.0633458	0.8590502	0.4420211	0.1596331	0.0221351	0.0377056
700	0.1630525	0.4252243	0.0435913	0.9999903	0.0633458	0.8590502	0.4420211	0.1596331	0.0221351	0.0377056
750	0.1597408	0.4252243	0.0435913	0.9999903	0.0633458	0.8590502	0.4420211	0.1596331	0.0221351	0.0377056
800	0.1585921	0.4252243	0.0435913	0.9999903	0.0633458	0.8590502	0.4420211	0.1596331	0.0221351	0.0377056
850	0.1581937	0.4252243	0.0435913	0.9999903	0.0633458	0.8590502	0.4420211	0.1596331	0.0221351	0.0377056
900	0.1580555	0.4252243	0.0435913	0.9999903	0.0633458	0.8590502	0.4420211	0.1596331	0.0221351	0.0377056
950	0.1580076	0.4252243	0.0435913	0.9999903	0.0633458	0.8590502	0.4420211	0.1596331	0.0221351	0.0377056
1000	0.1579909	0.4252243	0.0435913	0.9999903	0.0633458	0.8590502	0.4420211	0.1596331	0.0221351	0.0377056

0	0.1579835	0.4252244	0.0435914	0.9999903	0.0633692	0.8589617	0.4420279	0.1596332	0.0221351	0.0377056
50	0.1579830	0.4252346	0.0435920	0.9993915	0.0633354	0.8591884	0.4345083	0.1053327	0.0065409	0.6794560
100	0.1580240	0.4255827	0.0436213	0.9939115	0.0626963	0.8642933	0.3883518	0.0739941	0.0050563	0.8697447
150	0.1584083	0.4268077	0.0437536	0.9872343	0.0600461	0.8814750	0.3336580	0.0688667	0.0060313	0.9261684
200	0.1594688	0.4283583	0.0439688	0.9842330	0.0552097	0.9048959	0.2977443	0.0681608	0.0068925	0.9428989
250	0.1609692	0.4294606	0.0441657	0.9845640	0.0497982	0.9250543	0.2796897	0.0681462	0.0074326	0.9478598
300	0.1623354	0.4298658	0.0442744	0.9864384	0.0454714	0.9385067	0.2718754	0.0682380	0.0077537	0.9493308
350	0.1631649	0.4297362	0.0442905	0.9884215	0.0427248	0.9462263	0.2688475	0.0683265	0.0079302	0.9497670
400	0.1634002	0.4293541	0.0442484	0.9898970	0.0412344	0.9502350	0.2678073	0.0683877	0.0080081	0.9498963
450	0.1632146	0.4289367	0.0441859	0.9908114	0.0405110	0.9521628	0.2675132	0.0684205	0.0080241	0.9499347
500	0.1628332	0.4285914	0.0441272	0.9913150	0.0401895	0.9530287	0.2674619	0.0684316	0.0080083	0.9499460
550	0.1624245	0.4283209	0.0440803	0.9924326	0.0400621	0.9533848	0.2683059	0.0782503	0.0238766	0.3081767
600	0.1620290	0.4278753	0.0440223	0.9955243	0.0405178	0.9526432	0.2950074	0.1543127	0.0259243	0.1179048
650	0.1615002	0.4271354	0.0439263	0.9981965	0.0443903	0.9440432	0.3769886	0.2145211	0.0247727	0.0614992
700	0.1607547	0.4264007	0.0438155	0.9993903	0.0514613	0.9190142	0.4533169	0.2133662	0.0235177	0.0447723
750	0.1599388	0.4258786	0.0437243	0.9997994	0.0577804	0.8838732	0.4875571	0.1928648	0.0227720	0.0398076
800	0.1592374	0.4255663	0.0436636	0.9999287	0.0623160	0.8545105	0.4896138	0.1766249	0.0224125	0.0383321
850	0.1587291	0.4253957	0.0436283	0.9999690	0.0651154	0.8393140	0.4780805	0.1675613	0.0222538	0.0378928
900	0.1584015	0.4253077	0.0436094	0.9999820	0.0662831	0.8364157	0.4650431	0.1631676	0.0221858	0.0377618
950	0.1582072	0.4252640	0.0435999	0.9999864	0.0662568	0.8400817	0.4551906	0.1611750	0.0221569	0.0377226
1000	0.1580987	0.4252429	0.0435953	0.9999882	0.0656491	0.8455802	0.4490077	0.1602997	0.0221445	0.0377108

0	0.1579835	0.4252244	0.0435914	0.9999903	0.0633692	0.8589617	0.4420279	0.1596332	0.0221351	0.0377056
50	0.1579828	0.4252266	0.0435915	0.9998761	0.0633559	0.8590125	0.4420564	0.1603282	0.0224695	0.3276574
100	0.1579902	0.4252896	0.0435968	0.9988381	0.0633584	0.8589625	0.4436004	0.1686754	0.0235387	0.4136340
150	0.1580632	0.4255492	0.0436236	0.9969567	0.0634658	0.8580332	0.4521452	0.1878802	0.0245598	0.4391299
200	0.1582988	0.4259895	0.0436782	0.9952626	0.0639243	0.8541388	0.4704722	0.2100227	0.0252143	0.4466925
250	0.1587132	0.4264658	0.0437469	0.9941049	0.0649330	0.8455902	0.4938139	0.2277629	0.0255755	0.4489369
300	0.1592228	0.4268779	0.0438130	0.9933303	0.0664332	0.8330294	0.5155430	0.2393191	0.0257660	0.4496037
350	0.1597279	0.4272045	0.0438684	0.9927376	0.0681859	0.8189610	0.5321838	0.2460540	0.0258670	0.4498021
400	0.1601714	0.4274633	0.0439126	0.9922198	0.0699274	0.8059611	0.5434450	0.2497964	0.0259224	0.4498613
450	0.1605411	0.4276770	0.0439485	0.9917492	0.0714568	0.7955113	0.5504930	0.2518693	0.0259546	0.4498791
500	0.1608475	0.4278597	0.0439787	0.9913355	0.0726704	0.7879244	0.5547051	0.2530541	0.0259748	0.4498845
550	0.1611024	0.4279606	0.0440004	0.9927792	0.0735562	0.7828082	0.5571278	0.2524204	0.0255865	0.1599424
600	0.1612198	0.4275976	0.0439733	0.9964449	0.0741551	0.7796313	0.5567398	0.2394129	0.0244545	0.0739671
650	0.1609674	0.4268699	0.0438847	0.9986957	0.0744669	0.7788057	0.5483707	0.2144495	0.0233943	0.0484686
700	0.1603574	0.4262059	0.0437823	0.9995707	0.0743385	0.7822458	0.5299258	0.1910444	0.0227382	0.0409031
750	0.1596436	0.4257599	0.0437019	0.9998568	0.0735485	0.7912567	0.5061863	0.1756281	0.0224063	0.0386567
800	0.1590345	0.4255008	0.0436503	0.9999456	0.0720613	0.8045747	0.4838578	0.1672190	0.0222540	0.0379891
850	0.1586009	0.4253619	0.0436211	0.9999736	0.0701419	0.8191408	0.4668611	0.1630858	0.0221869	0.0377903
900	0.1583261	0.4252910	0.0436058	0.9999831	0.0681985	0.8321361	0.4557201	0.1611693	0.0221576	0.0377310
950	0.1581653	0.4252560	0.0435982	0.9999867	0.0665504	0.8421394	0.4491602	0.1603087	0.0221449	0.0377133
1000	0.1580765	0.4252392	0.0435945	0.9999884	0.0653265	0.8490357	0.4455855	0.1599286	0.0221394	0.0377080

0	0.1579835	0.4252244	0.0435914	0.9999903	0.0633692	0.8589617	0.4420279	0.1596332	0.0221351	0.0377056
50	0.1608291	0.4537235	0.0466516	0.6587427	0.0637419	0.8554558	0.5396770	0.8326770	0.4256271	0.0571404
100	0.1900273	0.5170214	0.0641269	0.5778704	0.0673808	0.8119538	0.7102304	0.9760786	0.5203054	0.2132448
150	0.2574844	0.5793333	0.0997754	0.5583693	0.0740968	0.7314949	0.7951287	0.9965798	0.5443789	0.3744945
200	0.3499104	0.6441792	0.1407662	0.5523248	0.0830787	0.6583629	0.8293295	0.9995106	0.5614390	0.4632804
250	0.4542808	0.7090462	0.1739078	0.5482536	0.0923272	0.6103202	0.8422394	0.9999296	0.5917306	0.5131698
300	0.5539470	0.7594873	0.1965934	0.5439963	0.0997286	0.5836692	0.8469657	0.9999896	0.6264942	0.5554136
350	0.6324785	0.7924625	0.2117819	0.5395461	0.1045749	0.5702924	0.8486642	0.9999983	0.6550581	0.5955578
400	0.6861842	0.8132968	0.2227363	0.5353193	0.1073122	0.5640088	0.8492669	0.9999996	0.6762254	0.6293911
450	0.7204287	0.8272330	0.2314171	0.5317219	0.1087045	0.5611947	0.8494786	0.9999998	0.6918243	0.6551695
500	0.7420661	0.8373513	0.2386330	0.5289369	0.1093625	0.5599792	0.8495525	0.9999998	0.7034587	0.6739467
550	0.7552626	0.8287241	0.1940540	0.8571266	0.1096575	0.5594692	0.8495781	0.9999997	0.4512596	0.6255202
600	0.7480366	0.7471510	0.1193890	0.9372984	0.1097848	0.5592600	0.8495870	0.9999987	0.3398778	0.4658855
650	0.6836374	0.6138801	0.0782133	0.9644975	0.1098382	0.5591759	0.8495899	0.9999926	0.1990453	0.2886223
700	0.5443582	0.5130045	0.0592512	0.9813382	0.1098600	0.5591427	0.8495897	0.9998750	0.0909518	0.1445366
750	0.3903038	0.4635267	0.0507509	0.9922364	0.1098687	0.5591313	0.8495529	0.9955003	0.0442752	0.0737614
800	0.2807822	0.4421119	0.0468891	0.9973024	0.1098699	0.5591801	0.8483611	0.8959067	0.0288238	0.0488949
850	0.2186575	0.4327628	0.0451079	0.9991274	0.1098184	0.5602477	0.8344813	0.5312424	0.0241614	0.0411016
900	0.1869223	0.4285987	0.0442832	0.9997089	0.1093010	0.5677984	0.7843254	0.2821731	0.0227749	0.0387306
950	0.1715117	0.4267313	0.0439037	0.9998877	0.1070403	0.5919239	0.6962901	0.1964814	0.0223506	0.0380147
1000	0.1642269	0.4258953	0.0437310	0.9999444	0.1015700	0.6378341	0.6000626	0.1709341	0.0222131	0.0377989

0	0.1579835	0.4252244	0.0435914	0.9999903	0.0633692	0.8589617	0.4420279	0.1596332	0.0221351	0.0377056
50	0.5170726	0.4252254	0.0435914	0.9999547	0.3411617	0.8587465	0.4483240	0.1820434	0.0221351	0.0377056
100	0.6416266	0.4252349	0.0435923	0.9998840	0.3796777	0.8560140	0.4617333	0.1852468	0.0221351	0.0377056
150	0.6848319	0.4252496	0.0435942	0.9998474	0.3854124	0.8503875	0.4712886	0.1857048	0.0221351	0.0377056
200	0.6998218	0.4252617	0.0435961	0.9998338	0.3866794	0.8443374	0.4761728	0.1857704	0.0221351	0.0377056
250	0.7050243	0.4252695	0.0435975	0.9998293	0.3872527	0.8396491	0.4783231	0.1857800	0.0221352	0.0377056
300	0.7068311	0.4252739	0.0435984	0.9998278	0.3876080	0.8366585	0.4791956	0.1857817	0.0221352	0.0377056
350	0.7074592	0.4252763	0.0435989	0.9998273	0.3878240	0.8349793	0.4795324	0.1857823	0.0221352	0.0377056
400	0.7076777	0.4252775	0.0435992	0.9998271	0.3879450	0.8341168	0.4796584	0.1857826	0.0221352	0.0377056
450	0.7077539	0.4252781	0.0435993	0.9998271	0.3880078	0.8337016	0.4797046	0.1857828	0.0221352	0.0377056
500	0.7077806	0.4252784	0.0435994	0.9998270	0.3880385	0.8335115	0.4797213	0.1857829	0.0221352	0.0377056
550	0.3487284	0.4252776	0.0435994	0.9998574	0.1113637	0.8336819	0.4739343	0.1633728	0.0221352	0.0377056
600	0.2241862	0.4252691	0.0435986	0.9999272	0.0729523	0.8363403	0.4608710	0.1601694	0.0221352	0.0377056
650	0.1809808	0.4252548	0.0435968	0.9999677	0.0670424	0.8419284	0.4510684	0.1597114	0.0221352	0.0377056
700	0.1659843	0.4252423	0.0435948	0.9999827	0.0654757	0.8479844	0.4458920	0.1596458	0.0221352	0.0377056
750	0.1607731	0.4252341	0.0435934	0.9999876	0.0646164	0.8526944	0.4435677	0.1596362	0.0221352	0.0377056
800	0.1589589	0.4252294	0.0435924	0.9999893	0.0640563	0.8557081	0.4426131	0.1596345	0.0221351	0.0377056
850	0.1583256	0.4252269	0.0435919	0.9999898	0.0637165	0.8574065	0.4422417	0.1596339	0.0221351	0.0377056
900	0.1581036	0.4252256	0.0435916	0.9999901	0.0635282	0.8582825	0.4421020	0.1596336	0.0221351	0.0377056
950	0.1580255	0.4252249	0.0435915	0.9999902	0.0634314	0.8587059	0.4420505	0.1596334	0.0221351	0.0377056
1000	0.1579977	0.4252246	0.0435914	0.9999902	0.0633844	0.8589006	0.4420318	0.1596333	0.0221351	0.0377056

0	0.1579835	0.4252244	0.0435914	0.9999903	0.0633692	0.8589617	0.4420279	0.1596332	0.0221351	0.0377056
50	0.6476876	0.3381518	0.0435916	0.9998925	0.8675981	0.8275455	0.7137400	0.1596332	0.0221351	0.0377056
100	0.8149357	0.3356299	0.0435937	0.9997937	0.9785403	0.7414918	0.7898637	0.1596332	0.0221351	0.0377056
150	0.8723993	0.3355759	0.0435969	0.9997616	0.9938740	0.6658324	0.8111907	0.1596333	0.0221351	0.0377056
200	0.8922267	0.3355874	0.0435996	0.9997524	0.9960204	0.6205441	0.8171657	0.1596336	0.0221352	0.0377056
250	0.8990840	0.3355953	0.0436013	0.9997498	0.9963386	0.5978303	0.8188398	0.1596342	0.0221352	0.0377056
300	0.9014589	0.3355994	0.0436023	0.9997491	0.9963951	0.5875129	0.8193090	0.1596348	0.0221352	0.0377056
350	0.9022820	0.3356015	0.0436029	0.9997489	0.9964090	0.5831143	0.8194407	0.1596352	0.0221352	0.0377056
400	0.9025675	0.3356026	0.0436031	0.9997489	0.9964136	0.5813202	0.8194777	0.1596356	0.0221352	0.0377056
450	0.9026666	0.3356030	0.0436032	0.9997488	0.9964154	0.5806118	0.8194882	0.1596358	0.0221353	0.0377056
500	0.9027009	0.3356033	0.0436033	0.9997488	0.9964161	0.5803390	0.8194913	0.1596360	0.0221353	0.0377056
550	0.3785918	0.4226874	0.0436033	0.9997621	0.2270053	0.6130053	0.5477774	0.1596360	0.0221353	0.0377056
600	0.2240256	0.4252226	0.0436028	0.9998325	0.1120153	0.7002637	0.4716533	0.1596361	0.0221353	0.0377056
650	0.1787302	0.4252808	0.0436011	0.9999174	0.0846847	0.7757248	0.4503262	0.1596360	0.0221353	0.0377056
700	0.1647819	0.4252630	0.0435984	0.9999620	0.0732799	0.8202008	0.4443511	0.1596359	0.0221352	0.0377056
750	0.1602848	0.4252471	0.0435958	0.9999796	0.0678052	0.8421992	0.4426770	0.1596356	0.0221352	0.0377056
800	0.1587831	0.4252369	0.0435939	0.9999861	0.0652637	0.8520868	0.4422077	0.1596351	0.0221352	0.0377056
850	0.1582677	0.4252309	0.0435927	0.9999886	0.0641413	0.8562713	0.4420757	0.1596346	0.0221351	0.0377056
900	0.1580865	0.4252277	0.0435921	0.9999896	0.0636661	0.8579697	0.4420382	0.1596341	0.0221351	0.0377056
950	0.1580213	0.4252260	0.0435917	0.9999900	0.0634716	0.8586381	0.4420272	0.1596337	0.0221351	0.0377056
1000	0.1579973	0.4252251	0.0435915	0.9999902	0.0633943	0.8588952	0.4420237	0.1596335	0.0221351	0.0377056

0	0.1579835	0.4252244	0.0435914	0.9999903	0.0633692	0.8589617	0.4420279	0.1596332	0.0221351	0.0377056
50	0.6120069	0.4252287	0.0435916	0.9997443	0.0798398	0.4131062	0.5348204	0.8175041	0.2450162	0.4422675
100	0.7694926	0.4254286	0.0436077	0.9950332	0.1361835	0.2742241	0.7062604	0.9738641	0.2982361	0.5765964
150	0.8241727	0.4271884	0.0437709	0.9716757	0.2035223	0.2153950	0.7933067	0.9962526	0.3114640	0.6316927
200	0.8434605	0.4335162	0.0444791	0.9242101	0.2586051	0.1842230	0.8285957	0.9994564	0.3150192	0.6547850
250	0.8511107	0.4458213	0.0462509	0.8710040	0.2977326	0.1674766	0.8419592	0.9999152	0.3162417	0.6639054
300	0.8555638	0.4620169	0.0493516	0.8283743	0.3228195	0.1589433	0.8468615	0.9999810	0.3170910	0.6673879
350	0.8595798	0.4788689	0.0535556	0.8000124	0.3373011	0.1548293	0.8486258	0.9999906	0.3182301	0.6688307
400	0.8637260	0.4941290	0.0581923	0.7831240	0.3449154	0.1529364	0.8492524	0.9999921	0.3199398	0.6696944
450	0.8678233	0.5068256	0.0624928	0.7737387	0.3486332	0.1520981	0.8494729	0.9999925	0.3222498	0.6705561
500	0.8715687	0.5167515	0.0659554	0.7686930	0.3503494	0.1517384	0.8495498	0.9999928	0.3249336	0.6716103
550	0.4927254	0.5228340	0.0681257	0.8010166	0.2462510	0.4429599	0.8495764	0.9999609	0.1085514	0.2855521
600	0.3660253	0.5135052	0.0654643	0.9031771	0.1531140	0.5260102	0.8495732	0.9983778	0.0539803	0.1195558
650	0.3112412	0.4875919	0.0581856	0.9689700	0.1223912	0.5497068	0.8491389	0.9592507	0.0352182	0.0629333
700	0.2683376	0.4615390	0.0517151	0.9914865	0.1134348	0.5568755	0.8430507	0.7151844	0.0271563	0.0453524
750	0.2299925	0.4439799	0.0477090	0.9977443	0.1106439	0.5624592	0.8135091	0.3983279	0.0239369	0.0400145
800	0.2007239	0.4342857	0.0455699	0.9993860	0.1086731	0.5775295	0.7466956	0.2426987	0.0227738	0.0384029
850	0.1815690	0.4294435	0.0445096	0.9998140	0.1048185	0.6111376	0.6549234	0.1876314	0.0223682	0.0379167
900	0.1703188	0.4271451	0.0440071	0.9999289	0.0979429	0.6631205	0.5687896	0.1693052	0.0222242	0.0377697
950	0.1641820	0.4260854	0.0437763	0.9999629	0.0890693	0.7217091	0.5083629	0.1631093	0.0221708	0.0377252
1000	0.1610044	0.4256061	0.0436725	0.9999754	0.0804385	0.7727459	0.4737049	0.1609373	0.0221499	0.0377117
