"Time"	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W

0	0.0093256	0.7278235	0.2771916	0.2678887	0.4538292	0.3719866	0.7444986	0.1949204	0.3912390	0.7729577
50	0.0010701	0.7232556	0.2665260	0.2711363	0.4871639	0.0821755	0.6387661	0.1846764	0.5980060	0.7368626
100	0.0024114	0.7546559	0.2667474	0.2571340	0.1931057	0.0620700	0.8071478	0.2090995	0.6240328	0.8427416
150	0.0041677	0.7945145	0.1814267	0.1704582	0.1424186	0.0461598	0.6681762	0.1629345	0.6261121	0.7789164
200	0.0041989	0.7086528	0.1888909	0.1126197	0.0542362	0.0189503	0.7218947	0.2479610	0.6458523	0.7627092
250	0.0008391	0.7485140	0.1221330	0.0668039	0.0097685	0.0105434	0.8262476	0.2478168	0.6525576	0.7828217
300	0.0141943	0.8368948	0.0908130	0.0614360	0.0037255	0.0293389	0.9887466	0.2531189	0.6348856	0.7911737
350	0.0020060	0.7502435	0.0867815	0.1048559	0.0208099	0.0149883	0.7623390	0.3672181	0.5714185	0.9594182
400	0.0011443	0.7489898	0.0837595	0.1233854	0.0048563	0.0187158	0.7729209	0.3385095	0.6093831	0.7853620
450	0.0128554	0.6296183	0.0550700	0.1152659	0.0163904	0.0206270	0.9175938	0.2468301	0.6999016	0.6621025
500	0.0110764	0.6768830	0.0829977	0.1019539	0.0103295	0.0097142	0.9406541	0.2990223	0.7540450	0.7918302
550	0.0138399	0.8030307	0.1180524	0.3228147	0.0612257	0.2100521	0.7803434	0.3528232	0.5846909	0.6211364
600	0.0260978	0.6755087	0.2120867	0.1954953	0.2517019	0.1804786	0.6789175	0.2700085	0.4681274	0.8369244
650	0.0184846	0.7166102	0.1382396	0.1669149	0.2747822	0.2521552	0.6883217	0.2800697	0.5177789	0.7369269
700	0.0027714	0.8019388	0.1510058	0.1756619	0.4411248	0.4041784	0.8122074	0.3205045	0.4837704	0.8163331
750	0.0167612	0.6313234	0.0990549	0.1911361	0.6492688	0.2757942	0.6991467	0.2114475	0.3959605	0.7565699
800	0.0183315	0.7468653	0.1264785	0.2560466	0.5747739	0.2352297	0.7786429	0.1879062	0.4556182	0.7928386
850	0.0147627	0.8282253	0.1994714	0.3091359	0.5379078	0.2499418	0.7279033	0.2129404	0.3670004	0.6944568
900	0.0274662	0.7994192	0.1613503	0.2654458	0.5153433	0.2457005	0.8768771	0.2186495	0.3744734	0.7489657
950	0.0269356	0.6409842	0.2549428	0.2941681	0.6492733	0.2830334	0.7362771	0.2261065	0.3290514	0.6988380
1000	0.0136974	0.7233284	0.2634689	0.4250197	0.4610734	0.2236208	0.6695133	0.1585846	0.4128081	0.7338231

0	0.0063120	0.7288846	0.2845408	0.3605167	0.4358616	0.2288995	0.6662554	0.2752312	0.4097006	0.7976157
50	0.0182912	0.7180762	0.2610643	0.3502428	0.4446263	0.0892201	0.6118919	0.1992573	0.3708902	0.7526451
100	0.0269512	0.7775589	0.2746534	0.2701215	0.3162676	0.0589084	0.8235861	0.2493805	0.3962264	0.8496112
150	0.0126516	0.7252773	0.3329233	0.4256909	0.1392700	0.0851877	0.7718681	0.2700253	0.4436071	0.8474383
200	0.0126527	0.6094649	0.3421806	0.5120650	0.1120103	0.0333628	0.7372837	0.2514654	0.3636193	0.6772100
250	0.0202385	0.6667682	0.2597185	0.5323654	0.0456626	0.0498051	0.8359309	0.2529924	0.3108126	0.8562294
300	0.0152349	0.7797552	0.3415494	0.5296976	0.0246082	0.0348169	0.7627830	0.2882496	0.4665718	0.7520511
350	0.0111869	0.8111739	0.3178638	0.5892221	0.0674387	0.0775243	0.7596302	0.2715627	0.4492257	0.6477888
400	0.0091826	0.6872367	0.3234999	0.6189057	0.0651241	0.0706000	0.6499355	0.3349213	0.4932669	0.6407616
450	0.0428641	0.6663201	0.3123484	0.5993718	0.0852830	0.0441878	0.7741158	0.3464093	0.4434688	0.8389668
500	0.0216721	0.7914281	0.3470011	0.5525339	0.0535565	0.0202501	0.7884754	0.2555797	0.4708194	0.7161320
550	0.0190594	0.8149019	0.3082740	0.4594704	0.1212416	0.2107110	0.6821193	0.3643464	0.4759776	0.7900625
600	0.0122019	0.8484001	0.3742074	0.5051376	0.3328207	0.2897632	0.6158054	0.2912316	0.5022381	0.7835297
650	0.0181918	0.7006074	0.3318126	0.4603255	0.4799091	0.3241651	0.6909286	0.2076235	0.4859397	0.5901582
700	0.0140571	0.6642325	0.3460419	0.3289626	0.5454942	0.2702290	0.7121996	0.1734093	0.5392405	0.6427137
750	0.0186526	0.8551796	0.3334826	0.3758650	0.5464390	0.3228962	0.6660998	0.1573891	0.4303546	0.8604250
800	0.0147029	0.7099200	0.3329568	0.4541009	0.5490144	0.2923579	0.8936802	0.1548402	0.3939085	0.7193564
850	0.0105054	0.8016491	0.3129768	0.3826081	0.5161863	0.2805402	0.7735727	0.2150605	0.4629701	0.6888206
900	0.0058674	0.8234263	0.2608625	0.3534914	0.4791463	0.2778283	0.6696421	0.2555538	0.3979153	0.6970254
950	0.0192447	0.9003543	0.2255121	0.1756561	0.4376170	0.2766685	0.7948552	0.2588481	0.4236684	0.7187193
1000	0.0087890	0.7649649	0.2674741	0.2742021	0.5012083	0.3071976	0.6684232	0.2487608	0.4024230	0.9361812

0	0.0191753	0.6420841	0.2324800	0.3959147	0.5060748	0.2963598	0.6776541	0.2015154	0.3792545	0.9080147
50	0.0080887	0.6349919	0.2437184	0.3286778	0.4525626	0.2936834	0.7615287	0.1803258	0.1690572	0.6853716
100	0.0072030	0.7333408	0.2179155	0.1950923	0.5167897	0.2703518	0.7593780	0.2262755	0.0943066	0.7378248
150	0.0154384	0.6666187	0.2531842	0.1674234	0.4946448	0.2580378	0.8391289	0.2349507	0.1030595	0.6392033
200	0.0193014	0.6588016	0.3000352	0.3697177	0.5015468	0.2628900	0.8227570	0.2329356	0.0656261	0.6735399
250	0.0273515	0.7925720	0.2004853	0.3272078	0.4529816	0.3500037	0.8458123	0.1673892	0.0387872	0.6464885
300	0.0137149	0.6846029	0.2782220	0.3363918	0.5140781	0.2810964	0.6733728	0.1949298	0.0540337	0.7257704
350	0.0114105	0.6726516	0.2119949	0.4020098	0.4556974	0.4411663	0.7596473	0.2317329	0.0337220	0.6824363
400	0.0118681	0.8427710	0.3084599	0.2471664	0.5167096	0.2941427	0.7401158	0.2081717	0.0737331	0.6983872
450	0.0270570	0.6967381	0.2872848	0.3130574	0.4932781	0.2275968	0.7311479	0.1639458	0.0525710	0.8689064
500	0.0171959	0.8222923	0.3169763	0.3141319	0.5896322	0.2468472	0.7690218	0.2352345	0.0512955	0.7812928
550	0.0164708	0.7194744	0.2046377	0.3042826	0.5998468	0.2986307	0.7275160	0.1868844	0.2031530	0.7644086
600	0.0205272	0.6104557	0.1989056	0.1630572	0.5288780	0.3166147	0.8492144	0.1302307	0.2117994	0.6543220
650	0.0121410	0.7287899	0.1947688	0.2733764	0.5933853	0.2793905	1.0000000	0.1629328	0.3163365	0.7221127
700	0.0044137	0.8214311	0.1642582	0.1797027	0.6198929	0.2744940	0.7225240	0.2675918	0.3357748	0.8121868
750	0.0132976	0.8320573	0.2162944	0.2831855	0.4668725	0.2954975	0.7514430	0.2508466	0.3533494	0.6866670
800	0.0105743	0.7275529	0.2005847	0.3074425	0.4628011	0.3386977	0.8715520	0.1689221	0.3971192	0.6838918
850	0.0006117	0.8027219	0.2134554	0.3489562	0.4407199	0.3106700	0.6536650	0.2029506	0.4831011	0.7596421
900	0.0193042	0.8824593	0.2257029	0.2224654	0.4868769	0.3508519	0.7181020	0.2737337	0.3563901	0.7806588
950	0.0211667	0.7185936	0.2653027	0.2362838	0.5536184	0.3231066	0.7269496	0.1888123	0.3952390	0.6722067
1000	0.0233060	0.8232387	0.2207191	0.2054240	0.7161446	0.3269315	0.7947044	0.1565809	0.4724816	0.7424933

0	0.0335684	0.6793788	0.2931759	0.2922229	0.4987553	0.2385336	0.7496904	0.1931677	0.4341921	0.7626616
50	0.0109247	0.7724791	0.2793408	0.1777512	0.4960069	0.3768977	0.7246232	0.2685243	0.2860025	0.6995908
100	0.0209144	0.7596090	0.2329067	0.1045163	0.5420046	0.2737935	0.7499085	0.1966841	0.4483007	0.7274863
150	0.0321239	0.8326582	0.2818776	0.2470725	0.5548385	0.2606045	0.8217997	0.2465642	0.4514810	0.8909787
200	0.0518069	0.8367801	0.2323417	0.2722316	0.4804399	0.2854186	0.6666809	0.1453642	0.4149496	0.7230750
250	0.0099288	0.7519732	0.2423114	0.3037408	0.4982099	0.2321136	0.7516552	0.1556376	0.3685465	0.6593495
300	0.0061757	0.7046444	0.2609202	0.2563300	0.4638523	0.2084040	0.7942174	0.1733749	0.3428452	0.7888343
350	0.0044385	0.7595367	0.2727549	0.2127514	0.4490310	0.1804443	0.6971640	0.2855239	0.3780932	0.6906044
400	0.0385603	0.6891194	0.2743205	0.1639311	0.4525895	0.2336282	0.7570931	0.2765548	0.3313900	0.7250673
450	0.0266614	0.8028325	0.2372406	0.2397996	0.5919399	0.2314315	0.7424511	0.2552897	0.3182702	0.8036094
500	0.0184710	0.7956590	0.2033258	0.2216248	0.4916538	0.2730581	0.8548059	0.1721994	0.3158840	0.7088925
550	0.0098117	0.7431322	0.1613365	0.3780950	0.5224501	0.2447864	0.7338480	0.2353332	0.3047423	0.7547627
600	0.0123792	0.7853463	0.1809106	0.4305641	0.5752582	0.2823571	0.7651216	0.1735204	0.2996361	0.7234571
650	0.0110928	0.6932244	0.2071962	0.2493134	0.5622763	0.3355116	0.7320579	0.2394822	0.4255523	0.7618585
700	0.0237211	0.7812988	0.2633615	0.2731786	0.4754378	0.3506515	0.7631434	0.2629234	0.4745356	0.7496994
750	0.0076725	0.8058527	0.1997527	0.3390023	0.5137823	0.2975319	0.8665390	0.2179049	0.4229163	0.6781224
800	0.0227545	0.7511860	0.1872844	0.1938310	0.4463669	0.2603550	0.6592649	0.2062219	0.4193378	0.6537121
850	0.0244938	0.6198565	0.1750119	0.2328722	0.4089084	0.2727707	0.7478495	0.1573132	0.3734687	0.7716332
900	0.0160833	0.6763693	0.1549972	0.2986801	0.4911733	0.3403737	0.7665078	0.2252996	0.2687434	0.6841236
950	0.0281031	0.7638960	0.1744844	0.4414308	0.6178721	0.1831720	0.8270748	0.2672981	0.3152753	0.6709406
1000	0.0148751	0.6940470	0.2245046	0.3835528	0.4399382	0.2298555	0.7009254	0.1156675	0.3658011	0.7437796

0	0.0280825	0.8303144	0.2583507	0.3301155	0.5274229	0.3159767	0.7956785	0.2702549	0.5295832	0.7762898
50	0.0145179	0.7445769	0.2792011	0.0850299	0.5049142	0.2472781	0.7161627	0.1722777	0.3913437	0.8748409
100	0.0085258	0.6994895	0.1846196	0.0340118	0.4889978	0.2911081	0.6213463	0.2049132	0.4696447	0.7576732
150	0.0247843	0.7887075	0.1251145	0.0835954	0.5397704	0.2551957	0.6615552	0.1546512	0.3888764	0.7529850
200	0.0081375	0.6721019	0.0962100	0.0525774	0.4510737	0.2849942	0.7805664	0.2001784	0.4664642	0.6687739
250	0.0091932	0.8000027	0.0355084	0.1944408	0.6396275	0.3559951	0.8191777	0.1872871	0.4337355	0.7674749
300	0.0099760	0.8432255	0.0678585	0.2930757	0.4989667	0.2809156	0.8280445	0.1547829	0.4565171	0.6686456
350	0.0081588	0.7539854	0.2241731	0.3294447	0.3598751	0.2654808	0.7865797	0.1370952	0.4975797	0.7688129
400	0.0144092	0.6634796	0.1810340	0.2264657	0.4701590	0.3283446	0.7405650	0.2124366	0.4097930	0.6433726
450	0.0129901	0.7489349	0.1864157	0.1201828	0.5366753	0.2608976	0.8220149	0.1860634	0.3819004	0.6902559
500	0.0233289	0.6413597	0.1755725	0.1894533	0.3886823	0.2502743	0.9626070	0.2070322	0.4487393	0.7979510
550	0.0159569	0.6838166	0.1633013	0.2211339	0.5253645	0.3052863	0.6775627	0.1827626	0.4380023	0.6797630
600	0.0064412	0.8774017	0.1640216	0.3189267	0.4408883	0.2559397	0.7869051	0.2171703	0.3029791	0.6381023
650	0.0125162	0.7764237	0.1932579	0.2634576	0.4638751	0.2782586	0.7143711	0.2259283	0.3922319	0.6576863
700	0.0072428	0.7474269	0.2652078	0.3475327	0.5534241	0.2532729	0.5961445	0.1929756	0.3901146	0.7715087
750	0.0072602	0.7875171	0.2356202	0.1376112	0.5011598	0.3105070	0.8478789	0.2829452	0.4712561	0.8367161
800	0.0151062	0.7259459	0.2615541	0.1260267	0.5274829	0.2434278	0.6630827	0.2142701	0.3775466	0.7924689
850	0.0128603	0.7005803	0.1536940	0.1522535	0.5620841	0.2433668	0.7159018	0.2500952	0.5155052	0.7477058
900	0.0102112	0.9076512	0.2215583	0.2696826	0.4032280	0.2944953	0.7299652	0.1863501	0.4217280	0.7974653
950	0.0127084	0.8918987	0.1733814	0.3136777	0.4216526	0.2617303	0.7007269	0.1921449	0.3562887	0.8458348
1000	0.0262867	0.6865352	0.2107666	0.2796601	0.6618340	0.3419019	0.9029915	0.2623313	0.3807779	0.7593746

0	0.0069387	0.6516949	0.2125669	0.3528282	0.5668863	0.1929571	0.8527812	0.2178131	0.3886946	0.8302790
50	0.0270155	0.7294863	0.6084471	0.4083317	0.4806465	0.3145430	0.8933801	0.1083004	0.3952630	0.8243026
100	0.0305881	0.7357327	0.6739407	0.3849633	0.5202110	0.2962602	0.7665448	0.1764655	0.3817240	0.6584207
150	0.0436201	0.6273552	0.7518286	0.3827476	0.4737283	0.2576106	0.6743253	0.1535045	0.4156707	0.6888388
200	0.0313374	0.6578579	0.7058251	0.3608571	0.4930239	0.3366966	0.8597411	0.1060357	0.3590579	0.6676061
250	0.0268548	0.6025143	0.6279901	0.3094642	0.5244864	0.2770752	0.6602670	0.1654965	0.3355793	0.7015642
300	0.0102486	0.7994903	0.6478904	0.3524423	0.6758597	0.2455993	0.8155463	0.0758879	0.4489387	0.6451327
350	0.0255260	0.6071363	0.5864270	0.3207475	0.6448668	0.3283550	0.7381871	0.1027115	0.3508889	0.8030352
400	0.0123175	0.7033837	0.7353451	0.4050289	0.5865721	0.3187568	0.7873574	0.1216741	0.3612887	0.7760894
450	0.0127988	0.7976129	0.5660128	0.4826459	0.5794137	0.3243192	0.7678851	0.0701877	0.3153778	0.7469001
500	0.0259958	0.7728926	0.6403842	0.3389933	0.5074677	0.2070006	0.7783941	0.1227186	0.3898190	0.6436034
550	0.0091560	0.7159437	0.5607636	0.3470467	0.5025149	0.3435368	0.6963315	0.1481966	0.4673555	0.7355281
600	0.0032893	0.7512403	0.3130795	0.2382693	0.5843834	0.2822180	0.6185089	0.1865853	0.3697817	0.7832621
650	0.0315194	0.7484675	0.2413699	0.2936387	0.5039509	0.2916493	0.9143454	0.2234162	0.3141762	0.7576309
700	0.0174148	0.6159647	0.2495939	0.3499964	0.4227264	0.2332097	0.7831063	0.1570771	0.3538905	0.8062166
750	0.0239055	0.7707039	0.2915774	0.3245240	0.5365121	0.3580276	0.6664679	0.2400626	0.4917522	0.6698477
800	0.0346445	0.8405574	0.3745517	0.3186206	0.3882866	0.2414454	0.6670024	0.2471214	0.4117408	0.7420847
850	0.0226372	0.6516313	0.2140264	0.3365299	0.5023115	0.2974438	0.7624775	0.2075515	0.4435114	0.7498754
900	0.0157697	0.6983631	0.2046610	0.3891936	0.5919576	0.3542082	0.6838666	0.1971368	0.4144590	0.7400146
950	0.0222833	0.8012617	0.1954422	0.3995788	0.4956924	0.2485139	0.6768618	0.2130281	0.4082180	0.6886540
1000	0.0248165	0.9239325	0.2847157	0.4589451	0.5116629	0.2931358	0.8516728	0.1543300	0.3678925	0.6758970

0	0.0307151	0.8009283	0.2511848	0.3164691	0.4193000	0.2303804	0.8398681	0.2344224	0.3982743	0.8754455
50	0.0642694	0.6413765	0.4108020	0.2765897	0.4646734	0.1737062	0.5409071	0.1576846	0.3853201	0.3173090
100	0.0085132	0.7709818	0.5423806	0.3646088	0.3807160	0.2417167	0.4860019	0.2387174	0.4893130	0.1762434
150	0.0018896	0.7832359	0.5137814	0.3425389	0.4095551	0.2879891	0.3700326	0.2941995	0.4858896	0.1829875
200	0.0154660	0.7788371	0.6089367	0.2252015	0.5505471	0.3802230	0.4026229	0.3945848	0.3255906	0.1562155
250	0.0270149	0.7608020	0.3983489	0.1767808	0.5362181	0.2732788	0.3678053	0.3067623	0.3924489	0.1693881
300	0.0512125	0.7957270	0.3288288	0.2564360	0.4431133	0.3521558	0.2990795	0.2594055	0.4525912	0.1737287
350	0.0100623	0.7377315	0.4244705	0.3340017	0.6515869	0.3209140	0.4813731	0.2823896	0.4020991	0.1702612
400	0.0053209	0.6344333	0.4539139	0.2130851	0.6320412	0.4279706	0.4751193	0.3015155	0.4829750	0.0719049
450	0.0156451	0.8360291	0.3661144	0.2621665	0.4371833	0.4615395	0.3806584	0.2348271	0.4291656	0.1911486
500	0.0157687	0.7774138	0.5561786	0.2201742	0.6024022	0.3343920	0.3950665	0.2638160	0.5358273	0.1097707
550	0.0156156	0.7194276	0.2603224	0.2490108	0.5941640	0.4324472	0.6217303	0.1991196	0.4536462	0.6359424
600	0.0417207	0.7381626	0.2535671	0.3249905	0.6205558	0.3818969	0.6422629	0.2166660	0.4749009	0.7323448
650	0.0206396	0.6782813	0.2176434	0.2809234	0.6449805	0.3245721	0.7006551	0.1690803	0.4491275	0.6888923
700	0.0118924	0.6190985	0.2223651	0.3040270	0.7458735	0.4017988	0.8551264	0.2043265	0.3505340	0.8002695
750	0.0251220	0.7514019	0.3046655	0.3201584	0.5102785	0.3404025	0.6881470	0.1622542	0.3539640	0.6933338
800	0.0139205	0.6859940	0.2467865	0.3231280	0.5426801	0.2565942	0.7476953	0.2307354	0.3389437	0.6724333
850	0.0135349	0.6892527	0.2434700	0.2129072	0.6214482	0.2981464	0.6445698	0.2235190	0.3302919	0.6497531
900	0.0025637	0.8195102	0.2945777	0.2384095	0.5281942	0.3157455	0.7864466	0.2638721	0.3379976	0.7539180
950	0.0072534	0.7606562	0.3479963	0.2988785	0.6551561	0.2531656	0.6956081	0.2144863	0.3288594	0.6898045
1000	0.0137231	0.7775749	0.2003342	0.2407080	0.5980202	0.3082017	0.6775688	0.0870584	0.3555433	0.8092548

0	0.0181756	0.7268201	0.3205268	0.3793293	0.5185192	0.2965595	0.7137113	0.2379492	0.4405017	0.7765598
50	0.0126731	0.7829494	0.2270472	0.3635897	0.3645263	0.2351056	0.7975360	0.0492628	0.3111255	0.4753979
100	0.0285575	0.6410302	0.2757119	0.2387586	0.7184359	0.3255430	0.7517498	0.0498720	0.3738135	0.4295088
150	0.0118684	0.8253418	0.2632042	0.1835950	0.4442002	0.3925992	0.7527396	0.0319205	0.3902297	0.3860894
200	0.0175070	0.7979257	0.1794105	0.1348807	0.4490092	0.3109486	0.7164358	0.0506441	0.3234755	0.3405671
250	0.0140669	0.7732391	0.1807193	0.0898748	0.5151545	0.3057590	0.7776925	0.0290055	0.3778032	0.3054398
300	0.0210933	0.7396329	0.1490625	0.1685286	0.4983901	0.2779214	0.7776970	0.0348480	0.3687577	0.2398486
350	0.0504667	0.8522882	0.1622397	0.2277219	0.4880903	0.3399708	0.8526320	0.0173856	0.4069012	0.2918525
400	0.0172124	0.7285642	0.1677292	0.3538337	0.5574345	0.4063554	0.8577451	0.0352759	0.2975300	0.2878951
