YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C
0.0283961	0.3659435	0.9804083	0.5768566	0.6558246	0.8153836	0.3662670	0.9175821	0.0932558	1.0279709
0.0390385	0.1675439	1.0070457	0.6139245	0.7384697	0.8066916	0.4069728	0.7495308	0.1315742	0.9098309
0.4836256	0.6016167	0.5446748	0.4920047	0.7072265	0.8229503	0.3343068	0.9132341	0.0648295	0.9768200
0.0579676	0.3147500	1.0321220	0.3138614	0.6839069	0.8335725	0.3827073	0.8605103	0.0807002	1.1585352
0.0811609	0.2962580	0.9683274	0.2590601	0.3321575	0.7429102	0.3716868	0.9570418	0.0928033	1.0181776
0.0527557	0.3348873	1.0538856	0.7382757	1.0013823	0.4232240	0.3800652	0.8844290	0.0892247	1.0078598
0.0829356	0.3740884	1.0538259	0.5753832	0.6570010	0.8742971	0.1635488	0.9605199	0.1034550	1.0119983
0.1376570	0.4325444	0.9014984	0.6552129	0.8668478	0.7222501	0.5393650	0.4995521	0.3148608	0.9684771
0.0651691	0.3234697	1.0220336	0.6019038	0.7575041	0.7595210	0.3897653	0.9331653	0.0588991	1.1347240
0.1050351	0.3725290	1.0752624	0.4749717	0.6947010	0.8484164	0.3867468	0.8859871	0.1837942	0.5255024
