"Time"	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C

0	0.5084216	0.6036275	0.6022541	0.8133358	0.3744687	0.9973304	0.2463668	0.9471974	0.1103989	1.0000000
50	0.5084944	0.6038315	0.6022116	0.8132772	0.3750622	0.9773907	0.2462705	0.9471982	0.1103989	1.0000000
100	0.5085994	0.6039728	0.6021838	0.8132545	0.3780341	0.9554972	0.2462398	0.9471765	0.1103989	1.0000000
150	0.5086945	0.6040661	0.6021785	0.8134777	0.3817364	0.9433154	0.2462385	0.9471512	0.1103989	1.0000000
200	0.5087720	0.6041092	0.6022319	0.8139776	0.3845782	0.9375557	0.2462478	0.9471296	0.1103989	1.0000000
250	0.5088360	0.6040734	0.6023575	0.8145840	0.3863156	0.9350050	0.2462589	0.9471152	0.1103989	1.0000000
300	0.5088801	0.6039352	0.6025283	0.8151306	0.3872515	0.9339097	0.2462674	0.9471115	0.1103989	1.0000000
350	0.5088868	0.6037057	0.6027028	0.8155420	0.3877182	0.9334466	0.2462705	0.9471218	0.1103989	1.0000000
400	0.5088434	0.6034271	0.6028512	0.8158162	0.3879394	0.9332524	0.2462663	0.9471469	0.1103989	1.0000000
450	0.5087530	0.6031480	0.6029618	0.8159838	0.3880407	0.9331715	0.2462540	0.9471837	0.1103989	1.0000000
500	0.5086331	0.6029044	0.6030366	0.8160799	0.3880859	0.9331381	0.2462350	0.9472267	0.1103989	1.0000000
550	0.5085055	0.6027130	0.6030840	0.8161512	0.3874340	0.9531035	0.2462117	0.9472698	0.1103989	1.0000000
600	0.5083885	0.6025734	0.6031165	0.8161819	0.3843060	0.9750120	0.2461874	0.9473085	0.1103989	1.0000000
650	0.5082919	0.6024764	0.6031238	0.8159350	0.3805571	0.9872020	0.2461647	0.9473403	0.1103989	1.0000000
700	0.5082131	0.6024299	0.6030664	0.8154023	0.3777697	0.9929660	0.2461452	0.9473647	0.1103989	1.0000000
750	0.5081466	0.6024676	0.6029334	0.8147808	0.3761045	0.9955190	0.2461298	0.9473804	0.1103989	1.0000000
800	0.5081008	0.6026131	0.6027573	0.8142387	0.3752216	0.9966154	0.2461194	0.9473845	0.1103989	1.0000000
850	0.5080953	0.6028509	0.6025818	0.8138413	0.3747861	0.9970791	0.2461156	0.9473736	0.1103989	1.0000000
900	0.5081427	0.6031348	0.6024358	0.8135817	0.3745812	0.9972736	0.2461199	0.9473475	0.1103989	1.0000000
950	0.5082374	0.6034144	0.6023289	0.8134256	0.3744879	0.9973546	0.2461325	0.9473097	0.1103989	1.0000000
1000	0.5083602	0.6036547	0.6022577	0.8133372	0.3744463	0.9973880	0.2461520	0.9472662	0.1103989	1.0000000

0	0.5084216	0.6036275	0.6022541	0.8133358	0.3744687	0.9973304	0.2463668	0.9471974	0.1103989	1.0000000
50	0.6245793	0.6113825	0.5574893	0.8631187	0.3750204	0.9787285	0.2462716	0.9471525	0.1103989	0.8050881
100	0.7373948	0.6496902	0.5256921	0.9234124	0.3777879	0.9583022	0.2463297	0.9461231	0.1103989	0.5781867
150	0.7931718	0.6950941	0.5212196	0.9593881	0.3812319	0.9469327	0.2469659	0.9428674	0.1103989	0.4464973
200	0.8192245	0.7240853	0.5258383	0.9765513	0.3838736	0.9415388	0.2485828	0.9383346	0.1103989	0.3831581
250	0.8322144	0.7354091	0.5306876	0.9835941	0.3854911	0.9391086	0.2508847	0.9342586	0.1103990	0.3552886
300	0.8388118	0.7365057	0.5337436	0.9860822	0.3863694	0.9380056	0.2531841	0.9314889	0.1103990	0.3436468
350	0.8419118	0.7338719	0.5352947	0.9867929	0.3868180	0.9374762	0.2549752	0.9299991	0.1103990	0.3389460
400	0.8431234	0.7308867	0.5359736	0.9869098	0.3870426	0.9372012	0.2561141	0.9293972	0.1103990	0.3370926
450	0.8434275	0.7286837	0.5362323	0.9868717	0.3871563	0.9370499	0.2567051	0.9292784	0.1103990	0.3363746
500	0.8433773	0.7273422	0.5363147	0.9868165	0.3872154	0.9369660	0.2569367	0.9293600	0.1103990	0.3361001
550	0.7369146	0.7192046	0.5822373	0.9380321	0.3866236	0.9555545	0.2569765	0.9295159	0.1103990	0.5309083
600	0.6405611	0.6797734	0.6157329	0.8802352	0.3837272	0.9759706	0.2568795	0.9303020	0.1103990	0.7577707
650	0.5904908	0.6313949	0.6209627	0.8457678	0.3802459	0.9873358	0.2563431	0.9330087	0.1103989	0.8894456
