"Time"	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W
450	0.7392241	0.8993487	0.3597770	0.9491128	0.3179637	0.5337265	0.9741578	0.8824388	0.3535943	0.5251947
500	0.7398278	0.8995164	0.3597542	0.9489777	0.3182813	0.5342040	0.9744747	0.8831269	0.3528203	0.5251279
550	0.6994359	0.8967859	0.3866778	0.9488380	0.3185252	0.5344852	0.9746611	0.8731350	0.3618102	0.6885643
600	0.6557333	0.8820030	0.4188677	0.9487133	0.3186951	0.5346242	0.9742121	0.8216720	0.4079278	0.8573417
650	0.6279062	0.8620608	0.4381366	0.9486131	0.3188101	0.5343659	0.9716784	0.7685695	0.4653376	0.9428434
700	0.6086592	0.8459958	0.4477117	0.9485395	0.3188416	0.5332761	0.9677245	0.7428457	0.5087321	0.9786594
750	0.5944776	0.8359846	0.4520738	0.9485020	0.3186883	0.5315137	0.9644762	0.7376800	0.5346249	0.9923715
800	0.5844882	0.8306122	0.4539628	0.9485252	0.3183051	0.5297917	0.9629681	0.7407566	0.5481119	0.9973524
850	0.5780310	0.8279923	0.4547449	0.9486272	0.3177907	0.5286721	0.9628464	0.7451936	0.5545438	0.9991004
900	0.5741973	0.8268014	0.4550391	0.9487949	0.3173116	0.5282391	0.9633632	0.7486360	0.5574264	0.9996992
950	0.5720832	0.8262998	0.4551156	0.9489860	0.3169826	0.5282730	0.9639906	0.7507982	0.5586601	0.9999007
1000	0.5709914	0.8261186	0.4550963	0.9491545	0.3168248	0.5285120	0.9644991	0.7520107	0.5591696	0.9999675

0	0.5713540	0.8270103	0.4545772	0.9492497	0.3172070	0.5294440	0.9652873	0.7534052	0.5595023	1.0000000
50	0.5710131	0.8260365	0.4651949	0.6908094	0.4564687	0.5098271	0.7188935	0.6136761	0.6297180	1.0000000
100	0.5696797	0.8108181	0.5393999	0.3904190	0.6165159	0.4034124	0.4636636	0.4758085	0.7004938	1.0000000
150	0.5599075	0.7511063	0.6706198	0.2129052	0.7356410	0.2672396	0.3273137	0.4099497	0.7357164	1.0000000
200	0.5271450	0.6501151	0.7982221	0.1232144	0.8181227	0.1694835	0.2630042	0.3839260	0.7503563	1.0000000
250	0.4654299	0.5477756	0.8884256	0.0801422	0.8626917	0.1161101	0.2356093	0.3745521	0.7559732	1.0000000
300	0.3884965	0.4719669	0.9416586	0.0598834	0.8822725	0.0911034	0.2280492	0.3713611	0.7580374	1.0000000
350	0.3173067	0.4253264	0.9698835	0.0505283	0.8893800	0.0810994	0.2315806	0.3703074	0.7587770	1.0000000
400	0.2637150	0.3996389	0.9838877	0.0463191	0.8910296	0.0786123	0.2401523	0.3699594	0.7590377	1.0000000
450	0.2286101	0.3864313	0.9905436	0.0445053	0.8904087	0.0797171	0.2492318	0.3698395	0.7591287	1.0000000
500	0.2076849	0.3799422	0.9936141	0.0437891	0.8889541	0.0821817	0.2564421	0.3697945	0.7591603	1.0000000
550	0.1960102	0.3769562	0.9921455	0.1831385	0.7179646	0.0999429	0.5083142	0.5151980	0.6889566	1.0000000
600	0.1900244	0.3792100	0.9599498	0.4159699	0.4557776	0.1987304	0.7698441	0.6546380	0.6181850	1.0000000
650	0.1895873	0.3997205	0.8715785	0.6472473	0.2947234	0.3347685	0.9040390	0.7138390	0.5829638	1.0000000
700	0.2004896	0.4534909	0.7498944	0.8116752	0.2502019	0.4376387	0.9605619	0.7314385	0.5683244	1.0000000
750	0.2322050	0.5382382	0.6371334	0.9017204	0.2601624	0.4961420	0.9816399	0.7354659	0.5627077	1.0000000
800	0.2884178	0.6315570	0.5549190	0.9419204	0.2819546	0.5243426	0.9875612	0.7374589	0.5606435	1.0000000
850	0.3592080	0.7100166	0.5037652	0.9554888	0.2996632	0.5360262	0.9864432	0.7404537	0.5599040	1.0000000
900	0.4277570	0.7641781	0.4756673	0.9572060	0.3106509	0.5394485	0.9820485	0.7441799	0.5596432	1.0000000
950	0.4824596	0.7965375	0.4620166	0.9549475	0.3164051	0.5389532	0.9769457	0.7476429	0.5595522	1.0000000
1000	0.5203869	0.8137397	0.4563372	0.9522278	0.3188754	0.5369194	0.9726573	0.7502213	0.5595207	1.0000000

0	0.5713540	0.8270103	0.4545772	0.9492497	0.3172070	0.5294440	0.9652873	0.7534052	0.5595023	1.0000000
50	0.5715142	0.8408312	0.3357584	0.9492196	0.3171656	0.5293919	0.9653008	0.7602381	0.5474225	0.6849962
100	0.5804536	0.9008005	0.1936404	0.9492188	0.3171324	0.5294400	0.9664934	0.8250210	0.4693714	0.3597283
150	0.6049215	0.9560986	0.1086673	0.9492283	0.3171064	0.5301133	0.9707110	0.9102511	0.3417301	0.1949518
200	0.6334740	0.9840765	0.0665461	0.9492368	0.3171795	0.5319043	0.9757850	0.9608327	0.2250646	0.1259287
250	0.6553009	0.9947463	0.0474413	0.9492169	0.3175076	0.5342810	0.9795085	0.9840984	0.1473776	0.0995034
300	0.6684264	0.9982688	0.0392141	0.9491267	0.3180951	0.5364150	0.9816429	0.9937755	0.1044165	0.0899045
350	0.6752251	0.9993521	0.0357906	0.9489464	0.3187862	0.5379215	0.9827027	0.9976112	0.0832422	0.0865358
400	0.6784167	0.9996773	0.0344022	0.9486992	0.3194140	0.5388275	0.9831814	0.9990933	0.0735708	0.0853819
450	0.6798175	0.9997759	0.0338525	0.9484326	0.3198918	0.5393138	0.9833835	0.9996578	0.0693839	0.0849936
500	0.6804044	0.9998068	0.0336414	0.9481909	0.3202115	0.5395535	0.9834645	0.9998710	0.0676419	0.0848648
550	0.6806277	0.9989560	0.1527176	0.9479987	0.3204053	0.5396640	0.9834955	0.9998171	0.0891014	0.3998263
600	0.6798524	0.9845048	0.2950948	0.9478607	0.3205141	0.5397108	0.9834496	0.9811611	0.2047910	0.7250804
650	0.6738342	0.9453573	0.3802435	0.9477696	0.3205736	0.5396544	0.9823678	0.8877424	0.3454715	0.8898525
700	0.6585477	0.8998570	0.4224728	0.9477128	0.3206044	0.5390410	0.9782045	0.7931285	0.4473654	0.9588742
750	0.6366176	0.8654664	0.4416421	0.9476815	0.3205443	0.5371847	0.9716667	0.7494709	0.5058550	0.9852990
800	0.6144953	0.8449782	0.4499068	0.9476890	0.3202270	0.5342475	0.9660862	0.7393058	0.5353986	0.9948977
850	0.5968400	0.8343908	0.4533461	0.9477757	0.3195636	0.5313171	0.9632523	0.7413935	0.5491610	0.9982664
900	0.5848708	0.8293975	0.4547227	0.9479760	0.3186907	0.5293104	0.9626477	0.7456399	0.5552207	0.9994204
950	0.5776574	0.8271961	0.4552231	0.9482748	0.3178642	0.5283906	0.9631022	0.7489596	0.5577794	0.9998086
1000	0.5736785	0.8262951	0.4553449	0.9486097	0.3172685	0.5282292	0.9638002	0.7509991	0.5588254	0.9999374

0	0.5713540	0.8270103	0.4545772	0.9492497	0.3172070	0.5294440	0.9652873	0.7534052	0.5595023	1.0000000
50	0.5710239	0.8266334	0.4547749	0.9492195	0.3171673	0.5293582	0.9642552	0.6902644	0.5595035	1.0000000
100	0.5707174	0.8264124	0.4548739	0.9492176	0.3171566	0.5285556	0.9577981	0.6249472	0.5595039	1.0000000
150	0.5704910	0.8262928	0.4549193	0.9492233	0.3170792	0.5256542	0.9470910	0.5911744	0.5595040	1.0000000
200	0.5703435	0.8262329	0.4549371	0.9492568	0.3166237	0.5207290	0.9367860	0.5764549	0.5595041	1.0000000
250	0.5702558	0.8262067	0.4549339	0.9493922	0.3155817	0.5152592	0.9294063	0.5704851	0.5595041	1.0000000
300	0.5702083	0.8262048	0.4548964	0.9497038	0.3140829	0.5106167	0.9250035	0.5681509	0.5595041	1.0000000
350	0.5701888	0.8262330	0.4548027	0.9501972	0.3124662	0.5073397	0.9226752	0.5672597	0.5595041	1.0000000
400	0.5701945	0.8263051	0.4546405	0.9508020	0.3110384	0.5053144	0.9215431	0.5669308	0.5595041	1.0000000
450	0.5702291	0.8264296	0.4544190	0.9514164	0.3099502	0.5041808	0.9210256	0.5668222	0.5595041	1.0000000
500	0.5702972	0.8266018	0.4541656	0.9519576	0.3092097	0.5035931	0.9208004	0.5668022	0.5595041	1.0000000
550	0.5703987	0.8268037	0.4539128	0.9523835	0.3087432	0.5033933	0.9230730	0.6299035	0.5595041	1.0000000
600	0.5705259	0.8270113	0.4536871	0.9526929	0.3084197	0.5049018	0.9339351	0.6952084	0.5595041	1.0000000
650	0.5706661	0.8272032	0.4535023	0.9529050	0.3084088	0.5095202	0.9464702	0.7289871	0.5595041	1.0000000
700	0.5708053	0.8273659	0.4533630	0.9529866	0.3091492	0.5156015	0.9554073	0.7437216	0.5595041	1.0000000
750	0.5709317	0.8274915	0.4532797	0.9528478	0.3106269	0.5209627	0.9605243	0.7497087	0.5595041	1.0000000
800	0.5710368	0.8275699	0.4532749	0.9524505	0.3123899	0.5247117	0.9631185	0.7520579	0.5595041	1.0000000
850	0.5711122	0.8275855	0.4533664	0.9518637	0.3139890	0.5269713	0.9643363	0.7529592	0.5595041	1.0000000
900	0.5711484	0.8275260	0.4535483	0.9512161	0.3152039	0.5282005	0.9648783	0.7532926	0.5595041	1.0000000
950	0.5711370	0.8273941	0.4537898	0.9506230	0.3160183	0.5288210	0.9651097	0.7534014	0.5595041	1.0000000
1000	0.5710762	0.8272096	0.4540492	0.9501483	0.3165154	0.5291168	0.9652053	0.7534198	0.5595041	1.0000000

0	0.5713540	0.8270103	0.4545772	0.9492497	0.3172070	0.5294440	0.9652873	0.7534052	0.5595023	1.0000000
50	0.5616873	0.7155665	0.4547749	0.9492196	0.3171656	0.5293918	0.9652958	0.7547597	0.5937816	1.0000000
100	0.5148187	0.6330015	0.4548739	0.9492188	0.3171335	0.5294147	0.9659748	0.7620643	0.6283340	1.0000000
150	0.4576373	0.6042828	0.4549189	0.9492278	0.3171119	0.5297799	0.9682696	0.7717218	0.6455294	1.0000000
200	0.4164710	0.5960581	0.4549365	0.9492365	0.3171455	0.5308121	0.9717711	0.7794425	0.6526765	1.0000000
250	0.3935722	0.5939059	0.4549422	0.9492292	0.3173234	0.5324412	0.9752604	0.7842857	0.6554187	1.0000000
300	0.3825754	0.5933709	0.4549469	0.9491803	0.3176917	0.5342473	0.9779317	0.7869277	0.6564264	1.0000000
350	0.3777564	0.5932398	0.4549614	0.9490691	0.3182009	0.5358241	0.9796486	0.7882451	0.6567875	1.0000000
400	0.3757667	0.5932009	0.4549951	0.9488964	0.3187452	0.5369849	0.9806257	0.7888617	0.6569148	1.0000000
450	0.3749737	0.5931743	0.4550523	0.9486858	0.3192301	0.5377378	0.9811351	0.7891359	0.6569592	1.0000000
500	0.3746576	0.5931397	0.4551299	0.9484703	0.3196065	0.5381811	0.9813839	0.7892511	0.6569746	1.0000000
550	0.3855838	0.7041107	0.4552190	0.9482777	0.3198693	0.5384222	0.9814544	0.7881092	0.6227017	1.0000000
600	0.4360676	0.7863714	0.4553086	0.9481229	0.3200397	0.5384804	0.9806103	0.7815021	0.5881516	1.0000000
650	0.4930922	0.8149048	0.4553897	0.9480087	0.3201401	0.5380759	0.9779583	0.7720939	0.5709569	1.0000000
700	0.5320311	0.8230099	0.4554567	0.9479329	0.3201355	0.5369313	0.9743313	0.7641098	0.5638101	1.0000000
750	0.5529636	0.8250813	0.4555073	0.9479027	0.3199495	0.5352387	0.9710036	0.7588795	0.5610680	1.0000000
800	0.5627826	0.8255619	0.4555382	0.9479366	0.3195641	0.5334655	0.9685740	0.7559368	0.5600603	1.0000000
850	0.5670062	0.8256580	0.4555444	0.9480457	0.3190513	0.5319764	0.9670427	0.7544363	0.5596993	1.0000000
900	0.5687192	0.8256780	0.4555210	0.9482194	0.3185210	0.5309047	0.9661723	0.7537221	0.5595720	1.0000000
950	0.5693886	0.8256990	0.4554685	0.9484277	0.3180595	0.5302165	0.9657142	0.7534006	0.5595276	1.0000000
1000	0.5696509	0.8257385	0.4553934	0.9486365	0.3177063	0.5298117	0.9654871	0.7532648	0.5595122	1.0000000

0	0.5713540	0.8270103	0.4545772	0.9492497	0.3172070	0.5294440	0.9652873	0.7534052	0.5595023	1.0000000
50	0.5714221	0.8381602	0.3610688	0.6878182	0.4624276	0.5498639	0.9652776	0.7556330	0.5734590	1.0000000
100	0.5786882	0.8872720	0.2659222	0.3842788	0.6215951	0.5676615	0.9655979	0.7718596	0.5875265	1.0000000
150	0.5990555	0.9335675	0.2325205	0.2058846	0.7086350	0.5752649	0.9667990	0.8006183	0.5945273	1.0000000
200	0.6233018	0.9566999	0.2326748	0.1177037	0.7482692	0.5783287	0.9687062	0.8251994	0.5974371	1.0000000
250	0.6418500	0.9635564	0.2411940	0.0773940	0.7648577	0.5799302	0.9705119	0.8371467	0.5985535	1.0000000
300	0.6524267	0.9633475	0.2485161	0.0597638	0.7715217	0.5810134	0.9716632	0.8395842	0.5989638	1.0000000
350	0.6570052	0.9612834	0.2530547	0.0522673	0.7741808	0.5817352	0.9721335	0.8379223	0.5991108	1.0000000
400	0.6582641	0.9593969	0.2555000	0.0491400	0.7752688	0.5821295	0.9721662	0.8354693	0.5991626	1.0000000
450	0.6581241	0.9581438	0.2567196	0.0478518	0.7757319	0.5822756	0.9720120	0.8334833	0.5991807	1.0000000
500	0.6576049	0.9574269	0.2572992	0.0473252	0.7759315	0.5822764	0.9718269	0.8321775	0.5991870	1.0000000
550	0.6566847	0.9396149	0.4620220	0.2150679	0.6327228	0.5619049	0.9716269	0.8223690	0.5852336	1.0000000
600	0.6442123	0.8262399	0.6693431	0.4639589	0.4747166	0.5441015	0.9706930	0.7909275	0.5711673	1.0000000
650	0.5949709	0.6864301	0.7201878	0.6669832	0.3872274	0.5362441	0.9686665	0.7633381	0.5641668	1.0000000
700	0.5177008	0.6206084	0.6754809	0.7996720	0.3466964	0.5328232	0.9671022	0.7474168	0.5612572	1.0000000
750	0.4544058	0.6300510	0.6067749	0.8749867	0.3293333	0.5312620	0.9675174	0.7405916	0.5601408	1.0000000
800	0.4306486	0.6761313	0.5484026	0.9140170	0.3221638	0.5309716	0.9694616	0.7393766	0.5597305	1.0000000
850	0.4419577	0.7263562	0.5083425	0.9330553	0.3193150	0.5315464	0.9711572	0.7411513	0.5595836	1.0000000
900	0.4705236	0.7657574	0.4838664	0.9419440	0.3183252	0.5322901	0.9714991	0.7440714	0.5595317	1.0000000
950	0.5010951	0.7919431	0.4699950	0.9459345	0.3181133	0.5326336	0.9706513	0.7469669	0.5595136	1.0000000
1000	0.5260579	0.8076843	0.4625502	0.9476447	0.3181437	0.5324397	0.9693110	0.7492799	0.5595074	1.0000000

0	0.5713540	0.8270103	0.4545772	0.9492497	0.3172070	0.5294440	0.9652873	0.7534052	0.5595023	1.0000000
50	0.7133211	0.5824569	0.4548554	0.9440293	0.4321135	0.5293679	0.9646088	0.7533489	0.5595035	1.0000000
100	0.8584652	0.4011062	0.4572773	0.9066289	0.5562097	0.5289172	0.9617787	0.7532743	0.5595039	1.0000000
150	0.9315122	0.3371392	0.4678533	0.8408345	0.6222780	0.5277470	0.9587576	0.7529328	0.5595040	1.0000000
200	0.9622664	0.3157796	0.4893708	0.7761641	0.6512132	0.5262850	0.9567019	0.7518320	0.5595041	1.0000000
250	0.9742467	0.3044947	0.5176854	0.7290800	0.6625960	0.5250270	0.9554696	0.7497724	0.5595041	1.0000000
300	0.9786983	0.2942576	0.5459085	0.7004105	0.6666761	0.5241247	0.9546626	0.7471321	0.5595041	1.0000000
350	0.9802685	0.2842452	0.5691259	0.6849270	0.6679658	0.5235040	0.9540287	0.7445095	0.5595041	1.0000000
400	0.9807672	0.2755124	0.5857309	0.6772851	0.6682710	0.5230500	0.9534812	0.7423190	0.5595041	1.0000000
450	0.9808829	0.2688044	0.5964082	0.6737937	0.6682609	0.5226892	0.9530160	0.7406973	0.5595041	1.0000000
500	0.9808742	0.2641772	0.6027189	0.6723227	0.6681651	0.5223925	0.9526453	0.7395974	0.5595041	1.0000000
550	0.7000914	0.4659951	0.6059771	0.6814097	0.5531353	0.5221682	0.9528549	0.7389002	0.5595041	1.0000000
600	0.4752238	0.6159834	0.6025618	0.7355301	0.4289243	0.5224141	0.9566888	0.7385119	0.5595041	1.0000000
650	0.4213074	0.6724394	0.5847991	0.8102876	0.3627203	0.5241260	0.9637117	0.7385357	0.5595041	1.0000000
700	0.4309105	0.7017958	0.5554583	0.8710037	0.3337684	0.5271375	0.9690462	0.7392535	0.5595041	1.0000000
750	0.4536656	0.7293085	0.5243624	0.9093342	0.3226418	0.5299870	0.9711217	0.7408121	0.5595041	1.0000000
800	0.4777391	0.7567734	0.4986662	0.9302886	0.3190012	0.5317076	0.9710749	0.7430411	0.5595041	1.0000000
850	0.5007594	0.7804447	0.4805359	0.9406734	0.3181127	0.5322938	0.9701388	0.7455335	0.5595041	1.0000000
900	0.5210836	0.7981384	0.4690751	0.9454318	0.3180216	0.5321564	0.9689967	0.7478597	0.5595041	1.0000000
950	0.5374401	0.8099802	0.4624033	0.9474701	0.3180359	0.5316884	0.9679495	0.7497432	0.5595041	1.0000000
1000	0.5494875	0.8172606	0.4587650	0.9483017	0.3179800	0.5311410	0.9671051	0.7511038	0.5595041	1.0000000

0	0.5713540	0.8270103	0.4545772	0.9492497	0.3172070	0.5294440	0.9652873	0.7534052	0.5595023	1.0000000
50	0.6394089	0.8266303	0.4548209	0.9483686	0.3006542	0.6806973	0.9196649	0.7587908	0.6997523	1.0000000
100	0.7099030	0.8263668	0.4550240	0.9494546	0.3007167	0.8090238	0.8729143	0.7844082	0.8411218	1.0000000
150	0.7460956	0.8262082	0.4549537	0.9496968	0.3158652	0.8593489	0.8505226	0.8148355	0.9114763	1.0000000
200	0.7616504	0.8261944	0.4549542	0.9468717	0.3302627	0.8748048	0.8428431	0.8372186	0.9407186	1.0000000
250	0.7678392	0.8261082	0.4555879	0.9421884	0.3392728	0.8788741	0.8412612	0.8504326	0.9519380	1.0000000
300	0.7701730	0.8256210	0.4569547	0.9375737	0.3438683	0.8798562	0.8415482	0.8573169	0.9560611	1.0000000
350	0.7709244	0.8246229	0.4587136	0.9340714	0.3459244	0.8801244	0.8421309	0.8606097	0.9575383	1.0000000
400	0.7709700	0.8232826	0.4604366	0.9318197	0.3467597	0.8802419	0.8425790	0.8620748	0.9580591	1.0000000
450	0.7706754	0.8218843	0.4618487	0.9305318	0.3470738	0.8803163	0.8428508	0.8626774	0.9582409	1.0000000
500	0.7702356	0.8206582	0.4628666	0.9298569	0.3471846	0.8803652	0.8429978	0.8628992	0.9583039	1.0000000
550	0.7006190	0.8197165	0.4634934	0.9298438	0.3716094	0.7079517	0.8886446	0.8602063	0.8180768	1.0000000
600	0.6285439	0.8190761	0.4640094	0.9256720	0.3760775	0.5733542	0.9352681	0.8431256	0.6767152	1.0000000
650	0.5912695	0.8184849	0.4650849	0.9230668	0.3563030	0.5320873	0.9582987	0.8158013	0.6063634	1.0000000
700	0.5749465	0.8176717	0.4660498	0.9265819	0.3363860	0.5264642	0.9668795	0.7903040	0.5771220	1.0000000
750	0.5680999	0.8170121	0.4657618	0.9333885	0.3248083	0.5284645	0.9688602	0.7724401	0.5659030	1.0000000
800	0.5652281	0.8171478	0.4640955	0.9397670	0.3198503	0.5302320	0.9684249	0.7619842	0.5617799	1.0000000
850	0.5642224	0.8182533	0.4617620	0.9441775	0.3181941	0.5307925	0.9674556	0.7566279	0.5603028	1.0000000
900	0.5643133	0.8199659	0.4595197	0.9467111	0.3177481	0.5306560	0.9666296	0.7542057	0.5597820	1.0000000
950	0.5650776	0.8217672	0.4577742	0.9479939	0.3176134	0.5303076	0.9660808	0.7532702	0.5596002	1.0000000
1000	0.5661531	0.8232937	0.4565939	0.9485953	0.3175161	0.5299834	0.9657554	0.7530025	0.5595372	1.0000000
