YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C
0.0004838	0.0000000	0.2715822	0.6981180	0.4633621	0.0959184	0.1218964	0.1304501	0.7214976	0.6694494
0.0000000	0.2808068	0.6460202	0.0000000	0.3957792	0.1644783	0.1408260	0.1829801	0.7056822	0.8541211
0.0000000	0.5654044	0.3595795	0.8746330	0.4285561	0.0000000	0.0952927	0.1181289	0.6702083	0.7261109
0.8397509	0.0000000	0.7164626	0.0000000	0.3873058	0.1248146	0.1714205	0.2769881	0.7231350	0.6490543
0.7220881	0.0000000	0.4127437	0.6840599	0.4745470	0.0000000	0.1031662	0.0988429	0.8100733	0.7300505
0.3260028	0.8164498	0.0000000	0.7150036	0.3138044	0.3709452	0.5142101	0.3853580	0.0000000	0.7235326
0.6784509	0.2592222	0.5819458	0.0000000	0.0077816	0.0000000	0.1375751	0.1586908	0.7134337	0.9142738
0.4042350	0.6744941	0.4210505	0.8501154	0.0000000	0.9378682	0.0000000	0.1714362	0.9002551	0.7007833
0.5182511	0.6708617	0.3337413	0.5602340	0.4945101	0.7414133	0.0000000	0.1003260	0.8399283	0.0000000
