YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W
0.4098716	0.8505179	0.0000000	0.6886690	0.1126565	0.3733281	0.4979680	0.0362695	0.0000000	0.7275577
0.1803793	0.1542883	0.7928006	0.0000000	0.5031891	0.7673466	0.0000000	0.7830479	0.7103370	0.1129907
0.1378699	0.1583915	0.8016030	0.0000000	0.4921568	0.9802464	0.0517931	0.0000000	0.7507205	0.1426242
0.2604099	0.3830531	0.0369058	0.6044240	0.0000000	0.1602305	0.8601929	0.6809430	0.6561424	0.0000000
