YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C
0.0000000	0.0618025	0.0408695	0.0000000	0.0418187	0.0484753	0.2014796	0.1512929	0.2393731	0.9849277
0.0072438	0.0000000	0.0342054	0.9988953	0.0316409	0.0025032	0.2147896	0.5708608	0.2366116	0.9644004
0.0682131	0.0595629	0.0000000	0.9873011	0.0237187	1.0911693	0.0000000	0.5176023	0.2064146	1.0113904
0.0916255	0.0631253	0.0706480	0.0000000	0.0479713	0.0689755	1.0573768	0.0043394	0.0000000	1.1467281
