YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W
0.0000000	0.2689691	0.9136448	0.5614786	0.8108312	0.3845408	0.1907894	0.0167951	0.9597900	0.5230151
0.9999999	0.0000000	0.7744962	0.4492479	0.5949822	0.9847272	0.8196668	0.0755741	0.3633712	0.6046261
0.1111575	0.3573272	0.0000000	0.4482521	0.5933418	0.9910102	0.9657883	0.3203717	0.2078162	0.6053496
0.1111567	0.3573297	0.0473959	0.0000000	0.5933417	0.9910096	0.9657602	0.3202013	0.2078595	0.6053504
0.1044554	0.9999960	0.0474096	0.0391726	0.0000000	0.9916964	0.9914292	0.6710737	0.1345667	0.9999999
0.1399497	0.2192562	0.9523765	0.6358947	1.0000000	0.0000000	0.4827551	0.0261951	0.5970067	0.4672428
0.1373948	0.2242345	0.9494172	0.6280360	0.9774813	0.0592793	0.0000000	0.0258148	0.6027083	0.4732420
0.1122654	0.3419497	0.8055357	0.4663533	0.6240398	0.8789980	0.4179307	0.0000011	0.6502770	0.5922394
0.1111639	0.3574077	0.7724628	0.4481197	0.5931026	0.9919554	0.9999886	1.0000000	0.0000022	0.6054399
0.1131218	0.3313583	0.8255973	0.4793450	0.6469935	0.8029833	0.3494651	0.0207996	0.7155885	0.0000001
