"Time"	YKL112W	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C
1000	0.5871989	0.7177609	0.5903198	0.5635794	0.0628305	0.0382892	0.0364318	0.2194142	0.6252765	0.7534475

0	0.7720553	0.8835814	0.7330313	0.7923303	0.0368405	0.0191894	0.0786401	0.1646528	0.8185989	0.7153600
50	0.6830234	0.7382641	0.6752340	0.5753149	0.2090520	0.2553546	0.5685654	0.2751369	0.5689976	0.5973865
100	0.7744991	0.6515241	0.6998915	0.6703233	0.2168170	0.4568161	0.5767640	0.2411157	0.5185997	0.3560488
150	0.6691928	0.5881455	0.7308067	0.6392529	0.2733796	0.6036779	0.5799180	0.2542954	0.4509645	0.2547617
200	0.7860049	0.6139908	0.8618324	0.7351749	0.2286259	0.5615106	0.5574819	0.3603538	0.4157217	0.1898475
250	0.7538938	0.5089150	0.7747405	0.5377087	0.2419110	0.7815436	0.6436917	0.3551024	0.4574629	0.2871118
300	0.6725091	0.4671174	0.5010559	0.7928795	0.3181247	0.6697314	0.6991868	0.3972887	0.4118930	0.1555299
350	0.6789141	0.6018611	0.7411664	0.6569686	0.2391548	0.6265640	0.6845319	0.3309131	0.4436173	0.1369456
400	0.7803964	0.4604078	0.7452904	0.5595004	0.2363699	0.6748445	0.6453957	0.4262537	0.3020493	0.1370381
450	0.7025947	0.4686076	0.7204805	0.5715992	0.3394129	0.6645616	0.6433334	0.4578320	0.3863118	0.1651961
500	0.7704366	0.3719531	0.7337345	0.5339901	0.2934640	0.5579619	0.7402149	0.4080914	0.3940133	0.2372524
550	0.8184968	0.5091221	0.8228104	0.5392083	0.1913341	0.4964748	0.3599014	0.4457852	0.3019771	0.2464323
600	0.7638583	0.4105535	0.6932681	0.5720554	0.1334068	0.5994769	0.2264692	0.4445461	0.5216032	0.3388949
650	0.6911409	0.7178453	0.8339939	0.5353932	0.0786173	0.4674743	0.2955319	0.2780984	0.5553269	0.5552140
700	0.6014019	0.6516942	0.6947052	0.6792946	0.1399226	0.5001417	0.2124360	0.3067911	0.5917490	0.7298960
750	0.7833412	0.6227790	0.6935845	0.6235947	0.0380956	0.2642214	0.0796107	0.2687731	0.6037083	0.6975267
800	0.7046895	0.6869386	0.7041062	0.6550962	0.0678368	0.1410999	0.0547389	0.2245534	0.4895655	0.6843875
850	0.7338988	0.6349325	0.6898353	0.6965994	0.0277779	0.0746521	0.0365778	0.2712577	0.6280196	0.7035759
900	0.6732621	0.7582121	0.6655868	0.7662723	0.0452118	0.0701249	0.0523672	0.1789225	0.5281929	0.7333706
950	0.7432269	0.6665706	0.6089679	0.5975255	0.0219029	0.0416728	0.0434061	0.1621913	0.6435874	0.8042743
1000	0.6637600	0.8561492	0.7380914	0.6505115	0.0184515	0.0406740	0.0324833	0.1806045	0.7331317	0.7125516

0	0.7887112	0.6027098	0.8221594	0.7323356	0.0579839	0.0191378	0.0603760	0.1937979	0.6353924	0.7450414
50	0.7044025	0.7145982	0.6648152	0.7059800	0.0115527	0.5527721	0.0190632	0.2432533	0.5278101	0.2312300
100	0.6239446	0.6870723	0.7517911	0.5780507	0.0315433	0.5563331	0.0336161	0.2642342	0.5022451	0.1719436
150	0.6281377	0.5939355	0.7337075	0.5042262	0.0287274	0.7187640	0.0380487	0.2943306	0.3945601	0.2178944
200	0.8696576	0.7661957	0.8010592	0.5764048	0.0422322	0.6191669	0.0959973	0.3245040	0.4032965	0.2268799
250	0.7831488	0.6567273	0.7698949	0.4936883	0.0470471	0.7052876	0.1373678	0.2799149	0.4860627	0.2369773
300	0.6030731	0.7011222	0.7159089	0.5273858	0.0729216	0.7087545	0.0924118	0.3838218	0.3966621	0.2126061
350	0.8194637	0.6187142	0.7338706	0.4559240	0.0412441	0.7633481	0.1534039	0.3361496	0.4108061	0.1798985
400	0.6943596	0.6434377	0.7045158	0.4496278	0.0708016	0.5574918	0.1768680	0.2409471	0.4553947	0.2859487
450	0.7651210	0.7159290	0.8948564	0.5519261	0.0415825	0.6688048	0.2170149	0.2883944	0.4482349	0.1519441
500	0.7691009	0.7029327	0.7775708	0.4785380	0.0445205	0.6524462	0.1134320	0.2910277	0.4393449	0.1811433
550	0.7780551	0.6849105	0.7415468	0.5829102	0.0297237	0.1696641	0.1111622	0.3846532	0.3866360	0.5218263
600	0.5568829	0.6135474	0.7266881	0.6078803	0.1263327	0.2934683	0.1680566	0.3573374	0.5045865	0.7168571
650	0.5421028	0.6183224	0.7978318	0.5419886	0.0477805	0.2973532	0.2514251	0.2747125	0.5136127	0.7270332
700	0.6052716	0.6399595	0.6624736	0.5654629	0.0732784	0.1892886	0.1368967	0.3431025	0.6985084	0.8604271
750	0.7480640	0.8443254	0.6997839	0.6300973	0.0808179	0.1852871	0.1687503	0.2486458	0.4794976	0.7487658
800	0.7181522	0.7322381	0.6164638	0.6650049	0.0550966	0.1209950	0.0820090	0.2309045	0.5538862	0.7816668
850	0.7946189	0.6527933	0.6664410	0.6875393	0.0303957	0.0804762	0.0404885	0.2619279	0.5036910	0.6234752
900	0.6960070	0.6257058	0.7742420	0.7046961	0.0196976	0.0612922	0.0361757	0.2337771	0.6632569	0.6765613
950	0.6508457	0.6235993	0.7362656	0.7256603	0.0316994	0.0396664	0.0343673	0.1504016	0.6683420	0.6526672
1000	0.6657939	0.7383360	0.7258279	0.7084280	0.0589778	0.0489242	0.0395947	0.1388831	0.5994671	0.7364598

0	0.7126759	0.6516475	0.5943578	0.6671054	0.0422407	0.0250154	0.0333943	0.1740638	0.7108029	0.6489375
50	0.7362096	0.5827283	0.7272193	0.5863864	0.0176233	0.0360716	0.0272019	0.1885573	0.5933707	0.7209770
100	0.5794756	0.6571629	0.5979825	0.6816999	0.0331190	0.0828748	0.0399136	0.2107228	0.5065392	0.6484273
150	0.5883729	0.5976117	0.6282326	0.6573621	0.0335287	0.0438427	0.0369980	0.2218812	0.5968284	0.6326269
200	0.6010960	0.6288381	0.8127326	0.6354759	0.0271361	0.0527747	0.0603018	0.2446338	0.4747995	0.5754140
250	0.6760306	0.7749594	0.6823941	0.7752183	0.0403764	0.0781999	0.0501507	0.2137026	0.6675345	0.7459489
300	0.7267410	0.6372436	0.7891193	0.7752714	0.0513150	0.0447751	0.0544222	0.2203535	0.5809445	0.7070196
350	0.7013139	0.5445883	0.7409725	0.6420291	0.0464868	0.1243464	0.0554410	0.1563812	0.5647132	0.6677533
400	0.8608365	0.7507140	0.6843404	0.7914596	0.0325242	0.0423824	0.0367752	0.2488452	0.6911918	0.7022603
450	0.6994101	0.6756060	0.8005928	0.6640263	0.0527262	0.0605827	0.0218519	0.2357418	0.7326322	0.6888434
500	0.7371999	0.7123716	0.6279112	0.6959030	0.0179712	0.0563625	0.0260068	0.1807390	0.6769723	0.7440392
550	0.7332580	0.6710985	0.6663361	0.8397259	0.0399684	0.0413015	0.0537999	0.1998186	0.6250664	0.6534631
600	0.8551581	0.7354689	0.6479971	0.8396077	0.0390809	0.0443647	0.0546058	0.2748730	0.5178342	0.5824323
650	0.7510157	0.6929433	0.6956812	0.5139920	0.0401794	0.0446689	0.0486167	0.1901246	0.5969892	0.6033518
700	0.7556403	0.7244964	0.5784186	0.8148421	0.0299985	0.0255394	0.0192456	0.1743921	0.6237336	0.7222842
750	0.7745023	0.7453192	0.7244106	0.6974011	0.0409995	0.0365371	0.0147118	0.1390598	0.6237453	0.7284837
800	0.6843369	0.7170216	0.5783983	0.6663691	0.0540586	0.0448929	0.0277142	0.1638176	0.5855662	0.6780893
850	0.7372036	0.5940781	0.7832311	0.7239203	0.0298689	0.0575462	0.0304515	0.1663871	0.6442690	0.7036404
900	0.7773761	0.6870042	0.6848181	0.6473264	0.0267137	0.0533612	0.0468878	0.2224203	0.5525162	0.5652574
950	0.7284784	0.6831520	0.6063352	0.6494604	0.0256151	0.0336360	0.0262830	0.2061411	0.6478306	0.7698636
1000	0.7192706	0.7210829	0.7495781	0.7263813	0.0112922	0.0437786	0.0274045	0.1590676	0.5905852	0.6457635

0	0.7464494	0.6911864	0.6722464	0.6480252	0.0467927	0.0189070	0.0488642	0.1586722	0.7409011	0.7369926
50	0.6348048	0.8839219	0.7044588	0.5294031	0.2512231	0.4717985	0.0335052	0.1990458	0.5361864	0.6949921
100	0.7072274	0.7101152	0.7360873	0.4332519	0.3144142	0.6312928	0.0314193	0.2773736	0.5513124	0.7932957
150	0.7404726	0.8451674	0.9287823	0.3924953	0.4145523	0.6170993	0.0619820	0.2227359	0.4500677	0.6874518
200	0.7553998	0.7002756	0.8480670	0.3935266	0.4468028	0.6239856	0.0843763	0.3056160	0.4644666	0.7047309
250	0.7708807	0.6703024	0.6673053	0.4142421	0.2649731	0.6454444	0.1224400	0.2726250	0.4727276	0.6164778
300	0.6838431	0.7319430	0.6315730	0.3791998	0.3993555	0.6872854	0.1211555	0.2718242	0.5565342	0.6425625
350	0.6670023	0.5663980	0.7529496	0.3547917	0.3917527	0.6703401	0.1381549	0.2755506	0.4995490	0.6020965
400	0.8054706	0.7697563	0.6581499	0.3780189	0.3644046	0.6950234	0.1329571	0.2528433	0.6104102	0.7477448
450	0.7471137	0.7235260	0.6375913	0.4210892	0.3831530	0.7232400	0.0640156	0.1665916	0.5241683	0.6481446
500	0.7148149	0.6792205	0.6473460	0.3694758	0.3009398	0.7594513	0.0915511	0.2062910	0.6654993	0.8065823
550	0.6411176	0.7364471	0.8214258	0.5243356	0.1174609	0.1644289	0.0484268	0.1926071	0.6420584	0.6419603
600	0.7115922	0.6938631	0.7165323	0.6090126	0.0179393	0.0754669	0.0677875	0.1860777	0.6021697	0.7904467
650	0.7502468	0.6686053	0.8387419	0.6404322	0.0084995	0.0239657	0.0796788	0.2185282	0.6429910	0.7490829
700	0.7325374	0.7668267	0.8463218	0.6541972	0.0365080	0.0329026	0.0291015	0.1800206	0.5662404	0.7785808
750	0.7519717	0.5972603	0.6433428	0.7496445	0.0179595	0.0404711	0.0352873	0.2865373	0.6409255	0.7716568
800	0.8353657	0.6912764	0.7324088	0.6421590	0.0557470	0.0474963	0.0919295	0.2898154	0.5326952	0.7276396
850	0.6510989	0.7679995	0.5876768	0.6804392	0.0357000	0.0735414	0.0814848	0.2502924	0.6321984	0.9982487
900	0.6537977	0.6574288	0.7007457	0.7424166	0.0232283	0.0414917	0.1253644	0.2498901	0.6841472	0.8186093
950	0.7624878	0.6425129	0.6449027	0.6976065	0.0461740	0.0611177	0.0984162	0.1998350	0.5347236	0.7129743
1000	0.8031358	0.7412006	0.8541075	0.7446793	0.0406882	0.0963670	0.0708036	0.2530723	0.5878578	0.7584182

0	0.7222771	0.7252461	0.7975334	0.7276319	0.0317007	0.0257330	0.0727708	0.1350984	0.7878781	0.7122533
50	0.6237963	0.6207040	0.7973098	0.6772566	0.0122388	0.0250508	0.0293654	0.0744761	0.4755589	0.7350704
100	0.4832689	0.6577129	0.7287620	0.7475623	0.0544544	0.0410387	0.0245269	0.0652267	0.3959062	0.7401871
150	0.4495192	0.7068385	0.6510714	0.7235626	0.0099004	0.0379513	0.0431710	0.0373476	0.4269415	0.6591901
200	0.4336752	0.7603984	0.7122277	0.7139698	0.0222874	0.0346907	0.0111995	0.0423463	0.4825777	0.7811587
250	0.3832466	0.6643986	0.7131082	0.6603373	0.0126348	0.0250160	0.0181913	0.0495324	0.4493181	0.6667931
300	0.3773765	0.5738070	0.7134564	0.7000034	0.0393353	0.0207279	0.0160683	0.0465327	0.4504476	0.6622517
350	0.4285027	0.6950796	0.7330225	0.7246039	0.0203514	0.0806270	0.0084878	0.0629912	0.5491893	0.6346128
400	0.4333569	0.6973598	0.6208119	0.7466183	0.0184871	0.0428052	0.0084446	0.0714838	0.4520249	0.7995542
450	0.4674512	0.6376831	0.6931337	0.9504023	0.0246309	0.0375284	0.0136516	0.0559171	0.4412260	0.6563064
500	0.4909045	0.5786884	0.6564799	0.6854228	0.0295740	0.0392777	0.0213045	0.0639657	0.4197131	0.7870380
550	0.6364562	0.6903167	0.7509084	0.6234811	0.0311967	0.0385679	0.0277506	0.1667439	0.5518652	0.7635798
600	0.6409516	0.5681664	0.8276303	0.7000876	0.0284735	0.0196129	0.0227714	0.2326779	0.6301794	0.7148513
650	0.7444150	0.7546032	0.7522269	0.6252813	0.0471976	0.0285370	0.0286291	0.2198529	0.5896860	0.7074046
700	0.7897851	0.6105888	0.6152683	0.6831057	0.0567693	0.0284906	0.0601047	0.1844831	0.6854095	0.6415225
750	0.7391550	0.6550110	0.6029820	0.7131535	0.0201718	0.0458730	0.0324006	0.2239448	0.5454431	0.5813251
800	0.7063486	0.6771967	0.6925472	0.8509365	0.0238473	0.0291185	0.0560033	0.2290581	0.6094839	0.6740447
850	0.5933862	0.6359377	0.6672883	0.6910138	0.0426599	0.0257444	0.0230251	0.2254377	0.5124061	0.6950301
900	0.6805169	0.6407762	0.7315716	0.7328779	0.0171696	0.0233004	0.0215411	0.3086872	0.6479006	0.7681016
950	0.7110742	0.6229492	0.6311068	0.6753350	0.0318325	0.0222604	0.0202109	0.2010778	0.5546900	0.6935189
1000	0.6377471	0.6175932	0.5996290	0.6960763	0.0273959	0.0225215	0.1185622	0.1549345	0.5689346	0.8054494

0	0.6164883	0.7263551	0.8499378	0.8237235	0.0493063	0.0212702	0.0369468	0.1771988	0.6374656	0.6891209
50	0.6541883	0.6203352	0.7643159	0.6982353	0.6014928	0.0415853	0.0276155	0.1351841	0.7316095	0.6308925
100	0.6241988	0.6852625	0.7996694	0.6984114	0.8426360	0.0525594	0.0183153	0.1061161	0.5975768	0.8184710
150	0.7933918	0.6137774	0.7710499	0.6922194	0.8099984	0.0387517	0.0139103	0.0956783	0.5278090	0.6608446
200	0.6925597	0.6438783	0.7299906	0.7919421	0.8222014	0.0281899	0.0327961	0.0317941	0.5894935	0.7645076
250	0.7297484	0.5708010	0.6546360	0.6501275	0.6929962	0.0166172	0.0129977	0.0319637	0.6794134	0.9745012
300	0.5939995	0.7294680	0.7507836	0.7911894	0.6977017	0.0387147	0.0074975	0.0102847	0.5814951	0.7906586
350	0.7191901	0.6221218	0.7215329	0.8276393	0.8001405	0.0330941	0.0495541	0.0211639	0.5682404	0.7772717
400	0.6358416	0.6219681	0.7261938	0.7311920	0.7366786	0.0481090	0.0491589	0.0332695	0.6513597	0.7053677
450	0.6992379	0.6221661	0.5109522	0.8157831	0.7383202	0.0309646	0.0093548	0.0050872	0.6611462	0.7665057
500	0.5626506	0.5881705	0.7308790	0.7514410	0.7063431	0.0425805	0.0062085	0.0042058	0.5499651	0.7499684
550	0.6320578	0.5662897	0.6813593	0.7261040	0.1082449	0.0497086	0.0123651	0.1318787	0.6106653	0.6015107
600	0.7736430	0.7179119	0.6880389	0.6437029	0.0455785	0.0410812	0.0267864	0.1949857	0.5778910	0.6298837
650	0.7421029	0.6592604	0.7930370	0.6567675	0.0137068	0.0612838	0.0295557	0.2009289	0.5632728	0.8073936
700	0.6769123	0.7092312	0.7146108	0.7471031	0.0369557	0.0177303	0.0382323	0.1923745	0.6004700	0.8245683
750	0.6062329	0.6662866	0.6890890	0.7395439	0.0637132	0.0358048	0.0240457	0.1713849	0.6316434	0.7361153
800	0.7248815	0.5906812	0.6927223	0.8396184	0.0360530	0.0455962	0.0970721	0.2021764	0.6400538	0.9453199
850	0.6993563	0.6800298	0.8123201	0.7484425	0.0191397	0.0325041	0.0402087	0.1469000	0.5559621	0.8090232
900	0.7164512	0.5928220	0.6852518	0.8130035	0.0262407	0.0443309	0.0553150	0.2435681	0.5434903	0.6774761
950	0.7773893	0.6984185	0.6188201	0.7618910	0.0529449	0.0438851	0.0298081	0.2505376	0.5015684	0.5921247
1000	0.7764557	0.7734196	0.6373337	0.8172941	0.0964426	0.0636940	0.0521823	0.2205617	0.5967118	0.6876296

0	0.7429618	0.5907593	0.8317836	0.6634701	0.0418054	0.0260231	0.0637286	0.2001796	0.6255708	0.8403940
50	0.8622841	0.7017362	0.7285722	0.6038593	0.0361012	0.0553251	0.0328840	0.1310519	0.5474194	0.7867576
100	0.7733296	0.7947541	0.7078785	0.6915982	0.0386777	0.0230590	0.0114566	0.0725618	0.6166205	0.6747019
150	0.6722521	0.6767797	0.8768635	0.7221481	0.0305157	0.0375459	0.0229457	0.0444552	0.4711598	0.7675554
200	0.7515010	0.6331417	0.7447700	0.6231322	0.0384993	0.0303766	0.0266926	0.0592821	0.5088535	0.6485641
250	0.8235692	0.6928229	0.8209113	0.7750658	0.0275656	0.0391643	0.0125427	0.0837574	0.6115032	0.7802551
300	0.7657732	0.7272180	0.6460234	0.6141832	0.0169873	0.0243109	0.0038727	0.0937376	0.5430163	0.6748765
350	0.7649527	0.6912613	0.7595926	0.7232555	0.0255524	0.0391833	0.0301388	0.0868946	0.5514131	0.6853018
400	0.7781316	0.7132222	0.6537405	0.5990721	0.0194504	0.0294583	0.0148626	0.0543559	0.5882334	0.6587332
450	0.7414361	0.6650027	0.6350535	0.5908518	0.0403613	0.0753503	0.0099925	0.0807445	0.4431066	0.7560673
500	0.6821684	0.6914497	0.6713062	0.7287377	0.0337580	0.0396884	0.0057062	0.0710813	0.4463687	0.6797853
550	0.6900721	0.8099041	0.7465959	0.6786393	0.0072299	0.0384026	0.0125002	0.1275058	0.6304573	0.7447747
600	0.7931612	0.7376470	0.5683373	0.6316766	0.0259040	0.0193795	0.0512489	0.1948741	0.6849585	0.7138233
650	0.7170725	0.6070739	0.9060093	0.5638037	0.0303030	0.0426276	0.0335908	0.1879977	0.5394422	0.7062130
700	0.7653088	0.7333187	0.7673329	0.7033218	0.0695459	0.0341611	0.0584455	0.2795874	0.6054682	0.7771724
750	0.6510405	0.6191586	0.7154532	0.6330173	0.0280986	0.0338002	0.0799062	0.3129728	0.6266765	0.6905367
800	0.7728087	0.6939612	0.7610499	0.5831610	0.0315083	0.0503623	0.0703764	0.2320387	0.6536487	0.6997935
850	0.8150439	0.6069310	0.7339193	0.6696308	0.0369018	0.0265435	0.0315951	0.2104009	0.6172229	0.6784658
900	0.6583704	0.7521797	0.6032585	0.7226322	0.0326569	0.0365834	0.0383986	0.1193669	0.5477177	0.6642805
950	0.7148885	0.6408028	0.8746613	0.7497305	0.0348377	0.0216666	0.0343389	0.2203667	0.5741245	0.7641817
1000	0.6372818	0.6478228	0.7208081	0.6451119	0.0322800	0.0183927	0.0162112	0.2203431	0.5808123	0.6762572

0	0.7290145	0.5981438	0.7451344	0.8196599	0.0330920	0.0206632	0.0634057	0.1935571	0.6198238	0.5511839
50	0.6473084	0.6483317	0.7806755	0.7159589	0.1398370	0.0635325	0.0355641	0.0989569	0.6166598	0.7319458
100	0.5826883	0.6196416	0.6916744	0.6289100	0.2746403	0.0466751	0.0096128	0.0426931	0.6180708	0.7500036
150	0.6037215	0.6787859	0.8264894	0.7748588	0.1875765	0.0327094	0.0282724	0.0130643	0.5399572	0.8316051
200	0.7203890	0.6309897	0.8925595	0.7593644	0.2411899	0.0366124	0.0319732	0.0175759	0.5632988	0.6439006
250	0.5744005	0.6728599	0.7433286	0.6611434	0.1923137	0.0162812	0.0038808	0.0130874	0.5107099	0.6017837
300	0.5135958	0.7217134	0.6862303	0.7596191	0.2072479	0.0129207	0.0386017	0.0179475	0.5896250	0.6560023
350	0.3884407	0.7118086	0.8074551	0.5974092	0.2057056	0.0631674	0.0129936	0.0122944	0.5903822	0.7446129
400	0.5774180	0.7236995	0.6898199	0.6238926	0.1664927	0.0301014	0.0075457	0.0156846	0.5540196	0.6382017
450	0.6433374	0.6777895	0.9369620	0.6097269	0.2290989	0.0400736	0.0200701	0.0322858	0.6014741	0.7138879
500	0.4836677	0.6114847	0.7957845	0.5837386	0.2103211	0.0773801	0.0151615	0.0077685	0.5680472	0.6334829
550	0.6813545	0.5679299	0.8025662	0.6983711	0.0314932	0.0232946	0.0237965	0.1307196	0.6670053	0.7477322
600	0.7300407	0.6029335	0.6951026	0.7164728	0.0286899	0.0526801	0.0248308	0.1957771	0.5468946	0.7457407
650	0.6872759	0.6860045	0.8153189	0.8071660	0.0521540	0.0346144	0.0136081	0.2214800	0.6511988	0.6636352
700	0.7127949	0.6255799	0.7172345	0.8223608	0.0268705	0.0201617	0.0233375	0.2183150	0.4938823	0.6578845
750	0.5941350	0.7136030	0.7318582	0.6057895	0.0335018	0.0223508	0.0244865	0.2029135	0.6157327	0.7113204
800	0.7616572	0.6427052	0.6424306	0.7026794	0.0720415	0.0295230	0.0470052	0.1567202	0.6963273	0.8279549
850	0.8194978	0.6713194	0.6806716	0.7848140	0.0333881	0.0370791	0.0515619	0.2958221	0.5372279	0.8808654
900	0.7643757	0.6344682	0.6797915	0.6251000	0.0306291	0.0290374	0.0990067	0.2438654	0.5840763	0.7038398
950	0.6786012	0.7959932	0.7463480	0.6558172	0.0397862	0.0253496	0.0698617	0.2126035	0.5645046	0.7375848
1000	0.8830010	0.6017868	0.6494345	0.7288675	0.0515196	0.0272564	0.0724164	0.2221988	0.5737122	0.6833382
