YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C
0.0957622	0.0961472	0.0573381	0.2378743	0.7638593	0.0663457	0.0606481	0.4961748	0.6976935	0.7011512
0.2715426	0.1419524	0.1304376	0.4442498	0.8130293	0.0929837	0.0309843	0.5085842	0.9122566	0.6158663
0.2505145	0.1053128	0.0643749	0.4416576	0.6047760	0.0492642	0.0421094	0.3988361	0.6613753	0.8199936
0.1251771	0.0472680	0.0278932	0.1539650	0.6185777	0.0383426	0.0435707	0.4808594	0.7038804	0.7203489
0.6377239	0.7000055	0.4072663	0.6531476	0.2898757	0.2622217	0.0616535	0.4517790	0.8888678	0.1618129
0.3893305	0.3682844	0.1786350	0.3207683	0.8907519	0.0347491	0.0303170	0.4329865	0.9219160	0.5183818
0.4049442	0.3591706	0.2025468	0.2918942	0.8262086	0.0529218	0.0130191	0.5766309	0.8660641	0.5171795
0.3057804	0.1758008	0.1250951	0.3670399	0.8911026	0.0486331	0.0925880	0.3023872	0.6720457	0.8155938
0.3426848	0.3538003	0.1033800	0.3543937	0.8063744	0.0893019	0.0731576	0.2701722	0.4240641	0.7573425
0.3340916	0.2035818	0.0788247	0.4082843	0.6563029	0.0304338	0.0225575	0.3983781	0.7434038	0.3937655
