YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W
0.0000000	0.6121024	0.4324841	0.0485075	0.1027606	0.3405768	1.0515341	1.0112550	0.0019613	0.9501230
0.1007354	0.0000000	0.3887897	0.0657664	0.0649210	0.3052551	0.9813371	0.9920676	0.0021204	0.9718586
0.3024139	0.6380310	0.0000000	0.0569580	0.1107910	0.3193701	0.9518715	0.9894496	0.0028107	1.1176843
0.1568916	0.5364315	0.4060264	0.0000000	0.0693975	0.4338713	1.0709658	1.0334564	0.0006951	0.9975964
0.2728395	0.6257070	0.4389018	0.0440896	0.0000000	0.2917770	0.9794669	0.9104035	0.0005878	0.9026377
0.2490562	0.5340782	0.4272396	0.0340962	0.1177733	0.0000000	0.9758288	1.0720387	0.0011418	0.9540385
0.2528988	0.6448797	0.4297535	0.0424748	0.0945390	1.0902298	0.0000000	0.9869879	0.0033474	1.0837627
0.0858530	0.0186497	0.0428615	0.0586980	0.0961740	0.4355321	1.0503064	0.0000000	0.0033773	0.8787985
0.1914481	0.6360248	0.4699915	0.0600328	0.1321736	0.3559684	0.9860083	1.1045859	0.0000000	1.0677323
0.2459020	0.6441358	0.4184356	0.0578758	0.0879080	0.3667984	0.9088291	1.0456391	1.0253266	0.0000000
