YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C
0.0000000	0.1648488	0.3497259	0.4568297	0.6482218	0.2066835	0.7273063	0.4034275	0.5548123	0.7577536
0.4004296	0.0000000	0.2986096	0.3987647	0.7342241	0.2025948	0.7501560	0.3826859	0.5042646	0.8103846
0.4291281	0.1262078	0.0000000	0.4338856	0.7013653	0.1280923	0.7032779	0.5041668	0.6968200	0.8082970
0.3772885	0.1243867	0.0011472	0.0000000	0.7392627	0.1070518	0.7899814	0.3816775	0.5196640	0.7530767
0.7869440	0.8360536	0.5339838	0.7467055	0.0000000	0.2268158	0.6114720	0.3456910	0.4577808	0.7460194
0.3411957	0.0865673	0.1605005	0.3920563	0.6573646	0.0000000	0.7127800	0.3431267	0.6502704	0.7102312
0.7608778	0.7223552	0.4335458	0.8292596	0.0118336	0.8430459	0.0000000	0.4224915	0.5835640	0.9346957
0.3504922	0.1282558	0.2522214	0.4582398	0.6574931	0.1153306	0.8674047	0.0000000	0.6154194	0.6456808
0.4384830	0.1519042	0.3094826	0.5295419	0.5177412	0.1523611	0.9222515	0.0134930	0.0000000	0.7794444
0.4062480	0.1837038	0.2263376	0.3820994	0.5937513	0.1611376	0.6998663	0.0132637	0.0322044	0.0000000
