YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C
0.0175814	0.0788745	0.0459901	0.6850950	0.5154173	0.9545412	1.0000000	0.9999999	0.0506710	0.0976331
0.0228100	0.0394438	0.0459901	0.6850950	0.5154173	0.9545412	1.0000000	0.9999999	0.0506711	0.0976331
0.0324072	0.0722881	0.0229963	0.6850957	0.5154173	0.9545412	1.0000000	1.0000000	0.0502668	0.0962376
0.1124325	0.1802224	0.2529819	0.3397533	0.5154173	0.9545412	1.0000000	0.9999324	0.0545426	0.1085454
0.0342525	0.0767689	0.0392542	0.7318810	0.2577099	0.9545412	1.0000000	1.0000000	0.0505542	0.0972226
0.0321240	0.0715955	0.0200324	0.9972753	0.0330580	0.4772706	1.0000000	1.0000000	0.0502144	0.0960638
0.0321564	0.0716735	0.0203649	0.9888800	0.0525013	0.5826138	0.5000000	1.0000000	0.0502205	0.0960837
0.0351329	0.0788746	0.0459901	0.6850950	0.5154173	0.9545412	1.0000000	0.5000299	0.0516146	0.1007827
0.0351330	0.0788746	0.0459901	0.6850950	0.5154173	0.9545412	1.0000000	0.9999999	0.0253609	0.0976331
0.0351329	0.0788746	0.0459901	0.6850950	0.5154173	0.9545412	1.0000000	1.0000000	0.0436662	0.0488202
