YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W
0.0105232	0.7241787	0.4646352	0.6392553	0.5241723	0.5894178	0.7024040	0.0471585	0.1857958	0.8552279
0.8462579	0.0000000	0.4720949	0.6337827	0.4390152	0.6915673	0.7844544	0.0399012	0.1640030	0.8987835
0.9279536	0.0478517	0.0000000	0.5981177	0.4801064	0.8185663	0.7098184	0.0373948	0.1694449	0.7399680
0.4544642	0.6813463	0.6896340	0.0000000	0.4374034	0.7292374	0.8607383	0.0287386	0.1148251	0.7962703
0.3961950	0.8310698	0.6682633	0.0002013	0.0000000	0.5450408	0.9205269	0.0830469	0.2467812	0.7595260
0.3944864	0.6812276	0.5018068	0.5565769	0.4591164	0.0000000	0.6939040	0.0248115	0.1116155	0.7014629
0.4817293	0.7014740	0.6937758	0.0137157	0.0109193	0.2324781	0.0000000	0.0295836	0.2068238	0.7299443
0.4955042	0.6715342	0.4315706	0.7947487	0.4811806	0.6827191	0.7340056	0.0000000	0.1310848	0.7306921
0.5391082	0.6838283	0.4799515	0.5769917	0.3218230	0.7161134	0.6312542	0.0409076	0.0000000	0.9147886
0.5444794	0.6665291	0.9666761	0.0060695	0.0093138	0.4136787	0.2433131	0.5426776	0.8666704	0.0000000
