"Time"	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C
800	0.7557997	0.9971139	0.0797614	0.8827469	0.3450057	0.6294943	0.5242104	0.9211852	0.7600306	1.0000000
850	0.7749874	0.9988891	0.0781062	0.8621557	0.3745244	0.5577397	0.5331111	0.9286002	0.8006153	1.0000000
900	0.7840521	0.9995724	0.0773548	0.8351211	0.4049994	0.5077095	0.5436013	0.9371223	0.8382471	1.0000000
950	0.7882575	0.9998354	0.0769447	0.8065887	0.4328745	0.4712712	0.5543961	0.9447798	0.8685766	1.0000000
1000	0.7901797	0.9999366	0.0766701	0.7801893	0.4568904	0.4431648	0.5645947	0.9507542	0.8913815	1.0000000

0	0.7917360	1.0000000	0.0752040	0.6223950	0.6165807	0.2895637	0.6453764	0.9672085	0.9718283	1.0000000
50	0.7626531	0.5599704	0.3279300	0.6120014	0.6162863	0.2905572	0.6452354	0.9672002	0.9717580	1.0000000
100	0.6382395	0.3905911	0.4114886	0.4971605	0.6145261	0.3039550	0.6450638	0.9671908	0.9714352	1.0000000
150	0.4620529	0.3253925	0.4481436	0.3662455	0.6028332	0.3559404	0.6442053	0.9671496	0.9691417	1.0000000
200	0.3150314	0.3002958	0.4699191	0.3125010	0.5669082	0.4679274	0.6401323	0.9669301	0.9601319	1.0000000
250	0.2227527	0.2906354	0.4848523	0.3117388	0.5040691	0.6248599	0.6286141	0.9661288	0.9360042	1.0000000
300	0.1724879	0.2869168	0.4976125	0.3428432	0.4342113	0.7728888	0.6073344	0.9639553	0.8912850	1.0000000
350	0.1470269	0.2854855	0.5103391	0.3841029	0.3785607	0.8748658	0.5796630	0.9594578	0.8350031	1.0000000
400	0.1346574	0.2849345	0.5219365	0.4170067	0.3425073	0.9324084	0.5526487	0.9522762	0.7834156	1.0000000
450	0.1288116	0.2847224	0.5306651	0.4366456	0.3216947	0.9616581	0.5317945	0.9432095	0.7451826	1.0000000
500	0.1261050	0.2846408	0.5362045	0.4466398	0.3104196	0.9758895	0.5188279	0.9338834	0.7203649	1.0000000
550	0.1798929	0.7246389	0.2880594	0.4816300	0.3045369	0.9820153	0.5126738	0.9258063	0.7055573	1.0000000
600	0.3706652	0.8940061	0.1587430	0.6470628	0.3017998	0.9718006	0.5111563	0.9197233	0.6975823	1.0000000
650	0.5545193	0.9592001	0.1078437	0.8304709	0.3026413	0.9143022	0.5123068	0.9157787	0.6966289	1.0000000
700	0.6698896	0.9842950	0.0890516	0.8876573	0.3105130	0.8060686	0.5152552	0.9143694	0.7077393	1.0000000
750	0.7319792	0.9939547	0.0818929	0.8912728	0.3282661	0.6917513	0.5202923	0.9165388	0.7347067	1.0000000
800	0.7632364	0.9976730	0.0790319	0.8770821	0.3546331	0.6016569	0.5277983	0.9226361	0.7732774	1.0000000
850	0.7784133	0.9991043	0.0778031	0.8534396	0.3851429	0.5380656	0.5373529	0.9311420	0.8140458	1.0000000
900	0.7856078	0.9996552	0.0772023	0.8252204	0.4151340	0.4932534	0.5479121	0.9397588	0.8496147	1.0000000
950	0.7889559	0.9998673	0.0768466	0.7969814	0.4418692	0.4600804	0.5584220	0.9469832	0.8773851	1.0000000
1000	0.7904901	0.9999489	0.0765946	0.7716361	0.4646598	0.4341915	0.5682060	0.9524107	0.8979868	1.0000000

0	0.7917360	1.0000000	0.0752040	0.6223950	0.6165807	0.2895637	0.6453764	0.9672085	0.9718283	1.0000000
50	0.7878476	0.9325251	0.0755955	0.7560036	0.2595195	0.1213357	0.4080321	0.9716604	0.9766855	1.0000000
100	0.7751948	0.9065522	0.0773371	0.9207486	0.2032877	0.0940337	0.2751728	0.9733737	0.9867589	1.0000000
150	0.7608505	0.8965545	0.0792363	0.9607629	0.2043911	0.1095924	0.2064880	0.9743600	0.9930278	1.0000000
200	0.7495882	0.8927062	0.0804970	0.9655607	0.2060892	0.1242030	0.1739817	0.9749874	0.9956285	1.0000000
250	0.7422603	0.8912248	0.0811960	0.9660326	0.2039639	0.1315094	0.1588792	0.9753415	0.9963384	1.0000000
300	0.7380054	0.8906546	0.0815584	0.9669817	0.2011604	0.1346053	0.1516093	0.9755095	0.9963153	1.0000000
350	0.7357145	0.8904351	0.0817421	0.9680690	0.1991254	0.1358614	0.1479246	0.9755727	0.9961146	1.0000000
400	0.7345451	0.8903506	0.0818340	0.9688699	0.1979436	0.1363738	0.1459877	0.9755874	0.9959347	1.0000000
450	0.7339712	0.8903181	0.0818794	0.9693464	0.1973313	0.1365892	0.1449564	0.9755844	0.9958157	1.0000000
500	0.7336979	0.8903056	0.0819014	0.9695985	0.1970337	0.1366835	0.1444095	0.9755775	0.9957468	1.0000000
550	0.7384933	0.9577757	0.0813487	0.8378311	0.5375421	0.7202967	0.3380703	0.9713835	0.9818437	1.0000000
600	0.7529421	0.9837467	0.0794397	0.7378338	0.4439050	0.8441949	0.4707923	0.9685338	0.9098173	1.0000000
650	0.7676013	0.9937437	0.0779027	0.7880937	0.3761752	0.7532224	0.5165696	0.9626515	0.8361727	1.0000000
700	0.7781187	0.9975918	0.0772818	0.8352363	0.3636152	0.6291597	0.5233590	0.9544194	0.8102064	1.0000000
750	0.7845349	0.9990730	0.0770657	0.8436973	0.3817539	0.5491176	0.5257037	0.9485024	0.8227938	1.0000000
800	0.7880997	0.9996432	0.0769233	0.8272491	0.4094730	0.5053748	0.5338804	0.9474481	0.8490455	1.0000000
850	0.7899625	0.9998626	0.0767635	0.8022947	0.4351039	0.4768569	0.5460973	0.9497437	0.8736007	1.0000000
900	0.7908942	0.9999471	0.0765910	0.7785922	0.4559537	0.4525279	0.5585389	0.9530134	0.8925314	1.0000000
950	0.7913451	0.9999796	0.0764283	0.7587814	0.4734906	0.4301209	0.5692904	0.9559785	0.9068403	1.0000000
1000	0.7915577	0.9999922	0.0762860	0.7420306	0.4892426	0.4103204	0.5782292	0.9583175	0.9180791	1.0000000

0	0.7917360	1.0000000	0.0752040	0.6223950	0.6165807	0.2895637	0.6453764	0.9672085	0.9718283	1.0000000
50	0.9200002	1.0000000	0.3565898	0.2986529	0.6170082	0.2800084	0.6454907	0.9490776	0.4118286	0.8911421
100	0.9660944	1.0000000	0.4417236	0.1980684	0.6247252	0.2544055	0.6520833	0.7968291	0.1984808	0.8542089
150	0.9826593	1.0000000	0.4671222	0.1244454	0.6433465	0.2269699	0.6950701	0.4540727	0.1173485	0.8416783
200	0.9886122	1.0000000	0.4744870	0.0934285	0.6708158	0.1915998	0.7992948	0.2008100	0.0866205	0.8374269
250	0.9907515	1.0000000	0.4765586	0.0784990	0.7096323	0.1494633	0.8973606	0.0889266	0.0751107	0.8359845
300	0.9915203	1.0000000	0.4771019	0.0678016	0.7586306	0.1166857	0.9517540	0.0463857	0.0708999	0.8354951
350	0.9917965	1.0000000	0.4772049	0.0588010	0.8068676	0.0972896	0.9776959	0.0308951	0.0694058	0.8353291
400	0.9918958	1.0000000	0.4771869	0.0519248	0.8446123	0.0871213	0.9897182	0.0253313	0.0688925	0.8352727
450	0.9919315	1.0000000	0.4771456	0.0473491	0.8696440	0.0820541	0.9952628	0.0233444	0.0687230	0.8352536
500	0.9919443	1.0000000	0.4771101	0.0446006	0.8845212	0.0795840	0.9978175	0.0226383	0.0686707	0.8352471
550	0.8636848	1.0000000	0.1933466	0.1944852	0.8926086	0.0798134	0.9989928	0.2019912	0.6443071	0.9441029
600	0.8175922	1.0000000	0.1081704	0.3792331	0.8950744	0.0838831	0.9977373	0.6400699	0.8637340	0.9810353
650	0.8010280	1.0000000	0.0836601	0.4669662	0.8923470	0.0894292	0.9682910	0.8468386	0.9473063	0.9935657
700	0.7950753	1.0000000	0.0767426	0.4850552	0.8858109	0.0973809	0.9013180	0.9249833	0.9790400	0.9978170
750	0.7929361	1.0000000	0.0747631	0.4900537	0.8750098	0.1105727	0.8372672	0.9534857	0.9909283	0.9992593
800	0.7921673	1.0000000	0.0742000	0.4943911	0.8579014	0.1289631	0.7920121	0.9638135	0.9950785	0.9997487
850	0.7918910	1.0000000	0.0740641	0.5006267	0.8341470	0.1496237	0.7624493	0.9675424	0.9960183	0.9999147
900	0.7917917	1.0000000	0.0740724	0.5093284	0.8064084	0.1692695	0.7423969	0.9688567	0.9954533	0.9999711
950	0.7917561	1.0000000	0.0741407	0.5199862	0.7786091	0.1861666	0.7274339	0.9692673	0.9941094	0.9999902
1000	0.7917432	1.0000000	0.0742381	0.5314630	0.7536359	0.2001849	0.7152848	0.9693261	0.9923898	0.9999967

0	0.7917360	1.0000000	0.0752040	0.6223950	0.6165807	0.2895637	0.6453764	0.9672085	0.9718283	1.0000000
50	0.7917360	1.0000000	0.1457085	0.3175938	0.2071434	0.2923880	0.6068818	0.9629036	0.7803934	1.0000000
100	0.7917360	1.0000000	0.1666517	0.4053850	0.1126067	0.3255095	0.5145323	0.9478436	0.7068611	1.0000000
150	0.7917360	1.0000000	0.1734362	0.4231417	0.0867660	0.4112270	0.4479689	0.9295924	0.6754088	1.0000000
200	0.7917360	1.0000000	0.1756163	0.4220295	0.0727583	0.5207447	0.4165593	0.9145010	0.6540638	1.0000000
250	0.7917360	1.0000000	0.1762810	0.4200924	0.0611184	0.6112736	0.4058821	0.9025103	0.6307271	1.0000000
300	0.7917360	1.0000000	0.1764731	0.4191485	0.0523697	0.6671187	0.4052609	0.8909603	0.6056930	1.0000000
350	0.7917360	1.0000000	0.1765258	0.4187875	0.0467820	0.6935098	0.4098083	0.8784580	0.5838534	1.0000000
400	0.7917360	1.0000000	0.1765396	0.4186656	0.0436865	0.6999567	0.4176105	0.8657599	0.5683238	1.0000000
450	0.7917360	1.0000000	0.1765429	0.4186282	0.0422860	0.6936641	0.4274890	0.8546415	0.5594208	1.0000000
500	0.7917360	1.0000000	0.1765437	0.4186160	0.0419895	0.6793930	0.4381034	0.8465350	0.5560303	1.0000000
550	0.7917360	1.0000000	0.1063376	0.9181629	0.3000098	0.6587025	0.4658206	0.8613821	0.7185187	1.0000000
600	0.7917360	1.0000000	0.0860111	0.8957329	0.3647170	0.6144701	0.5149607	0.8978006	0.7861782	1.0000000
650	0.7917360	1.0000000	0.0797552	0.8495754	0.3915118	0.5472557	0.5456774	0.9235084	0.8232289	1.0000000
700	0.7917360	1.0000000	0.0776917	0.8206991	0.4169644	0.4858845	0.5592424	0.9382164	0.8534142	1.0000000
750	0.7917360	1.0000000	0.0769405	0.7944080	0.4450572	0.4439131	0.5667420	0.9469925	0.8804692	1.0000000
800	0.7917360	1.0000000	0.0765932	0.7675487	0.4714716	0.4177200	0.5739646	0.9527843	0.9023300	1.0000000
850	0.7917360	1.0000000	0.0763666	0.7432769	0.4930263	0.3998588	0.5817862	0.9567905	0.9182400	1.0000000
900	0.7917360	1.0000000	0.0761872	0.7237987	0.5096746	0.3855725	0.5893879	0.9595478	0.9293066	1.0000000
950	0.7917360	1.0000000	0.0760414	0.7088563	0.5228828	0.3731224	0.5961391	0.9614189	0.9371311	1.0000000
1000	0.7917360	1.0000000	0.0759245	0.6971242	0.5339767	0.3622040	0.6019432	0.9626935	0.9429521	1.0000000

0	0.7917360	1.0000000	0.0752040	0.6223950	0.6165807	0.2895637	0.6453764	0.9672085	0.9718283	1.0000000
50	0.7751664	0.7326544	0.0758082	0.2656563	0.6400436	0.1756866	0.5574625	0.9672322	0.9758454	0.7633515
100	0.7124061	0.6297458	0.0761174	0.2142153	0.6984443	0.1662566	0.5223811	0.9675393	0.9844071	0.6830618
150	0.6290158	0.5901335	0.0773746	0.1832466	0.7326354	0.1948818	0.5143684	0.9681053	0.9897919	0.6558212
200	0.5560974	0.5748857	0.0786735	0.1699984	0.7267535	0.2321974	0.5147072	0.9686159	0.9913581	0.6465791
250	0.5055682	0.5690164	0.0798723	0.1743848	0.6971632	0.2668276	0.5135899	0.9688980	0.9901790	0.6434434
300	0.4751495	0.5667572	0.0813278	0.1899334	0.6616484	0.2954795	0.5085614	0.9689353	0.9872689	0.6423795
350	0.4584175	0.5658875	0.0831271	0.2100378	0.6296448	0.3178182	0.5006855	0.9687786	0.9835006	0.6420186
400	0.4497616	0.5655528	0.0850755	0.2299635	0.6041216	0.3346167	0.4918182	0.9684965	0.9795704	0.6418961
450	0.4454761	0.5654239	0.0869234	0.2471876	0.5849540	0.3470102	0.4833931	0.9681545	0.9759400	0.6418546
500	0.4434230	0.5653743	0.0885072	0.2609232	0.5709773	0.3560843	0.4761647	0.9678044	0.9728391	0.6418405
550	0.4792868	0.8327008	0.0916145	0.6326651	0.5183000	0.6675173	0.5546506	0.9673899	0.9570102	0.8784842
600	0.5791846	0.9356020	0.0880906	0.7168404	0.4364556	0.7058912	0.5754513	0.9657871	0.9084191	0.9587723
650	0.6690424	0.9752115	0.0830938	0.7824328	0.3966566	0.6412543	0.5662509	0.9618345	0.8649974	0.9860123
700	0.7266876	0.9904582	0.0799666	0.8145562	0.3939943	0.5663720	0.5529251	0.9569402	0.8507482	0.9952543
750	0.7589223	0.9963271	0.0782939	0.8159495	0.4106587	0.5138536	0.5475862	0.9537410	0.8591361	0.9983899
800	0.7757290	0.9985862	0.0774025	0.8006173	0.4328422	0.4802454	0.5508398	0.9532420	0.8758826	0.9994537
850	0.7841222	0.9994558	0.0768943	0.7802425	0.4535364	0.4554001	0.5588355	0.9545760	0.8923139	0.9998147
900	0.7881875	0.9997905	0.0765770	0.7609311	0.4712764	0.4338446	0.5680276	0.9565410	0.9059061	0.9999371
950	0.7901101	0.9999194	0.0763621	0.7441796	0.4868567	0.4144284	0.5766637	0.9584394	0.9168555	0.9999787
1000	0.7910018	0.9999690	0.0762051	0.7295486	0.5010395	0.3974220	0.5843344	0.9600416	0.9258095	0.9999928

0	0.7917360	1.0000000	0.0752040	0.6223950	0.6165807	0.2895637	0.6453764	0.9672085	0.9718283	1.0000000
50	0.7917360	1.0000000	0.2773648	0.4991088	0.6247607	0.2500252	0.6045814	0.9672108	0.9731455	1.0000000
100	0.7917360	1.0000000	0.3388082	0.4277994	0.6415776	0.2562089	0.5879377	0.9673131	0.9761329	1.0000000
150	0.7917360	1.0000000	0.3571547	0.3415300	0.6458694	0.2733800	0.5829630	0.9675057	0.9774325	1.0000000
200	0.7917360	1.0000000	0.3623059	0.2955493	0.6379420	0.2869327	0.5811122	0.9676436	0.9765668	1.0000000
250	0.7917360	1.0000000	0.3636209	0.2803070	0.6265388	0.2952877	0.5786805	0.9676448	0.9745994	1.0000000
300	0.7917360	1.0000000	0.3639327	0.2782094	0.6167244	0.3009817	0.5753715	0.9675297	0.9725076	1.0000000
350	0.7917360	1.0000000	0.3640167	0.2802336	0.6092682	0.3059686	0.5719158	0.9673589	0.9706819	1.0000000
400	0.7917360	1.0000000	0.3640568	0.2830796	0.6033428	0.3108371	0.5688155	0.9671795	0.9691190	1.0000000
450	0.7917360	1.0000000	0.3640886	0.2859011	0.5982029	0.3154855	0.5661709	0.9670117	0.9677173	1.0000000
500	0.7917360	1.0000000	0.3641179	0.2885757	0.5935477	0.3197314	0.5638952	0.9668584	0.9664159	1.0000000
550	0.7917360	1.0000000	0.1613850	0.4423946	0.5810487	0.3666952	0.6020563	0.9667027	0.9633459	1.0000000
600	0.7917360	1.0000000	0.1006105	0.5951317	0.5627270	0.3600041	0.6163021	0.9664157	0.9579611	1.0000000
650	0.7917360	1.0000000	0.0828682	0.6530826	0.5571750	0.3433027	0.6193080	0.9660049	0.9553726	1.0000000
700	0.7917360	1.0000000	0.0777277	0.6648448	0.5621530	0.3317571	0.6197829	0.9657011	0.9561191	1.0000000
750	0.7917360	1.0000000	0.0762124	0.6626177	0.5700723	0.3256224	0.6212382	0.9656272	0.9582346	1.0000000
800	0.7917360	1.0000000	0.0757359	0.6571918	0.5768020	0.3218754	0.6237281	0.9657288	0.9603078	1.0000000
850	0.7917360	1.0000000	0.0755619	0.6522780	0.5817334	0.3186168	0.6264129	0.9659001	0.9619344	1.0000000
900	0.7917360	1.0000000	0.0754830	0.6485124	0.5855607	0.3153844	0.6287811	0.9660720	0.9631960	1.0000000
950	0.7917360	1.0000000	0.0754386	0.6455281	0.5888836	0.3123221	0.6307471	0.9662204	0.9642424	1.0000000
1000	0.7917360	1.0000000	0.0754085	0.6429563	0.5919187	0.3095958	0.6324034	0.9663449	0.9651554	1.0000000
