"Time"	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W
200	0.3265327	0.4846545	0.7303373	0.6397350	0.5424539	0.1592437	0.7499497	0.2705081	0.4270322	0.1735874
250	0.3219800	0.4391338	0.7153978	0.6819600	0.4041586	0.1086315	0.7332578	0.2443678	0.5758769	0.2007628
300	0.3757954	0.4841207	0.7702383	0.5987267	0.5905294	0.0887649	0.7404914	0.3661126	0.4765299	0.1672172
350	0.3473802	0.3943230	0.7296175	0.5356521	0.4838732	0.0603081	0.7173195	0.3544979	0.4067003	0.1364732
400	0.3029966	0.3418844	0.8401200	0.5385063	0.5836725	0.0559430	0.6546074	0.3318538	0.4792511	0.1489861
450	0.3909569	0.2882583	0.7393008	0.6690568	0.5195402	0.0331221	0.6608341	0.3203679	0.5363420	0.1526471
500	0.3835656	0.4129783	0.7299954	0.5153180	0.5417365	0.0651520	0.5768221	0.3309573	0.4326534	0.1392008
550	0.3794159	0.3657417	0.6121374	0.6404035	0.4786842	0.0535013	0.6679970	0.3490983	0.3264679	0.3834738
600	0.6030806	0.3428514	0.8282442	0.5404722	0.6000492	0.1105793	0.6569961	0.3825127	0.3071233	0.6269106
650	0.4466300	0.4334854	0.8337001	0.5954085	0.5482440	0.1433583	0.6223830	0.4238122	0.4059214	0.7544017
700	0.5258902	0.3849879	0.8444068	0.7895844	0.5855820	0.1904553	0.4276969	0.4024452	0.4417102	0.7402312
750	0.4337738	0.3472651	0.7102488	0.5895250	0.4009103	0.2276714	0.3391095	0.4430180	0.4730345	0.6303482
800	0.5489314	0.4342540	0.8489522	0.5530109	0.4279211	0.1836110	0.5954838	0.3794187	0.5087145	0.6193641
850	0.4500769	0.4807695	0.6702596	0.4563565	0.4403938	0.2237582	0.6241070	0.4840276	0.5227318	0.7469673
900	0.5609990	0.4262778	0.6824341	0.5430655	0.4695702	0.3010630	0.4552093	0.4321816	0.5217293	0.7768339
950	0.5299606	0.4847892	0.6696876	0.6445516	0.4995202	0.2636385	0.4304808	0.4789278	0.4554513	0.7367660
1000	0.4708172	0.3807282	0.7456508	0.5810146	0.3239589	0.3541525	0.3830804	0.4501045	0.4649513	0.8077380

0	0.5573659	0.3029246	0.7526641	0.5131225	0.3672564	0.3910428	0.3776375	0.4729747	0.4754694	0.7954361
50	0.5972119	0.3410364	0.9322351	0.5336610	0.3212536	0.3161567	0.2423574	0.4043937	0.4168848	0.7242869
100	0.5349776	0.3074003	0.7576068	0.6150406	0.2992663	0.3479001	0.2125107	0.5237091	0.4599217	0.8733899
150	0.5489159	0.2474685	0.7175029	0.5051118	0.1621197	0.2701418	0.1453125	0.5609007	0.4497242	0.8526208
200	0.5758991	0.3271742	0.7101596	0.4077631	0.1375140	0.3856751	0.1486286	0.4338409	0.5160688	0.9039830
250	0.4379847	0.3852730	0.7298119	0.4578672	0.1686263	0.4047510	0.1700536	0.6198737	0.4679841	0.8013294
300	0.6616041	0.3447429	0.7071703	0.5457462	0.2973571	0.4066496	0.1791987	0.4810860	0.5148800	0.7248262
350	0.5528255	0.3424973	0.7554334	0.5390881	0.3016140	0.4262197	0.2264743	0.3799147	0.5083512	0.7014312
400	0.4872659	0.4975870	0.5395633	0.5649931	0.2929023	0.4962411	0.1950177	0.4910880	0.5935394	0.7768219
450	0.7139534	0.3157093	0.6979895	0.6185322	0.2588505	0.2908669	0.2294047	0.5035595	0.4629559	0.7931228
500	0.6003814	0.3497579	0.7051473	0.6213203	0.2697723	0.3336105	0.2213524	0.4609316	0.4580360	0.8462065
550	0.4725302	0.3165461	0.7006082	0.4491072	0.2059651	0.3911339	0.2660551	0.5167055	0.5074599	0.7423431
600	0.6068185	0.3218608	0.6284828	0.3480933	0.2347314	0.3573665	0.3021084	0.4597600	0.5898118	0.6983448
650	0.5577998	0.3539180	0.6197386	0.4278275	0.2769177	0.3510216	0.3333893	0.4338767	0.4917873	0.6265307
700	0.4559000	0.5798885	0.5661879	0.4401759	0.4368891	0.4136429	0.3885643	0.4386620	0.3938052	0.7489969
750	0.4282420	0.5536524	0.6550821	0.4497759	0.3600434	0.3227196	0.4446980	0.4577341	0.5014706	0.8928524
800	0.4794418	0.4389855	0.6206704	0.6531668	0.4378010	0.2818454	0.4697632	0.4010885	0.5953158	0.8765467
850	0.4619345	0.4301432	0.7652518	0.5138529	0.5396766	0.2761313	0.4003007	0.4048361	0.4247430	0.7676276
900	0.5005882	0.3494898	0.7951776	0.6243389	0.4281212	0.2170388	0.5648006	0.4029157	0.4229955	0.8913468
950	0.4399262	0.2550262	0.6921698	0.5155274	0.5258137	0.2348128	0.5109634	0.3932085	0.4274533	0.8889133
1000	0.5384669	0.3979826	0.7603059	0.7275427	0.4314627	0.1786678	0.3783015	0.5175146	0.4631459	0.9198252

0	0.4717764	0.4160310	0.8773964	0.4783520	0.3623183	0.3591519	0.3657265	0.4520634	0.5376978	0.7797692
50	0.3262206	0.3198942	0.7586593	0.6469167	0.4156555	0.3779548	0.4260504	0.4130223	0.7080664	0.5847142
100	0.2144235	0.4006177	0.6950720	0.6333724	0.2924539	0.3309219	0.5162734	0.3149339	0.5523274	0.5307022
150	0.0901206	0.2878473	0.6611053	0.6459033	0.4528251	0.4390629	0.5233707	0.2922391	0.5926329	0.5016898
200	0.0599793	0.2810739	0.7016554	0.6177339	0.5583667	0.3206174	0.6039357	0.2007853	0.5333273	0.4709074
250	0.0581581	0.3444303	0.8086935	0.7786782	0.5206474	0.2363917	0.5369380	0.2085000	0.5186373	0.4421887
300	0.0375658	0.5047168	0.7925015	0.6881576	0.4250997	0.2044213	0.6361617	0.1896710	0.5353709	0.4270206
350	0.0575290	0.3995293	0.6760792	0.5052962	0.5074505	0.1535868	0.6884869	0.1606766	0.5741923	0.4250334
400	0.0849777	0.2892750	0.8337281	0.7126442	0.5801229	0.1502426	0.5669285	0.2398706	0.5104060	0.4439862
450	0.0507508	0.2313496	0.7116322	0.7473436	0.4370519	0.2041925	0.5849370	0.1961605	0.6486693	0.4344172
500	0.0338271	0.3377322	0.7489261	0.5343907	0.5409264	0.1861276	0.5966905	0.1406203	0.5112788	0.5676079
550	0.1872482	0.3772307	0.7763087	0.5779808	0.5203771	0.1738796	0.5429685	0.2599335	0.4477618	0.5078204
600	0.4689694	0.3537059	0.6684199	0.6155455	0.5502997	0.1868294	0.6706099	0.3295630	0.4220760	0.7116930
650	0.5064232	0.3803613	0.7166019	0.5299640	0.5058856	0.1562080	0.5927378	0.3777784	0.5278650	0.7247287
700	0.4989945	0.4144092	0.7509492	0.5429170	0.6274884	0.2270269	0.4562112	0.3831729	0.4216503	0.7537801
750	0.5215595	0.3045526	0.8229868	0.5886435	0.4592808	0.1957250	0.4319058	0.3372377	0.4683964	0.7263520
800	0.5379482	0.3360380	0.8149941	0.6014152	0.3041713	0.2689751	0.3888366	0.5797208	0.4269015	0.7288077
850	0.5507948	0.3620991	0.9173769	0.6764656	0.3822167	0.3412065	0.3898511	0.4256695	0.4216642	0.6772516
900	0.5186105	0.2269328	0.8245275	0.6025923	0.3065777	0.4488166	0.2551516	0.5079510	0.5008591	0.7011652
950	0.5322705	0.2008231	0.7327312	0.5468032	0.3439915	0.4657180	0.2061715	0.4872743	0.4305355	0.7994437
1000	0.5878331	0.2938313	0.6966673	0.5596036	0.3038685	0.4545900	0.2401013	0.4342162	0.4364468	0.8024143

0	0.5820741	0.3693806	0.8575535	0.5315215	0.3459407	0.3863474	0.3248459	0.4462918	0.4782469	0.7910798
50	0.6001722	0.3044961	0.8693144	0.5304664	0.4163897	0.3433630	0.2523020	0.4931573	0.5213272	0.7835743
100	0.4862772	0.2657489	0.7186429	0.5632879	0.3060140	0.2945627	0.3036028	0.3416144	0.5717155	0.6652245
150	0.5377890	0.2766663	0.7551887	0.5794166	0.3923686	0.3433519	0.4274914	0.4105216	0.5788240	0.6729671
200	0.7634488	0.3629428	0.7283285	0.5071817	0.4226802	0.4347239	0.2723214	0.4585178	0.4901340	0.8390875
250	0.5717015	0.4138557	0.6812400	0.4515834	0.3265874	0.4308865	0.2143142	0.5167257	0.5127984	0.6878345
300	0.6054027	0.3993474	0.8901130	0.4137205	0.2276263	0.5177444	0.1797783	0.4745044	0.4670007	0.7514560
350	0.4997049	0.3437593	0.7151884	0.5031618	0.3031860	0.4420677	0.2347756	0.5083044	0.4344611	0.5813173
400	0.5569846	0.2052559	0.7436040	0.5016494	0.3057740	0.5197856	0.2205066	0.5921977	0.5337393	0.6713518
450	0.6625885	0.2437872	0.6809111	0.4236088	0.2301861	0.5075855	0.1928575	0.4823366	0.4556509	0.6481774
500	0.5438233	0.3328249	0.6455317	0.3756100	0.2181236	0.5748583	0.2334110	0.5484342	0.4247545	0.5894927
550	0.5550030	0.3843188	0.6841923	0.4361546	0.3875454	0.6032810	0.2645958	0.4442558	0.4062352	0.7574849
600	0.4962858	0.3182917	0.6033387	0.5078154	0.3075321	0.5156317	0.3085850	0.4459131	0.4082833	0.7885697
650	0.6900637	0.5478247	0.7451483	0.4621093	0.4101405	0.4743284	0.4852850	0.4081339	0.4981064	0.7393818
700	0.5724344	0.2839714	0.7076313	0.5677567	0.3880253	0.3783563	0.4339016	0.3755453	0.4705402	0.8941799
750	0.5124495	0.2947797	0.6731039	0.6167396	0.4017888	0.3240150	0.4319216	0.4511028	0.4362838	0.9006801
800	0.4276828	0.4205356	0.7756296	0.5868364	0.4533487	0.3349113	0.3504830	0.4338520	0.3724670	0.7176853
850	0.6289063	0.2801948	0.8902106	0.4802369	0.2701002	0.3085543	0.3648185	0.5274728	0.5502451	0.7082825
900	0.5457765	0.4629646	0.7624537	0.4797016	0.2337000	0.4014971	0.2405314	0.5211427	0.5011907	0.6997791
950	0.6017519	0.2664633	1.0432251	0.4520169	0.3169627	0.4569825	0.3415573	0.5310171	0.4827982	0.7417871
1000	0.5524883	0.2463990	0.8091291	0.5119404	0.2478671	0.3403236	0.2489282	0.5029887	0.5471344	0.8403722

0	0.5604897	0.3847505	0.7353624	0.5120313	0.3868108	0.4258627	0.2766748	0.3331992	0.5561491	0.8034115
50	0.5970579	0.2028292	0.6651320	0.6217351	0.3247005	0.3719093	0.3773432	0.4917342	0.5353975	0.8510326
100	0.5746724	0.3357034	0.8292634	0.4690648	0.3186977	0.2803235	0.3994807	0.3951590	0.6605355	0.6782836
150	0.5673851	0.3586199	0.7141049	0.4467461	0.3013518	0.1863276	0.4617058	0.3702735	0.4918106	0.6458777
200	0.5672357	0.2820520	0.6969643	0.5174634	0.3578152	0.2018151	0.4922194	0.4113202	0.3892200	0.7812795
250	0.4994745	0.3830787	0.7492223	0.6246381	0.4527919	0.2229537	0.5597387	0.4984862	0.5628438	0.5819232
300	0.5066167	0.3774297	0.7101211	0.6384238	0.5087415	0.1158760	0.4680997	0.4541208	0.5329517	0.5916721
350	0.7021687	0.3153811	0.7454214	0.6357849	0.4972659	0.1185951	0.4554100	0.3760273	0.5497809	0.7055359
400	0.5165232	0.3171615	0.6981459	0.8480619	0.3689863	0.1549416	0.5046241	0.3962760	0.6709844	0.8054044
450	0.5385683	0.3020108	0.8711149	0.5023740	0.3654481	0.1163327	0.5379466	0.4095402	0.6731332	0.6608283
500	0.6460989	0.3326536	0.5175160	0.5483675	0.5304818	0.1329032	0.4164450	0.4594671	0.5153479	0.6794054
550	0.6051906	0.3521048	0.7480225	0.6730279	0.3481595	0.1631259	0.3927838	0.3817961	0.4615649	0.5506552
600	0.4686601	0.3608799	0.7221630	0.6388357	0.4131091	0.2354037	0.6148816	0.4212445	0.4178950	0.7189467
650	0.4308113	0.3371256	0.7688810	0.5613564	0.4840737	0.1393187	0.3795830	0.3571543	0.4762092	0.8109354
700	0.5689056	0.3994678	0.7383784	0.5756197	0.4157042	0.1949614	0.4604871	0.4926452	0.5777304	0.7058796
750	0.4970660	0.4170811	0.7207493	0.5610310	0.3662362	0.2264520	0.2452208	0.5563063	0.5106717	0.6840831
800	0.4657976	0.3053123	0.7379870	0.4691938	0.2733012	0.3468468	0.4045600	0.4344377	0.5051003	0.8691009
850	0.5107563	0.4479384	0.8117873	0.4825572	0.2907229	0.4949779	0.3642287	0.3883861	0.4382456	0.7513600
900	0.4970913	0.3342556	0.7637896	0.4308906	0.3101127	0.3674768	0.3866875	0.4740088	0.4922652	0.9055072
950	0.4588456	0.3834464	0.6260387	0.4918116	0.3033168	0.3008136	0.4133968	0.4179637	0.6182303	0.7340118
1000	0.4713318	0.5477487	0.6693846	0.5118199	0.3459466	0.2974023	0.3502303	0.3663672	0.4755804	0.7656331

0	0.4201444	0.3337739	0.8023465	0.6156982	0.3185970	0.3584514	0.3647278	0.4689540	0.5272164	0.8053766
50	0.3824141	0.3334262	0.6483204	0.5568198	0.3706923	0.4447488	0.3142259	0.3275943	0.4938573	0.7641515
100	0.3491606	0.3300457	0.6230571	0.5592516	0.3950448	0.2993160	0.3562021	0.3644403	0.5208212	0.6587728
150	0.3005252	0.2907889	0.7229043	0.4908783	0.4133740	0.3080705	0.4180153	0.3830361	0.3937315	0.7330770
200	0.2637621	0.2932758	0.6457875	0.4730508	0.3685894	0.3081593	0.4937901	0.3912659	0.5641289	0.8401322
250	0.1997498	0.2101705	0.7458974	0.5649099	0.3981434	0.2601054	0.4389306	0.5257551	0.5222693	0.8195458
300	0.2682295	0.1675587	0.6929960	0.4562832	0.3009600	0.3294184	0.3592694	0.3695789	0.5565580	0.6716397
350	0.3942293	0.2173704	0.7213611	0.5476846	0.3534573	0.4377841	0.3763627	0.5345791	0.5325050	0.7658063
400	0.2184417	0.2050368	0.8341670	0.3793823	0.3126422	0.4405506	0.3167850	0.5517126	0.4515784	0.7836978
450	0.2605547	0.1732485	0.7531440	0.4426192	0.3098932	0.5272980	0.3946818	0.3913663	0.5134108	0.8942962
500	0.2161034	0.2188724	0.6806565	0.4515389	0.2913812	0.3687087	0.3661000	0.4089055	0.5575668	0.6429865
550	0.4756256	0.3784726	0.6553867	0.5271970	0.3489581	0.3893371	0.4348415	0.5490411	0.4455681	0.7385439
600	0.4592695	0.3343210	0.6162343	0.5673375	0.4653427	0.4498992	0.3238091	0.4472472	0.5868202	0.8406958
650	0.5392715	0.3874315	0.7815502	0.6923561	0.3412102	0.2916777	0.3650764	0.4147533	0.4633367	0.7208981
700	0.5972308	0.4305656	0.6434679	0.6009778	0.2898609	0.4211403	0.3478855	0.3524868	0.4080277	0.7302999
750	0.5307009	0.4657797	0.7406641	0.4435522	0.3496675	0.3606865	0.3702510	0.4514394	0.3794392	0.6602090
800	0.6081949	0.3704545	0.6885526	0.4855436	0.3270750	0.3568963	0.3538887	0.3427985	0.4959146	0.5531970
850	0.7199311	0.3774581	0.7267632	0.4235606	0.3852287	0.2470944	0.3419302	0.3940442	0.4964386	0.7452082
900	0.5034576	0.3822459	0.6918505	0.5045458	0.2937397	0.3074933	0.5072515	0.3237873	0.4480774	0.7987165
950	0.4777925	0.3176194	0.7730654	0.5287479	0.3120446	0.2361435	0.4087558	0.4202690	0.4717718	0.8562268
1000	0.4638801	0.3550161	0.5901352	0.6840841	0.3878157	0.3481366	0.3846605	0.4031098	0.5621184	0.7650949

0	0.5253534	0.3903148	0.8750377	0.5584909	0.3511327	0.4589472	0.3771181	0.4429092	0.4486794	0.7466762
50	0.6012343	0.1682358	0.6364354	0.4838940	0.3898021	0.3233528	0.5979666	0.2843875	0.5296344	0.7781369
100	0.5079437	0.2953029	0.7847904	0.4968683	0.4803375	0.2914564	0.4362029	0.3724590	0.5271091	0.7810418
150	0.5267123	0.1839558	0.8364088	0.5415724	0.5145710	0.3283165	0.3753866	0.3789502	0.5202871	0.7814075
200	0.6515360	0.1576192	0.8508317	0.5112060	0.4724576	0.3256803	0.4464209	0.4260751	0.5370443	0.8872845
250	0.7041878	0.1671685	0.7104805	0.5484925	0.4441971	0.2935219	0.4390252	0.3559258	0.4319557	0.8065143
300	0.6663032	0.2089401	0.7879885	0.5377235	0.4261430	0.3218556	0.4041122	0.4113899	0.4075472	0.7881518
350	0.5758447	0.1186846	0.7748276	0.5712147	0.4878907	0.2255645	0.4446911	0.4548667	0.4943800	0.7886924
400	0.4990380	0.2281430	0.7032276	0.6137422	0.4477921	0.2767246	0.3830997	0.4455302	0.3756581	0.8061295
450	0.6426346	0.2424918	0.7447936	0.5647845	0.4124686	0.3272595	0.4790066	0.3736249	0.5107274	0.7284483
500	0.6459978	0.2349205	0.8516406	0.6570635	0.4642113	0.3058691	0.4473751	0.2730778	0.4136330	0.7272870
550	0.6643156	0.2692194	0.8587723	0.5254481	0.3201443	0.2517001	0.3761647	0.5079348	0.4624031	0.8325425
600	0.6414381	0.3699076	0.7729745	0.5273277	0.3114914	0.2300090	0.2764846	0.4991348	0.3796533	0.6595991
650	0.6197051	0.4307636	0.7839165	0.4517786	0.2849418	0.2568325	0.2562111	0.5699395	0.4976600	0.6980917
700	0.5988399	0.4050067	0.6718397	0.4996184	0.2428201	0.2950501	0.2028836	0.5877433	0.4108243	0.6975993
750	0.5243180	0.3545635	0.7352850	0.3912297	0.2915521	0.3988590	0.2362796	0.4070060	0.4521682	0.8452026
800	0.4421331	0.3810567	0.7403577	0.3613156	0.2817225	0.4255918	0.3489616	0.5007134	0.4816414	0.7284214
850	0.4465473	0.3896414	0.5917088	0.4393787	0.2927768	0.4629164	0.4010488	0.3685465	0.5649912	0.6870799
900	0.4247972	0.4036837	0.6377626	0.5194927	0.3997621	0.2765566	0.4652486	0.4142799	0.4591773	0.8682550
950	0.5786688	0.4404195	0.7214323	0.5255137	0.4486418	0.2047513	0.3829648	0.4275905	0.4308239	0.7981918
1000	0.3540774	0.4084530	0.6696141	0.6512180	0.4233238	0.2296387	0.4890720	0.3745679	0.4271935	0.7685454
