"Time"	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W
500	0.2787405	0.2356611	0.7775025	0.7052352	0.1263264	0.8068793	0.6223418	0.5213320	0.2023405	0.3253012
550	0.3243747	0.1979422	0.7213491	0.6727136	0.1180215	0.7450251	0.5717253	0.4863410	0.3472752	0.1813992
600	0.2999274	0.3028120	0.6817911	0.6316797	0.1306234	0.7625806	0.7035274	0.5616324	0.4988774	0.0889420
650	0.4123685	0.2777500	0.6307098	0.6091275	0.1658876	0.7575889	0.6426770	0.7192558	0.6115179	0.0355076
700	0.4181949	0.3132524	0.7953151	0.7193103	0.1495812	0.7510067	0.6972969	0.7781012	0.7728870	0.0492288
750	0.4880603	0.2286186	0.8448041	0.7870023	0.1208873	0.8406538	0.6573806	0.7652054	0.5986818	0.0793391
800	0.3887803	0.2554398	0.7197775	0.7973759	0.1194665	0.7264798	0.5629944	0.7456224	0.7923476	0.0472161
850	0.3172648	0.1630189	0.7940465	0.6946077	0.1242805	0.7050071	0.5988700	0.8529836	0.8187722	0.0413705
900	0.3883740	0.1731369	0.8342387	0.7580792	0.0862310	0.7728626	0.6544885	0.7858511	0.7735924	0.0203408
950	0.3239787	0.2777040	0.7088397	0.8229224	0.0948268	0.8545771	0.5353664	0.8054303	0.6451244	0.0234166
1000	0.2961681	0.2013954	0.7430073	0.7803139	0.1287905	0.7206052	0.5794710	0.6752917	0.6432162	0.0208101

0	0.2701429	0.2973262	0.7413122	0.6574905	0.1275426	0.8473144	0.6199062	0.7240761	0.7464631	0.0255852
50	0.5324350	0.0795785	0.8339463	0.7698141	0.1799539	0.7822100	0.6173352	0.6548098	0.7268685	0.1771574
100	0.2501418	0.0621244	0.7525263	0.9156333	0.2122772	0.6389307	0.7050878	0.7822553	0.7574100	0.2093929
150	0.1417763	0.0498554	0.8377931	0.7497719	0.1621158	0.6091137	0.6275386	0.7906791	0.6885389	0.2634122
200	0.0699705	0.0602244	0.7663923	0.6249333	0.1420640	0.7492102	0.7688940	0.7576459	0.5754657	0.2711244
250	0.0333439	0.0270967	0.5906607	0.8735888	0.1964395	0.6409891	0.6458667	0.6661073	0.4894372	0.2084231
300	0.0941841	0.0538884	0.6319304	0.6410695	0.2396579	0.6374433	0.7189255	0.7682190	0.5320165	0.2771368
350	0.0213878	0.0133918	0.6831416	0.7330860	0.2241340	0.5719287	0.5564306	0.5920823	0.3853605	0.2640811
400	0.0121215	0.0310026	0.8253748	0.8644448	0.2725948	0.6276503	0.7052325	0.7262869	0.2911779	0.3825971
450	0.0151942	0.0460486	0.7580551	0.7786454	0.1777166	0.6181870	0.6342694	0.6293903	0.1976145	0.3303940
500	0.0194456	0.0345670	0.7834583	0.6065164	0.2882554	0.5335244	0.5626510	0.6069773	0.1356203	0.2747338
550	0.0226061	0.1473228	0.8466760	0.7189326	0.1762819	0.6487283	0.6297638	0.4828825	0.2435229	0.2237964
600	0.1099222	0.1460337	0.7309881	0.5930339	0.2094257	0.8392590	0.7119379	0.5153309	0.4508259	0.1645637
650	0.2385273	0.2464953	0.7712890	0.7405347	0.2076608	0.7311721	0.6057216	0.7881181	0.6512887	0.0654703
700	0.3643449	0.2190550	0.7605728	0.7649188	0.0900967	0.7954872	0.8323597	0.8548757	0.7611184	0.0532501
750	0.3665815	0.2195394	0.7810620	0.7905360	0.1664150	0.6816284	0.6560243	0.7598509	0.7928442	0.0610766
800	0.3636090	0.2077620	0.7231710	0.8374082	0.1270397	0.6811952	0.6474609	0.7609131	0.9272516	0.0514277
850	0.2993937	0.2428335	0.7836967	0.6167929	0.2186465	0.7417893	0.7711485	0.7809621	0.7709661	0.0586687
900	0.3769707	0.2334666	0.8856373	0.6064942	0.1987897	0.7653901	0.7007353	0.6147516	0.6582343	0.1634403
950	0.3580075	0.1810630	0.6971978	0.6608325	0.1189139	0.6041471	0.6046026	0.7092268	0.7311343	0.1555248
1000	0.3855377	0.2645778	0.8693113	0.6864554	0.1375061	0.6627104	0.8594022	0.7263196	0.5995231	0.1172944

0	0.3804601	0.2807117	0.6424548	0.7291999	0.0944972	0.8326247	0.6752044	0.7434818	0.7300703	0.0347926
50	0.4020020	0.1643975	0.8246664	0.7293798	0.1535529	0.5693913	0.7603239	0.8043965	0.5633276	0.0950396
100	0.4359973	0.2297317	0.8336221	0.6308342	0.1868430	0.4430075	0.6359521	0.6924441	0.2808593	0.1448306
150	0.4341645	0.1981082	0.7523504	0.7222370	0.3054634	0.2619251	0.7290323	0.6221882	0.1430936	0.2727643
200	0.5140048	0.1481939	0.8848658	0.5958820	0.5237967	0.1680905	0.5704956	0.6012780	0.0975863	0.4976606
250	0.5236537	0.2288667	0.7043189	0.3141981	0.5626152	0.2518689	0.6024540	0.5191488	0.0348548	0.5457344
300	0.5500911	0.1870038	0.6676043	0.1870751	0.7702485	0.1512184	0.5100262	0.4660912	0.0094757	0.6298673
350	0.5866256	0.2452570	0.7244725	0.0545525	0.7695058	0.1668925	0.4122346	0.5903516	0.0100024	0.6626273
400	0.4255708	0.2780615	0.6882036	0.0601179	0.6101270	0.1444108	0.5561785	0.5869261	0.0044236	0.7060290
450	0.5962389	0.1952267	0.5847329	0.0581160	0.7299141	0.1455147	0.4661916	0.4909381	0.0018717	0.6058167
500	0.4835581	0.3966735	0.6665410	0.0292814	0.7768200	0.2366128	0.3671936	0.3892968	0.0000000	0.8263986
550	0.6055365	0.3746452	0.4486543	0.0373955	0.6965967	0.3252386	0.4578293	0.5179208	0.0039652	0.7472270
600	0.5697340	0.3406555	0.3795128	0.0687299	0.4309530	0.5183568	0.4135816	0.4573353	0.0262157	0.7718075
650	0.6184705	0.5514904	0.4792243	0.2084624	0.4033884	0.7771247	0.4902900	0.5670153	0.0101836	0.6540687
700	0.5825061	0.4004992	0.5787831	0.2934866	0.2158394	0.9411317	0.4387649	0.6016791	0.0211035	0.5649577
750	0.4830421	0.3051361	0.7356955	0.5253258	0.1345714	0.6692382	0.5572262	0.5457113	0.0606421	0.2889108
800	0.6351122	0.2249136	0.6978504	0.5774721	0.2021810	0.7040390	0.6652925	0.5505213	0.2258835	0.1377456
850	0.5558635	0.2444688	0.7246001	0.6776239	0.1028012	0.6211228	0.5824328	0.5222233	0.4328612	0.1199775
900	0.4186666	0.2623186	0.6818058	0.7334540	0.0853233	0.8320553	0.6805519	0.5374621	0.6922535	0.0532522
950	0.2948515	0.1975235	0.8097271	0.7277804	0.1282134	0.8579239	0.7424665	0.7491878	0.7045054	0.0383111
1000	0.3818598	0.2326870	0.8229674	0.7091160	0.1239471	0.8589697	0.6068862	0.6907110	0.6510701	0.0257013

0	0.3019937	0.3119631	0.7104800	0.6628543	0.1617426	0.8115587	0.5778701	0.8299574	0.7999550	0.0208868
50	0.3831032	0.1967434	0.8772120	0.7758203	0.1779509	0.6166137	0.8362140	0.7962925	0.5985525	0.0686868
100	0.3409731	0.2311402	0.6631889	0.7594385	0.1762436	0.6655859	0.7658141	0.8462221	0.4972806	0.1158399
150	0.2688812	0.1163565	0.9026841	0.7130132	0.2258176	0.5470887	0.6319872	0.7336043	0.3568023	0.1778447
200	0.2931280	0.1304950	0.7767817	0.7296208	0.3939835	0.4063003	0.7559348	0.6222619	0.3392523	0.2208924
250	0.3526649	0.1669497	0.8361265	0.5848300	0.3326329	0.3640814	0.6074499	0.6473727	0.2335476	0.3646280
300	0.3099267	0.1942670	0.7541021	0.4375305	0.3729541	0.4432124	0.6767521	0.7267739	0.1674267	0.5586090
350	0.3545805	0.2094630	0.8472866	0.4727165	0.3696615	0.3182224	0.6023005	0.7687420	0.0829945	0.4627059
400	0.2817489	0.2635167	0.7612473	0.4912742	0.3880405	0.5061218	0.6679703	0.6314430	0.0800162	0.4859072
450	0.3569445	0.2234562	0.7859225	0.5535665	0.3675950	0.4598922	0.7188911	0.8967842	0.0287878	0.4168649
500	0.3077200	0.1666039	0.6865382	0.5625066	0.3652415	0.4379749	0.5773331	0.6612358	0.0349645	0.4054820
550	0.3625965	0.1882522	0.7349944	0.4176530	0.2873493	0.4381033	0.5694738	0.7179865	0.0537003	0.4457467
600	0.4755035	0.2817863	0.8213077	0.5102388	0.2815063	0.5852475	0.8030211	0.5702849	0.0217388	0.2867327
650	0.4568565	0.3291658	0.6850814	0.6038189	0.1931230	0.7212284	0.5388261	0.5837935	0.1230848	0.2514465
700	0.4026990	0.3137017	0.8121760	0.5720546	0.1074358	0.6567806	0.7591443	0.5723334	0.2277317	0.1844877
750	0.4805786	0.2322434	0.8862617	0.6877571	0.1457563	0.6809879	0.6659185	0.6286343	0.3972629	0.1639785
800	0.4558169	0.1785732	0.8085020	0.5965335	0.1486335	0.6568478	0.7890093	0.6144156	0.6671326	0.0552268
850	0.4321859	0.2246118	0.7771486	0.6754055	0.1024729	0.5941082	0.6167230	0.5410789	0.7559885	0.0604429
900	0.4241360	0.2465188	0.6557387	0.6722569	0.0987938	0.7282766	0.7669662	0.5858759	0.7321686	0.0714910
950	0.4082499	0.1980841	0.6655603	0.6635553	0.1549227	0.7075163	0.6316812	0.6200230	0.7083625	0.0417111
1000	0.3755370	0.2330580	0.8558912	0.6842527	0.2090744	0.7415391	0.5592443	0.6372300	0.7298899	0.0220770

0	0.3096532	0.2633503	0.7243610	0.7255215	0.1106899	0.7857854	0.7567124	0.8070241	0.7543392	0.0267766
50	0.3348076	0.2191881	0.7251400	0.6533086	0.1276287	0.8291903	0.7031685	0.8757516	0.6900580	0.0415929
100	0.4418852	0.1496739	0.7039142	0.4695239	0.1120966	0.7368311	0.7154415	0.7073002	0.6480601	0.0113061
150	0.2448228	0.0537691	0.9527184	0.3501220	0.0901067	0.6254796	0.5420753	0.7964066	0.6859304	0.0188632
200	0.1001995	0.0742635	0.8353696	0.3420179	0.1083830	0.8769768	0.6255127	0.6587503	0.5870810	0.0283908
250	0.0736825	0.0733354	0.8756727	0.3551674	0.0799781	0.8223561	0.7442653	0.6639257	0.6889721	0.0393948
300	0.1267579	0.1243208	0.7113887	0.3785410	0.1007019	0.8364575	0.7348883	0.7786285	0.6560887	0.0350854
350	0.1284939	0.0816007	0.8197452	0.3485262	0.1204964	0.7179495	0.7321995	0.6328226	0.6700929	0.0102357
400	0.0991308	0.1141026	0.5911067	0.3432901	0.0905576	0.6163664	0.7011862	0.6169261	0.6957344	0.0263853
450	0.1659237	0.1008317	0.7804781	0.3194555	0.1542353	0.7582220	0.8148831	0.7157357	0.6614392	0.0426571
500	0.1920817	0.1495006	0.6841007	0.3610237	0.1528781	0.7644330	0.7525737	0.7626003	0.6701524	0.0356164
550	0.2712202	0.1734668	0.7380876	0.3782165	0.1401577	0.7765950	0.6650416	0.7162723	0.7139012	0.0414241
600	0.2164568	0.1906046	0.6665743	0.5406953	0.0922123	0.8274480	0.5801110	0.9029155	0.6859223	0.0575452
650	0.2706702	0.2476756	0.7796421	0.5685477	0.1244746	0.7468682	0.6628050	0.6216493	0.6842224	0.0130896
700	0.3458276	0.2388178	0.7994721	0.7493113	0.1046194	0.8354538	0.6723214	0.8406315	0.8864503	0.0466245
750	0.2804315	0.1494031	0.7868672	0.7452129	0.1334157	0.7669260	0.5345280	0.7723083	0.8959358	0.0530694
800	0.3834765	0.2920404	0.6329281	0.7244008	0.1066227	0.8184497	0.6130517	0.7476815	0.6944546	0.0520112
850	0.4990027	0.2572414	0.6393402	0.7704647	0.1582855	0.7127729	0.6502623	0.7177477	0.7256915	0.0462386
900	0.3337021	0.3464426	0.5874073	0.7291418	0.1545511	0.5240306	0.5876592	0.7634086	0.6975803	0.0412670
950	0.3838872	0.2853207	0.8062611	0.5339552	0.1694305	0.7644693	0.6663680	0.7346250	0.7662619	0.0403004
1000	0.4403271	0.1838837	0.8172712	0.6741393	0.1736195	0.7166619	0.6758882	0.6468785	0.7696553	0.0889228

0	0.3205108	0.2639049	0.6141696	0.6101622	0.1068215	0.7972166	0.6960337	0.7974132	0.7539760	0.0146455
50	0.6760716	0.1921160	0.8155327	0.5656618	0.1221039	0.8116480	0.6905387	0.7101087	0.7307129	0.0319481
100	0.5280765	0.2194951	0.9608378	0.4423912	0.0988994	0.8517075	0.5806555	0.8060619	0.8399379	0.0138602
150	0.7046789	0.1933163	0.7012393	0.3774854	0.1020161	0.9677558	0.7707869	0.8559027	0.7446346	0.0185819
200	0.7657415	0.3486735	0.7399320	0.2701211	0.1386152	0.7659472	0.7467442	0.6907673	0.8814023	0.0466661
250	0.6570103	0.2077471	0.6298092	0.3024907	0.1703806	0.8001808	0.7129481	0.6647971	0.7776947	0.0365685
300	0.6235721	0.2978619	0.8127671	0.2614822	0.0984303	0.8133855	0.6206588	0.8604244	0.8460270	0.0447749
350	0.6695139	0.2179091	0.6531388	0.3117567	0.0855186	0.6773417	0.6791094	0.7926422	0.7606820	0.0699480
400	0.7916452	0.2631778	0.5629711	0.3086033	0.1936413	0.7432077	0.6556184	0.6992582	0.8289515	0.0526354
450	0.7118151	0.2873282	0.6787130	0.3362942	0.0762767	0.6120785	0.6612352	0.6960830	0.8753481	0.0351156
500	0.7311564	0.2042112	0.7930345	0.3283133	0.1430550	0.7492270	0.8585809	0.8051891	0.9480455	0.0242453
550	0.5820693	0.1809642	0.6109090	0.3906715	0.1655965	0.7243040	0.7259769	0.6925177	0.8836009	0.0373269
600	0.4949147	0.2238646	0.6906685	0.6995778	0.2176836	0.7616095	0.6369336	0.7408710	0.8521619	0.0567376
650	0.4080330	0.2321235	0.7465223	0.6881062	0.1441096	0.6919963	0.7807760	0.6117234	0.7738336	0.0501253
700	0.3778102	0.2189325	0.6178997	0.8168081	0.1733250	0.7488902	0.7591944	0.6806468	0.7316880	0.0356395
750	0.5115946	0.2706942	0.6833431	0.6929455	0.1596366	0.8047448	0.6687341	0.7058928	0.8083859	0.0404220
800	0.4838162	0.2959537	0.8542795	0.6735712	0.1171873	0.7464876	0.5698838	0.7042235	0.8373381	0.0194841
850	0.5749628	0.3146327	0.9341967	0.7472553	0.1017813	0.6860580	0.6650495	0.6644252	0.7169577	0.0193325
900	0.4506846	0.2424661	0.7812413	0.7259968	0.1726204	0.8813371	0.6892439	0.6794717	0.9961656	0.0287341
950	0.3733793	0.2031702	0.7800179	0.7151661	0.1535906	0.8004890	0.6840736	0.7126107	0.6882073	0.1025092
1000	0.5116085	0.1986689	0.8179556	0.7587614	0.1726166	0.7558079	0.7447144	0.6899177	0.7325317	0.0554739

0	0.3134946	0.2824412	0.5118365	0.6959369	0.1383999	0.7172020	0.6656351	0.6520912	0.7585000	0.0240202
50	0.4125733	0.2573706	0.7945491	0.5056733	0.1325115	0.8870928	0.5862337	0.6576428	0.5408384	0.0161984
100	0.5356829	0.2415992	0.6360359	0.2850386	0.1461377	0.8077797	0.8733893	0.6006509	0.2694575	0.0320679
150	0.6130225	0.2902443	0.6481884	0.2669743	0.1297811	0.7124660	0.7877088	0.5540703	0.1177621	0.0449523
200	0.5164914	0.3303833	0.6642086	0.2125489	0.0909448	0.8427150	0.6852312	0.5271269	0.0555545	0.0551089
250	0.6498125	0.2440592	0.8133762	0.1578111	0.1042029	0.6773308	0.7204569	0.5296350	0.0842001	0.0101820
300	0.6426760	0.2438339	0.6694668	0.2047608	0.1084333	0.7781230	0.6973106	0.5864756	0.0648380	0.0287934
350	0.7145018	0.2817488	0.6207489	0.1602388	0.1076904	0.8549482	0.7088651	0.5764760	0.0670314	0.0238569
400	0.6630464	0.3692653	0.7515062	0.1418531	0.1399202	0.7722449	0.6394316	0.5825160	0.0512724	0.0104123
450	0.7062398	0.2436055	0.7895603	0.2153632	0.1630101	0.7489002	0.6917636	0.5156324	0.0634799	0.0479986
500	0.5621338	0.3014730	0.8044549	0.1379654	0.0758448	0.7793528	0.6781008	0.5989565	0.0469083	0.0476587
550	0.6101404	0.2666816	0.7663565	0.4056443	0.1510514	0.7658975	0.6809872	0.5022895	0.2546999	0.0218350
600	0.4017828	0.1523043	0.8481786	0.6301421	0.1189858	0.7810702	0.6823842	0.5064208	0.5506272	0.0628225
650	0.3753091	0.2413498	0.8511031	0.6746968	0.1247757	0.7704341	0.6811681	0.7132124	0.8460248	0.0365356
700	0.3913117	0.1678093	0.6351420	0.6300686	0.1172955	0.7887274	0.7160364	0.6800455	0.6976070	0.0231914
750	0.4083599	0.1698476	0.8274506	0.7986273	0.1405672	0.6365774	0.6058073	0.6323591	0.7892006	0.0134425
800	0.3616783	0.2856908	0.6885296	0.7650025	0.1419297	0.8541666	0.6081541	0.7885611	0.6655142	0.1378611
850	0.3399806	0.3537309	0.6936422	0.7636485	0.1170362	0.7162119	0.7913706	0.7328048	0.7690563	0.0768948
900	0.4286687	0.2598278	0.8136908	0.7748055	0.0955029	0.8200275	0.7801551	0.6555945	0.8249030	0.0340614
950	0.4413403	0.3231135	0.6224147	0.6478240	0.1801198	0.6910153	0.6829852	0.8175079	0.8202350	0.0446391
1000	0.3602117	0.3561744	0.5680623	0.8302047	0.1713432	0.6729183	0.6900534	0.7573685	0.8639179	0.0678552
