YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W
0.0000003	0.9963532	0.0000000	0.0644582	0.9984285	0.9971188	0.3763253	0.3689859	0.9999958	0.0692771
0.0000008	0.9963323	0.3504026	0.0644590	0.9968345	0.8440794	0.6038658	0.6378080	0.6081356	0.0000000
0.9325583	0.9963532	0.0000000	0.0644582	0.9984285	0.9971188	0.3763253	0.3689859	0.9999958	0.0000000
0.9325570	0.9963439	0.3503995	0.0644586	0.9977240	0.9130269	0.5594491	0.0000000	0.0000011	0.0692838
