YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C
0.0000000	0.0634006	0.0330264	0.0000000	0.0377444	0.0577123	0.1919760	0.1173144	0.2188311	0.9900811
0.0118694	0.0000000	0.0316223	0.9922983	0.0348640	0.0000000	0.2180025	0.5654261	0.2257759	0.9473903
0.0477604	0.0538200	0.0000000	0.9001054	0.0181822	1.0329612	0.0000000	0.5886646	0.2072972	0.9922352
0.0608028	0.0513404	0.0453354	0.0000000	0.0429963	0.0648941	1.0540750	0.0131825	0.0000000	0.9879479
