YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C
0.0006481	0.0014907	0.1462146	0.6040794	0.1505632	0.9164120	0.9125976	0.5240149	0.5081728	1.0003688
0.9799250	0.9496101	0.8286529	0.1025983	0.1122650	0.9954275	0.9020399	0.4745820	0.5908583	0.9731701
0.7901225	0.9224213	0.9420699	0.0249628	0.0908073	0.8944470	0.9271392	0.6323194	0.6285563	0.9868550
1.0500922	1.0633736	0.9220138	0.0604973	0.1447634	1.0369266	1.0459323	0.5960095	0.5796072	0.9869580
1.1778049	0.9689428	1.0316284	0.0579366	0.1173567	1.0539495	1.0504657	0.9749241	0.1248910	1.0100245
0.9873111	0.4872025	0.4449751	0.2717671	0.0604891	0.9990205	0.9038327	0.8157908	0.2598289	1.0729327
1.0003486	0.8387919	0.6793051	0.1522866	0.1653429	1.0420458	0.8936953	0.6440414	0.5825557	1.0045322
1.0902534	0.6815019	0.6230999	0.0515498	0.0839776	1.0635211	1.0091399	0.6170495	0.6029796	1.0542147
1.0411797	0.9583990	0.9013451	0.0510827	0.1799100	0.9184995	0.9576924	0.5131724	0.7821310	0.8244429
0.7647710	0.3350108	0.4098285	0.3193386	0.1018074	0.9653262	0.9764640	0.3027583	0.8881923	0.9052934
