"Time"	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C
500	0.6044271	0.2647310	0.1889560	0.9051234	0.9829156	0.0678990	0.9981167	0.2461422	1.0000000	1.0000000
550	0.2466714	0.2647046	0.1892080	0.9054409	0.9789726	0.0938107	0.9979420	0.2461422	1.0000000	1.0000000
600	0.1507654	0.2648989	0.1906654	0.9062646	0.9678141	0.0985182	0.9975510	0.2461422	1.0000000	1.0000000
650	0.1274279	0.2658303	0.1939133	0.9066070	0.9574246	0.0992982	0.9972573	0.2461422	1.0000000	1.0000000
700	0.1264827	0.2679324	0.1975081	0.9063196	0.9511118	0.0990629	0.9971056	0.2461422	1.0000000	1.0000000
750	0.1327713	0.2707593	0.1994921	0.9058025	0.9482946	0.0982201	0.9970477	0.2461422	1.0000000	1.0000000
800	0.1392888	0.2732684	0.1998292	0.9053520	0.9477735	0.0970218	0.9970433	0.2461422	1.0000000	1.0000000
850	0.1430573	0.2748229	0.1994462	0.9050787	0.9485730	0.0958526	0.9970672	0.2461422	1.0000000	1.0000000
900	0.1441645	0.2754633	0.1990116	0.9049828	0.9499145	0.0949988	0.9971017	0.2461422	1.0000000	1.0000000
950	0.1438759	0.2755537	0.1987548	0.9050138	0.9512342	0.0945245	0.9971339	0.2461422	1.0000000	1.0000000
1000	0.1432522	0.2754371	0.1986665	0.9051080	0.9522345	0.0943388	0.9971574	0.2461422	1.0000000	1.0000000

0	0.1425879	0.2752074	0.1987109	0.9054890	0.9532700	0.0944154	0.9971782	0.2461422	1.0000000	1.0000000
50	0.0983860	0.2556330	0.0660490	0.6414405	0.9612062	0.0582229	0.9974440	0.2863759	0.5374820	1.0000000
100	0.0558714	0.1929831	0.0248012	0.5471056	0.9758835	0.0568491	0.9965520	0.4769674	0.4416812	1.0000000
150	0.0432605	0.1258513	0.0165862	0.5140531	0.9832112	0.0721178	0.9891748	0.6379206	0.4218380	1.0000000
200	0.0398479	0.0801476	0.0199783	0.5026716	0.9803221	0.0978541	0.9659561	0.7199311	0.4177279	1.0000000
250	0.0389272	0.0577100	0.0247757	0.4984550	0.9636477	0.1221450	0.9225222	0.7543101	0.4168766	1.0000000
300	0.0386788	0.0501179	0.0278695	0.4959539	0.9321481	0.1426893	0.8702515	0.7674026	0.4167003	1.0000000
350	0.0386119	0.0493045	0.0294674	0.4930654	0.8883025	0.1640547	0.8219381	0.7721058	0.4166638	1.0000000
400	0.0385938	0.0506360	0.0303098	0.4889512	0.8321300	0.1880623	0.7801827	0.7737294	0.4166562	1.0000000
450	0.0385890	0.0522163	0.0308962	0.4830578	0.7623950	0.2144261	0.7427401	0.7742741	0.4166546	1.0000000
500	0.0385878	0.0535601	0.0314962	0.4747311	0.6805045	0.2429854	0.7075669	0.7744530	0.4166543	1.0000000
550	0.0397237	0.0996331	0.2527658	0.7267167	0.5374219	0.3822246	0.6499234	0.7139941	0.8791722	1.0000000
600	0.1256247	0.2034737	0.2750248	0.7981705	0.3595252	0.4118966	0.6374276	0.4899774	0.9749731	1.0000000
650	0.2873655	0.2737659	0.2375970	0.7931655	0.2664221	0.3282535	0.7471203	0.3483210	0.9948162	1.0000000
700	0.3089111	0.2985431	0.2193161	0.7659075	0.2914594	0.2146266	0.8759574	0.2850644	0.9989263	1.0000000
750	0.2674961	0.3009990	0.2154229	0.7591989	0.4469583	0.1415072	0.9491546	0.2601564	0.9997776	1.0000000
800	0.2337318	0.2979876	0.2144805	0.7878777	0.6580438	0.1074107	0.9796270	0.2509959	0.9999539	1.0000000
850	0.2140287	0.2948161	0.2110756	0.8293643	0.8136022	0.0938978	0.9909575	0.2477760	0.9999905	1.0000000
900	0.1975174	0.2913669	0.2061161	0.8624146	0.8967194	0.0892179	0.9950617	0.2466804	0.9999980	1.0000000
950	0.1802163	0.2872587	0.2018706	0.8831210	0.9350616	0.0882407	0.9965564	0.2463166	0.9999996	1.0000000
1000	0.1645187	0.2830427	0.1992760	0.8946752	0.9512409	0.0889235	0.9970973	0.2461980	0.9999999	1.0000000

0	0.1425879	0.2752074	0.1987109	0.9054890	0.9532700	0.0944154	0.9971782	0.2461422	1.0000000	1.0000000
50	0.1425681	0.3333560	0.1987123	0.9054508	0.9537570	0.0886609	0.9971755	0.2528268	0.9444389	1.0000000
100	0.1425589	0.3559900	0.1987158	0.9055015	0.9586279	0.0771987	0.9971392	0.2683916	0.9329306	1.0000000
150	0.1425579	0.3648009	0.1987092	0.9058209	0.9671985	0.0696462	0.9970572	0.2801950	0.9305468	1.0000000
200	0.1425398	0.3682265	0.1986766	0.9064287	0.9749483	0.0659316	0.9969743	0.2863300	0.9300531	1.0000000
250	0.1424694	0.3695446	0.1986165	0.9071316	0.9801387	0.0642864	0.9969182	0.2889864	0.9299508	1.0000000
300	0.1423315	0.3700294	0.1985457	0.9077451	0.9831268	0.0635940	0.9968879	0.2900222	0.9299297	1.0000000
350	0.1421476	0.3701827	0.1984843	0.9081946	0.9847043	0.0633142	0.9968735	0.2904002	0.9299253	1.0000000
400	0.1419594	0.3702087	0.1984428	0.9084875	0.9854901	0.0632077	0.9968674	0.2905321	0.9299244	1.0000000
450	0.1418035	0.3701932	0.1984208	0.9086632	0.9858639	0.0631719	0.9968649	0.2905767	0.9299242	1.0000000
500	0.1416959	0.3701709	0.1984125	0.9087622	0.9860340	0.0631634	0.9968638	0.2905914	0.9299241	1.0000000
550	0.1416338	0.3119785	0.1984112	0.9088149	0.9859925	0.0661870	0.9968706	0.2829635	0.9854853	1.0000000
600	0.1416043	0.2893228	0.1984123	0.9088251	0.9845241	0.0748753	0.9969319	0.2668077	0.9969936	1.0000000
650	0.1415945	0.2805032	0.1984162	0.9087306	0.9802817	0.0834308	0.9970284	0.2555087	0.9993773	1.0000000
700	0.1415997	0.2770722	0.1984292	0.9084469	0.9738261	0.0890726	0.9971089	0.2499083	0.9998710	1.0000000
750	0.1416291	0.2757442	0.1984593	0.9079638	0.9670440	0.0920781	0.9971563	0.2475470	0.9999733	1.0000000
800	0.1416987	0.2752442	0.1985080	0.9073685	0.9615159	0.0934912	0.9971765	0.2466403	0.9999945	1.0000000
850	0.1418170	0.2750770	0.1985673	0.9067836	0.9577511	0.0941034	0.9971816	0.2463126	0.9999989	1.0000000
900	0.1419738	0.2750466	0.1986246	0.9062985	0.9554984	0.0943491	0.9971808	0.2461990	0.9999998	1.0000000
950	0.1421436	0.2750703	0.1986699	0.9059451	0.9542761	0.0944351	0.9971788	0.2461607	1.0000000	1.0000000
1000	0.1422981	0.2751099	0.1986996	0.9057126	0.9536657	0.0944540	0.9971774	0.2461481	1.0000000	1.0000000

0	0.1425879	0.2752074	0.1987109	0.9054890	0.9532700	0.0944154	0.9971782	0.2461422	1.0000000	1.0000000
50	0.7147163	0.2748391	0.1941379	0.8992812	0.7363814	0.0944093	0.9975236	0.1971950	0.8878653	0.4100539
100	0.8684856	0.2727781	0.1915069	0.8739488	0.6755310	0.0946057	0.9981340	0.2037343	0.8646390	0.3024834
150	0.9095682	0.2704911	0.1929790	0.8334795	0.6576416	0.0952822	0.9983576	0.2175852	0.8598282	0.2828691
200	0.9207603	0.2699472	0.1974137	0.7945230	0.6521524	0.0961186	0.9982638	0.2261837	0.8588317	0.2792926
250	0.9243956	0.2718531	0.2030207	0.7685254	0.6504424	0.0964526	0.9980595	0.2301735	0.8586253	0.2786405
300	0.9263433	0.2756553	0.2079800	0.7545549	0.6499078	0.0958669	0.9978792	0.2317844	0.8585825	0.2785216
350	0.9279241	0.2801556	0.2114581	0.7479038	0.6497444	0.0944411	0.9977720	0.2323842	0.8585737	0.2784999
400	0.9292570	0.2842873	0.2135408	0.7449434	0.6497017	0.0925979	0.9977348	0.2325962	0.8585719	0.2784959
450	0.9302676	0.2875040	0.2146602	0.7436701	0.6496996	0.0907862	0.9977448	0.2326684	0.8585715	0.2784952
500	0.9309496	0.2897299	0.2152192	0.7431285	0.6497104	0.0892831	0.9977780	0.2326924	0.8585714	0.2784951
550	0.3998810	0.2911109	0.2144229	0.7914592	0.8843606	0.0881809	0.9973737	0.2929722	0.9707060	0.8684412
600	0.2532471	0.2910359	0.2083972	0.8509019	0.9533167	0.0875374	0.9964630	0.2801839	0.9939324	0.9760116
650	0.2004033	0.2882843	0.2019021	0.8823775	0.9671987	0.0875607	0.9962063	0.2627897	0.9987432	0.9956260
700	0.1712881	0.2837856	0.1982563	0.8967334	0.9669274	0.0884470	0.9964808	0.2530635	0.9997397	0.9992024
750	0.1535654	0.2794824	0.1971186	0.9027534	0.9643493	0.0900052	0.9968241	0.2487712	0.9999461	0.9998546
800	0.1442520	0.2765338	0.1973501	0.9050833	0.9616860	0.0917280	0.9970496	0.2470848	0.9999888	0.9999735
850	0.1407006	0.2750725	0.1979956	0.9058652	0.9591749	0.0931415	0.9971550	0.2464670	0.9999977	0.9999952
900	0.1403220	0.2746600	0.1985154	0.9060185	0.9569684	0.0940324	0.9971872	0.2462510	0.9999995	0.9999991
950	0.1411264	0.2747546	0.1987646	0.9059328	0.9552622	0.0944453	0.9971880	0.2461779	0.9999999	0.9999998
1000	0.1419774	0.2749712	0.1988153	0.9057801	0.9541407	0.0945516	0.9971813	0.2461537	1.0000000	1.0000000

0	0.1425879	0.2752074	0.1987109	0.9054890	0.9532700	0.0944154	0.9971782	0.2461422	1.0000000	1.0000000
50	0.0982813	0.2636422	0.0652474	0.9054755	0.9512685	0.1214705	0.4946009	0.1083536	1.0000000	1.0000000
100	0.0558079	0.2045132	0.0218819	0.9052249	0.9008173	0.2639796	0.3651302	0.0664318	1.0000000	1.0000000
150	0.0432412	0.1376128	0.0083091	0.9000214	0.6421360	0.4766826	0.3317794	0.0536771	1.0000000	1.0000000
200	0.0398426	0.0882272	0.0045524	0.8755420	0.3296920	0.6769933	0.3231928	0.0497966	1.0000000	1.0000000
250	0.0389257	0.0590627	0.0038650	0.8201384	0.1561094	0.8200575	0.3209836	0.0486159	1.0000000	1.0000000
300	0.0386784	0.0440999	0.0041820	0.7449478	0.0805626	0.8916412	0.3204149	0.0482567	1.0000000	1.0000000
350	0.0386117	0.0372904	0.0049436	0.6780991	0.0500151	0.9196587	0.3202680	0.0481474	1.0000000	1.0000000
400	0.0385937	0.0347453	0.0058661	0.6343377	0.0379233	0.9295036	0.3202297	0.0481141	1.0000000	1.0000000
450	0.0385888	0.0342976	0.0066948	0.6105050	0.0331557	0.9328333	0.3202196	0.0481040	1.0000000	1.0000000
500	0.0385875	0.0347556	0.0072951	0.5987733	0.0312758	0.9338748	0.3202169	0.0481009	1.0000000	1.0000000
550	0.0387913	0.0692559	0.2342587	0.5933193	0.0308911	0.8030333	0.8237522	0.1858885	1.0000000	1.0000000
600	0.1011713	0.1808693	0.3004465	0.5911745	0.0375795	0.4733886	0.9494693	0.2278101	1.0000000	1.0000000
650	0.3444924	0.2725134	0.2826431	0.5928578	0.0761494	0.2542391	0.9784141	0.2405647	1.0000000	1.0000000
700	0.4800170	0.3175709	0.2669693	0.6098869	0.2251942	0.1415899	0.9871888	0.2444452	1.0000000	1.0000000
750	0.4970249	0.3328680	0.2552311	0.6722972	0.5169100	0.0963338	0.9920624	0.2456259	1.0000000	1.0000000
800	0.4557451	0.3332961	0.2384605	0.7610964	0.7624902	0.0800834	0.9950368	0.2459851	1.0000000	1.0000000
850	0.3785876	0.3250838	0.2205539	0.8286439	0.8891517	0.0752027	0.9966305	0.2460944	1.0000000	1.0000000
900	0.2916946	0.3122600	0.2073779	0.8679473	0.9430685	0.0753899	0.9973783	0.2461276	1.0000000	1.0000000
950	0.2217222	0.2989019	0.1998238	0.8885022	0.9636885	0.0782546	0.9976683	0.2461378	1.0000000	1.0000000
1000	0.1768643	0.2878999	0.1965711	0.8987141	0.9699163	0.0824036	0.9977208	0.2461408	1.0000000	1.0000000

0	0.1425879	0.2752074	0.1987109	0.9054890	0.9532700	0.0944154	0.9971782	0.2461422	1.0000000	1.0000000
50	0.1006044	0.2574708	0.0779402	0.8915587	0.3247925	0.0209582	0.6913717	0.2461422	1.0000000	0.3172967
100	0.0570968	0.2012431	0.0411643	0.8307300	0.1203452	0.0130452	0.6129492	0.2461422	1.0000000	0.1928129
150	0.0436239	0.1420117	0.0365443	0.7398272	0.0537641	0.0224345	0.5929043	0.2461422	1.0000000	0.1701146
200	0.0399499	0.1037725	0.0452924	0.6636423	0.0320793	0.0381541	0.5877039	0.2461422	1.0000000	0.1659758
250	0.0389590	0.0891119	0.0568577	0.6188631	0.0250167	0.0513330	0.5862203	0.2461422	1.0000000	0.1652212
300	0.0386995	0.0901505	0.0659918	0.5969774	0.0227164	0.0581553	0.5856780	0.2461422	1.0000000	0.1650836
350	0.0386483	0.0979150	0.0716789	0.5872107	0.0219671	0.0603168	0.5854260	0.2461422	1.0000000	0.1650585
400	0.0386619	0.1065148	0.0747411	0.5830571	0.0217230	0.0600365	0.5853062	0.2461422	1.0000000	0.1650539
450	0.0386921	0.1133905	0.0762297	0.5813407	0.0216435	0.0587312	0.5852619	0.2461422	1.0000000	0.1650531
500	0.0387195	0.1180549	0.0768951	0.5806439	0.0216177	0.0572421	0.5852594	0.2461422	1.0000000	0.1650529
550	0.0433718	0.1533238	0.2586497	0.6450256	0.6737675	0.3468276	0.8893003	0.2461422	1.0000000	0.8477562
600	0.1659864	0.2348740	0.2775706	0.7659257	0.7268685	0.2599176	0.9641717	0.2461422	1.0000000	0.9722399
650	0.3290857	0.2901595	0.2382004	0.8272543	0.6526737	0.1633383	0.9840369	0.2461422	1.0000000	0.9949382
700	0.3289766	0.3062039	0.2144356	0.8492263	0.7148941	0.1116473	0.9911693	0.2461422	1.0000000	0.9990770
750	0.2607112	0.3019732	0.2038447	0.8633670	0.8245143	0.0915231	0.9945421	0.2461422	1.0000000	0.9998317
800	0.2026475	0.2926351	0.1994670	0.8777044	0.9001339	0.0861925	0.9962181	0.2461422	1.0000000	0.9999693
850	0.1684912	0.2846327	0.1978839	0.8895218	0.9378757	0.0867694	0.9969838	0.2461422	1.0000000	0.9999944
900	0.1514237	0.2794229	0.1977105	0.8974039	0.9533744	0.0891006	0.9972736	0.2461422	1.0000000	0.9999990
950	0.1441652	0.2766376	0.1981107	0.9019388	0.9580746	0.0913631	0.9973378	0.2461422	1.0000000	0.9999998
1000	0.1419257	0.2754627	0.1985260	0.9042416	0.9581954	0.0929434	0.9973132	0.2461422	1.0000000	1.0000000

0	0.1425879	0.2752074	0.1987109	0.9054890	0.9532700	0.0944154	0.9971782	0.2461422	1.0000000	1.0000000
50	0.1425680	0.2752058	0.1987116	0.9055493	0.9668910	0.0234585	0.9982231	0.0957059	1.0000000	1.0000000
100	0.1425532	0.2752025	0.1986946	0.9063768	0.9865381	0.0106288	0.9994375	0.0499359	1.0000000	1.0000000
150	0.1424991	0.2751879	0.1986148	0.9077054	0.9953079	0.0082898	0.9998482	0.0360105	1.0000000	1.0000000
200	0.1423284	0.2751399	0.1984897	0.9088253	0.9984123	0.0078551	0.9999601	0.0317737	1.0000000	1.0000000
250	0.1420396	0.2750541	0.1983752	0.9095317	0.9994584	0.0077730	0.9999895	0.0304847	1.0000000	1.0000000
300	0.1417168	0.2749521	0.1983043	0.9099132	0.9998067	0.0077597	0.9999972	0.0300925	1.0000000	1.0000000
350	0.1414507	0.2748618	0.1982761	0.9101009	0.9999222	0.0077610	0.9999992	0.0299732	1.0000000	1.0000000
400	0.1412823	0.2747989	0.1982737	0.9101880	0.9999605	0.0077652	0.9999997	0.0299369	1.0000000	1.0000000
450	0.1412029	0.2747646	0.1982807	0.9102269	0.9999732	0.0077690	0.9999999	0.0299259	1.0000000	1.0000000
500	0.1411804	0.2747507	0.1982875	0.9102437	0.9999773	0.0077715	0.9999999	0.0299225	1.0000000	1.0000000
550	0.1411834	0.2747478	0.1982912	0.9102480	0.9991228	0.0785607	0.9999929	0.1803578	1.0000000	1.0000000
600	0.1411924	0.2747490	0.1982936	0.9101398	0.9905207	0.0913453	0.9997885	0.2261274	1.0000000	1.0000000
650	0.1412047	0.2747522	0.1983096	0.9096101	0.9763458	0.0936834	0.9991234	0.2400527	1.0000000	1.0000000
700	0.1412476	0.2747641	0.1983635	0.9086469	0.9651578	0.0941772	0.9983350	0.2442895	1.0000000	1.0000000
750	0.1413684	0.2747987	0.1984567	0.9075920	0.9587615	0.0943512	0.9977652	0.2455785	1.0000000	1.0000000
800	0.1415855	0.2748631	0.1985614	0.9067308	0.9556213	0.0944447	0.9974466	0.2459707	1.0000000	1.0000000
850	0.1418623	0.2749490	0.1986468	0.9061459	0.9541880	0.0944878	0.9972921	0.2460900	1.0000000	1.0000000
900	0.1421331	0.2750373	0.1986996	0.9057940	0.9535609	0.0944926	0.9972233	0.2461263	1.0000000	1.0000000
950	0.1423459	0.2751110	0.1987234	0.9055992	0.9533030	0.0944752	0.9971945	0.2461373	1.0000000	1.0000000
1000	0.1424825	0.2751621	0.1987293	0.9054982	0.9532136	0.0944505	0.9971833	0.2461407	1.0000000	1.0000000

0	0.1425879	0.2752074	0.1987109	0.9054890	0.9532700	0.0944154	0.9971782	0.2461422	1.0000000	1.0000000
50	0.1021953	0.2586668	0.0857763	0.9055368	0.9664634	0.0372473	0.9975679	0.2461422	1.0000000	0.8814624
100	0.0581084	0.2065775	0.0517316	0.9064725	0.9853676	0.0290558	0.9983882	0.2461422	1.0000000	0.8598483
150	0.0439511	0.1521548	0.0477357	0.9079843	0.9941147	0.0335609	0.9989160	0.2461422	1.0000000	0.8559072
200	0.0400499	0.1171079	0.0545770	0.9092362	0.9971315	0.0427419	0.9990726	0.2461422	1.0000000	0.8551886
250	0.0389960	0.1026453	0.0617900	0.9100028	0.9975925	0.0508545	0.9989863	0.2461422	1.0000000	0.8550576
300	0.0387207	0.1006985	0.0661596	0.9103775	0.9968814	0.0553220	0.9988086	0.2461422	1.0000000	0.8550337
350	0.0386593	0.1035531	0.0682409	0.9105043	0.9958537	0.0569731	0.9986487	0.2461422	1.0000000	0.8550293
400	0.0386538	0.1070081	0.0691060	0.9105025	0.9950363	0.0571823	0.9985472	0.2461422	1.0000000	0.8550285
450	0.0386594	0.1096129	0.0694328	0.9104543	0.9945829	0.0568454	0.9984993	0.2461422	1.0000000	0.8550284
500	0.0386646	0.1112306	0.0695466	0.9104055	0.9944203	0.0564163	0.9984854	0.2461422	1.0000000	0.8550284
550	0.0400446	0.1374761	0.2085552	0.9102985	0.9759701	0.1934624	0.9975538	0.2461422	1.0000000	0.9735660
600	0.0803152	0.2047162	0.2436780	0.9084609	0.8770440	0.1958571	0.9954146	0.2461422	1.0000000	0.9951800
650	0.1784743	0.2590315	0.2233671	0.9019616	0.7945620	0.1549521	0.9943117	0.2461422	1.0000000	0.9991211
700	0.2102718	0.2817945	0.2056897	0.8937407	0.8041073	0.1185155	0.9946435	0.2461422	1.0000000	0.9998397
750	0.1890826	0.2847882	0.1989493	0.8901775	0.8584720	0.1000361	0.9955622	0.2461422	1.0000000	0.9999708
800	0.1640681	0.2813895	0.1974011	0.8921135	0.9057840	0.0934456	0.9963685	0.2461422	1.0000000	0.9999947
850	0.1493982	0.2779307	0.1977133	0.8962534	0.9335595	0.0922755	0.9968615	0.2461422	1.0000000	0.9999990
900	0.1434345	0.2759995	0.1984013	0.9000414	0.9468172	0.0928784	0.9970969	0.2461422	1.0000000	0.9999998
950	0.1421216	0.2753207	0.1988564	0.9026405	0.9520591	0.0936450	0.9971821	0.2461422	1.0000000	1.0000000
1000	0.1424637	0.2752508	0.1989808	0.9041431	0.9536127	0.0941047	0.9971997	0.2461422	1.0000000	1.0000000

0	0.1425879	0.2752074	0.1987109	0.9054890	0.9532700	0.0944154	0.9971782	0.2461422	1.0000000	1.0000000
50	0.1425310	0.2751964	0.1985366	0.9115764	0.9532501	0.0944042	0.9971781	0.2461422	1.0000000	1.0000000
100	0.1421335	0.2750895	0.1981486	0.9137631	0.9532537	0.0944097	0.9971784	0.2461422	1.0000000	1.0000000
150	0.1413457	0.2748588	0.1978803	0.9145509	0.9532499	0.0944533	0.9971783	0.2461422	1.0000000	1.0000000
200	0.1405481	0.2746027	0.1977848	0.9148373	0.9532122	0.0945419	0.9971773	0.2461422	1.0000000	1.0000000
250	0.1400199	0.2744123	0.1977929	0.9149417	0.9531266	0.0946495	0.9971750	0.2461422	1.0000000	1.0000000
300	0.1397917	0.2743124	0.1978330	0.9149772	0.9530049	0.0947426	0.9971719	0.2461422	1.0000000	1.0000000
350	0.1397589	0.2742812	0.1978663	0.9149844	0.9528764	0.0948036	0.9971687	0.2461422	1.0000000	1.0000000
400	0.1398051	0.2742846	0.1978827	0.9149799	0.9527683	0.0948334	0.9971661	0.2461422	1.0000000	1.0000000
450	0.1398573	0.2742973	0.1978863	0.9149715	0.9526939	0.0948424	0.9971644	0.2461422	1.0000000	1.0000000
500	0.1398888	0.2743074	0.1978842	0.9149634	0.9526518	0.0948417	0.9971634	0.2461422	1.0000000	1.0000000
550	0.1399355	0.2743213	0.1980536	0.9088264	0.9526328	0.0948382	0.9971631	0.2461422	1.0000000	1.0000000
600	0.1403128	0.2744260	0.1984418	0.9066162	0.9526279	0.0948270	0.9971630	0.2461422	1.0000000	1.0000000
650	0.1410900	0.2746552	0.1987145	0.9058183	0.9526384	0.0947819	0.9971633	0.2461422	1.0000000	1.0000000
700	0.1418948	0.2749121	0.1988136	0.9055280	0.9526819	0.0946929	0.9971645	0.2461422	1.0000000	1.0000000
750	0.1424370	0.2751045	0.1988079	0.9054223	0.9527711	0.0945849	0.9971669	0.2461422	1.0000000	1.0000000
800	0.1426766	0.2752068	0.1987693	0.9053869	0.9528948	0.0944913	0.9971700	0.2461422	1.0000000	1.0000000
850	0.1427160	0.2752402	0.1987368	0.9053805	0.9530244	0.0944296	0.9971733	0.2461422	1.0000000	1.0000000
900	0.1426729	0.2752383	0.1987204	0.9053861	0.9531332	0.0943990	0.9971759	0.2461422	1.0000000	1.0000000
950	0.1426213	0.2752263	0.1987162	0.9053957	0.9532084	0.0943892	0.9971776	0.2461422	1.0000000	1.0000000
1000	0.1425890	0.2752164	0.1987177	0.9054049	0.9532513	0.0943895	0.9971786	0.2461422	1.0000000	1.0000000
