YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C
0.1334413	0.3803001	0.8537016	0.9408175	0.0910257	0.0939971	0.9113436	0.3583218	0.4049594	1.0697715
0.6257762	0.3044470	0.7125866	0.9540727	0.0003419	0.0055814	1.0253889	0.1168182	0.1213454	1.0140348
0.3303343	0.4717029	0.5962745	1.0388391	0.0539762	0.2491497	1.0297855	0.2068179	0.3376987	0.4991813
0.2964890	0.3736614	0.8829646	1.0758234	0.0980594	0.0264967	0.9078371	0.4047759	0.1333053	0.9351497
0.4528298	0.4106738	0.6475125	1.0134314	0.1212488	0.2737309	0.6765445	0.1309261	0.0462144	0.9482737
0.4841616	0.4795722	0.8668195	1.0688065	0.0046296	0.1151645	0.9489096	0.1873726	0.0591263	0.7042239
0.7055346	0.2913001	1.0032011	0.6789988	0.0005416	0.0334997	0.9292822	0.0974054	0.0715275	0.5661236
0.2917009	0.4625386	0.6528365	0.9308130	0.0006424	0.0055567	1.0232888	0.2940570	0.4921528	0.5179948
0.3350750	0.5139831	0.6706875	0.8665423	0.0780108	0.2389655	0.6017666	0.2699065	0.3792352	1.0901574
0.2165120	0.3847289	0.6399975	0.9646503	0.3192766	0.1610230	0.9999210	0.0001717	0.3107781	1.0247121
