"Time"	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C

0	0.7838571	0.5522625	0.2545900	0.1936882	0.1343651	0.0428039	0.4718722	0.5821427	0.3245566	0.8642644
50	0.6321553	0.5268277	0.2930698	0.0622320	0.1089363	0.0765845	0.5821398	0.5744552	0.2911635	0.3114246
100	0.6403983	0.6794297	0.2706376	0.1210998	0.1518430	0.1118254	0.6096306	0.4490845	0.4179837	0.3233938
150	0.7657057	0.5438615	0.2958259	0.1144161	0.1462376	0.0527859	0.7137916	0.4913893	0.4812096	0.2801397
200	0.6574915	0.5901092	0.2941817	0.2488414	0.1661575	0.0436237	0.6413634	0.4254363	0.4755057	0.2364649
250	0.7167280	0.5634948	0.3405541	0.2674246	0.1101595	0.0470600	0.5615616	0.4039117	0.3819981	0.2575898
300	0.6513411	0.7189937	0.3507543	0.1236979	0.1322948	0.0910992	0.5958921	0.2405579	0.6129382	0.2666993
350	0.6444892	0.7028908	0.3630264	0.1668730	0.1848143	0.0695400	0.6568172	0.1882896	0.5078184	0.2590266
400	0.5856382	0.6742997	0.4384017	0.2662894	0.1310907	0.1012410	0.6028036	0.1548741	0.5413481	0.2425795
450	0.7261266	0.6614322	0.4540027	0.1827520	0.1062192	0.0951728	0.5772282	0.1779194	0.5336136	0.2901876
500	0.7076103	0.6830280	0.3662002	0.1480032	0.1500378	0.0910893	0.5406580	0.1457254	0.5171040	0.2848483
550	0.7164416	0.6625982	0.3925653	0.2268218	0.1616531	0.0592600	0.4713116	0.1095434	0.5152125	0.6126340
600	0.7159525	0.6239684	0.4390358	0.2202880	0.2153254	0.0421060	0.6265910	0.1773208	0.4236234	0.6785998
650	0.6559163	0.7361539	0.4657274	0.2947197	0.0842263	0.0995848	0.4057423	0.2682522	0.2956513	0.6856040
700	0.7204173	0.5531795	0.4186079	0.2421005	0.1253071	0.0532794	0.5548229	0.5445572	0.3125779	0.6409714
750	0.7972671	0.6239102	0.4833903	0.1861172	0.1493224	0.0788715	0.4774038	0.5192983	0.2809806	0.6155820
800	0.6306371	0.5702649	0.2738697	0.1862736	0.1633257	0.1872652	0.5786283	0.5679058	0.2568815	0.6356829
850	0.6708388	0.6598362	0.4020773	0.2888903	0.1435807	0.0782915	0.4945611	0.5710410	0.2394450	0.6395012
900	0.6395429	0.5898999	0.4883954	0.1917071	0.1199815	0.0484561	0.5507420	0.6376339	0.3089924	0.8391567
950	0.8478096	0.6764789	0.4795305	0.2579539	0.2187735	0.0598059	0.5425992	0.5239687	0.2832868	0.7594497
1000	0.7248435	0.6234239	0.4321067	0.2521665	0.1244040	0.0667098	0.5733843	0.6835383	0.2816297	0.7566243

0	0.7435298	0.5559126	0.3033786	0.1785108	0.0917994	0.0548185	0.4915515	0.6596738	0.2781415	0.8100927
50	0.5258509	0.6054148	0.2635276	0.1691883	0.1231822	0.0553164	0.7620942	0.2650751	0.4511248	0.4418489
100	0.5765108	0.5655620	0.3924671	0.1458800	0.0752480	0.0884527	0.5470744	0.1382810	0.3135538	0.4563150
150	0.6945253	0.7510392	0.3596508	0.1329559	0.1793349	0.0662164	0.4599402	0.0967278	0.4201104	0.4176187
200	0.6353763	0.8199814	0.3035531	0.1804433	0.1070946	0.0583430	0.5269985	0.0598550	0.2834657	0.4341228
250	0.6932670	0.5968718	0.3242951	0.1752408	0.0955457	0.0558256	0.6312239	0.0676372	0.3236003	0.4573383
300	0.7524202	0.8044593	0.4653529	0.1829929	0.1397332	0.0390596	0.6253238	0.0930625	0.3656214	0.5040685
350	0.6312868	0.6214919	0.3130413	0.1433270	0.0631253	0.0681038	0.5999099	0.0749788	0.4744707	0.3647959
400	0.8129563	0.7475387	0.2936427	0.1104664	0.0386125	0.0342407	0.6108797	0.0452879	0.3765713	0.4758562
450	0.8544294	0.6102215	0.2891698	0.1073858	0.0815285	0.0769973	0.4894966	0.1092981	0.4090978	0.3663125
500	0.6703620	0.6992618	0.2701626	0.0933307	0.0406103	0.0379070	0.6305022	0.0737381	0.4297744	0.4528882
550	0.6594408	0.5655484	0.2293206	0.0808568	0.1045387	0.0926855	0.8038051	0.4848437	0.3137412	0.6926199
600	0.7770367	0.6864988	0.2543202	0.1031167	0.0986913	0.0534492	0.7455180	0.4428399	0.4149524	0.7161405
650	0.7256494	0.6131973	0.2361394	0.0503945	0.0537749	0.1135837	0.6783782	0.4733647	0.3061460	0.7452521
700	0.6036346	0.5911157	0.1875806	0.1073742	0.1024104	0.0368738	0.7891507	0.5389941	0.3219896	0.7605744
750	0.6710596	0.4918641	0.2755828	0.1198064	0.0809609	0.0833514	0.6127518	0.5456598	0.2008444	0.6717105
800	0.7263309	0.5692033	0.2803633	0.1169244	0.0861639	0.0376592	0.5725044	0.5212708	0.2872235	0.7431110
850	0.5920879	0.5865855	0.2921099	0.0869755	0.1063729	0.0494448	0.6517216	0.5644737	0.2396127	0.7718686
900	0.6534040	0.5160184	0.2508202	0.1546958	0.1344371	0.1104450	0.5346849	0.6083172	0.2701671	0.6680925
950	0.9086824	0.5781493	0.3484030	0.1438695	0.0930608	0.0498993	0.5475678	0.6388146	0.2735111	0.7054192
1000	0.6423957	0.6592800	0.3006835	0.1331424	0.1638353	0.0455520	0.5664081	0.5106998	0.1953719	0.7643295

0	0.7030018	0.5348759	0.3022765	0.1281242	0.0695607	0.0461313	0.5381408	0.5386769	0.3476760	0.7283893
50	0.7379664	0.6329877	0.2648847	0.1260629	0.1710673	0.0728995	0.5999270	0.6221300	0.3297767	0.4157827
100	0.8174208	0.6482958	0.2965502	0.1102762	0.1333764	0.0498206	0.5227746	0.5598735	0.4117789	0.3693736
150	0.6581897	0.5498076	0.3227978	0.1384446	0.1213964	0.0957565	0.5872693	0.5271405	0.5539770	0.2791131
200	0.8105336	0.6749738	0.2880827	0.1253496	0.0861080	0.0558824	0.7153888	0.3637582	0.5058972	0.2761546
250	0.7303835	0.6464173	0.2796531	0.0981873	0.0981333	0.1194870	0.5948650	0.2857624	0.4800257	0.3790317
300	0.7156585	0.7340455	0.2845864	0.0930484	0.0837059	0.0900703	0.5231902	0.2384964	0.4746181	0.3309851
350	0.6730549	0.4980610	0.2478386	0.0749145	0.1077631	0.0347335	0.6442822	0.2292908	0.4810048	0.2565415
400	0.7321236	0.7186616	0.1762006	0.0582431	0.0950823	0.0548683	0.6196789	0.2395918	0.4594274	0.3057541
450	0.7234055	0.7268299	0.1228237	0.1011910	0.0483002	0.0519447	0.6706191	0.1605684	0.5772612	0.3424539
500	0.7456135	0.5539739	0.2210684	0.0514181	0.0473937	0.1083255	0.5543740	0.1875957	0.5220583	0.2492326
550	0.5952430	0.6016593	0.1661625	0.0670937	0.1161410	0.0556075	0.6839171	0.1974978	0.3860675	0.5616712
600	0.7344065	0.5140887	0.2523719	0.0905274	0.0862681	0.0601365	0.6166124	0.2160590	0.4134557	0.8119531
650	0.6865573	0.5362953	0.3208452	0.1377486	0.1362453	0.1161235	0.5270740	0.3341930	0.3371339	0.7656789
700	0.6859317	0.5225863	0.3567208	0.2000788	0.1420868	0.0558272	0.6248157	0.2889536	0.2949813	0.7399957
750	0.6700740	0.7339787	0.3082527	0.1208643	0.1200994	0.0813255	0.5177719	0.4784034	0.2669679	0.7689163
800	0.6674142	0.6622043	0.3929062	0.1666902	0.1709603	0.0626540	0.6523656	0.5413327	0.2573411	0.7359098
850	0.6225972	0.6064456	0.3312945	0.1736433	0.1507321	0.0953974	0.5321857	0.7529385	0.2262843	0.6690437
900	0.6605477	0.6060336	0.3094457	0.2788792	0.1240773	0.0747037	0.5060966	0.7169033	0.2303061	0.7813790
950	0.7376645	0.6603787	0.4390254	0.2725366	0.1028394	0.1003502	0.4519872	0.6395503	0.2932434	0.7164787
1000	0.7237119	0.8027358	0.3788016	0.1704159	0.0792679	0.0680077	0.3978347	0.6426847	0.3189670	0.6853983

0	0.7072244	0.5743996	0.3365021	0.1549194	0.1151401	0.0744295	0.6365881	0.4444346	0.3204732	0.8028570
50	0.7313366	0.5873116	0.2825000	0.1520821	0.0776838	0.0387218	0.5384435	0.6507736	0.3265623	0.8466737
100	0.7455963	0.5913765	0.2980258	0.0597885	0.0608779	0.0388060	0.6116300	0.4235409	0.2446198	0.6372843
150	0.8331070	0.6382222	0.2251212	0.1332873	0.0841509	0.0340665	0.6592984	0.5320480	0.3109322	0.6277787
200	0.7579434	0.5147132	0.3259165	0.0955601	0.0654885	0.0769637	0.6995329	0.7115632	0.2944072	0.6033132
250	0.8182965	0.5552714	0.3159565	0.0797610	0.2589613	0.0922655	0.6056534	0.4631783	0.2995193	0.5534720
300	0.7763624	0.7001943	0.2619524	0.1276378	0.0977823	0.0690960	0.5901419	0.5598323	0.2560313	0.6957171
350	0.6744062	0.4807225	0.3210998	0.1968335	0.0626479	0.1194826	0.5263046	0.5245182	0.3001786	0.6792964
400	0.7191173	0.5683276	0.3200715	0.1714946	0.1344988	0.0774149	0.5357754	0.6190343	0.3480647	0.7367476
450	0.6552641	0.6642209	0.4240898	0.2224893	0.1562123	0.0359212	0.5398132	0.5737747	0.2787392	0.7557685
500	0.9087923	0.7219187	0.3799721	0.2226777	0.1425792	0.0978874	0.5306088	0.5283366	0.2223826	0.7763054
550	0.7353175	0.7807786	0.4118016	0.2270955	0.1349259	0.0835071	0.5369443	0.5961196	0.2544444	0.5951536
600	0.6364292	0.7560754	0.4762937	0.1741380	0.1579147	0.0910334	0.5455370	0.6032368	0.1974113	0.6669482
650	0.8144010	0.6650858	0.4205586	0.2194574	0.0753107	0.0443709	0.6419969	0.6395490	0.3050593	0.7404016
700	0.7857006	0.6331370	0.4454072	0.1496675	0.0675371	0.0708700	0.4770188	0.5813923	0.3276572	0.8153904
750	0.6963051	0.6580107	0.4378426	0.1709857	0.1662284	0.1069948	0.7221538	0.6584572	0.2653532	0.6699429
800	0.6939855	0.7191520	0.3276364	0.1539393	0.0951522	0.0586206	0.5278151	0.5968161	0.2107455	0.7043713
850	0.6707957	0.5409057	0.3609982	0.1398114	0.0370574	0.0661193	0.6274569	0.6906067	0.2592598	0.6639120
900	0.6429354	0.6840594	0.3501604	0.1221812	0.0882373	0.0477548	0.6757790	0.6248502	0.2326882	0.7112515
950	0.7480540	0.6099692	0.2870631	0.1032403	0.0970283	0.0902876	0.5701159	0.5846452	0.2716513	0.7445929
1000	0.6130303	0.6834313	0.2756706	0.1290016	0.0684459	0.0682547	0.6525545	0.5964695	0.3033276	0.6464819

0	0.7494095	0.6175292	0.3442118	0.1243321	0.1091540	0.0460636	0.4701980	0.6123916	0.2754556	0.7909135
50	0.6324227	0.6918448	0.3501641	0.2217568	0.4780837	0.0606032	0.5115598	0.6396868	0.3070319	0.2119128
100	0.6557921	0.6082006	0.2697003	0.4118406	0.4882336	0.0815095	0.6147821	0.4461014	0.4471766	0.2043810
150	0.7084479	0.6415028	0.4863154	0.4987963	0.4694070	0.0664226	0.2941946	0.4243652	0.5246220	0.0637911
200	0.6367186	0.5556146	0.5244765	0.5936707	0.5306242	0.1343757	0.1492549	0.1905890	0.5675779	0.0996779
250	0.8053502	0.6858503	0.4512774	0.6003237	0.5897508	0.1489473	0.0611047	0.1395923	0.5356475	0.1202279
300	0.7344699	0.7820092	0.5367714	0.5417589	0.7251473	0.2938059	0.0399213	0.1031438	0.6548481	0.0577194
350	0.8123959	0.6751163	0.5938520	0.8023163	0.6500261	0.5255664	0.0658042	0.1083707	0.7839185	0.1177336
400	0.7720630	0.6714901	0.5628860	0.7022307	0.8503067	0.6115989	0.0523117	0.0411459	0.7594422	0.0700941
450	0.7531346	0.7140927	0.5390760	0.6043084	0.6926853	0.6640736	0.0391762	0.0525202	0.7267323	0.1021604
500	0.7395775	0.6521433	0.6567350	0.6253923	0.7669973	0.7358724	0.0565865	0.0390975	0.7636577	0.1218837
550	0.6470363	0.7165570	0.5424625	0.6565472	0.6677886	0.5173131	0.3182405	0.0608459	0.7179225	0.7035193
600	0.6490927	0.6233667	0.6030407	0.6032843	0.6156967	0.3051942	0.4312629	0.1097223	0.4763996	0.6496314
650	0.7378966	0.5830166	0.5278786	0.6646233	0.6163355	0.2232322	0.4202346	0.3533942	0.3216490	0.7582910
700	0.7467941	0.7222288	0.6227634	0.6212285	0.4600284	0.1620643	0.3438380	0.4404411	0.3417011	0.7241263
750	0.8072068	0.6916827	0.5785307	0.6633691	0.3153829	0.1712697	0.3526205	0.5921779	0.1846039	0.7431998
800	0.6881740	0.7095646	0.5838173	0.5348137	0.3850453	0.1227664	0.4494302	0.7916039	0.2409184	0.6837021
850	0.7579410	0.7349270	0.5431550	0.4477116	0.3289078	0.1069131	0.4103153	0.5538402	0.2742963	0.6058832
900	0.7696384	0.7764383	0.5879673	0.5156491	0.4186594	0.0918055	0.4322403	0.6701356	0.2405642	0.7627786
950	0.6565459	0.7035174	0.4736318	0.5656853	0.2240115	0.1074264	0.4267237	0.6040715	0.3830614	0.7184898
1000	0.6823892	0.7014709	0.5932978	0.5085052	0.2555618	0.0734529	0.5003089	0.5935211	0.3223698	0.7812717

0	0.8751642	0.6707638	0.3233953	0.1426283	0.1336502	0.0706686	0.5704600	0.5301668	0.3055382	0.7934237
50	0.6522465	0.6621697	0.3424062	0.3026385	0.0772701	0.0610863	0.6363135	0.7032239	0.1217449	0.6538039
100	0.6047894	0.6971209	0.4323606	0.3036739	0.0757407	0.0475042	0.5556179	0.6682872	0.0657577	0.4678416
150	0.7818440	0.7173200	0.4100856	0.2480851	0.0850313	0.0477639	0.5080672	0.7080058	0.0411080	0.5014840
200	0.7209623	0.7349922	0.3856888	0.1951591	0.1451766	0.0662700	0.5435278	0.6985053	0.0654012	0.5998311
250	0.6646599	0.6202292	0.4450875	0.2644033	0.1746419	0.1254459	0.5746703	0.7384659	0.0837794	0.5773078
300	0.7836643	0.6359812	0.4802362	0.2763676	0.1570023	0.0645340	0.4469706	0.7162567	0.0558941	0.5062153
350	0.6674214	0.7192219	0.4957613	0.3301004	0.1233533	0.0961326	0.5008024	0.6749986	0.0787833	0.5948431
400	0.7126502	0.6540108	0.5103699	0.3242438	0.1303339	0.0808360	0.4849387	0.7255593	0.0512475	0.5055546
450	0.7347988	0.7228680	0.3786363	0.3908488	0.2114733	0.1045619	0.4305503	0.8673410	0.0397160	0.6150348
500	0.7329698	0.6517806	0.5983485	0.4401690	0.0899404	0.0690849	0.4704472	0.6340813	0.0685183	0.6159133
550	0.6900223	0.5998441	0.4849066	0.2783171	0.1324066	0.1125624	0.6395019	0.7190776	0.2223153	0.7080099
600	0.6512584	0.7239076	0.6177071	0.3386203	0.1978790	0.0724548	0.4318334	0.6576172	0.2647904	0.8095164
650	0.7139604	0.7523230	0.5290201	0.3020762	0.1116102	0.0743985	0.5199668	0.6575615	0.2707164	0.8150592
700	0.6605972	0.6727268	0.5245580	0.2568944	0.0875682	0.0807080	0.4475564	0.6217357	0.2254800	0.7717138
750	0.7340859	0.6269833	0.4979426	0.2491869	0.1319705	0.1170744	0.4662591	0.7046497	0.1869313	0.8290919
800	0.8041038	0.6664623	0.4075471	0.1554531	0.1477139	0.0648502	0.4946750	0.6422633	0.2649345	0.6770640
850	0.6970729	0.7442481	0.3039866	0.1645030	0.1521832	0.0656450	0.5482917	0.6759608	0.2791775	0.8968469
900	0.7096557	0.6502733	0.3635630	0.1323537	0.1796803	0.1202387	0.6009846	0.5666697	0.2874675	0.8436259
950	0.7639720	0.6418839	0.4489423	0.1424881	0.1959527	0.0550466	0.5349551	0.6888659	0.2902195	0.6766208
1000	0.8385170	0.6889480	0.3171290	0.2185297	0.1283582	0.0552490	0.7036813	0.7117943	0.2492496	0.6292627

0	0.7045110	0.5348167	0.2337735	0.1487940	0.1530401	0.0645914	0.6199394	0.6204601	0.3577587	0.6729888
50	0.7117651	0.5921105	0.3295739	0.1202810	0.0678205	0.0454958	0.6042847	0.4498326	0.2605464	0.6691139
100	0.7241734	0.6350235	0.2652082	0.0417829	0.0568312	0.0537186	0.4474363	0.4812045	0.2878729	0.6744559
150	0.8219506	0.7103522	0.2938554	0.0363956	0.0091984	0.0199550	0.5758754	0.4479541	0.3177364	0.6528227
200	0.7106324	0.6609810	0.1305579	0.0430221	0.0094538	0.0153550	0.7138004	0.3796983	0.3259613	0.6736218
250	0.6933068	0.5761957	0.2382770	0.0455178	0.0060537	0.0127200	0.6085492	0.4478454	0.3137342	0.6906609
300	0.7316203	0.6816767	0.1478719	0.0203307	0.0044439	0.0063934	0.6750566	0.3757153	0.2272235	0.5954980
350	0.7975907	0.6750717	0.1243069	0.0705737	0.0149124	0.0010815	0.6971293	0.4786287	0.2315399	0.7353039
400	0.8044894	0.5685825	0.0899172	0.0300721	0.0049728	0.0024602	0.6539335	0.3669886	0.2889570	0.6242830
450	0.5600816	0.5627503	0.1700575	0.0194537	0.0111125	0.0047065	0.7909052	0.4762592	0.2748336	0.7534076
500	0.7314365	0.5962780	0.0946586	0.0244372	0.0209944	0.0006432	0.6809511	0.4470749	0.2663382	0.7337151
550	0.6468224	0.4574062	0.1120375	0.0143197	0.0023105	0.0242537	0.7089674	0.6280723	0.3602981	0.7522931
600	0.5886702	0.3870957	0.0692679	0.0089801	0.0162301	0.0455914	0.6259425	0.5254460	0.2836690	0.6341752
650	0.6057857	0.3361355	0.0460090	0.0391881	0.0564308	0.0547002	0.6419219	0.4950763	0.3577771	0.6975817
700	0.6390772	0.2398174	0.0649974	0.0527031	0.0572728	0.0379058	0.7265681	0.4179386	0.4191160	0.6953027
750	0.3997882	0.3050448	0.2220084	0.0592272	0.0504505	0.0313927	0.6467854	0.3407954	0.5533378	0.6626576
800	0.5925727	0.3537480	0.2115933	0.0629475	0.0708712	0.0475008	0.6970581	0.3538522	0.4185048	0.7056132
850	0.5367059	0.4181302	0.1440257	0.0470164	0.0808631	0.0489716	0.5971962	0.2508484	0.5275603	0.7606879
900	0.5398004	0.4262016	0.1323059	0.0540561	0.0708397	0.0508645	0.7689635	0.2970940	0.3609819	0.7472962
950	0.5694233	0.4623992	0.2569400	0.0741216	0.0465168	0.0606212	0.6663509	0.3613388	0.3591429	0.6904668
1000	0.6830890	0.4830137	0.2459123	0.0891850	0.0592302	0.0559075	0.6237446	0.4159648	0.3727501	0.6657368

0	0.9049047	0.5262502	0.2427051	0.1611679	0.1081921	0.0807457	0.5205835	0.5469835	0.2946851	0.7860332
50	0.7054852	0.7584957	0.3277991	0.3788959	0.0910213	0.0865696	0.5622548	0.6868832	0.3287401	0.6473113
100	0.5825177	0.6313775	0.4132215	0.4918749	0.2021740	0.0680854	0.5138817	0.6302424	0.2060754	0.6385064
150	0.6726109	0.6608713	0.4921813	0.3739406	0.0719583	0.0247056	0.5341430	0.6484194	0.2323748	0.6181078
200	0.8135559	0.8349313	0.6703004	0.4221385	0.0731294	0.0816178	0.4806053	0.5646465	0.3163611	0.6720034
250	0.6881113	0.5870980	0.5476542	0.4957274	0.0881071	0.0633772	0.4463834	0.5949373	0.2399486	0.7096280
300	0.6284588	0.6164727	0.5535722	0.2740410	0.1332929	0.0867493	0.4611923	0.5965860	0.3530464	0.8188083
350	0.7411585	0.6610620	0.5778181	0.4978965	0.2353580	0.0949781	0.4782180	0.4886920	0.3222028	0.7514755
400	0.7341551	0.7184573	0.4292212	0.5110013	0.1041441	0.0577788	0.5298828	0.7043534	0.3045853	0.6138922
450	0.7902311	0.7409826	0.4856703	0.4500004	0.1825125	0.0780971	0.3799860	0.9203405	0.2708222	0.5656989
500	0.7659914	0.7501603	0.5210029	0.4923266	0.1338056	0.0646641	0.3867610	0.6302298	0.2915998	0.8061715
550	0.5333429	0.8447240	0.5630926	0.2495326	0.1260078	0.0682641	0.4979361	0.6817883	0.2908343	0.6397169
600	0.7155248	0.6017839	0.4770430	0.2117321	0.0894373	0.0750504	0.4707975	0.6384286	0.2347619	0.6955344
650	0.6883281	0.6524003	0.2644239	0.1783262	0.0711829	0.0838697	0.4456584	0.5557127	0.3495570	0.7068554
700	0.8227625	0.6571439	0.3649133	0.1719951	0.0718667	0.1183515	0.5617334	0.6966565	0.3305873	0.6687367
750	0.6945594	0.6095425	0.2567846	0.0736575	0.1079067	0.1037303	0.5466007	0.6083142	0.2693255	0.7217314
800	0.7202482	0.6237135	0.2555627	0.0978793	0.1821509	0.1101376	0.6192859	0.7246925	0.3046399	0.8286446
850	0.8121368	0.5019430	0.1981136	0.1739508	0.1221115	0.0638637	0.5435300	0.6309388	0.3101006	0.7828781
900	0.6842899	0.5296698	0.2869989	0.1681749	0.1315756	0.0812097	0.7317362	0.6154734	0.3188529	0.8283409
950	0.6459054	0.5468197	0.3792197	0.2597450	0.1284375	0.0828911	0.6254361	0.6778623	0.2096065	0.8372772
1000	0.6548399	0.6293248	0.3380675	0.2021273	0.1291863	0.0772053	0.6312502	0.6638295	0.2438609	0.6718700

0	0.7862320	0.5560377	0.3382420	0.1726854	0.0992737	0.1047294	0.4739582	0.6961713	0.3807075	0.8156284
50	0.7302083	0.6157405	0.3714858	0.3391806	0.1278680	0.0462551	0.5981083	0.5421709	0.3127563	0.5433768
100	0.6764348	0.6676536	0.4138593	0.2964889	0.1065400	0.0890605	0.4695631	0.5024884	0.3020507	0.5196758
150	0.9046531	0.7148735	0.5515461	0.3097247	0.1469655	0.0423782	0.5249347	0.5227111	0.3247487	0.4607934
