"Time"	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C
450	0.0394822	0.0529926	0.0383236	0.4946151	0.8994702	0.1374941	0.8585610	0.7269447	0.4096768	0.9572336
500	0.0311505	0.0654547	0.0303109	0.5109483	0.9347571	0.1398956	0.8380452	0.7643943	0.3441638	0.8781568
550	0.0457219	0.1147542	0.2063468	0.6464046	0.8876548	0.2285709	0.7559910	0.8047242	0.6393480	0.9638201
600	0.1928963	0.1786557	0.2740659	0.8054434	0.7398053	0.2695250	0.6673386	0.6673179	0.8456660	1.0589717
650	0.3976779	0.2716224	0.2568604	0.9210015	0.5573442	0.3124540	0.6732835	0.4748750	0.9826838	1.0825249
700	0.4338581	0.3268833	0.2183588	0.8504135	0.4492594	0.2598518	0.6980464	0.3925173	0.9483178	0.9979445
750	0.2753024	0.3259516	0.2015428	0.9092091	0.3891893	0.1959656	0.7932123	0.3368498	0.9166033	1.0480189
800	0.1820609	0.2924199	0.2291285	0.8325838	0.6801824	0.1371878	0.8990122	0.2667584	1.0763861	1.0060012
850	0.1838539	0.2983778	0.2267831	0.7839329	0.7587499	0.1048879	1.0132638	0.2517280	1.0357323	1.0119134
900	0.2171618	0.2761714	0.1868058	0.7758591	0.8422805	0.1116311	0.9926257	0.2031367	1.0140530	0.9825905
950	0.2490519	0.2373293	0.2324294	0.9591559	0.9503097	0.1199532	0.9250862	0.1933564	1.0331811	0.9634159
1000	0.2435718	0.2587370	0.2140237	0.8565518	0.8144488	0.1327252	0.9897386	0.3062533	0.9148048	1.0227107

0	0.0892548	0.2770808	0.2225277	0.9753832	0.9980489	0.0635904	1.0094819	0.2190593	1.0058105	1.0322713
50	0.1896907	0.3120266	0.2117005	0.9011765	0.8896578	0.0763066	0.9860135	0.2762156	0.9018633	0.9674498
100	0.1467505	0.3132327	0.1864644	0.8454838	0.8306910	0.0446370	1.0850599	0.3217115	1.0435844	0.9905064
150	0.1069297	0.3427588	0.2016417	0.8773204	0.8779972	0.0975572	0.9887959	0.3072680	0.9125201	0.9717084
200	0.1429950	0.3460978	0.1896157	0.8499972	0.9305310	0.0755026	0.9467796	0.3158887	0.9117086	0.9836215
250	0.1511200	0.3996369	0.1770441	0.9330159	1.0243271	0.0657709	1.0236556	0.2991857	0.8300344	0.9886828
300	0.1278311	0.3709925	0.1543975	0.9742431	0.9965911	0.0549969	1.0704984	0.3317808	0.9269762	0.9541599
350	0.0954878	0.3446257	0.1778123	0.8782545	1.0937660	0.0471968	1.1220115	0.3768620	1.0413010	0.9703158
400	0.1306533	0.3600299	0.2270741	0.8811374	1.0104330	0.0445556	1.0370668	0.2771819	0.9604460	0.9323584
450	0.1768594	0.2743306	0.2068484	0.8666397	1.0082852	0.0664471	1.0482563	0.3238615	0.9211102	0.9039918
500	0.1964458	0.2925968	0.2225457	0.8969693	1.0240778	0.0461815	1.1330586	0.2899970	0.8871390	0.9373531
550	0.1788517	0.2615541	0.1669414	0.9979354	1.0516173	0.0407696	1.0035789	0.3294403	0.9441856	1.1119838
600	0.1237292	0.2606180	0.1837587	0.9065428	1.0237015	0.1126709	1.0205529	0.3154311	0.9509003	1.0528467
650	0.1481181	0.2172931	0.2335883	0.8608566	0.9809766	0.1249036	1.0827918	0.3073070	0.9766502	1.0390816
700	0.3169949	0.2746690	0.2490797	0.8434658	0.8289163	0.1211631	1.0841526	0.2854097	0.8634907	0.9251328
750	0.3307143	0.3009784	0.2182808	0.8330151	0.8006605	0.0874443	0.9867847	0.3802907	0.9965275	1.0181253
800	0.2752882	0.2488042	0.2168799	0.8995741	0.9496885	0.0894620	1.0281346	0.2906563	0.9628656	0.8699386
850	0.2253672	0.2871529	0.1926470	0.8973536	0.9199509	0.1154211	1.1084734	0.2519022	1.0629872	0.9961264
900	0.1626927	0.3235337	0.2016249	0.9542423	0.9659892	0.1053849	1.0272265	0.2300639	1.0227598	0.9440825
950	0.1443013	0.3010498	0.2127554	0.8459062	1.0239101	0.1288838	1.0487812	0.2306953	0.9032303	0.9711188
1000	0.1462839	0.2652930	0.2118671	0.9140358	1.0157876	0.1154565	0.9425187	0.2382427	0.9776099	0.9541241

0	0.0892548	0.2770808	0.2225277	0.9753832	0.9980489	0.0635904	1.0094819	0.2190593	1.0058105	1.0322713
50	0.5661754	0.2803276	0.2401197	0.8319473	0.7836281	0.1020517	0.9672437	0.1639276	0.8845271	0.7364958
100	0.8680153	0.2546356	0.2631592	0.8533669	0.7368347	0.0886625	1.0274092	0.1900788	0.8360664	0.5003960
150	0.8532626	0.2414267	0.1923229	0.8276807	0.6891992	0.0658956	0.9951124	0.2477634	0.8343965	0.3826880
200	1.0331275	0.2615690	0.2257110	0.8506629	0.6434380	0.0715184	1.1036752	0.2250546	0.8610254	0.3544280
250	0.9168412	0.2729038	0.2368668	0.7826389	0.6298233	0.1252516	1.1188751	0.2200324	0.8037561	0.2890058
300	0.9440518	0.2776343	0.2277797	0.6799722	0.6157341	0.0708837	1.0421841	0.2447682	0.8757186	0.2745571
350	0.9041053	0.3075159	0.2583651	0.7007289	0.7023260	0.0787156	0.9701074	0.2437008	0.9647448	0.3106188
400	0.9777307	0.3573067	0.2648068	0.8002081	0.6590940	0.0877294	1.0161331	0.1949505	0.9109468	0.2957152
450	0.9296620	0.3198465	0.2415258	0.7735151	0.6682564	0.0724202	1.0429945	0.2249570	0.8469043	0.3072706
500	0.9924259	0.3092168	0.2264627	0.7382543	0.6739054	0.0520723	1.0219777	0.1829283	0.8037420	0.2878236
550	0.6985209	0.3158045	0.2414406	0.7620095	0.7652287	0.0674293	0.9717905	0.2359583	0.9523765	0.5803639
600	0.4588849	0.2997518	0.2062846	0.7672573	0.8326888	0.0929650	0.9884943	0.2647949	0.9247882	0.9441292
650	0.2765457	0.3061925	0.1816996	0.9016887	0.8817832	0.0892123	1.0274335	0.2872669	0.8858505	0.9607630
700	0.1490326	0.3092760	0.1873505	0.9208540	0.9172132	0.0772575	0.9301509	0.3323553	0.9315266	1.0275101
750	0.1046197	0.3477902	0.1887125	0.8736009	0.8978246	0.0689098	1.0059042	0.3283274	0.9255834	0.9710560
800	0.1267831	0.2943944	0.1769471	0.9072417	0.8998212	0.1004392	0.9556768	0.3107431	0.9461177	1.0383315
850	0.1326654	0.2473133	0.2095825	0.9252319	0.9450144	0.1067629	1.0019355	0.3309140	0.8894878	1.1183460
900	0.1514889	0.2681734	0.1988885	0.9745565	0.9874417	0.0892780	1.0392862	0.3537118	0.9341336	1.0577805
950	0.1306957	0.2853389	0.1694274	0.9704922	0.9241807	0.0899225	1.1051885	0.3002197	0.9789731	1.1044721
1000	0.0987393	0.3047856	0.1879255	0.8473502	0.9652804	0.0849881	0.9159675	0.2836848	1.0627288	1.0004569

0	0.0892548	0.2770808	0.2225277	0.9753832	0.9980489	0.0635904	1.0094819	0.2190593	1.0058105	1.0322713
50	0.1322743	0.2771727	0.1247621	0.9208617	1.1086064	0.0715468	0.7924496	0.1935022	1.0519163	0.9076725
100	0.0625282	0.2164389	0.0677102	0.9523537	0.9907493	0.1399450	0.5361018	0.1115584	0.9676715	0.9468460
150	0.0495188	0.2088226	0.0276520	0.9121163	0.9078443	0.2956196	0.3842058	0.0751913	0.9818050	1.0135803
200	0.0351708	0.1267001	0.0080700	0.8809354	0.7171175	0.4064076	0.3071125	0.0586914	0.9087456	0.9592051
250	0.0347272	0.0737883	0.0149928	0.9630999	0.4397638	0.7602593	0.3010009	0.0478644	0.9859888	1.0609879
300	0.0374032	0.0652964	0.0067269	0.8114989	0.1935594	0.8977892	0.3231457	0.0458567	1.1476654	1.0919083
350	0.0375730	0.0662148	0.0083423	0.7325404	0.0874795	0.8276387	0.3529682	0.0440414	1.0818423	1.0526809
400	0.0463555	0.0596109	0.0059307	0.6631210	0.0656721	0.8165939	0.3739014	0.0658468	1.1415373	0.9701675
450	0.0581806	0.0479592	0.0059082	0.6551127	0.0597570	0.7901944	0.3628576	0.0684197	1.0607829	0.9735133
500	0.0442640	0.0423887	0.0045698	0.6960570	0.0493727	0.8820963	0.3874802	0.0514624	1.0338632	0.9732959
550	0.0506161	0.0454850	0.1044343	0.6331869	0.0706580	0.7738864	0.5644521	0.0956304	1.0283409	0.9970515
600	0.0500357	0.0926846	0.2169665	0.6047207	0.0513100	0.6395317	0.8179595	0.1895933	1.0230073	1.0001470
650	0.1933679	0.1902309	0.2766531	0.5617832	0.0846132	0.3871572	0.9421715	0.2318206	1.1125711	1.0054456
700	0.4188702	0.2999123	0.2871259	0.6401119	0.1796464	0.2200303	0.9381209	0.2045751	1.0059748	1.0123875
750	0.5258594	0.3250080	0.2622699	0.6756072	0.4912842	0.1377993	1.0946529	0.2305254	1.0142014	1.0358011
800	0.5326950	0.3298145	0.2730174	0.7020462	0.6645643	0.1102928	1.1069327	0.2282261	1.0529692	0.9686698
850	0.4199322	0.3139730	0.2017632	0.7583397	0.8658220	0.0819740	1.0377316	0.2255762	1.0157099	0.9499733
900	0.3188647	0.3128278	0.2371028	0.8392188	1.0490846	0.0621976	0.9739477	0.2223998	0.9449139	1.0022906
950	0.2323217	0.2931896	0.2344155	0.9182737	1.0843335	0.0864061	1.0720268	0.2384162	1.0278798	0.9681419
1000	0.2451901	0.2749504	0.2204969	0.8392178	0.9710311	0.1054293	0.9692685	0.2195701	1.0113910	0.9710839

0	0.0892548	0.2770808	0.2225277	0.9753832	0.9980489	0.0635904	1.0094819	0.2190593	1.0058105	1.0322713
50	0.2422924	0.2776835	0.1496745	0.8488109	0.6535430	0.0821894	0.8177229	0.2583705	1.0210378	0.7054401
100	0.1083197	0.2425737	0.0838651	0.8802291	0.3340382	0.0361983	0.7571599	0.2886638	1.0588230	0.4106342
150	0.0523244	0.1755740	0.0377016	0.7827896	0.1373129	0.0193213	0.5848194	0.2248109	1.0368258	0.2544850
200	0.0359251	0.0827932	0.0452258	0.7323338	0.0642187	0.0430123	0.5397532	0.2535574	1.0296439	0.2060662
250	0.0489759	0.0940390	0.0327343	0.6269486	0.0555230	0.0409068	0.5474117	0.2286200	0.9900144	0.1891260
300	0.0350487	0.0926634	0.0542225	0.6956394	0.0522375	0.0623603	0.6040973	0.2701501	0.9700685	0.1797472
350	0.0318552	0.0870373	0.0721062	0.6338506	0.0337080	0.0490304	0.5336537	0.2637458	0.9906055	0.1566998
400	0.0324275	0.0956498	0.0856617	0.6270059	0.0240204	0.0764172	0.5290132	0.3269902	1.0978594	0.1519271
450	0.0416980	0.1243944	0.0816698	0.6483461	0.0187574	0.0770338	0.6105233	0.2703825	1.1097885	0.1748988
500	0.0319573	0.1241602	0.0755065	0.5375403	0.0168722	0.0358349	0.6079876	0.2248757	0.8782440	0.1350145
550	0.0457923	0.1222089	0.2071756	0.5829569	0.4190430	0.1684254	0.6689218	0.2643541	1.0290592	0.5204330
600	0.1959493	0.2079399	0.2564046	0.5993314	0.7465385	0.3280228	0.8369079	0.2498902	1.0840087	0.9139212
650	0.4474458	0.2852706	0.2461527	0.6807412	0.6345134	0.2673403	0.7845288	0.2374952	1.1669395	1.0634285
700	0.4830394	0.3202659	0.2728610	0.7912687	0.5562685	0.1795601	0.9535367	0.2399775	0.9963796	1.0582041
750	0.4591170	0.3443768	0.2158739	0.8210379	0.5931671	0.0988395	1.0273701	0.2400669	1.0606884	1.0468316
800	0.3282700	0.3008151	0.1801523	0.9268873	0.8509937	0.0983003	0.9440539	0.2143669	1.0854535	1.0311688
850	0.1914292	0.2924607	0.1845693	0.9106894	0.9549147	0.0915932	0.9992932	0.2055511	1.0254657	0.9999953
900	0.1671224	0.2517449	0.1712457	0.9356191	0.9633287	0.0785544	0.9962636	0.1650059	1.0429039	1.0099977
950	0.1009213	0.2483517	0.1275569	0.9299308	0.9433897	0.1087947	1.0488359	0.2013451	1.0538391	0.9506819
1000	0.0804930	0.2379501	0.1897240	0.8433360	0.7921684	0.1092967	1.0812644	0.2265572	0.9840265	0.9759590

0	0.0892548	0.2770808	0.2225277	0.9753832	0.9980489	0.0635904	1.0094819	0.2190593	1.0058105	1.0322713
50	0.0986847	0.2415290	0.1756063	0.9417452	0.9831504	0.0575481	1.0180810	0.1758669	1.1359893	0.9298023
100	0.1131496	0.2664904	0.2125308	1.0670752	1.0041483	0.0304500	0.9842138	0.0844729	0.9901356	0.9026848
150	0.1500911	0.2166203	0.2083499	0.9408436	1.0079110	0.0279410	0.9862834	0.0618026	1.0266961	0.8582768
200	0.1519667	0.2429167	0.1934227	0.9641916	1.0510467	0.0145045	0.9322270	0.0286154	1.0667710	0.9179796
250	0.2096155	0.2685640	0.1951893	0.9179190	1.0623454	0.0159926	0.9803415	0.0373541	0.9498917	0.8634920
300	0.2054579	0.2556351	0.2082207	0.9073657	1.0540088	0.0116340	0.9826219	0.0290176	1.0029954	0.9694434
350	0.1965894	0.2342557	0.2104769	1.0427675	1.1058254	0.0195438	0.9448984	0.0190345	1.0351827	0.9895908
400	0.2612726	0.2947267	0.2494223	0.8824898	0.9925621	0.0180070	1.0849509	0.0234971	1.0293803	0.9395428
450	0.2946755	0.2777393	0.1979822	0.9116703	0.9671497	0.0068730	1.0519236	0.0317765	0.9799982	1.0129202
500	0.2416043	0.2937413	0.1932552	0.8836524	1.0763375	0.0047878	1.0044497	0.0483315	0.9770017	0.9979525
550	0.1435449	0.2452198	0.1738525	1.0123360	1.0384782	0.0379521	0.9484821	0.1287588	0.8686997	1.0302341
600	0.0807972	0.2619320	0.1725989	0.9238292	0.8715596	0.0655700	0.8829846	0.2048647	0.8730429	1.0349961
650	0.1043250	0.2438464	0.2136714	0.8869881	0.8509062	0.1339871	0.9392662	0.2877519	1.0525435	1.0585016
700	0.1856215	0.2749875	0.2600699	0.9555485	0.7259765	0.1740937	0.9678285	0.2174962	0.9811814	0.9957012
750	0.3323090	0.2859765	0.2226831	0.9425665	0.8634943	0.1513664	0.9814286	0.2736243	0.9415526	0.9576446
800	0.3010814	0.2857421	0.1975836	0.8454545	0.8183761	0.1031898	0.9805957	0.2314106	1.0498193	0.9422569
850	0.2432816	0.2810393	0.2510857	0.8865260	0.8697027	0.0723652	0.9986452	0.2588846	1.0487613	0.9619225
900	0.2779581	0.2680750	0.2172420	0.9067813	0.9175167	0.0876900	1.0632378	0.2881881	0.9327562	1.0299434
950	0.1943357	0.2927433	0.1834071	0.9426518	0.9264421	0.0956514	1.0586905	0.2676154	0.9276186	1.0089564
1000	0.1521113	0.2741937	0.1860151	0.9743057	1.0028274	0.1039366	0.9927557	0.2944625	1.0001315	0.9838099

0	0.0892548	0.2770808	0.2225277	0.9753832	0.9980489	0.0635904	1.0094819	0.2190593	1.0058105	1.0322713
50	0.1133375	0.3047553	0.1341589	0.9347821	0.9751169	0.0654195	0.9969131	0.2073452	1.0740282	0.9416031
100	0.0775511	0.2242998	0.0867377	0.9774092	1.0650494	0.0396546	0.9728348	0.2297128	0.9393925	0.7820089
150	0.0544855	0.2032255	0.0690582	0.9895322	0.9920660	0.0389321	0.9660456	0.2544585	0.8936674	0.8363177
200	0.0383623	0.1567302	0.0573982	0.9614272	0.9022531	0.0467282	1.0354585	0.3117983	0.9952185	0.7914326
250	0.0431298	0.1383125	0.0599653	0.8764399	0.9823199	0.0231332	0.9327353	0.2418607	0.9073578	0.8089425
300	0.0289093	0.1247779	0.0629838	0.8906404	1.0055966	0.0426607	1.0095437	0.1982218	1.0467123	0.8419290
350	0.0296942	0.1084073	0.0787703	0.8213289	0.9366302	0.0503085	1.0033084	0.2780527	0.9774259	0.7910265
400	0.0338136	0.0982864	0.0887518	0.9187837	1.0156500	0.0465563	1.0037615	0.2543874	1.0218755	0.8763849
450	0.0486186	0.1210619	0.1021719	0.9287211	0.9457657	0.0347989	1.0593320	0.2825286	1.0884949	0.9225330
500	0.0477233	0.1369191	0.0736438	0.9237986	0.9100463	0.0485461	1.0298284	0.2138375	1.0461378	0.8220310
550	0.0311239	0.1619955	0.1276537	1.0043031	0.9845703	0.1127332	0.9881486	0.2854202	1.1906266	0.9610776
600	0.0473804	0.1971573	0.1965040	0.9252180	0.9835540	0.1705115	1.0091044	0.2129314	0.9996273	1.0380569
650	0.1333026	0.2451401	0.2534808	0.8063875	0.8931540	0.1404077	0.9013784	0.2257662	0.8914546	1.0186846
700	0.2962118	0.2766323	0.2587561	0.9425564	0.9215153	0.1198382	0.9891464	0.2702861	0.9447717	0.9434854
750	0.3330983	0.3184329	0.2536735	0.9221468	0.9356082	0.1211711	0.9504705	0.2440436	1.0981911	0.9794091
800	0.3042462	0.3266524	0.2125688	0.8773359	1.0143732	0.0832197	0.9445171	0.2682646	0.9713841	1.0646394
850	0.2419563	0.2823802	0.1922898	0.9408383	0.8734540	0.0756887	0.8942346	0.2460897	0.9562277	0.9948255
900	0.2020063	0.3046538	0.1672872	0.9268977	0.8781955	0.1190352	0.9360918	0.2415826	0.9681556	0.9513731
950	0.1482072	0.3126943	0.1982772	0.9315301	0.8691235	0.1387852	1.0354853	0.2346764	1.0369020	0.9680922
1000	0.1373716	0.2728256	0.1942442	0.8966269	0.8768337	0.1040286	1.0096507	0.2612256	1.0188396	0.9294620

0	0.0892548	0.2770808	0.2225277	0.9753832	0.9980489	0.0635904	1.0094819	0.2190593	1.0058105	1.0322713
50	0.1534193	0.2861396	0.1744489	0.7879794	0.8315106	0.0669516	1.1167591	0.2430450	1.0444878	1.0840933
100	0.1369652	0.2748618	0.1596973	0.9335318	0.9055030	0.0835512	1.0558750	0.2182283	1.0249472	1.0590960
150	0.0987677	0.2692355	0.1513487	0.8513832	0.9139339	0.0819917	1.0977940	0.2467518	0.8369831	1.0158722
200	0.0735569	0.2064090	0.1659117	0.8788576	0.9566907	0.0632047	1.0734654	0.3088099	1.0142700	0.9512225
250	0.1600596	0.2387626	0.2396588	0.9003828	0.9566194	0.0868609	0.9868125	0.3067932	0.9395655	0.9357127
300	0.3014912	0.3184476	0.2543959	0.9668635	1.0695057	0.0873021	0.9293915	0.3178244	0.9475338	0.9833047
350	0.3420580	0.3115804	0.2349566	0.9581188	1.0401470	0.0872598	0.9141668	0.2695037	0.8764777	1.1979855
400	0.2566957	0.2847521	0.2141172	0.9657279	1.0039778	0.1015082	1.0510019	0.2541352	1.0031181	1.0319860
450	0.2164922	0.2808706	0.2134899	0.9146872	0.9482319	0.0873328	1.1208783	0.2356841	0.9408040	1.0197730
500	0.2334948	0.2780974	0.2508541	0.8589183	1.0748339	0.0614875	1.0315717	0.2544160	0.9696769	0.9532842
550	0.3221191	0.3336499	0.2521312	1.0245481	1.0126158	0.0553894	1.0168137	0.2750397	0.9487369	0.9833226
600	0.3752161	0.3570567	0.2644966	0.9524165	0.9408416	0.0520106	0.9625250	0.2699671	1.0620171	0.8887725
650	0.3860661	0.3138036	0.2121146	1.0086778	0.9952518	0.0621999	0.9044427	0.2486041	0.9860397	0.9372188
700	0.3298007	0.3400035	0.2053285	0.9075574	1.0561050	0.0861553	1.0187670	0.2437933	1.0509296	0.9558740
750	0.2176218	0.3075795	0.1870551	0.9213467	1.0222275	0.0963322	1.0509576	0.2176619	1.0574114	0.9981154
800	0.1875291	0.2564075	0.2423043	0.9226512	1.0097983	0.0604918	1.0169749	0.2809101	1.1087921	1.0966648
850	0.1979127	0.2425343	0.2070315	0.9016476	0.9220017	0.0794687	0.8653261	0.2187109	1.0624704	1.0520556
900	0.2107608	0.2584993	0.1894680	0.9341634	0.8891845	0.1225075	0.9064915	0.2072042	1.0460083	1.0045737
950	0.1870983	0.3011700	0.1826558	0.9373020	0.8104925	0.1354936	0.9684595	0.2185022	1.0985025	0.9308427
1000	0.1738013	0.3152133	0.2297898	0.8647303	0.8778831	0.0981892	0.9606758	0.1905335	1.0154891	0.9843720
