YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C
0.6619446	0.4735039	0.4824219	0.2972513	0.4866667	0.2557495	0.2444692	0.7061584	0.6674242	0.7328801
0.6808248	0.4859976	0.6393151	0.3247156	0.5836255	0.2097978	0.1368221	0.7807926	0.7967737	0.6043414
0.7444992	0.4567156	0.4790801	0.2685801	0.3289623	0.1674485	0.2667221	0.6766078	0.5804991	0.7680538
0.7008472	0.2882446	0.3422580	0.1952898	0.5128314	0.1939217	0.6570315	0.3797483	0.5716903	0.7797591
0.6738309	0.3993658	0.5273167	0.3323913	0.6657987	0.5057675	0.6053732	0.3882291	0.6316127	0.3171977
0.7070476	0.6630833	0.5716230	0.6319812	0.2613242	0.0938890	0.2088049	0.6233512	0.3979176	0.7538759
0.8318508	0.4693466	0.6153386	0.3160690	0.3290888	0.0884990	0.2640735	0.4353190	0.5127208	0.2711676
0.6205805	0.1481034	0.2079348	0.3823030	0.7247153	0.6336680	0.7490458	0.2284870	0.5369251	0.2863395
0.8266072	0.5998217	0.6535824	0.4844659	0.0366565	0.0030231	0.0901028	0.6475798	0.4040118	0.7055983
0.7894043	0.4923652	0.6579896	0.5840236	0.4494163	0.0951366	0.2864516	0.6436700	0.7655985	0.5715739
