"Time"	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W
150	0.7802420	0.1718317	0.3076683	0.6671883	0.0076012	0.6437661	0.7582969	0.4695941	0.6983444	0.0089488
200	0.6763488	0.1491475	0.2286314	0.7379897	0.0034663	0.6548861	0.6304395	0.4780312	0.7391237	0.0110656
250	0.8587575	0.1256354	0.3676903	0.7216115	0.0324092	0.5773462	0.6911557	0.5876127	0.7580703	0.0004436
300	0.5706916	0.1208156	0.3360459	0.8198596	0.0156856	0.6172195	0.6519791	0.8062306	0.7282672	0.0033530
350	0.7566168	0.1279687	0.2487351	0.7367691	0.0225699	0.6531769	0.7656787	0.6226907	0.7321325	0.0000000
400	0.6247908	0.1397541	0.2785430	0.7516823	0.0043743	0.5917094	0.7124189	0.7957010	0.6881781	0.0006415
450	0.6730939	0.1346155	0.2633453	0.7404303	0.0119726	0.6142214	0.7581647	0.6260178	0.8466462	0.0000594
500	0.7165415	0.1768099	0.4081000	0.7443077	0.0006141	0.5060061	0.7699044	0.6836196	0.7069856	0.0000124
550	0.7716146	0.2812971	0.3711310	0.7096583	0.0449459	0.5622792	0.7063843	0.6493590	0.7200107	0.1803364
600	0.7461911	0.2692396	0.2911910	0.6841932	0.0636683	0.6004653	0.6549506	0.4117847	0.7609565	0.1669907
650	0.8004991	0.2527163	0.3536923	0.8004070	0.0803829	0.6035619	0.6075883	0.3047291	0.6778990	0.1948890
700	0.7003316	0.4256252	0.2685789	0.7178105	0.0781837	0.6278321	0.7431739	0.4233937	0.6566667	0.1637677
750	0.6950785	0.3131644	0.2952121	0.8717218	0.0525356	0.5395155	0.7028050	0.3579091	0.7530148	0.1625784
800	0.7500864	0.3630683	0.3321550	0.6432859	0.0861867	0.5000655	0.8312951	0.3106629	0.6873441	0.1474265
850	0.8164375	0.3998583	0.4219586	0.7000768	0.0667346	0.4731683	0.6972208	0.3378855	0.7717162	0.1512599
900	0.6374580	0.3081939	0.3475767	0.7751534	0.0558559	0.6329558	0.6765436	0.3701409	0.7008716	0.1306794
950	0.8344407	0.2860088	0.3100271	0.9732072	0.0702504	0.4192408	0.8044155	0.3758281	0.6753374	0.1075479
1000	0.6734784	0.3161269	0.3628996	0.7272765	0.0884102	0.5502168	0.6306382	0.3814048	0.6869012	0.0933907

0	0.6921843	0.2930546	0.3374706	0.7210233	0.0982283	0.4723152	0.6862797	0.4261823	0.7692006	0.1641671
50	0.7560331	0.2381942	0.3444950	0.7728851	0.0349885	0.5393757	0.8487583	0.3766278	0.7373005	0.1744139
100	0.7049014	0.2607757	0.3166187	0.7744900	0.0153159	0.4741037	0.5805613	0.4615545	0.5963593	0.1511043
150	0.7585649	0.2352440	0.3873796	0.7459752	0.0195990	0.4816919	0.6475060	0.4475793	0.6880584	0.1320854
200	0.7662946	0.2597027	0.3695031	0.5763232	0.0194165	0.5311919	0.6985654	0.4794065	0.6398717	0.2138104
250	0.8931068	0.3549913	0.4468349	0.6120990	0.0305909	0.5997368	0.7500581	0.4511787	0.6754591	0.1426704
300	0.7077949	0.2819353	0.2978279	0.7974006	0.0404614	0.5726020	0.8172696	0.3410604	0.6345322	0.1389029
350	0.8126141	0.2781671	0.3840643	0.6966125	0.0461457	0.5273710	0.7517784	0.3410585	0.8048563	0.1651932
400	0.6900258	0.2623408	0.2716460	0.6554217	0.0221504	0.4900061	0.7886142	0.4204415	0.8204189	0.1054025
450	0.7566426	0.2660023	0.3761864	0.7945809	0.0039651	0.6856216	0.6321414	0.2885271	0.8435086	0.1558113
500	0.8125315	0.2491425	0.3233111	0.7074718	0.0055544	0.5823629	0.7979681	0.3896485	0.8188348	0.1569414
550	0.7260277	0.2851534	0.3485663	0.6688387	0.0917977	0.5242195	0.7614777	0.3640583	0.8077752	0.1707641
600	0.9144458	0.2455229	0.3972212	0.8049420	0.1028555	0.6257880	0.6992446	0.3157690	0.6202240	0.1470137
650	0.8400959	0.2640074	0.3109054	0.6320800	0.1174072	0.3956828	0.6565267	0.3598897	0.7315890	0.1795288
700	0.7876188	0.2674167	0.3830698	0.7295973	0.0645493	0.4750613	0.8432752	0.4538370	0.6773426	0.1761751
750	0.7242445	0.2626752	0.3526851	0.8105260	0.0649755	0.5730300	0.7699584	0.4276343	0.7886044	0.2162503
800	0.7276633	0.2580605	0.3613469	0.6658461	0.0736121	0.6103270	0.7139355	0.3116961	0.6489083	0.2074138
850	0.6007436	0.3193676	0.3925374	0.6233486	0.0699856	0.4523445	0.7892389	0.3260126	0.7006910	0.2126548
900	0.7254884	0.2228285	0.2824170	0.7318408	0.1016298	0.4630401	0.7307236	0.3974710	0.6383789	0.1995285
950	0.7952488	0.2302258	0.3318438	0.6715665	0.0633678	0.5802444	0.7036491	0.3925820	0.7023450	0.1139190
1000	0.7835740	0.2809945	0.3750760	0.7735611	0.1034533	0.4520532	0.5906042	0.3453922	0.6330003	0.1461380

0	0.8031465	0.2534043	0.3355075	0.8381298	0.0960737	0.4998650	0.6894607	0.4433858	0.6602962	0.1746308
50	0.6635746	0.3001925	0.3757139	0.7920332	0.0904098	0.5481767	0.8311027	0.5283219	0.5398761	0.1548259
100	0.7814788	0.2656113	0.3727478	0.8246645	0.0839979	0.4671049	0.8441551	0.4812014	0.5787402	0.1871161
150	0.6987353	0.2651882	0.3541107	0.7551891	0.0790210	0.5767863	0.7910647	0.5092276	0.4322105	0.1397687
200	0.7388141	0.2851042	0.2763581	0.7215409	0.0949727	0.5412333	0.6748353	0.5043664	0.4756080	0.1012715
250	0.7516231	0.3192752	0.2614274	0.7536455	0.1007857	0.5818956	0.6300718	0.5599045	0.4571550	0.1029496
300	0.7233019	0.3106847	0.3189799	0.6561684	0.0625481	0.4908063	0.6284848	0.6570466	0.4563238	0.0848570
350	0.7675387	0.3164551	0.3997772	0.7527401	0.1095762	0.5378173	0.7349758	0.4055273	0.6031762	0.2153321
400	0.6966040	0.2712778	0.3499508	0.8064665	0.1614983	0.4930482	0.6003352	0.5199282	0.5698080	0.1594040
450	0.7623486	0.2662400	0.4408919	0.6883088	0.1405380	0.4690289	0.8056485	0.5441165	0.6086456	0.1525855
500	0.7470767	0.3304756	0.2372359	0.7024065	0.0705129	0.5343520	0.6103121	0.4968407	0.4048002	0.2187645
550	0.8380058	0.2874737	0.3703105	0.7827482	0.0806900	0.6181150	0.6125912	0.4027239	0.7115475	0.2097215
600	0.7685109	0.3109848	0.3670930	0.6987063	0.0774011	0.5252251	0.6830290	0.3822366	0.5837563	0.2421136
650	0.8726653	0.3623427	0.3184638	0.7449465	0.1191654	0.5892380	0.6090255	0.3425004	0.6558471	0.1791108
700	0.8772854	0.2897353	0.4009102	0.8342342	0.0479184	0.4160294	0.5665284	0.3906111	0.7495059	0.1223483
750	0.7112480	0.3433786	0.3634271	0.8481821	0.0741860	0.5568880	0.6968323	0.5070838	0.7291709	0.0901014
800	0.8726067	0.3162689	0.3380797	0.7313185	0.0885870	0.4776692	0.6776370	0.3004611	0.6876349	0.1364484
850	0.7745144	0.2950642	0.3722051	0.6484842	0.0767303	0.4703402	0.5758701	0.3429000	0.6980653	0.1529685
900	0.7210240	0.1932087	0.3649938	0.6190972	0.1059832	0.5103592	0.6723199	0.2855688	0.5784857	0.1446479
950	0.7387273	0.2599169	0.3388738	0.7290297	0.0895686	0.4781424	0.6089385	0.4447946	0.6517410	0.1337620
1000	0.6860798	0.2377356	0.3825384	0.7531195	0.1008408	0.5507153	0.7503025	0.5538089	0.6464233	0.1374069

0	0.7014945	0.2621149	0.3744693	0.7374575	0.0840705	0.4412001	0.6317447	0.3730617	0.7337573	0.1555440
50	0.6304260	0.2235506	0.1914689	0.7329721	0.0806611	0.4497507	0.6001261	0.3118942	0.7227982	0.1023949
100	0.7202029	0.2412851	0.0996027	0.6748446	0.1228896	0.4285987	0.6659916	0.3815574	0.7701125	0.1479642
150	0.7146578	0.3394055	0.0900171	0.6924670	0.0833482	0.5121226	0.6022286	0.4337359	0.7091259	0.0772351
200	0.6970733	0.2206351	0.1488203	0.6662554	0.1262622	0.4372150	0.6013121	0.4055549	0.6327834	0.0806915
250	0.7360433	0.2603145	0.0704905	0.5861189	0.0860563	0.5579418	0.6142282	0.3588553	0.7339726	0.1008923
300	0.8172548	0.3432281	0.0782916	0.7157489	0.0816760	0.5160004	0.7200714	0.4241171	0.7125970	0.0968093
350	0.7395473	0.4398356	0.0537440	0.7020576	0.0650655	0.5201083	0.7850565	0.4308657	0.5934304	0.0802853
400	0.7861412	0.3766475	0.0441539	0.9318675	0.0597322	0.5271852	0.6489753	0.5225590	0.7449041	0.0834610
450	0.9073023	0.3055702	0.0532035	0.7168171	0.0938178	0.5795818	0.7123184	0.4869973	0.6048088	0.1169539
500	0.6390601	0.3628862	0.0309090	0.7384158	0.0868204	0.5379082	0.7217363	0.5270680	0.5970022	0.1038284
550	0.7823518	0.6868108	0.2728079	0.7522745	0.0498312	0.5195497	0.7489245	0.3956726	0.7039145	0.0517953
600	0.7448769	0.4565544	0.3382591	0.7586202	0.0866904	0.5047284	0.7082522	0.4812094	0.7749684	0.0835318
650	0.6276113	0.3642186	0.3312887	0.7747044	0.0716657	0.5177065	0.5774425	0.3794552	0.7928974	0.1157544
700	0.6964075	0.4125217	0.3340900	0.6561371	0.0542945	0.5794266	0.7126063	0.4099085	0.7967716	0.0906237
750	0.7459946	0.2910960	0.3691487	0.8919290	0.0748672	0.5801628	0.6944097	0.3654210	0.8518480	0.1079629
800	0.6699098	0.3820310	0.2498048	0.7157167	0.1074753	0.5284775	0.6576570	0.4359631	0.6473111	0.1452615
850	0.7300252	0.3508067	0.4089904	0.7063156	0.1057962	0.5071295	0.6609821	0.3389658	0.6605222	0.1740334
900	0.6341580	0.3485256	0.3372697	0.6708678	0.0541258	0.5808695	0.8630633	0.4405065	0.9901159	0.1856743
950	0.6847152	0.2996679	0.3780165	0.8164123	0.0659675	0.5623406	0.6615418	0.4486992	0.6757572	0.0969674
1000	0.7953387	0.2923247	0.4140661	0.6576045	0.0963636	0.5174288	0.6630436	0.3394992	0.6849717	0.1299647

0	0.7000417	0.2341931	0.3727566	0.8185911	0.0682909	0.5359978	0.8364818	0.4094250	0.6878473	0.1929674
50	0.5922946	0.1802037	0.3288510	0.5769352	0.0303461	0.5446295	0.7908480	0.3419663	0.5838161	0.1071540
100	0.7401955	0.2159904	0.3272549	0.5235278	0.0065409	0.5382043	0.7887870	0.3746065	0.8761964	0.0916932
150	0.7456656	0.1834120	0.3969918	0.8716231	0.0078384	0.4507124	0.7845197	0.3661302	0.7680061	0.0675171
200	0.6607682	0.1100071	0.3951607	0.6626818	0.0039115	0.5367996	0.8445014	0.4058620	0.7644274	0.0413488
250	0.6923736	0.1046608	0.5015103	0.7670443	0.0013361	0.4727030	0.6204740	0.5274166	0.7091767	0.0476177
300	0.6549075	0.1284765	0.3639398	0.7419998	0.0016557	0.5851365	0.6606166	0.4229949	0.8035833	0.0721394
350	0.8084860	0.1207852	0.3550962	0.9149681	0.0028685	0.5590179	0.7492254	0.3936157	0.6700844	0.0579085
400	0.6844375	0.1502597	0.3397633	0.7452196	0.0039173	0.6008136	0.5861116	0.4656551	0.8218346	0.0727237
450	0.7170963	0.1018353	0.3518273	0.7558509	0.0040327	0.4293056	0.6680840	0.4089185	0.7946597	0.1193719
500	0.5803349	0.1247688	0.3126111	0.6755762	0.0002331	0.5045510	0.7273704	0.3345539	0.7273731	0.0804052
550	0.8968041	0.2054243	0.3770187	0.6419366	0.0573592	0.4128655	0.6837584	0.4191140	0.7712100	0.1415209
600	0.7864031	0.2377625	0.3520021	0.7541648	0.0574299	0.5125879	0.5821152	0.4293121	0.7260706	0.1502177
650	0.8460310	0.2953855	0.3616743	0.6629098	0.0642414	0.5892714	0.5823164	0.4985639	0.6563826	0.1990552
700	0.7496541	0.2724546	0.4074429	0.8268539	0.0614670	0.5766922	0.6600113	0.4571755	0.6212968	0.1448467
750	0.8512603	0.2603878	0.3152191	0.7595837	0.0830440	0.5144528	0.5757490	0.4665878	0.7964003	0.1755837
800	0.5976767	0.3118931	0.3214168	0.8100175	0.0763600	0.4284827	0.6945120	0.3162278	0.7514059	0.1820514
850	0.7835459	0.3217125	0.3443027	0.7719197	0.0931726	0.5079489	0.6936299	0.3694372	0.7968033	0.2165644
900	0.7820847	0.2130663	0.3915494	0.7500471	0.0900240	0.4821039	0.6650726	0.4579851	0.7041305	0.2277847
950	0.8152557	0.2697925	0.3741441	0.9121325	0.0708141	0.4471659	0.7686764	0.4107884	0.8336825	0.2096853
1000	0.5655997	0.2982326	0.3990505	0.8613892	0.0782592	0.4963312	0.7355897	0.3915814	0.7804505	0.1354710

0	0.6574874	0.3140415	0.3796319	0.8416567	0.0960114	0.6258818	0.7519745	0.3659431	0.8145379	0.1819949
50	0.7216734	0.2816534	0.2662897	0.6522628	0.0895709	0.6310794	0.7909243	0.4451268	0.5394827	0.1033870
100	0.6986969	0.2522950	0.3958105	0.8439549	0.0570682	0.5302990	0.7380577	0.3975253	0.6628674	0.0689504
150	0.6387080	0.2807705	0.3497033	0.6457111	0.0452897	0.5463051	0.6977946	0.4120429	0.7056545	0.0659198
200	0.7446483	0.3494034	0.3909669	0.6653372	0.0590095	0.5327873	0.7396212	0.5480416	0.8167563	0.0320237
250	0.8023990	0.3569233	0.3977624	0.7037401	0.0596452	0.4894119	0.8118625	0.4335027	0.6128218	0.0451768
300	0.7368967	0.3461699	0.4111694	0.7083021	0.0748508	0.6396966	0.6579014	0.3080340	0.7720857	0.0445848
350	0.7719494	0.2719744	0.3656699	0.6932174	0.0957063	0.5710526	0.6734102	0.4643928	0.6726653	0.0511239
400	0.8050563	0.3364296	0.2914074	0.7774338	0.0452087	0.5600434	0.7455069	0.4899732	0.7430524	0.0440778
450	0.8016724	0.3681825	0.3038970	0.7524997	0.0503290	0.5943670	0.5982651	0.5618078	0.5715847	0.0362914
500	0.7118483	0.2759487	0.3740726	0.7625913	0.0441705	0.5412870	0.6005615	0.4538729	0.8874144	0.0344695
550	0.7843596	0.3215500	0.3574616	0.7809014	0.1024775	0.4799231	0.5895223	0.4887805	0.8465943	0.0936601
600	0.7052586	0.3789772	0.3451868	0.7585826	0.1000906	0.4433375	0.7452447	0.3973628	0.8049682	0.1070040
650	0.7505815	0.2709719	0.3422280	0.7474919	0.0947761	0.4548193	0.7096047	0.4739079	0.7070839	0.1803041
700	0.6768070	0.2560455	0.3833290	0.8791468	0.1542782	0.5666545	0.8176930	0.3048675	0.7622392	0.1423109
750	0.7990011	0.2664522	0.3401668	0.6908420	0.0833673	0.5033540	0.6083256	0.4521418	0.6342401	0.1329257
800	0.7125526	0.3485302	0.4990617	0.6653486	0.0791640	0.3646570	0.7592555	0.3694982	0.7540115	0.2925248
850	0.6653342	0.2728755	0.4306096	0.7013404	0.1045435	0.4324902	0.6726665	0.3485044	0.5454692	0.1828287
900	0.7298833	0.2680135	0.3571942	0.7503084	0.1088451	0.5310457	0.8022755	0.4342818	0.7399535	0.1628562
950	0.8309374	0.3301254	0.3566893	0.6402593	0.0562297	0.4837495	0.6808494	0.3753695	0.6277074	0.1842755
1000	0.7250379	0.3212410	0.4106068	0.8563662	0.1107295	0.6332543	0.7301587	0.4101007	0.6175034	0.1230096

0	0.6857650	0.2335157	0.3731456	0.8658442	0.0713571	0.5256453	0.5573865	0.3825200	0.6734977	0.1958866
50	0.8129153	0.3545130	0.3978110	0.1803458	0.0707091	0.5085753	0.5868376	0.2819962	0.7966374	0.0757131
100	0.7031660	0.3277042	0.3489616	0.0821283	0.0447528	0.5463757	0.5743184	0.4150956	0.6932204	0.0590690
150	0.7835352	0.2434307	0.3761914	0.0446914	0.0539111	0.5009479	0.7473792	0.5215223	0.7782910	0.0474455
200	0.7158112	0.2525725	0.4415207	0.0390735	0.0552321	0.5603665	0.8335488	0.4406566	0.6694859	0.2054699
250	0.7519019	0.3094359	0.3729934	0.0226243	0.0526792	0.5187664	0.6671919	0.4311973	0.9011709	0.2128710
300	0.7061813	0.1702911	0.3837560	0.0672706	0.0525725	0.5866984	0.7199327	0.3603261	0.7469662	0.2729414
350	0.8378720	0.2682471	0.4007225	0.0315799	0.0783879	0.4726642	0.7192301	0.3268501	0.5977258	0.3126533
400	0.8840424	0.3023395	0.3855901	0.0633345	0.0692161	0.6037807	0.6757384	0.4154596	0.5340360	0.3732674
450	0.8132958	0.2469930	0.4647242	0.0401587	0.1134014	0.5357382	0.7858819	0.4214274	0.5369618	0.3110332
500	0.6741035	0.2933367	0.3610258	0.0279657	0.0843308	0.4681370	0.7687806	0.3959017	0.6058467	0.2628832
550	0.8503424	0.2831523	0.3649145	0.5571999	0.0966362	0.4594234	0.7418868	0.3012669	0.4822575	0.2554311
600	0.9821910	0.2726577	0.3616944	0.6736079	0.0846325	0.5256767	0.6525658	0.3439856	0.5301321	0.1674038
650	0.6798134	0.2678952	0.4189621	0.7062930	0.0960679	0.5327877	0.5366035	0.3630105	0.5667698	0.1769548
700	0.7196689	0.2850067	0.3623911	0.7002393	0.1026808	0.5182931	0.6204008	0.4362978	0.7504811	0.1712066
750	0.7720210	0.2496240	0.4503518	0.7795497	0.0767409	0.4988621	0.7182122	0.4023291	0.7689190	0.1375122
800	0.7548836	0.2647894	0.3670146	0.8051039	0.0774881	0.4233163	0.8293990	0.5065504	0.7402726	0.1238166
850	0.8279234	0.3171068	0.3726416	0.6539009	0.0636672	0.5294918	0.6921009	0.3383489	0.5820364	0.1782046
900	0.7628679	0.2912904	0.3183344	0.7562484	0.1118277	0.4713140	0.5899554	0.3535276	0.6648090	0.1430698
950	0.6716552	0.2588097	0.3199075	0.6420448	0.1061461	0.4692004	0.6735891	0.3732728	0.8135692	0.2340151
1000	0.6370569	0.3327427	0.3005946	0.6889552	0.0777675	0.4888454	0.5479500	0.4090307	0.8330356	0.2080160

0	0.6788319	0.2819507	0.3442130	0.7254220	0.0981505	0.6055934	0.6652007	0.3502857	0.6803805	0.1462471
50	0.7131270	0.1614220	0.3113860	0.7202970	0.0749674	0.5800395	0.6894345	0.3030818	0.6299834	0.0372181
100	0.7715837	0.1153546	0.2360237	0.8036268	0.0671619	0.5800281	0.7054236	0.4007503	0.8300458	0.0110109
150	0.6867875	0.1190588	0.1754921	0.7240480	0.0471031	0.5602192	0.7515689	0.4713705	0.7002823	0.0105335
200	0.8479620	0.0741916	0.2729821	0.7876859	0.0570467	0.5732673	0.7114739	0.5051627	0.6736812	0.0001247
250	0.6556563	0.0840655	0.2187641	0.7315118	0.0214145	0.6765208	0.7501892	0.6980478	0.6675468	0.0000381
300	0.6227689	0.0570645	0.2431715	0.7588640	0.0374242	0.6662249	0.7483335	0.6953172	0.7724142	0.0001925
350	0.6692055	0.0737476	0.2445319	0.7039088	0.1415255	0.7321735	0.7704849	0.6334396	0.7018932	0.0013673
400	0.8058042	0.0453019	0.2501618	0.7880919	0.0621525	0.6748259	0.6873892	0.6864948	0.7425713	0.0000040
450	0.7151656	0.0729909	0.1851012	0.8333736	0.0944938	0.8324395	0.7576514	0.6450543	0.7623607	0.0000911
500	0.7379427	0.0589475	0.2180668	0.7427040	0.0721195	0.7180265	0.6767661	0.6360670	0.7026227	0.0000781
550	0.7815299	0.2533535	0.1987189	0.8228692	0.0787854	0.5346307	0.7096361	0.5565639	0.7020781	0.2130624
600	0.7534829	0.3777268	0.3818471	0.7390493	0.0678422	0.4779946	0.7250763	0.4111573	0.7973194	0.1684527
650	0.6971387	0.3093762	0.3477543	0.7607326	0.0584021	0.5375449	0.6666736	0.3606703	0.6537702	0.1250337
700	0.5864460	0.3727904	0.3182309	0.7034188	0.0739416	0.6194364	0.6577791	0.3583799	0.7656689	0.1548894
750	0.7121704	0.3105784	0.3843927	0.6920965	0.0738074	0.5377271	0.6965852	0.4975205	0.7755963	0.1762386
800	0.7454818	0.3298278	0.3106710	0.6014398	0.0706921	0.5854190	0.6303097	0.3589766	0.6858443	0.1965520
850	0.8265334	0.3024398	0.3280165	0.6279348	0.1227176	0.6082321	0.6879954	0.4242834	0.6440943	0.1533071
900	0.8496498	0.3120662	0.3643805	0.7804258	0.1445190	0.4995813	0.7136602	0.4160499	0.7798542	0.1507232
950	0.7714981	0.2817787	0.4051918	0.8679737	0.0595686	0.5058594	0.4828660	0.4098498	0.8221873	0.1357274
1000	0.6383380	0.3648481	0.3987714	0.7796986	0.0442174	0.5321169	0.6406289	0.4119859	0.6038935	0.1480372

0	0.6580535	0.3105719	0.3477020	0.7349310	0.1059818	0.6913039	0.6557862	0.3796775	0.6759833	0.2017784
50	0.7064353	0.2210534	0.2611788	0.7448677	0.0549020	0.6655447	0.6195288	0.3921669	0.7883750	0.1845123
100	0.7896571	0.2896416	0.3556005	0.6937955	0.0772721	0.5245369	0.6870969	0.3565291	0.7574323	0.1736014
150	0.7040574	0.2746434	0.3044186	0.7999673	0.0589983	0.4761074	0.7537447	0.3079651	0.8282917	0.1791141
200	0.8815769	0.2836489	0.3394913	0.7062284	0.0621070	0.5105724	0.7400461	0.2221151	0.7718741	0.1741262
250	0.7321096	0.2282903	0.3731059	0.8402792	0.0576503	0.5290806	0.6494518	0.4066438	0.6740637	0.2301000
300	0.7275280	0.3220843	0.3018911	0.7736294	0.1047809	0.5877375	0.7886243	0.3467863	0.8213185	0.1487276
350	0.7710115	0.3070688	0.3643431	0.6466421	0.0670257	0.7042428	0.6475301	0.3052631	0.8985772	0.1585116
400	0.6185255	0.3626716	0.3734140	0.6669426	0.0582020	0.6246204	0.6691949	0.3901332	0.7026502	0.1487546
450	0.6810983	0.3357020	0.2762983	0.6850054	0.0843996	0.5471132	0.5882782	0.2976371	0.7486380	0.1857629
500	0.7361373	0.3317916	0.3129615	0.6843440	0.0776849	0.5656907	0.5112712	0.3649185	0.6216362	0.2079139
550	0.7879107	0.2704022	0.4242388	0.7575631	0.0820522	0.4793763	0.6104946	0.3834230	0.7221466	0.1815648
600	0.8469279	0.2925089	0.3369794	0.6849644	0.0875882	0.5432641	0.8399459	0.3383030	0.6126201	0.1975128
650	0.7498105	0.3556467	0.4462493	0.7826390	0.1025362	0.5876089	0.5320356	0.3149853	0.7367687	0.1950760
700	0.6964801	0.3899277	0.3897383	0.7821806	0.0799620	0.4443619	0.6157548	0.3057097	0.6155582	0.2281193
750	0.5968691	0.2683992	0.4176694	0.7774355	0.0704981	0.4010537	0.6940732	0.3584741	0.7872812	0.1643135
800	0.8279946	0.3250301	0.3211990	0.9365665	0.1017261	0.4304295	0.6701361	0.3723265	0.7923370	0.1562904
850	0.8422682	0.2107549	0.3257229	0.8768225	0.0418318	0.5558298	0.6093144	0.3592918	0.6000730	0.1535616
900	0.7875155	0.2538686	0.4139960	0.7900859	0.1083400	0.5240405	0.5606965	0.3709897	0.6726059	0.1672623
950	0.7205608	0.2937568	0.3852147	0.7661387	0.0753319	0.4575733	0.7047662	0.3575212	0.6020105	0.1365561
1000	0.7303717	0.2892352	0.3898800	0.6604375	0.0837661	0.4409734	0.5961296	0.4155908	0.7746875	0.1961963
