"Time"	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W
150	0.1026077	0.6587606	0.4004036	0.5331488	0.1363480	0.1865184	0.2720283	0.7889325	0.4692563	0.1298932
200	0.1202471	0.5948380	0.5877467	0.4449669	0.1562663	0.2226962	0.1963576	0.7535654	0.5143674	0.1954668
250	0.1121243	0.5351720	0.6183906	0.6239108	0.1502392	0.2120635	0.2578350	0.7222287	0.4602193	0.2387479
300	0.1007772	0.4376759	0.6606139	0.5803059	0.0712915	0.1769136	0.2671395	0.6964340	0.4045649	0.2249236
350	0.1060191	0.5813850	0.7668613	0.4655621	0.1001175	0.2146593	0.2964341	0.7183678	0.4510844	0.1575561
400	0.1004609	0.6843372	0.6977191	0.4929039	0.0632146	0.2025631	0.2258840	0.6748990	0.4769508	0.2105799
450	0.1133800	0.6041194	0.6574827	0.4733303	0.0373654	0.1600267	0.3000369	0.8041032	0.3653179	0.2354724
500	0.1276542	0.3923101	0.5033523	0.6356899	0.0569781	0.2181202	0.2638379	0.7464486	0.4920445	0.3430323
550	0.0862652	0.4338944	0.6795971	0.3644703	0.1300927	0.1289774	0.2593495	0.7120438	0.4974238	0.2535812
600	0.1632051	0.4314938	0.5814106	0.3592533	0.1948055	0.1550013	0.2243637	0.7217320	0.3505337	0.1933980
650	0.1186256	0.4461967	0.4278795	0.2429280	0.2551907	0.0956132	0.2879401	0.5923336	0.2858808	0.0921214
700	0.1282825	0.4880355	0.4071591	0.2007689	0.3177161	0.0663126	0.2417224	0.4695795	0.3644403	0.0429646
750	0.1733598	0.5776050	0.2837233	0.2012899	0.4522211	0.0736173	0.1959326	0.3734752	0.4026610	0.0341235
800	0.0570817	0.5706327	0.3140993	0.2145206	0.4507014	0.1840524	0.2552425	0.4223204	0.4719353	0.0328387
850	0.0909464	0.6540747	0.1986479	0.2482068	0.4719019	0.1398914	0.2490387	0.3928516	0.6425592	0.0557642
900	0.1190877	0.6835953	0.3194381	0.3750841	0.5190384	0.0855211	0.1981302	0.4967665	0.4821915	0.0581751
950	0.1051641	0.6532203	0.4196702	0.3585077	0.6286654	0.0913992	0.1961986	0.5118676	0.5498719	0.0786932
1000	0.0691382	0.7441031	0.4118283	0.3508669	0.4701138	0.1363840	0.2986432	0.5647586	0.5347134	0.0470194

0	0.0804112	0.6119751	0.4555694	0.2866522	0.3625308	0.1400495	0.2896945	0.4508508	0.5160477	0.0088967
50	0.1117247	0.3683571	0.4812444	0.3306830	0.3806593	0.0867732	0.3160953	0.4171491	0.3321721	0.0275808
100	0.1272648	0.3990246	0.5040873	0.2352912	0.2986423	0.0830087	0.4766034	0.4406780	0.3023425	0.0317327
150	0.1849700	0.2024133	0.3285338	0.3200740	0.3355363	0.2627026	0.6292780	0.3376172	0.3103042	0.1197161
200	0.2087282	0.2184512	0.3698764	0.3467282	0.3395102	0.2941727	0.7088450	0.1611861	0.2011798	0.2395744
250	0.1973696	0.2752239	0.3605148	0.2273699	0.3334010	0.3978157	0.7090350	0.1390661	0.1899124	0.5016556
300	0.0910464	0.2348853	0.3446699	0.2077486	0.3303821	0.4734776	0.6926533	0.0818010	0.1216688	0.5849639
350	0.1298332	0.3363735	0.2196731	0.1380118	0.3527550	0.4760573	0.7018697	0.0840723	0.1627225	0.7651879
400	0.1496208	0.2804059	0.3300826	0.1777799	0.3194955	0.4766928	0.7575679	0.0796159	0.1473800	0.6894489
450	0.1388140	0.2519196	0.2934474	0.1877944	0.1635773	0.5543028	0.6075692	0.0795000	0.1704493	0.7081714
500	0.1299288	0.2208171	0.3085234	0.1382587	0.2603931	0.7399634	0.6827656	0.0512159	0.1563687	0.7501663
550	0.1541543	0.3712506	0.2433830	0.1271758	0.2846733	0.6385864	0.6272168	0.0579056	0.1396655	0.7779375
600	0.1406020	0.5593097	0.1827373	0.0884510	0.2422240	0.4981018	0.4627738	0.0782652	0.2248494	0.6718711
650	0.1382406	0.5634594	0.1878135	0.1070514	0.3037882	0.3424653	0.3010702	0.2663533	0.2816762	0.7059975
700	0.1206264	0.6017843	0.1402457	0.1902928	0.3853686	0.2242264	0.2265429	0.3192374	0.5298260	0.7523284
750	0.0840036	0.8422819	0.2611698	0.2743352	0.4965798	0.0968663	0.2781386	0.4606156	0.4823476	0.6628614
800	0.0775377	0.7665512	0.2209295	0.3698819	0.5662386	0.1326575	0.3169497	0.5883141	0.5592709	0.3376468
850	0.0494477	0.6724784	0.3991066	0.4904098	0.4361643	0.1575047	0.2649734	0.5955656	0.5196361	0.1940466
900	0.1018040	0.7845470	0.4380093	0.4140911	0.4592230	0.1857016	0.3031545	0.6347290	0.5782700	0.1429728
950	0.0603998	0.6456070	0.5573671	0.4998766	0.5348421	0.1092185	0.2607483	0.7621306	0.5256050	0.1008803
1000	0.0984964	0.5005943	0.4909157	0.5418929	0.3811373	0.0856773	0.2330459	0.7125886	0.4866811	0.1356348

0	0.0813394	0.5649040	0.3975983	0.3000939	0.3651763	0.0742146	0.1791311	0.5108456	0.4930430	0.0177625
50	0.0957557	0.4636215	0.4551840	0.4715615	0.3269915	0.2334213	0.2468998	0.6781486	0.4096875	0.0889737
100	0.0962533	0.5141713	0.4636677	0.4302709	0.3392055	0.4799458	0.2345613	0.6732699	0.4291989	0.2153072
150	0.0760588	0.5725921	0.4650193	0.3875208	0.3299027	0.6230129	0.2584988	0.5855938	0.4392128	0.4435818
200	0.0764804	0.5226634	0.5707550	0.4455955	0.1591348	0.6174169	0.2516451	0.4338476	0.3179520	0.6450096
250	0.0848428	0.5630329	0.5608264	0.3651620	0.0952987	0.7367452	0.2768225	0.3453342	0.4401675	0.7388400
300	0.1211064	0.5054970	0.4106754	0.3111795	0.1035156	0.5482632	0.3056955	0.3462831	0.5123458	0.8984137
350	0.0698975	0.6897421	0.4759211	0.4981838	0.0410519	0.7316071	0.3333964	0.4843581	0.3792936	0.8092775
400	0.0700980	0.5585462	0.4553314	0.3113007	0.0900244	0.6643317	0.3637052	0.4001041	0.3337012	0.7399009
450	0.1376917	0.5826058	0.4834933	0.3988839	0.1245763	0.6629527	0.2892536	0.3514697	0.4059947	0.7021433
500	0.1098510	0.5327833	0.5360644	0.2957178	0.1208965	0.5950195	0.4191712	0.4445218	0.5915739	0.8708026
550	0.0792889	0.4985746	0.4766791	0.3110420	0.0770540	0.5584764	0.3772846	0.4475850	0.4875801	0.8255552
600	0.1023202	0.5508304	0.4186787	0.2380510	0.1134603	0.2443392	0.3083939	0.4551406	0.3645381	0.7636934
650	0.0696853	0.4378544	0.3245088	0.2232390	0.2460998	0.2311336	0.2879850	0.3602474	0.4268549	0.6396592
700	0.1049164	0.5375062	0.2758144	0.2171151	0.3372453	0.1648469	0.2078452	0.5277137	0.4728535	0.5479950
750	0.1085853	0.6017319	0.2557609	0.2346330	0.4187102	0.1814583	0.2691609	0.3661233	0.4601664	0.3628040
800	0.1033358	0.6982128	0.3738596	0.3461681	0.3841607	0.1305164	0.2164034	0.5068926	0.5047738	0.1475822
850	0.0795218	0.6295924	0.3253534	0.3196633	0.3924142	0.0936182	0.2055002	0.5325829	0.5288997	0.1003332
900	0.0666243	0.5057225	0.4713662	0.4764709	0.5214466	0.1068515	0.2669928	0.7130178	0.4922784	0.0634012
950	0.0316166	0.6260484	0.4463806	0.3065236	0.4475074	0.0950236	0.3582266	0.6154225	0.5899109	0.0768544
1000	0.0775958	0.5781675	0.5125999	0.2859194	0.3743867	0.0601490	0.2589070	0.5642376	0.4461344	0.0296677

0	0.1113193	0.5419152	0.3824651	0.3425260	0.3785439	0.1113574	0.1967335	0.6258609	0.4322524	0.0204665
50	0.0901893	0.5123566	0.4178680	0.4018237	0.3286508	0.1265947	0.2322783	0.4800536	0.5105845	0.0704555
100	0.0377541	0.4804502	0.3963023	0.1945850	0.1590449	0.1615247	0.2141734	0.4823046	0.5174711	0.0548730
150	0.0161812	0.5003428	0.2659152	0.1418554	0.0937293	0.0794260	0.1920733	0.5409579	0.4897510	0.0528800
200	0.0050244	0.5078603	0.3073688	0.1558561	0.0952119	0.1040549	0.3132848	0.6097812	0.5839569	0.0365529
250	0.0061318	0.6008027	0.4544388	0.1956003	0.0751992	0.1399209	0.2889209	0.4774766	0.5694789	0.0263498
300	0.0014611	0.5449643	0.3690308	0.1774374	0.0860447	0.1676900	0.2915827	0.7133944	0.5266225	0.0458254
350	0.0026509	0.5678390	0.2851329	0.1783397	0.0744163	0.1002728	0.1575014	0.5721335	0.5288486	0.0395884
400	0.0020693	0.6293817	0.3806582	0.2061047	0.0887102	0.1717861	0.2004489	0.5206931	0.4607695	0.0540679
450	0.0003648	0.6668457	0.2581380	0.2097928	0.0519408	0.0845543	0.1734713	0.5502686	0.4388952	0.0780707
500	0.0019094	0.5132523	0.2615263	0.1810127	0.0449006	0.1348986	0.1535559	0.7343438	0.5334971	0.0770230
550	0.0242562	0.5208700	0.2292484	0.1455597	0.2848194	0.0500441	0.1516302	0.6228934	0.4570755	0.0462126
600	0.0320321	0.6172187	0.2668856	0.2990627	0.3779593	0.0888026	0.3078570	0.5838647	0.6991525	0.0126938
650	0.0431270	0.6488023	0.2725906	0.4105569	0.3796578	0.1067496	0.2523277	0.5834022	0.5591299	0.0112173
700	0.0735976	0.6213375	0.3560988	0.3585482	0.4125339	0.0817300	0.2194958	0.5424713	0.5356213	0.0277248
750	0.0855188	0.6631467	0.3539732	0.3124272	0.4196432	0.1807318	0.2269872	0.5015812	0.4615879	0.0450725
800	0.1161418	0.5870079	0.3975120	0.2816617	0.4360284	0.0679957	0.2638978	0.5344945	0.4567018	0.0672575
850	0.0756627	0.5544452	0.4011642	0.3690032	0.4765460	0.1382563	0.2739384	0.6087532	0.4934338	0.1167591
900	0.0775998	0.4991322	0.5010970	0.2518797	0.4564756	0.0928213	0.2168832	0.5874045	0.4925179	0.0642674
950	0.0850615	0.5232209	0.4437681	0.3836536	0.3410730	0.1263930	0.3080619	0.6119593	0.5207681	0.0605264
1000	0.0784217	0.5840341	0.4398252	0.3160519	0.3463637	0.1413239	0.2649147	0.5899035	0.5724595	0.0531018

0	0.0970294	0.5116523	0.3189355	0.3028353	0.3562073	0.1262940	0.2286547	0.5627761	0.4012887	0.0195609
50	0.0771963	0.5407511	0.4699461	0.4498609	0.4323660	0.0961680	0.3296608	0.4368037	0.4552761	0.0893813
100	0.0733116	0.4623203	0.5861101	0.7078409	0.3003485	0.1246990	0.2315111	0.4637269	0.4529476	0.1608986
150	0.0983311	0.4524589	0.7440046	0.9143579	0.2233772	0.1349850	0.3237198	0.3639343	0.3902898	0.1136290
200	0.1356987	0.2998104	0.7487929	0.7950562	0.2447439	0.2284073	0.4159546	0.4484416	0.3354364	0.1789759
250	0.1725081	0.4223178	0.6892290	0.8935252	0.2900032	0.1953182	0.3544175	0.3940536	0.2391776	0.2253868
300	0.0865451	0.3413006	0.8187146	0.7803627	0.2847890	0.3253013	0.4899642	0.1678203	0.2397348	0.3916373
350	0.1692512	0.4048386	0.7513990	0.8277607	0.2168866	0.2534926	0.4884980	0.2004516	0.2993418	0.4743700
400	0.0796112	0.3803739	0.7703678	0.8754831	0.2513580	0.5085411	0.5548223	0.2265408	0.3774647	0.3786993
450	0.1272805	0.4823876	0.7865534	0.7891703	0.2074596	0.3393399	0.4574057	0.2752122	0.3214233	0.4594453
500	0.1570971	0.3889108	0.8620654	1.0348218	0.2698956	0.3809111	0.4313266	0.1322496	0.3532469	0.6263893
550	0.1051420	0.5940096	0.7485143	0.6413372	0.2022614	0.4679785	0.5978957	0.2515826	0.3579977	0.8882228
600	0.1045183	0.5891822	0.7635755	0.2967622	0.2158936	0.3977312	0.4318471	0.3106521	0.4520027	0.8474453
650	0.1168724	0.6620391	0.7810890	0.2694926	0.2420256	0.3199148	0.3350678	0.4062772	0.3768723	0.6873826
700	0.0350583	0.4632574	0.6051306	0.2994524	0.2850570	0.3254601	0.3226816	0.4418472	0.4479112	0.7414608
750	0.0677621	0.4490122	0.4848579	0.2284110	0.3012787	0.2341486	0.3436904	0.4987611	0.5406824	0.7395746
800	0.0978917	0.4838659	0.3849614	0.1723883	0.2940618	0.2237806	0.2648509	0.5209055	0.4045243	0.5297816
850	0.1411210	0.5511249	0.2933907	0.2772782	0.2795303	0.1514491	0.2545826	0.5698009	0.3871386	0.4339617
900	0.1526567	0.5984276	0.2524199	0.3428610	0.3385917	0.0978643	0.2156964	0.4139772	0.6317564	0.2772465
950	0.1555071	0.6240791	0.3265274	0.2902181	0.4022815	0.0854651	0.2151522	0.4416671	0.5149386	0.1501379
1000	0.0320008	0.7645098	0.4320497	0.3991711	0.3258596	0.1598381	0.2430250	0.4307784	0.3334634	0.1079766

0	0.1027756	0.4647888	0.3834302	0.3738533	0.3836400	0.1472769	0.2274972	0.5199055	0.4549260	0.0150148
50	0.0810026	0.4832966	0.4859484	0.3087257	0.3723349	0.1349636	0.4855849	0.6176076	0.4621381	0.0573105
100	0.0448620	0.5826984	0.6143421	0.2563955	0.3504503	0.2864181	0.6350567	0.5789856	0.4634712	0.1600116
150	0.0628853	0.3701057	0.7484472	0.3395775	0.3543018	0.5630610	0.6200772	0.5359839	0.4046242	0.3729288
200	0.0922120	0.3393429	0.8109321	0.2670600	0.2013742	0.4160604	0.6891078	0.5350277	0.4441212	0.6064722
250	0.0907989	0.3233458	0.7775887	0.1705784	0.1574584	0.6057685	0.6919789	0.3493405	0.3204898	0.6844353
300	0.2125098	0.3393459	0.6396159	0.1546214	0.1221404	0.5171638	0.5856444	0.2952574	0.2625415	0.7004600
350	0.1400778	0.3849967	0.7386735	0.1532560	0.1010731	0.4106062	0.6276435	0.2080922	0.3253412	0.8013732
400	0.1896965	0.3580993	0.6333882	0.0973539	0.1732146	0.4950742	0.9132654	0.2761560	0.3989318	0.8727667
450	0.1725255	0.3479818	0.6670739	0.0991930	0.1165635	0.6804007	0.7698416	0.2916681	0.3123634	0.7883724
500	0.1682929	0.3804296	0.7221878	0.1467513	0.1058071	0.6211125	0.6785413	0.2862634	0.3745991	0.7050948
550	0.1127602	0.4382937	0.4401740	0.1442628	0.1747509	0.5505390	0.5779928	0.2338011	0.2704260	0.8341281
600	0.1157023	0.3748707	0.2377658	0.1102864	0.1478113	0.4676621	0.3877749	0.2632528	0.3598569	0.8516628
650	0.1631930	0.3761710	0.1663257	0.1202404	0.1215435	0.3356237	0.3504661	0.2503856	0.3535417	0.7887858
700	0.0443282	0.6003633	0.1468715	0.1964030	0.3853598	0.2547196	0.2200350	0.2674509	0.4642135	0.6598609
750	0.0572499	0.7708953	0.2427418	0.3069904	0.5578118	0.1313820	0.2650514	0.4302598	0.5804038	0.5245428
800	0.0786621	0.9582334	0.3182744	0.3838020	0.5645481	0.0736220	0.2995451	0.6796385	0.5345927	0.3494372
850	0.0759539	0.6405399	0.3819359	0.3863067	0.6820065	0.0860683	0.2778699	0.6650192	0.6135482	0.2403329
900	0.1084152	0.6100472	0.4816089	0.5229426	0.5502091	0.1251033	0.2148789	0.5852030	0.5517544	0.1107560
950	0.0952096	0.6220446	0.5659089	0.4871582	0.4510376	0.1402291	0.2991753	0.7469892	0.5564186	0.0824934
1000	0.0569783	0.5245990	0.5642842	0.3826361	0.4397203	0.1524064	0.3660184	0.6906546	0.5157535	0.1208037

0	0.0961858	0.5923019	0.3508327	0.2619454	0.4636745	0.1246585	0.2867413	0.4696213	0.5016463	0.0188103
50	0.0868607	0.6275350	0.4458809	0.3761820	0.3590632	0.1827955	0.3754360	0.4815983	0.5173011	0.0418834
100	0.0956356	0.6992741	0.3891246	0.4501011	0.3054663	0.1943010	0.6319546	0.4560503	0.4191251	0.0380295
150	0.1382813	0.5097811	0.4093655	0.2562634	0.3935523	0.3262063	0.7552829	0.5177309	0.3822104	0.1418491
200	0.0766769	0.5988983	0.4116127	0.3859711	0.3826610	0.4096776	0.6865541	0.5655299	0.4489276	0.3596804
250	0.0757460	0.4107524	0.4486728	0.2735633	0.3863818	0.4746177	0.7304763	0.4021293	0.4480747	0.6885890
300	0.1172815	0.5281531	0.4403584	0.2683898	0.2873776	0.5563003	0.6432630	0.5561945	0.5141167	0.6641070
350	0.0955827	0.4692020	0.4379617	0.2742250	0.1595364	0.4883295	0.6132715	0.7143028	0.4437298	0.7267310
400	0.1041554	0.4907612	0.5013047	0.2316384	0.1679141	0.5474822	0.6856278	0.4543210	0.3877988	0.7662909
450	0.1150438	0.6814785	0.2952477	0.1931545	0.0965045	0.6668876	0.7122499	0.5827718	0.4721977	0.7659545
500	0.0754111	0.5746076	0.3159560	0.2697191	0.1616420	0.5536350	0.6355732	0.3712296	0.5147446	0.7031800
550	0.1047815	0.6673154	0.3545956	0.2363349	0.1448260	0.7324231	0.5150034	0.5900833	0.4348535	0.8307772
600	0.1068998	0.6094460	0.2370447	0.2615604	0.1509014	0.5651092	0.4200081	0.4781308	0.4753797	0.7882213
650	0.0722860	0.6343444	0.2166871	0.1540135	0.2473869	0.3034119	0.4639564	0.4295537	0.4101788	0.8285530
700	0.0711102	0.7025587	0.2013208	0.2360113	0.3403421	0.3155966	0.2582740	0.5185431	0.5839129	0.8704036
750	0.0658327	0.8152384	0.3000507	0.4449578	0.3805577	0.1414214	0.2939919	0.5391852	0.6514683	0.7932117
800	0.1392520	0.7744460	0.5335685	0.4327490	0.5540348	0.1913668	0.2889912	0.6522114	0.6394130	0.5454730
850	0.1099786	0.6417762	0.4794455	0.4882680	0.4164924	0.1977582	0.2502755	0.5232910	0.6231312	0.4618663
900	0.1060295	0.4660558	0.4635033	0.3817955	0.3935337	0.0982071	0.2859016	0.6137804	0.5850649	0.3034412
950	0.0921327	0.4073502	0.5188868	0.3834670	0.2994612	0.1017719	0.4217024	0.6703866	0.4213497	0.1478074
1000	0.0848534	0.5716459	0.3673550	0.2609592	0.4523183	0.1179639	0.2416187	0.4421718	0.3106130	0.0875946

0	0.1108653	0.5350499	0.3918245	0.3472945	0.4933509	0.1024210	0.1752789	0.4649015	0.4114543	0.0345730
50	0.1619353	0.5102571	0.4175414	0.3586014	0.4313724	0.2007495	0.2305339	0.5063862	0.5772270	0.1581290
100	0.1467056	0.4772408	0.4688907	0.4761625	0.2654121	0.3446849	0.1883062	0.7049009	0.7654152	0.4205481
150	0.1335622	0.4879482	0.4865696	0.4290788	0.3386290	0.3360709	0.3663793	0.6129620	0.7519880	0.4446629
200	0.1375532	0.6434394	0.5311992	0.5237141	0.3535722	0.3059521	0.3357202	0.6573206	0.8451385	0.5370571
250	0.0768283	0.5060262	0.4623797	0.5442040	0.3542559	0.2586601	0.2463901	0.6938684	0.6683855	0.6704922
300	0.1092851	0.5240453	0.5400940	0.5648378	0.2984835	0.3345013	0.3302939	0.7349182	0.6549231	0.6598785
350	0.0565834	0.5237595	0.5138986	0.3317185	0.3141990	0.3622834	0.3172489	0.7081399	0.5334853	0.7125109
400	0.0747601	0.4637165	0.4632507	0.3079174	0.2360842	0.2778171	0.2465367	0.6743754	0.6772207	0.8372556
450	0.0618274	0.5077039	0.6477280	0.2354892	0.2288955	0.4002549	0.4113064	0.6071153	0.5020222	0.7208254
500	0.0931460	0.4375736	0.4552282	0.3529076	0.2740921	0.2103890	0.2338239	0.6489265	0.6463385	0.7065966
550	0.0901721	0.5755729	0.4524707	0.3529945	0.3484066	0.2337108	0.3029638	0.6812605	0.5993346	0.7286363
600	0.1068982	0.5309967	0.4388943	0.3102382	0.2928779	0.2081947	0.2299990	0.5053028	0.5660040	0.6476989
650	0.0828753	0.5161003	0.3108764	0.3164482	0.3342952	0.1929384	0.2170840	0.4987352	0.4074105	0.3812456
700	0.1250275	0.8291003	0.4227262	0.3201060	0.3951456	0.1651336	0.2892301	0.3633850	0.3490583	0.3117671
750	0.1313222	0.6176059	0.3662517	0.1882858	0.3386977	0.0899514	0.3072903	0.5218595	0.5750159	0.2212156
800	0.1217230	0.6413528	0.3864820	0.3110005	0.3439761	0.1513216	0.3136945	0.6064715	0.4319696	0.1101389
850	0.1246045	0.5597301	0.3866436	0.3009805	0.3434499	0.0947023	0.2431376	0.6374261	0.6200420	0.1077547
900	0.0634004	0.7477534	0.5482624	0.2971895	0.4651849	0.1550791	0.2665105	0.5064914	0.3989151	0.0857270
950	0.0902508	0.4596418	0.4516122	0.3556534	0.4162779	0.1044202	0.3578250	0.5206369	0.5691920	0.0258830
1000	0.0623813	0.5391684	0.3738944	0.2554323	0.4272425	0.1123100	0.2454686	0.5415641	0.5531929	0.0577117

0	0.1232830	0.5450059	0.3375051	0.3768817	0.4734748	0.0987872	0.2321437	0.5400637	0.5837806	0.0192931
50	0.0839342	0.2846927	0.3952451	0.4356225	0.4695531	0.1290045	0.2784139	0.5313468	0.5644749	0.0627636
100	0.0933417	0.2193533	0.4997527	0.5818720	0.3265344	0.0946772	0.2913614	0.5483174	0.4822253	0.0514186
150	0.1547604	0.1265527	0.4800125	0.6053088	0.4198462	0.0760518	0.2920252	0.4140805	0.4977482	0.0259755
200	0.1934830	0.0437895	0.4362850	0.6707668	0.4365565	0.1547150	0.2874933	0.5462823	0.3497649	0.0353142
250	0.3410007	0.0250010	0.6407369	0.5454565	0.3119667	0.1352642	0.4576043	0.6622393	0.3821953	0.0415818
300	0.4447734	0.0166074	0.7124372	0.6870859	0.3514558	0.1413977	0.3883350	0.4935020	0.2906031	0.0868883
350	0.5752706	0.0151476	0.6882076	0.5397584	0.3365823	0.1578770	0.2582912	0.4236694	0.3071787	0.1793608
400	0.7023973	0.0124867	0.7136066	0.5084843	0.2585323	0.1254632	0.2810780	0.3147960	0.3602303	0.1492262
450	0.8224159	0.0108893	0.7564665	0.6114823	0.3848335	0.1730608	0.3786580	0.2045053	0.2168001	0.1886342
500	0.8485116	0.0103054	0.6533323	0.5542919	0.3477464	0.1224648	0.4799371	0.1466142	0.2048783	0.1418954
550	0.6292094	0.1829169	0.4662470	0.3550625	0.2272524	0.1447833	0.5374914	0.2432374	0.1886019	0.2088518
600	0.4821694	0.4576141	0.4106404	0.2444807	0.3586994	0.2743728	0.3746200	0.1077822	0.1929771	0.1358642
650	0.2386307	0.5726120	0.3748209	0.2972395	0.2661876	0.2864098	0.3968655	0.0912337	0.2915138	0.2544722
700	0.1989126	0.6412544	0.3129421	0.2878931	0.3671697	0.3100547	0.3864945	0.1889753	0.3161745	0.4669100
750	0.1690701	0.6799896	0.3617942	0.3157206	0.4463983	0.2010182	0.3751563	0.2876776	0.5131173	0.5435450
800	0.0794499	0.6223200	0.3684910	0.2742910	0.4295934	0.1516839	0.3175321	0.4204120	0.4950887	0.3478368
850	0.1041673	0.5658645	0.4213108	0.3471707	0.3219016	0.1942744	0.3012179	0.4813157	0.4357516	0.4103653
900	0.0864756	0.6090130	0.4446768	0.2621556	0.3802907	0.1255256	0.2915150	0.6077342	0.4325917	0.3738405
950	0.1152941	0.6620143	0.4293435	0.4131721	0.4960989	0.1554185	0.2252061	0.5679983	0.5951877	0.2158691
1000	0.0972857	0.4993806	0.5162395	0.4092076	0.4130792	0.1437991	0.2926959	0.4877938	0.5000655	0.1720912
