YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W
0.2125245	0.4380394	0.6854483	0.6760153	0.3779223	0.2189822	0.5261927	0.3654140	0.6033887	0.7539463
0.7668759	0.2011924	0.7355863	0.4812473	0.3408113	0.6537354	0.1835555	0.3825684	0.3667454	0.5726562
0.4175128	0.8333486	0.3541578	0.6396425	0.7166081	0.0702684	0.6162981	0.1672402	0.2947380	0.7796920
0.4290382	0.6911190	0.3071244	0.3330565	0.5520934	0.1045133	0.8665801	0.1632474	0.4441390	0.9573136
0.3887699	0.4529898	0.6211157	0.4095597	0.2403176	0.2413202	0.6792862	0.2568998	0.4435552	0.8682454
0.5882577	0.3145770	0.6254603	0.5368151	0.2827862	0.1169660	0.3923047	0.5105377	0.4786191	0.7713000
0.3773071	0.4598186	0.6152238	0.5174825	0.3317812	0.4575583	0.3722739	0.3895283	0.5373255	0.8429261
0.5166621	0.3845781	0.6507618	0.4861997	0.5667211	0.1154401	0.7790518	0.2867608	0.4912814	0.7761039
0.4659983	0.4792637	0.6411351	0.3997902	0.2876026	0.4813172	0.2579413	0.4581246	0.2360795	0.7619171
0.5735071	0.3335576	0.7240467	0.5471991	0.3979473	0.4236438	0.1895426	0.6762277	0.3556776	0.4239199
