YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C	YPL248C
0.0000000	0.0101866	0.1907379	0.6492934	0.7212838	0.5319208	0.8443071	0.7851615	0.6948353	0.6398109
0.0426985	0.0000000	0.2305436	0.6499788	0.6999596	0.3505638	0.7429877	0.8313836	0.7136936	0.7822250
0.1407628	0.0270405	0.0000000	0.7982158	0.8327729	0.3991709	0.7546008	0.6823093	0.7975058	0.8101114
0.6605567	0.5784866	0.7855263	0.0000000	0.9012080	0.5117120	0.8217725	0.7471583	0.7049134	0.6279683
0.5239271	0.3974122	0.2993739	0.5899196	0.0000000	0.3702219	0.6979819	0.6311937	0.7538234	0.6575386
0.6626250	0.3700421	0.1827816	0.6553486	0.7966004	0.0000000	0.5739774	0.6125689	0.6355669	0.8715760
0.6283727	0.3835440	0.2839593	0.8216731	0.6703778	0.0071090	0.0000000	0.7881412	0.9902758	0.7561422
0.6504624	0.3841835	0.1539375	0.6954079	0.8320680	0.4202718	0.7682529	0.0000000	0.7854694	0.6697882
0.6173066	0.3973531	0.1869355	0.8591359	0.6044278	0.4089527	0.7027032	0.6562997	0.0000000	0.6999781
0.6129068	0.4595003	0.1320252	0.6617216	0.7216707	0.4709583	0.6905776	0.6683932	0.7047458	0.0000000
