YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C
0.4719151	0.6773469	0.0314934	0.2240310	0.2439910	0.3786458	0.6123220	0.5959683	0.7813024	1.0000000
0.4003968	0.7334876	0.3147325	0.1174471	0.1999276	0.0852474	0.5607387	0.7545332	0.8432871	1.0000000
0.3443740	0.5599379	0.5808441	0.5185635	0.2878360	0.0746904	0.6779818	0.8136578	0.7241365	0.7363767
0.8423795	0.4140068	0.6628244	0.6919455	0.4306671	0.5155240	0.5249949	0.7345732	0.5751757	0.7501776
0.6953231	0.5268812	0.0767296	0.4144472	0.2501256	0.3516339	0.6852718	0.5915978	0.7738131	0.9075693
0.4661289	0.6812867	0.8848360	0.8923325	0.6748740	0.2500897	0.7989390	0.8351317	0.4841240	1.0000000
0.4089668	0.6395502	0.4504966	0.5360106	0.1810605	0.2148256	0.5193335	0.7217797	0.8770170	1.0000000
0.4456120	0.6177584	0.4232181	0.4459756	0.1321888	0.2229876	0.5693141	0.8467101	0.7427077	1.0000000
0.5122352	0.6057317	0.0000000	0.0060245	0.0912275	0.2874514	0.7010140	0.8875888	0.9045714	1.0000000
0.6886784	0.5310019	0.3206768	0.0015515	0.0646193	0.6545018	0.6798886	0.8836609	0.9848960	1.0000000
