YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C
0.1963352	0.9599621	1.0318160	0.1302056	1.0659374	1.0097963	1.0948352	0.9526176	1.0921972	1.0369510
0.1162224	0.4914931	0.2520710	0.1040726	1.0590876	0.9965151	0.9591329	0.9938269	1.0342350	1.0533727
0.4107201	0.9320716	0.4438823	0.1362588	1.0633388	1.0444893	0.9346968	0.9943359	1.0234038	0.9958897
0.3773526	1.0683156	0.7564657	0.0768090	0.9921976	1.0317627	1.0046748	1.0183257	0.9352354	1.0246748
0.4314852	1.0006713	0.9266893	0.2914981	0.5410365	1.0268920	0.9409712	1.0581082	0.9885844	0.9518582
0.2351368	0.9620375	0.8198735	0.1112270	0.9973590	0.5590578	0.9719833	1.0664417	1.0518297	1.0785342
0.3694497	1.0046698	0.9328870	0.1520358	0.9345333	1.1583368	0.5220864	1.0266156	1.0643514	0.9536618
0.3870812	0.9374270	0.9617017	0.1673814	1.0603047	1.0310029	0.9855937	0.5051200	1.0136325	1.0791625
0.3269892	1.0377634	0.9522611	0.1298383	1.0157168	1.0328903	1.0707884	1.0213937	0.5650917	1.0089122
0.3146624	1.0348620	0.8696835	0.1224817	1.0121800	0.9999313	1.0933779	1.0001540	1.0012358	0.4408837
