YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W
0.2053936	0.6880217	0.6080439	0.1152247	0.2528132	0.9957551	0.9998869	0.0061376	0.5014377	0.9560819
0.8904522	0.7061384	0.5050825	0.2003360	0.2377988	0.9952025	0.8325052	0.1223309	0.2462213	0.9185161
0.3943623	0.5670404	0.5897193	0.1012817	0.2356406	0.9455149	0.9594524	0.0655188	0.3797925	1.0000000
0.5373491	0.7652402	0.6815042	0.3220348	0.2883354	0.9948140	0.9792444	0.0497336	0.4244302	1.0000000
0.0011157	0.0562893	0.9898342	0.6147339	0.6950890	0.1748943	0.0333912	0.7721251	0.1045218	0.8818451
0.3801579	0.0623540	0.9955001	0.5513789	0.7805684	0.1791364	0.0443980	0.7791595	0.0914563	0.9549725
0.0000000	0.0000879	0.9538846	0.4391115	0.6195510	0.1762268	0.0287656	0.8920242	0.1883718	0.9833163
0.4066344	0.0001269	0.9944692	0.5452448	0.7673154	0.1873871	0.0314357	0.7784045	0.2043202	0.9018344
0.8295107	0.5721626	0.6027389	0.1239031	0.2634698	0.9257868	0.4844945	0.2386611	0.2033820	1.0000000
0.4827154	0.2300728	0.6926270	0.3124818	0.2923747	0.7259603	0.2222030	0.3663720	0.1093348	1.0000000
