YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W
0.0000000	0.1936216	0.3655151	0.4937284	0.5337763	0.9177233	1.0338593	0.5762311	1.0070042	1.0446966
0.7089964	0.0000000	0.4249752	0.5541886	0.4807008	0.9877217	1.0234774	0.4217238	1.0544266	0.9814791
0.6752084	0.0171987	0.0000000	0.3036640	0.4239071	1.0314937	1.0087141	0.5261166	1.0487688	0.9756956
0.7508895	0.2618800	1.0978354	0.0000000	0.5465320	1.0674461	0.9561641	0.5373850	1.0108001	1.0307832
0.7893410	0.2064711	0.6303209	0.3610032	0.0000000	1.0114278	0.9155236	0.4968095	1.0176164	0.9375647
0.7612955	0.2047585	0.2614620	0.6456017	0.9524195	0.0000000	0.9821103	0.4400494	1.1174203	1.0511783
0.4977598	0.9449351	0.3934373	0.5504951	0.4846385	1.0201267	0.0000000	0.5513123	0.9793515	1.0345159
0.9563201	0.2337797	0.4411472	0.6241688	0.5318138	0.9264643	1.0974675	0.0002192	1.0243140	0.9590683
0.7289051	0.2703959	0.4506804	0.4843829	0.4639970	1.0604987	1.1046722	1.0173574	0.0000000	0.9901647
0.7366075	0.2221858	0.4075541	0.5376849	0.5105708	0.9519506	1.0110403	0.4835216	1.0289832	0.0000000
