YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W
0.4607014	0.2124064	0.4256705	0.4464238	0.1584881	1.0000000	1.0000000	0.7032312	1.0000000	1.0000000
0.7989980	0.1062177	0.4256785	0.4464180	0.1584881	1.0000000	1.0000000	0.7032312	1.0000000	1.0000000
0.7658097	0.0920523	0.1675845	0.5506076	0.1584881	1.0000000	1.0000000	0.7032312	1.0000000	1.0000000
0.9793380	0.8121699	0.9301231	0.1102384	0.1584881	1.0000000	1.0000000	0.7032312	1.0000000	1.0000000
0.9318367	0.2353851	0.4441632	0.4290536	0.0792441	1.0000000	1.0000000	0.7032312	1.0000000	1.0000000
0.7712152	0.0941629	0.2007743	0.8512787	0.6506836	0.5000006	1.0000000	0.7032312	1.0000000	1.0000000
0.8532807	0.1938227	0.4256847	0.4464134	0.1584881	1.0000000	0.5000822	0.7032312	1.0000000	1.0000000
0.7597683	0.2124422	0.4256896	0.4464098	0.1584881	1.0000000	1.0000000	0.3516260	1.0000000	1.0000000
0.5487700	0.2124593	0.4256987	0.4464032	0.1584881	1.0000000	1.0000000	0.0716440	0.5000032	1.0000000
0.9211373	0.2124214	0.4256785	0.4464180	0.1584881	1.0000000	1.0000000	0.7032312	1.0000000	0.5002983
