YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C
0.0234361	0.0000000	0.0139245	0.0353923	0.0000000	0.9994372	0.0519417	0.0552194	0.8692724	1.0000000
0.9939093	0.0000000	0.0139245	0.0353923	1.0000000	0.0000000	0.0519429	0.0552195	0.8692724	1.0000000
0.0765457	0.9999521	0.0000004	0.1000652	0.2573231	0.9996104	0.0448559	0.0000001	0.8692724	1.0000000
0.0762427	0.9999529	0.0144986	0.0997582	0.2570636	1.0000000	0.0000003	0.0551914	0.0000000	1.0000000
