YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W
0.0000000	0.4729790	0.2774124	0.0217713	0.0687745	0.2816635	0.7482032	0.7741390	0.0013635	0.7102674
0.0560204	0.0000000	0.2197483	0.0672309	0.0646007	0.2754398	0.7605771	0.7082615	0.0013442	0.7003147
0.1719089	0.4357199	0.0000000	0.0808443	0.0605098	0.2105656	0.6170845	0.7339695	0.0035549	0.6631222
0.0887262	0.4147404	0.2939592	0.0000000	0.0517254	0.2835296	0.7735873	0.5882858	0.0002968	0.6668310
0.2342831	0.3847579	0.3868778	0.0398929	0.0000000	0.2228589	0.5958687	0.7828078	0.0011167	0.6026882
0.2184114	0.3457509	0.3969598	0.0327988	0.0795027	0.0000000	0.7289081	0.7612635	0.0029337	0.6875516
0.1606374	0.4500255	0.2968852	0.0364149	0.0732056	0.7803396	0.0000000	0.7993106	0.0024889	0.7561068
0.0531250	0.0145592	0.0409878	0.0292697	0.0919302	0.3561304	0.7463893	0.0000000	0.0046867	0.6245279
0.1389058	0.4193743	0.2892544	0.0370706	0.0927235	0.2107633	0.9105221	0.7222210	0.0000000	0.7937676
0.1519512	0.4971725	0.2930860	0.0322574	0.0796944	0.2431163	0.7087411	0.8255638	0.7581134	0.0000000
