YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C
0.0175745	0.0788746	0.0459901	0.6850950	0.5154173	0.9545412	1.0000000	0.9999999	0.0506711	0.0976331
0.0227994	0.0394373	0.0459901	0.6850950	0.5154173	0.9545412	1.0000000	0.9999999	0.0506711	0.0976331
0.0323920	0.0722769	0.0229950	0.6850957	0.5154173	0.9545412	1.0000000	1.0000000	0.0502580	0.0962365
0.1124684	0.1802402	0.2529887	0.3397523	0.5154173	0.9545412	1.0000000	0.9999324	0.0545464	0.1085462
0.0342395	0.0767492	0.0392447	0.7318877	0.2577087	0.9545412	1.0000000	1.0000000	0.0505488	0.0972202
0.0321129	0.0715847	0.0200292	0.9972786	0.0330570	0.4772706	1.0000000	1.0000000	0.0502076	0.0960625
0.0321447	0.0716609	0.0203600	0.9888876	0.0525001	0.5826138	0.5000000	1.0000000	0.0502135	0.0960821
0.0351330	0.0788746	0.0459901	0.6850950	0.5154173	0.9545412	1.0000000	0.5000110	0.0516632	0.1007904
0.0351330	0.0788746	0.0459901	0.6850950	0.5154173	0.9545412	1.0000000	0.9999999	0.0253356	0.0976331
0.0351330	0.0788746	0.0459901	0.6850950	0.5154173	0.9545412	1.0000000	1.0000000	0.0436237	0.0488167
