YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C
0.1970525	0.4588410	0.7390219	0.9998808	0.0562188	0.2160285	0.9569153	0.3793002	0.2289213	1.0000000
0.6837410	0.2389140	0.6936036	0.9997679	0.0606173	0.2250888	0.9998576	0.0775825	0.2400261	1.0000000
0.2916018	0.6758048	0.3537670	0.9997258	0.0830948	0.2669783	0.9819428	0.2974736	0.2883423	1.0000000
0.3812617	0.4764720	0.6967573	0.5000731	0.0603980	0.2246420	0.9936866	0.2214515	0.2394905	1.0000000
0.3812638	0.4764698	0.6967613	0.9999854	0.0301996	0.2246409	0.9936859	0.2214514	0.1478921	1.0000000
0.3812646	0.4764694	0.6967615	0.9999969	0.0190221	0.1123204	0.9936858	0.2214503	0.1057083	1.0000000
0.3812647	0.4764694	0.6967614	0.9985425	0.1213335	0.3278008	0.4968431	0.2214500	0.3447908	1.0000000
0.3803799	0.4777843	0.6936836	0.9998538	0.0606082	0.2250846	0.9994725	0.1111339	0.2399721	1.0000000
0.3812611	0.4764718	0.6967594	0.9998550	0.0603981	0.2246418	0.9936876	0.2214495	0.1197704	1.0000000
0.3812632	0.4764702	0.6967610	0.9998550	0.0603975	0.2246411	0.9936861	0.2214516	0.3170884	0.5000333
