YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C
0.0000009	0.5446363	0.7030171	0.5617928	0.8428097	0.2977925	0.0631100	0.1213815	1.0000000	0.9849300
0.7023185	0.0000001	0.7030268	0.5617880	0.8428106	0.2977968	0.0631100	0.1213815	1.0000000	0.9849301
0.9999414	0.1122050	0.0000000	0.1086489	0.3774364	0.0624758	0.0631100	0.1213815	1.0000000	0.9999986
0.9999993	0.6408472	0.9999976	0.0000006	0.8785190	0.3641869	0.0631100	0.1213815	1.0000000	0.9932865
0.9999994	0.6407603	0.9996690	0.0241448	0.0000001	0.3641299	0.0631100	0.1213815	1.0000000	0.9932845
0.9999998	0.6407804	0.9996130	0.0258909	0.1086994	0.0000000	0.0631100	0.1213815	1.0000000	0.0004074
0.7023943	0.5446541	0.7030566	0.5617504	0.8427698	0.2977354	0.0000000	0.1213815	1.0000000	0.9998569
0.7022780	0.5446350	0.7030106	0.5617979	0.8428110	0.2977903	0.0628584	0.0000001	1.0000000	0.9849306
0.5258057	0.5180608	0.6381396	0.6470967	0.9446175	0.6424148	0.5898778	1.0000000	0.0000000	1.0000000
0.7023146	0.5446406	0.7030252	0.5617882	0.8428099	0.2977956	0.0631100	0.1213815	1.0000000	0.0000010
