YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C
0.0000000	0.5596651	0.6117998	0.9106210	0.9960587	0.0419752	0.9989447	0.2461422	1.0000000	1.0000000
0.1810820	0.0000000	0.2093880	0.8094786	0.4533608	0.2655403	0.9901357	0.2461422	1.0000000	1.0000000
0.0385870	0.0093010	0.0000000	0.8108877	0.4535255	0.2655052	0.9901380	0.2461422	1.0000000	1.0000000
0.9949061	0.5435143	0.5759770	0.0000002	0.9957969	0.0428570	0.9989177	0.2461422	1.0000000	1.0000000
0.4964038	0.3414087	0.2660872	0.5733674	0.0000000	0.0699495	0.9980361	0.2461422	1.0000000	1.0000000
0.1411782	0.2747496	0.1982877	0.9102469	0.9999984	0.0000000	0.9999998	0.2461422	1.0000000	1.0000000
0.3524481	0.3198664	0.2429224	0.6436016	0.1223849	0.4854130	0.0000000	0.2461422	1.0000000	1.0000000
0.1425589	0.2752041	0.1987148	0.9054920	0.9539464	0.0939376	1.0000000	0.0000000	1.0000000	1.0000000
0.3399977	0.3178692	0.2408147	0.6511485	0.1336304	0.4682732	0.2757261	1.0000000	0.0000000	1.0000000
0.1648856	0.2820338	0.2052160	0.8423963	1.0000000	0.0912059	0.9972921	0.2461422	1.0000000	0.0000000
