"Time"	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W
700	1.0000000	0.9316769	0.9987855	0.0866758	0.6384655	0.8326840	0.4003034	0.2314193	0.9999993	0.0254536
750	1.0000000	0.9316367	0.9983855	0.0992010	0.5957332	0.7962282	0.4370706	0.2149585	0.9999993	0.0254674
800	1.0000000	0.9315793	0.9977310	0.1186262	0.5548307	0.7680642	0.4644020	0.1980661	0.9999993	0.0254851
850	1.0000000	0.9314899	0.9965154	0.1450095	0.5200157	0.7470748	0.4877725	0.1812047	0.9999993	0.0255128
900	1.0000000	0.9313336	0.9942889	0.1765011	0.4922782	0.7309966	0.5101983	0.1657538	0.9999993	0.0255625
950	1.0000000	0.9310531	0.9905218	0.2101375	0.4704507	0.7179551	0.5323191	0.1526032	0.9999993	0.0256521
1000	1.0000000	0.9305740	0.9847945	0.2433925	0.4528614	0.7070026	0.5535311	0.1418720	0.9999992	0.0258035

0	1.0000000	0.9086691	0.8848550	0.4115067	0.3974536	0.6773818	0.6602751	0.1054028	0.9999983	0.0317284
50	0.3365598	0.8386961	0.2746190	0.4117818	0.3973310	0.6775435	0.6519945	0.1300041	0.9999989	0.0077493
100	0.1484007	0.5287447	0.1635883	0.4119567	0.3977922	0.6797901	0.6304025	0.1385743	0.9999996	0.0099603
150	0.0950367	0.3582525	0.1433945	0.4106902	0.4004004	0.6849416	0.6111056	0.1417424	0.9999998	0.0226820
200	0.0799021	0.2937249	0.1398467	0.4054160	0.4057231	0.6910186	0.5986668	0.1435244	0.9999997	0.0336142
250	0.0756097	0.2699170	0.1396064	0.3950249	0.4123186	0.6959074	0.5912455	0.1454037	0.9999991	0.0388988
300	0.0743924	0.2611581	0.1403116	0.3815138	0.4181964	0.6987692	0.5862332	0.1476050	0.9999979	0.0408443
350	0.0740471	0.2579383	0.1414252	0.3683540	0.4221946	0.6998894	0.5820732	0.1497870	0.9999968	0.0413867
400	0.0739492	0.2567553	0.1426430	0.3581472	0.4242530	0.7000322	0.5783096	0.1515574	0.9999959	0.0413993
450	0.0739214	0.2563211	0.1437289	0.3516922	0.4249817	0.6998913	0.5750690	0.1527383	0.9999955	0.0412295
500	0.0739136	0.2561621	0.1445550	0.3483671	0.4251078	0.6998449	0.5725670	0.1533865	0.9999953	0.0410217
550	0.7373515	0.1348519	0.7809426	0.3469796	0.4250459	0.6998014	0.5771204	0.1293476	0.9995909	0.2390747
600	0.9255099	0.4095524	0.8982559	0.3466622	0.4245776	0.6979172	0.5942267	0.1209201	0.9989713	0.0900669
650	0.9788738	0.6869826	0.9191664	0.3475995	0.4223799	0.6930776	0.6116638	0.1177914	0.9994619	0.0452779
700	0.9940084	0.8216592	0.9227493	0.3516715	0.4174195	0.6870232	0.6239337	0.1160812	0.9998096	0.0335958
750	0.9983007	0.8790570	0.9220677	0.3604884	0.4109124	0.6818770	0.6317142	0.1142488	0.9999389	0.0305036
800	0.9995181	0.9022428	0.9188913	0.3731255	0.4048347	0.6786384	0.6372819	0.1120167	0.9999802	0.0297123
850	0.9998633	0.9110350	0.9135614	0.3866619	0.4004816	0.6772341	0.6422203	0.1097280	0.9999930	0.0296275
900	0.9999612	0.9138061	0.9068612	0.3981121	0.3981192	0.6770530	0.6469859	0.1078112	0.9999969	0.0298254
950	0.9999890	0.9140239	0.9000218	0.4058608	0.3973066	0.6774091	0.6513251	0.1064972	0.9999981	0.0301623
1000	0.9999969	0.9131945	0.8942041	0.4099132	0.3973563	0.6778003	0.6548275	0.1057786	0.9999984	0.0305510

0	1.0000000	0.9086691	0.8848550	0.4115067	0.3974536	0.6773818	0.6602751	0.1054028	0.9999983	0.0317284
50	1.0000000	0.9089957	0.9046288	0.2174724	0.3966511	0.6719776	0.6601754	0.1053558	0.9999983	0.0315917
100	1.0000000	0.9118619	0.9458514	0.1614589	0.3897705	0.6578254	0.6602341	0.1049049	0.9999983	0.0305179
150	1.0000000	0.9172237	0.9723032	0.1497423	0.3764268	0.6456914	0.6610394	0.1029188	0.9999984	0.0287940
200	1.0000000	0.9223901	0.9839067	0.1546906	0.3630162	0.6383165	0.6639564	0.0991453	0.9999986	0.0273913
250	1.0000000	0.9260026	0.9879227	0.1651750	0.3531550	0.6340218	0.6698199	0.0946952	0.9999988	0.0265652
300	1.0000000	0.9280877	0.9885857	0.1755660	0.3466786	0.6309031	0.6779551	0.0907227	0.9999990	0.0261674
350	1.0000000	0.9291072	0.9878351	0.1838167	0.3421156	0.6279527	0.6867774	0.0876718	0.9999991	0.0260154
400	1.0000000	0.9294932	0.9865880	0.1900274	0.3382852	0.6249592	0.6949070	0.0854216	0.9999991	0.0259879
450	1.0000000	0.9295427	0.9852719	0.1949806	0.3346908	0.6220949	0.7017257	0.0836725	0.9999992	0.0260167
500	1.0000000	0.9294342	0.9840399	0.1992927	0.3313143	0.6195704	0.7072691	0.0821926	0.9999992	0.0260666
550	1.0000000	0.9291414	0.9687439	0.4836069	0.3288780	0.6229210	0.7118500	0.0808848	0.9999992	0.0261726
600	1.0000000	0.9269787	0.9109487	0.5704144	0.3340704	0.6425273	0.7157012	0.0800835	0.9999992	0.0269797
650	1.0000000	0.9201364	0.8425261	0.5819245	0.3524999	0.6672700	0.7182311	0.0812953	0.9999991	0.0293550
700	1.0000000	0.9087590	0.8000560	0.5479846	0.3775027	0.6848262	0.7172134	0.0858896	0.9999989	0.0329923
750	1.0000000	0.8969523	0.7930201	0.4914717	0.3982810	0.6911441	0.7102851	0.0931492	0.9999985	0.0363543
800	1.0000000	0.8898345	0.8123751	0.4382877	0.4087108	0.6884353	0.6977217	0.1006263	0.9999978	0.0378550
850	1.0000000	0.8893743	0.8417081	0.4042901	0.4091283	0.6819422	0.6828472	0.1059525	0.9999972	0.0372394
900	1.0000000	0.8936044	0.8673729	0.3919283	0.4039701	0.6763823	0.6698005	0.1081942	0.9999970	0.0354976
950	1.0000000	0.8992747	0.8833317	0.3951473	0.3981548	0.6738073	0.6612350	0.1079522	0.9999971	0.0337134
1000	1.0000000	0.9041092	0.8897065	0.4049661	0.3945710	0.6738964	0.6575461	0.1065606	0.9999975	0.0324351

0	1.0000000	0.9086691	0.8848550	0.4115067	0.3974536	0.6773818	0.6602751	0.1054028	0.9999983	0.0317284
50	0.5798698	0.8717391	0.6948007	0.2187700	0.7769229	0.6751170	0.5985257	0.3400730	0.8948150	0.0354350
100	0.4607161	0.7165809	0.6948968	0.0858149	0.8769610	0.6790297	0.4718571	0.4538506	0.8657116	0.0437352
150	0.4269228	0.5432788	0.7156091	0.0363540	0.9045778	0.7075113	0.3810493	0.5064307	0.8576577	0.0477632
200	0.4173386	0.4350392	0.7252641	0.0196403	0.9157312	0.7490393	0.3308137	0.5288731	0.8554280	0.0479005
250	0.4146205	0.3823039	0.7282503	0.0140115	0.9237572	0.7859608	0.3055284	0.5383291	0.8548104	0.0471442
300	0.4138495	0.3594994	0.7290329	0.0119878	0.9302830	0.8117200	0.2933379	0.5426203	0.8546393	0.0466000
350	0.4136309	0.3502607	0.7292261	0.0111444	0.9350410	0.8273882	0.2875574	0.5448635	0.8545921	0.0463360
400	0.4135689	0.3466597	0.7292742	0.0107256	0.9381301	0.8361544	0.2847962	0.5461898	0.8545791	0.0462282
450	0.4135513	0.3452897	0.7292872	0.0104921	0.9399699	0.8408146	0.2834355	0.5470148	0.8545756	0.0461882
500	0.4135463	0.3447768	0.7292911	0.0103569	0.9410015	0.8432246	0.2827322	0.5475250	0.8545746	0.0461741
550	0.8336752	0.4745452	0.9507295	0.0403109	0.6867708	0.8440775	0.2920479	0.3636779	0.9597573	0.0404341
600	0.9528284	0.7035835	0.9909171	0.0675114	0.6196380	0.8395089	0.3268818	0.2748957	0.9888616	0.0319621
650	0.9866216	0.8326918	0.9978660	0.0946735	0.5968480	0.8247829	0.3757674	0.2276410	0.9969161	0.0278056
700	0.9962057	0.8908980	0.9983432	0.1151718	0.5779491	0.8013449	0.4245575	0.2031946	0.9991456	0.0262427
750	0.9989239	0.9152986	0.9972837	0.1319962	0.5533474	0.7747884	0.4643779	0.1886840	0.9997628	0.0257310
800	0.9996948	0.9250755	0.9956537	0.1511565	0.5245115	0.7504323	0.4939455	0.1767979	0.9999337	0.0256029
850	0.9999134	0.9287837	0.9933997	0.1762251	0.4959890	0.7308406	0.5166603	0.1649235	0.9999811	0.0256151
900	0.9999755	0.9299981	0.9900006	0.2072784	0.4712594	0.7160368	0.5363574	0.1531219	0.9999942	0.0256933
950	0.9999930	0.9301192	0.9847600	0.2416526	0.4514957	0.7049285	0.5551643	0.1422854	0.9999978	0.0258308
1000	0.9999980	0.9296337	0.9771540	0.2757915	0.4362530	0.6964568	0.5734471	0.1330761	0.9999988	0.0260477

0	1.0000000	0.9086691	0.8848550	0.4115067	0.3974536	0.6773818	0.6602751	0.1054028	0.9999983	0.0317284
50	0.8341351	0.9143372	0.4116488	0.2516293	0.3967659	0.6728861	0.6601753	0.1053576	0.9999981	0.0432423
100	0.7870940	0.8329090	0.3377015	0.2058338	0.3909865	0.6608353	0.6602231	0.1049744	0.9999944	0.0932519
150	0.7737526	0.7322831	0.3309756	0.1978003	0.3795344	0.6500819	0.6609050	0.1032921	0.9999440	0.1592605
200	0.7699689	0.6684851	0.3323641	0.2051579	0.3676777	0.6433634	0.6633831	0.1000385	0.9996424	0.2017656
250	0.7688957	0.6374398	0.3332440	0.2179883	0.3587505	0.6396123	0.6684203	0.0961084	0.9989038	0.2193847
300	0.7685914	0.6240181	0.3330906	0.2305290	0.3529678	0.6372616	0.6755080	0.0925215	0.9979654	0.2251940
350	0.7685051	0.6183948	0.3323447	0.2403615	0.3492258	0.6353136	0.6832941	0.0897508	0.9971785	0.2272510
400	0.7684806	0.6158452	0.3314020	0.2474260	0.3464408	0.6334064	0.6905063	0.0877681	0.9966568	0.2285133
450	0.7684736	0.6144318	0.3304949	0.2526099	0.3440146	0.6315626	0.6964859	0.0863329	0.9963425	0.2297033
500	0.7684717	0.6134558	0.3297106	0.2567635	0.3417831	0.6299231	0.7011763	0.0852142	0.9961489	0.2308618
550	0.9343360	0.5483183	0.8356249	0.4778051	0.3404007	0.6336381	0.7048378	0.0842853	0.9964291	0.1392773
600	0.9813769	0.7188516	0.8795849	0.5438281	0.3458637	0.6503680	0.7077080	0.0838651	0.9981507	0.0624925
650	0.9947183	0.8235414	0.8425583	0.5496428	0.3617811	0.6699026	0.7092743	0.0852666	0.9993448	0.0404927
700	0.9985020	0.8672001	0.8142429	0.5200532	0.3819252	0.6831407	0.7077168	0.0894230	0.9997942	0.0363710
750	0.9995752	0.8817362	0.8112548	0.4745637	0.3979545	0.6875564	0.7013651	0.0955026	0.9999360	0.0366437
800	0.9998795	0.8867391	0.8275153	0.4330668	0.4056595	0.6852713	0.6907633	0.1014842	0.9999786	0.0368984
850	0.9999658	0.8908387	0.8506029	0.4070360	0.4057659	0.6803911	0.6786836	0.1056097	0.9999913	0.0361083
900	0.9999903	0.8958416	0.8704874	0.3978203	0.4018459	0.6763535	0.6683161	0.1073018	0.9999953	0.0346948
950	0.9999973	0.9008509	0.8828076	0.4003850	0.3975790	0.6745671	0.6615918	0.1071154	0.9999967	0.0333143
1000	0.9999992	0.9048149	0.8877440	0.4077016	0.3950360	0.6747405	0.6586903	0.1060911	0.9999974	0.0323283

0	1.0000000	0.9086691	0.8848550	0.4115067	0.3974536	0.6773818	0.6602751	0.1054028	0.9999983	0.0317284
50	0.5287852	0.8581947	0.5832180	0.3168043	0.6193190	0.6762476	0.6578738	0.1231306	0.9999982	0.0379674
100	0.3951434	0.6293173	0.5479443	0.1838053	0.6767129	0.6680575	0.6336364	0.1655868	0.9999970	0.0565077
150	0.3572411	0.3918971	0.5622294	0.1205076	0.6884229	0.6609622	0.5870849	0.1982366	0.9999912	0.0712784
200	0.3464916	0.2587890	0.5747460	0.0965026	0.6895212	0.6655134	0.5418580	0.2152307	0.9999789	0.0759287
250	0.3434429	0.1988594	0.5806017	0.0881622	0.6923372	0.6791593	0.5099845	0.2226276	0.9999655	0.0756340
300	0.3425782	0.1745706	0.5829328	0.0847892	0.6990051	0.6946872	0.4909941	0.2262822	0.9999570	0.0744747
350	0.3423330	0.1653992	0.5838548	0.0824095	0.7074109	0.7075274	0.4803710	0.2292387	0.9999536	0.0736425
400	0.3422635	0.1621396	0.5842530	0.0801048	0.7151936	0.7165570	0.4740395	0.2323132	0.9999530	0.0731909
450	0.3422437	0.1610581	0.5844538	0.0779871	0.7212337	0.7224916	0.4695791	0.2353141	0.9999534	0.0729685
500	0.3422382	0.1607385	0.5845735	0.0762617	0.7254960	0.7264480	0.4659669	0.2379031	0.9999540	0.0728598
550	0.8134514	0.3055700	0.9232343	0.0895559	0.5288475	0.7292685	0.4638952	0.2243055	0.9999568	0.0570445
600	0.9470927	0.6165431	0.9842193	0.1430529	0.4793994	0.7308018	0.4725729	0.1881713	0.9999715	0.0376988
650	0.9849949	0.7959427	0.9925969	0.2032612	0.4671997	0.7287198	0.4973027	0.1596662	0.9999862	0.0296232
700	0.9957444	0.8757567	0.9882427	0.2423075	0.4613545	0.7214398	0.5296224	0.1440616	0.9999940	0.0269522
750	0.9987931	0.9083916	0.9798401	0.2648179	0.4529157	0.7106013	0.5590330	0.1360530	0.9999972	0.0262844
800	0.9996577	0.9207059	0.9709628	0.2831766	0.4410703	0.6993854	0.5810705	0.1307406	0.9999984	0.0263416
850	0.9999029	0.9246365	0.9624005	0.3041985	0.4281867	0.6902170	0.5968092	0.1257774	0.9999989	0.0266490
900	0.9999725	0.9251987	0.9533259	0.3283852	0.4168390	0.6839909	0.6090629	0.1207405	0.9999990	0.0270418
950	0.9999922	0.9243574	0.9429366	0.3527307	0.4084250	0.6804486	0.6198223	0.1160530	0.9999991	0.0274919
1000	0.9999978	0.9228121	0.9313538	0.3737425	0.4030881	0.6788246	0.6297027	0.1122025	0.9999990	0.0280151

0	1.0000000	0.9086691	0.8848550	0.4115067	0.3974536	0.6773818	0.6602751	0.1054028	0.9999983	0.0317284
50	1.0000000	0.8810865	0.3979545	0.4266444	0.3333430	0.4615278	0.6603095	0.1033966	0.9999981	0.0436007
100	1.0000000	0.7585235	0.3046428	0.5719963	0.2194078	0.3903351	0.6655321	0.0864365	0.9999941	0.0989168
150	1.0000000	0.5907179	0.2645185	0.7880859	0.1580622	0.3752718	0.6896142	0.0611495	0.9999242	0.1881531
200	1.0000000	0.4442329	0.2197047	0.9132455	0.1360466	0.3843453	0.7346194	0.0424916	0.9992712	0.2860490
250	1.0000000	0.3255759	0.1813396	0.9630573	0.1325228	0.3987694	0.7866432	0.0325206	0.9959378	0.3957040
300	1.0000000	0.2345954	0.1573330	0.9800039	0.1360322	0.4100685	0.8308726	0.0282026	0.9844118	0.5090870
350	1.0000000	0.1727246	0.1452144	0.9845158	0.1408027	0.4169561	0.8609516	0.0267864	0.9565180	0.6024160
400	1.0000000	0.1356115	0.1414641	0.9845996	0.1444646	0.4205793	0.8780190	0.0265408	0.9107671	0.6627308
450	1.0000000	0.1164861	0.1440955	0.9834401	0.1466102	0.4222640	0.8863038	0.0265247	0.8587926	0.6911119
500	1.0000000	0.1098343	0.1503730	0.9822887	0.1476511	0.4229398	0.8899588	0.0263805	0.8162190	0.6937795
550	1.0000000	0.1941523	0.4369176	0.9793165	0.1942913	0.6748978	0.8916984	0.0266272	0.8043624	0.4734102
600	1.0000000	0.3980886	0.4562103	0.9285417	0.3299752	0.7593422	0.8899047	0.0341398	0.8770751	0.2331745
650	1.0000000	0.5344994	0.4794407	0.7062073	0.4440624	0.7793759	0.8697502	0.0590686	0.9503592	0.1519377
700	1.0000000	0.6209334	0.5758022	0.4473109	0.4938521	0.7572385	0.8156342	0.0944645	0.9831185	0.1169874
750	1.0000000	0.7080526	0.7265125	0.3048446	0.4871183	0.7101716	0.7417733	0.1220900	0.9945682	0.0834865
800	1.0000000	0.7924901	0.8510363	0.2646695	0.4469445	0.6712054	0.6772649	0.1323458	0.9983062	0.0559427
850	1.0000000	0.8532594	0.9151339	0.2932004	0.4057685	0.6567630	0.6382410	0.1274600	0.9994861	0.0402160
900	1.0000000	0.8886562	0.9339036	0.3561665	0.3833306	0.6597343	0.6254976	0.1162920	0.9998462	0.0329335
950	1.0000000	0.9062788	0.9258686	0.4130702	0.3794719	0.6687325	0.6311376	0.1067500	0.9999536	0.0301187
1000	1.0000000	0.9130470	0.9053732	0.4403920	0.3856412	0.6770499	0.6444261	0.1019528	0.9999853	0.0295829

0	1.0000000	0.9086691	0.8848550	0.4115067	0.3974536	0.6773818	0.6602751	0.1054028	0.9999983	0.0317284
50	1.0000000	0.8652918	0.2242234	0.3934518	0.3676161	0.5814366	0.5980525	0.3306373	0.9999981	0.0511593
100	1.0000000	0.6257999	0.1040976	0.4519901	0.3092635	0.5621749	0.4778946	0.4042595	0.9999816	0.2014179
150	1.0000000	0.3304905	0.0801006	0.5691152	0.2815510	0.5827764	0.3982799	0.4230770	0.9983641	0.5339347
200	1.0000000	0.1629605	0.0710464	0.6568067	0.2873121	0.6158604	0.3584593	0.4260781	0.9680135	0.7795803
250	1.0000000	0.0882256	0.0648882	0.6791212	0.3037706	0.6440736	0.3409196	0.4266231	0.8599936	0.8855224
300	1.0000000	0.0567551	0.0637309	0.6606473	0.3127235	0.6620745	0.3337143	0.4263348	0.7229539	0.9262529
350	1.0000000	0.0442764	0.0703110	0.6381622	0.3136522	0.6713165	0.3310421	0.4242940	0.6196094	0.9381869
400	1.0000000	0.0408217	0.0779030	0.6275058	0.3120000	0.6751435	0.3305631	0.4211609	0.5602346	0.9328540
450	1.0000000	0.0414468	0.0816460	0.6260035	0.3112162	0.6763237	0.3312069	0.4182886	0.5341392	0.9206434
500	1.0000000	0.0431060	0.0827371	0.6265987	0.3119292	0.6764369	0.3322649	0.4164093	0.5280544	0.9104655
550	1.0000000	0.2216001	0.7335766	0.6458554	0.3413119	0.7876135	0.3543168	0.1748335	0.5627695	0.4616054
600	1.0000000	0.5634840	0.7213184	0.5626957	0.4475081	0.8175476	0.4358638	0.0995550	0.7660688	0.1422091
650	1.0000000	0.7358370	0.7554517	0.3847330	0.5249153	0.8032595	0.5403752	0.1004909	0.9214158	0.0680657
700	1.0000000	0.8173164	0.8378157	0.2569529	0.5362355	0.7615484	0.6039160	0.1267935	0.9770636	0.0480684
750	1.0000000	0.8639375	0.9118297	0.2070907	0.5049218	0.7166251	0.6129943	0.1448694	0.9935265	0.0383596
800	1.0000000	0.8929882	0.9523035	0.2135015	0.4600120	0.6877897	0.6000267	0.1462937	0.9981884	0.0324400
850	1.0000000	0.9100637	0.9667328	0.2572601	0.4242734	0.6767717	0.5915578	0.1366517	0.9994936	0.0292067
900	1.0000000	0.9190409	0.9649887	0.3154111	0.4051482	0.6759063	0.5956125	0.1244329	0.9998579	0.0277372
950	1.0000000	0.9227907	0.9522259	0.3638389	0.3988086	0.6782870	0.6090691	0.1149766	0.9999595	0.0273554
1000	1.0000000	0.9231319	0.9336776	0.3916800	0.3987894	0.6804635	0.6253264	0.1095993	0.9999879	0.0276796
