"Time"	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C
650	0.3760935	0.0711109	0.3586181	0.1572508	0.1416269	0.9970955	0.8826956	0.3716158	0.8533851	1.0000000
700	0.2235844	0.1099365	0.5339900	0.1439368	0.1415651	0.9974947	0.9150588	0.3702663	0.8547560	1.0000000
750	0.2927232	0.3373631	0.6624513	0.1395096	0.1414851	0.9977504	0.9301642	0.3688391	0.8549671	1.0000000
800	0.6237389	0.6165684	0.7368806	0.1380132	0.1414108	0.9978928	0.9369477	0.3688472	0.8410533	1.0000000
850	0.8322913	0.7933261	0.7749834	0.1374871	0.1413538	0.9979665	0.9399480	0.3808244	0.7623508	1.0000000
900	0.9253691	0.8847510	0.7931970	0.1372881	0.1413150	0.9980032	0.9412657	0.4260402	0.6601439	1.0000000
950	0.9645807	0.9291871	0.8015565	0.1372044	0.1412908	0.9980209	0.9418423	0.4992494	0.5897611	1.0000000
1000	0.9808935	0.9503593	0.8053003	0.1371653	0.1412765	0.9980293	0.9420940	0.5730723	0.5505942	1.0000000

0	0.9925970	0.9694662	0.8082680	0.1371225	0.1412597	0.9980364	0.9422887	0.7069555	0.5109740	1.0000000
50	0.9932263	0.9571575	0.4279201	0.5044227	0.0982781	0.9980419	0.9467807	0.7073055	0.5077874	0.9353514
100	0.9931697	0.8184423	0.2040084	0.6222971	0.0815514	0.9980406	0.9263332	0.7102564	0.5022061	0.9161323
150	0.9901062	0.4559218	0.1009793	0.6593494	0.0750430	0.9979793	0.8842881	0.7114519	0.5321224	0.9104188
200	0.9688643	0.2198098	0.0591791	0.6708041	0.0725169	0.9978355	0.8421207	0.6781951	0.6533357	0.9087202
250	0.8667007	0.1194109	0.0427085	0.6742747	0.0715488	0.9976393	0.8115082	0.5887490	0.7571918	0.9082153
300	0.6366462	0.0787321	0.0362309	0.6752978	0.0711935	0.9974406	0.7927446	0.4977410	0.8036437	0.9080652
350	0.4202258	0.0623238	0.0336703	0.6755885	0.0710787	0.9972765	0.7823349	0.4393509	0.8220022	0.9080205
400	0.2945910	0.0557088	0.0326531	0.6756678	0.0710551	0.9971598	0.7769203	0.4089063	0.8291272	0.9080073
450	0.2335442	0.0530422	0.0322478	0.6756891	0.0710624	0.9970856	0.7742266	0.3945612	0.8318843	0.9080033
500	0.2057470	0.0519672	0.0320863	0.6756956	0.0710767	0.9970422	0.7729291	0.3881753	0.8329508	0.9080022
550	0.1116785	0.0515345	0.1009526	0.2944500	0.1140969	0.9969748	0.7642130	0.3853006	0.8356454	0.9726504
600	0.0744863	0.0514004	0.2077795	0.1766872	0.1308470	0.9970151	0.8315654	0.3826705	0.8420072	0.9918694
650	0.0599617	0.0539470	0.3893043	0.1442602	0.1373595	0.9972828	0.8868048	0.3789527	0.8478180	0.9975829
700	0.0631588	0.1186001	0.5721393	0.1369706	0.1398650	0.9975762	0.9165120	0.3750543	0.8516040	0.9992814
750	0.2504178	0.3876562	0.6937006	0.1360918	0.1408023	0.9977839	0.9306897	0.3719452	0.8531764	0.9997864
800	0.6309828	0.6614156	0.7577980	0.1364269	0.1411347	0.9979063	0.9371645	0.3712375	0.8327365	0.9999365
850	0.8390807	0.8204662	0.7875206	0.1367770	0.1412415	0.9979720	0.9400551	0.3868805	0.7421448	0.9999811
900	0.9289989	0.8995551	0.8002028	0.1369778	0.1412691	0.9980055	0.9413257	0.4387152	0.6429437	0.9999944
950	0.9663523	0.9370415	0.8052806	0.1370711	0.1412719	0.9980219	0.9418772	0.5146727	0.5791772	0.9999983
1000	0.9817413	0.9545128	0.8072059	0.1371086	0.1412688	0.9980297	0.9421141	0.5863087	0.5447352	0.9999995

0	0.9925970	0.9694662	0.8082680	0.1371225	0.1412597	0.9980364	0.9422887	0.7069555	0.5109740	1.0000000
50	0.9925777	0.9472658	0.3109637	0.1323361	0.0989112	0.9980365	0.9423800	0.7070130	0.5111848	1.0000000
100	0.9918753	0.7132252	0.1548944	0.1209403	0.0824313	0.9980367	0.9424899	0.7062537	0.5188427	1.0000000
150	0.9849270	0.3591424	0.1072255	0.1118774	0.0760181	0.9980371	0.9426686	0.6942322	0.5833091	1.0000000
200	0.9419916	0.1781468	0.0937088	0.1066798	0.0735224	0.9980377	0.9428601	0.6348821	0.7156469	1.0000000
250	0.7718741	0.1027422	0.0905238	0.1040822	0.0725511	0.9980385	0.9430153	0.5364623	0.7984707	1.0000000
300	0.4879050	0.0721019	0.0901714	0.1028744	0.0721730	0.9980392	0.9431224	0.4561145	0.8332598	1.0000000
350	0.2687512	0.0597055	0.0904203	0.1023372	0.0720258	0.9980397	0.9431895	0.4093691	0.8469474	1.0000000
400	0.1507969	0.0546961	0.0906864	0.1021053	0.0719685	0.9980401	0.9432288	0.3860821	0.8522782	1.0000000
450	0.0949557	0.0526728	0.0908639	0.1020073	0.0719461	0.9980404	0.9432508	0.3753629	0.8543500	1.0000000
500	0.0697849	0.0518558	0.0909652	0.1019666	0.0719373	0.9980406	0.9432627	0.3706529	0.8551548	1.0000000
550	0.0589470	0.0610215	0.6420459	0.1049100	0.1142823	0.9980406	0.9431835	0.3686464	0.8554672	1.0000000
600	0.1365314	0.3404942	0.8117361	0.1140975	0.1307608	0.9980405	0.9431250	0.3678123	0.8554855	1.0000000
650	0.5549232	0.6761315	0.8546573	0.1235524	0.1371734	0.9980402	0.9430291	0.3682088	0.8393069	1.0000000
700	0.8094899	0.8459321	0.8547358	0.1300588	0.1396689	0.9980399	0.9428879	0.3832086	0.7435631	1.0000000
750	0.9180751	0.9211204	0.8428219	0.1337282	0.1406401	0.9980394	0.9427288	0.4370408	0.6379403	1.0000000
800	0.9624958	0.9528208	0.8305383	0.1355761	0.1410181	0.9980387	0.9425847	0.5169878	0.5730931	1.0000000
850	0.9804962	0.9654127	0.8213727	0.1364434	0.1411653	0.9980381	0.9424736	0.5912541	0.5396332	1.0000000
900	0.9877679	0.9698467	0.8154946	0.1368319	0.1412227	0.9980376	0.9423974	0.6436288	0.5235364	1.0000000
950	0.9906969	0.9709782	0.8120626	0.1370004	0.1412451	0.9980372	0.9423496	0.6749264	0.5161307	1.0000000
1000	0.9918691	0.9709213	0.8101859	0.1370719	0.1412539	0.9980369	0.9423216	0.6917919	0.5128736	1.0000000

0	0.9925970	0.9694662	0.8082680	0.1371225	0.1412597	0.9980364	0.9422887	0.7069555	0.5109740	1.0000000
50	0.9925885	0.9601453	0.5268324	0.1307005	0.0833000	0.9989806	0.9422974	0.7089459	0.5025272	1.0000000
100	0.9923860	0.9007689	0.4431535	0.1161230	0.0607046	0.9991838	0.9423950	0.7135921	0.5014167	1.0000000
150	0.9913401	0.7740844	0.4262895	0.1052979	0.0518873	0.9992277	0.9425979	0.7151333	0.5115338	1.0000000
200	0.9882691	0.6397825	0.4297214	0.0994919	0.0484453	0.9992374	0.9428135	0.7062652	0.5432873	1.0000000
250	0.9819769	0.5492656	0.4366606	0.0967468	0.0471017	0.9992397	0.9429812	0.6778100	0.5991787	1.0000000
300	0.9727218	0.5043717	0.4422174	0.0955235	0.0465772	0.9992405	0.9430922	0.6279021	0.6601658	1.0000000
350	0.9630808	0.4884993	0.4457578	0.0949961	0.0463726	0.9992408	0.9431592	0.5699635	0.7062163	1.0000000
400	0.9558980	0.4866855	0.4477775	0.0947735	0.0462927	0.9992410	0.9431973	0.5205844	0.7333208	1.0000000
450	0.9520341	0.4899481	0.4488548	0.0946811	0.0462615	0.9992411	0.9432181	0.4867537	0.7463207	1.0000000
500	0.9506902	0.4940379	0.4494034	0.0946431	0.0462494	0.9992411	0.9432291	0.4670933	0.7510168	1.0000000
550	0.9521573	0.5911126	0.7658997	0.0975108	0.1041352	0.9982990	0.9432333	0.4559624	0.7564654	1.0000000
600	0.9633519	0.7753102	0.8617581	0.1077900	0.1267354	0.9980962	0.9432130	0.4540685	0.7175224	1.0000000
650	0.9761276	0.8863286	0.8807354	0.1193628	0.1355751	0.9980525	0.9431359	0.4787509	0.6437557	1.0000000
700	0.9843063	0.9392053	0.8712522	0.1277088	0.1390347	0.9980428	0.9429964	0.5311495	0.5831025	1.0000000
750	0.9886809	0.9623513	0.8537563	0.1325415	0.1403888	0.9980403	0.9428234	0.5903282	0.5465661	1.0000000
800	0.9908580	0.9714875	0.8374936	0.1350158	0.1409186	0.9980393	0.9426568	0.6383306	0.5271636	1.0000000
850	0.9918949	0.9742278	0.8255353	0.1361905	0.1411259	0.9980385	0.9425229	0.6702679	0.5175511	1.0000000
900	0.9923659	0.9742289	0.8178458	0.1367213	0.1412071	0.9980379	0.9424284	0.6890070	0.5130787	1.0000000
950	0.9925639	0.9732628	0.8133270	0.1369531	0.1412389	0.9980373	0.9423679	0.6990684	0.5111785	1.0000000
1000	0.9926349	0.9721529	0.8108388	0.1370520	0.1412514	0.9980370	0.9423318	0.7040710	0.5105052	1.0000000

0	0.9925970	0.9694662	0.8082680	0.1371225	0.1412597	0.9980364	0.9422887	0.7069555	0.5109740	1.0000000
50	0.9925984	0.9694730	0.8082691	0.1371201	0.1412083	0.9995138	0.9422887	0.6675586	0.6859846	1.0000000
100	0.9925990	0.9694764	0.8082773	0.1370932	0.1410723	0.9998318	0.9422888	0.5708205	0.7538633	1.0000000
150	0.9925994	0.9694791	0.8083211	0.1370334	0.1409493	0.9999003	0.9422893	0.4936588	0.7801904	1.0000000
200	0.9925995	0.9694847	0.8084212	0.1369639	0.1408708	0.9999150	0.9422903	0.4502536	0.7904013	1.0000000
250	0.9925997	0.9694969	0.8085633	0.1369057	0.1408282	0.9999182	0.9422919	0.4291214	0.7943612	1.0000000
300	0.9925999	0.9695168	0.8087141	0.1368657	0.1408072	0.9999189	0.9422936	0.4195520	0.7958962	1.0000000
350	0.9926002	0.9695422	0.8088458	0.1368414	0.1407974	0.9999190	0.9422952	0.4154003	0.7964901	1.0000000
400	0.9926007	0.9695692	0.8089459	0.1368279	0.1407930	0.9999191	0.9422965	0.4136503	0.7967186	1.0000000
450	0.9926012	0.9695944	0.8090145	0.1368209	0.1407911	0.9999191	0.9422974	0.4129283	0.7968052	1.0000000
500	0.9926017	0.9696154	0.8090580	0.1368175	0.1407902	0.9999191	0.9422980	0.4126358	0.7968369	1.0000000
550	0.9926022	0.9696315	0.8090837	0.1368182	0.1408410	0.9984417	0.9422984	0.4423969	0.6218138	1.0000000
600	0.9926026	0.9696429	0.8090907	0.1368441	0.1409766	0.9981237	0.9422985	0.5270420	0.5539271	1.0000000
650	0.9926030	0.9696496	0.8090553	0.1369033	0.1410996	0.9980552	0.9422982	0.6070084	0.5275948	1.0000000
700	0.9926032	0.9696498	0.8089599	0.1369726	0.1411783	0.9980405	0.9422972	0.6579188	0.5173806	1.0000000
750	0.9926033	0.9696412	0.8088203	0.1370308	0.1412210	0.9980373	0.9422957	0.6846892	0.5134188	1.0000000
800	0.9926032	0.9696235	0.8086707	0.1370710	0.1412421	0.9980366	0.9422940	0.6973725	0.5118833	1.0000000
850	0.9926030	0.9695994	0.8085394	0.1370954	0.1412519	0.9980365	0.9422924	0.7030192	0.5112901	1.0000000
900	0.9926026	0.9695730	0.8084393	0.1371089	0.1412564	0.9980364	0.9422911	0.7054338	0.5110633	1.0000000
950	0.9926021	0.9695482	0.8083705	0.1371159	0.1412583	0.9980364	0.9422902	0.7064368	0.5109789	1.0000000
1000	0.9926016	0.9695273	0.8083268	0.1371194	0.1412591	0.9980364	0.9422896	0.7068433	0.5109497	1.0000000

0	0.9925970	0.9694662	0.8082680	0.1371225	0.1412597	0.9980364	0.9422887	0.7069555	0.5109740	1.0000000
50	0.9926341	0.9772717	0.4484701	0.1294641	0.0710406	0.9980472	0.9561229	0.6555714	0.5105740	1.0000000
100	0.9926485	0.9472329	0.3392368	0.1128033	0.0437144	0.9980759	0.9619464	0.6447504	0.5104187	1.0000000
150	0.9922199	0.8701382	0.3124363	0.1012472	0.0330794	0.9981024	0.9644762	0.6419953	0.5150847	1.0000000
200	0.9909422	0.7984100	0.3106497	0.0955017	0.0289396	0.9981199	0.9656089	0.6370976	0.5290016	1.0000000
250	0.9889715	0.7558329	0.3143114	0.0929726	0.0273278	0.9981298	0.9661248	0.6251018	0.5500848	1.0000000
300	0.9868966	0.7347360	0.3177802	0.0919130	0.0266999	0.9981351	0.9663618	0.6061907	0.5715012	1.0000000
350	0.9852127	0.7253527	0.3200522	0.0914788	0.0264553	0.9981377	0.9664712	0.5847983	0.5882179	1.0000000
400	0.9840782	0.7216206	0.3213428	0.0913029	0.0263598	0.9981390	0.9665219	0.5657059	0.5991276	1.0000000
450	0.9834131	0.7203724	0.3220211	0.0912322	0.0263226	0.9981397	0.9665453	0.5513667	0.6053832	1.0000000
500	0.9830646	0.7201020	0.3223602	0.0912039	0.0263081	0.9981400	0.9665562	0.5419081	0.6086153	1.0000000
550	0.9787405	0.4974606	0.7306887	0.0935818	0.0965106	0.9981302	0.9529705	0.5827593	0.6404257	1.0000000
600	0.9716657	0.6912723	0.8560501	0.1038605	0.1238313	0.9981030	0.9472970	0.5658541	0.6841830	1.0000000
650	0.9765980	0.8461461	0.8846602	0.1165658	0.1344662	0.9980772	0.9448722	0.5407676	0.6538412	1.0000000
700	0.9834596	0.9218483	0.8775140	0.1261019	0.1386083	0.9980598	0.9437558	0.5502467	0.5978149	1.0000000
750	0.9879687	0.9552829	0.8593829	0.1317264	0.1402231	0.9980496	0.9431698	0.5880345	0.5564571	1.0000000
800	0.9904313	0.9688912	0.8415680	0.1346323	0.1408534	0.9980439	0.9428220	0.6303021	0.5326381	1.0000000
850	0.9916712	0.9735130	0.8281299	0.1360184	0.1410999	0.9980408	0.9426044	0.6631850	0.5203051	1.0000000
900	0.9922591	0.9742426	0.8193594	0.1366463	0.1411965	0.9980389	0.9424693	0.6843377	0.5143631	1.0000000
950	0.9925181	0.9734986	0.8141555	0.1369211	0.1412345	0.9980379	0.9423885	0.6964114	0.5117249	1.0000000
1000	0.9926183	0.9724039	0.8112712	0.1370384	0.1412495	0.9980372	0.9423421	0.7027069	0.5107040	1.0000000

0	0.9925970	0.9694662	0.8082680	0.1371225	0.1412597	0.9980364	0.9422887	0.7069555	0.5109740	1.0000000
50	0.9925954	0.9666133	0.6657299	0.2954461	0.0968651	0.9980331	0.9303238	0.7083948	0.4948718	0.7030078
100	0.9925313	0.9441495	0.4917520	0.3404676	0.0795898	0.9979799	0.8754542	0.7251936	0.4444781	0.6147163
150	0.9921084	0.8515654	0.3656640	0.3514502	0.0728737	0.9977863	0.7921422	0.7647189	0.3958949	0.5884686
200	0.9900644	0.6349693	0.2976019	0.3534793	0.0702805	0.9974053	0.7170297	0.8075526	0.3844466	0.5806655
250	0.9814084	0.3949624	0.2653349	0.3535184	0.0693111	0.9968795	0.6663027	0.8233847	0.4523219	0.5783458
300	0.9474009	0.2354036	0.2511350	0.3532875	0.0689904	0.9963203	0.6371993	0.7789544	0.5782547	0.5776561
350	0.8386941	0.1503509	0.2452224	0.3531234	0.0689291	0.9958389	0.6220530	0.6816909	0.6647852	0.5774511
400	0.6301142	0.1086680	0.2428759	0.3530443	0.0689643	0.9954899	0.6146463	0.5890179	0.7041485	0.5773902
450	0.4123603	0.0889133	0.2419834	0.3530176	0.0690251	0.9952683	0.6111734	0.5293614	0.7201162	0.5773720
500	0.2618204	0.0796881	0.2416538	0.3530161	0.0690818	0.9951410	0.6095922	0.4977142	0.7264084	0.5773667
550	0.1771723	0.0792243	0.3244110	0.1873275	0.1136043	0.9951427	0.6649823	0.4815219	0.7430893	0.8743573
600	0.1458222	0.1145264	0.4694940	0.1410404	0.1309283	0.9957076	0.7796303	0.4635143	0.7814468	0.9626482
650	0.2446614	0.2837190	0.6223248	0.1324500	0.1376068	0.9965672	0.8594898	0.4375924	0.8142393	0.9888959
700	0.5700252	0.5579178	0.7242790	0.1331397	0.1401021	0.9972252	0.9026408	0.4126262	0.8265761	0.9966989
750	0.8046464	0.7597773	0.7762088	0.1349169	0.1409759	0.9976160	0.9239648	0.4022184	0.7749367	0.9990186
800	0.9131831	0.8691684	0.7982892	0.1361135	0.1412460	0.9978258	0.9340295	0.4281666	0.6766526	0.9997083
850	0.9594105	0.9228189	0.8062182	0.1367248	0.1413074	0.9979334	0.9386371	0.4905876	0.6004872	0.9999133
900	0.9787314	0.9481557	0.8084607	0.1369925	0.1413062	0.9979870	0.9406985	0.5624531	0.5563244	0.9999742
950	0.9867836	0.9598915	0.8087900	0.1370945	0.1412920	0.9980131	0.9416042	0.6207849	0.5332276	0.9999923
1000	0.9901490	0.9652437	0.8086409	0.1371267	0.1412794	0.9980256	0.9419966	0.6594295	0.5216776	0.9999977

0	0.9925970	0.9694662	0.8082680	0.1371225	0.1412597	0.9980364	0.9422887	0.7069555	0.5109740	1.0000000
50	0.9925984	0.9694730	0.8082690	0.1371225	0.1412597	0.9980347	0.9364108	0.7078120	0.5018131	0.8261183
100	0.9925990	0.9694763	0.8082694	0.1371225	0.1412602	0.9980111	0.9145832	0.7172566	0.4741234	0.7744258
150	0.9925994	0.9694779	0.8082695	0.1371229	0.1412638	0.9979417	0.8868973	0.7394882	0.4457442	0.7590584
200	0.9925995	0.9694786	0.8082688	0.1371248	0.1412740	0.9978344	0.8642292	0.7664247	0.4258959	0.7544898
250	0.9925996	0.9694789	0.8082654	0.1371299	0.1412918	0.9977185	0.8496076	0.7894486	0.4144273	0.7531317
300	0.9925996	0.9694787	0.8082565	0.1371390	0.1413148	0.9976196	0.8414096	0.8054287	0.4085000	0.7527279
350	0.9925996	0.9694777	0.8082395	0.1371516	0.1413387	0.9975484	0.8371962	0.8151294	0.4056482	0.7526079
400	0.9925996	0.9694755	0.8082138	0.1371659	0.1413600	0.9975030	0.8351505	0.8205012	0.4043420	0.7525722
450	0.9925996	0.9694719	0.8081815	0.1371798	0.1413766	0.9974766	0.8341951	0.8232838	0.4037648	0.7525616
500	0.9925995	0.9694668	0.8081463	0.1371917	0.1413884	0.9974623	0.8337610	0.8246534	0.4035167	0.7525585
550	0.9925995	0.9694606	0.8081123	0.1372011	0.1413962	0.9974621	0.8489503	0.8243509	0.4153526	0.9264392
600	0.9925993	0.9694538	0.8080825	0.1372077	0.1413991	0.9975306	0.8834511	0.8140715	0.4466769	0.9781315
650	0.9925992	0.9694471	0.8080586	0.1372110	0.1413920	0.9976649	0.9103733	0.7907789	0.4746213	0.9934988
700	0.9925991	0.9694410	0.8080427	0.1372090	0.1413732	0.9977990	0.9262458	0.7637034	0.4923979	0.9980673
750	0.9925989	0.9694360	0.8080380	0.1372007	0.1413475	0.9978983	0.9345936	0.7412285	0.5020785	0.9994254
800	0.9925988	0.9694328	0.8080471	0.1371875	0.1413218	0.9979610	0.9387157	0.7259591	0.5068999	0.9998292
850	0.9925987	0.9694318	0.8080696	0.1371724	0.1413006	0.9979972	0.9406688	0.7168503	0.5091651	0.9999492
900	0.9925987	0.9694333	0.8081015	0.1371582	0.1412850	0.9980167	0.9415672	0.7118840	0.5101863	0.9999849
950	0.9925987	0.9694372	0.8081370	0.1371465	0.1412746	0.9980268	0.9419716	0.7093477	0.5106327	0.9999955
1000	0.9925987	0.9694428	0.8081710	0.1371378	0.1412682	0.9980318	0.9421507	0.7081150	0.5108229	0.9999987

0	0.9925970	0.9694662	0.8082680	0.1371225	0.1412597	0.9980364	0.9422887	0.7069555	0.5109740	1.0000000
50	0.9925984	0.9694730	0.8082690	0.1371225	0.1412597	0.9980364	0.9422887	0.1964697	0.3221709	1.0000000
100	0.9925990	0.9694763	0.8082694	0.1371225	0.1412597	0.9980364	0.9422887	0.0927829	0.2489410	1.0000000
150	0.9925994	0.9694779	0.8082696	0.1371225	0.1412597	0.9980364	0.9422887	0.0740384	0.2205377	1.0000000
200	0.9925995	0.9694787	0.8082697	0.1371225	0.1412597	0.9980364	0.9422887	0.0714178	0.2095210	1.0000000
250	0.9925996	0.9694790	0.8082697	0.1371225	0.1412597	0.9980364	0.9422887	0.0713947	0.2052480	1.0000000
300	0.9925996	0.9694792	0.8082697	0.1371225	0.1412597	0.9980364	0.9422887	0.0716031	0.2035906	1.0000000
350	0.9925996	0.9694793	0.8082697	0.1371225	0.1412597	0.9980364	0.9422887	0.0717337	0.2029478	1.0000000
400	0.9925997	0.9694793	0.8082697	0.1371225	0.1412597	0.9980364	0.9422887	0.0717965	0.2026984	1.0000000
450	0.9925997	0.9694793	0.8082697	0.1371225	0.1412597	0.9980364	0.9422887	0.0718239	0.2026017	1.0000000
500	0.9925997	0.9694794	0.8082697	0.1371225	0.1412597	0.9980364	0.9422887	0.0718354	0.2025642	1.0000000
550	0.9925997	0.9694794	0.8082697	0.1371225	0.1412597	0.9980364	0.9422887	0.7585184	0.3913388	1.0000000
600	0.9925997	0.9694794	0.8082697	0.1371225	0.1412597	0.9980364	0.9422887	0.8433816	0.4645567	1.0000000
650	0.9925997	0.9694794	0.8082697	0.1371225	0.1412597	0.9980364	0.9422887	0.8011750	0.4929550	1.0000000
700	0.9925997	0.9694794	0.8082697	0.1371225	0.1412597	0.9980364	0.9422887	0.7569108	0.5039695	1.0000000
750	0.9925997	0.9694794	0.8082697	0.1371225	0.1412597	0.9980364	0.9422887	0.7305437	0.5082416	1.0000000
800	0.9925997	0.9694794	0.8082697	0.1371225	0.1412597	0.9980364	0.9422887	0.7174428	0.5098985	1.0000000
850	0.9925997	0.9694794	0.8082697	0.1371225	0.1412597	0.9980364	0.9422887	0.7114832	0.5105412	1.0000000
900	0.9925997	0.9694794	0.8082697	0.1371225	0.1412597	0.9980364	0.9422887	0.7089061	0.5107905	1.0000000
950	0.9925997	0.9694794	0.8082697	0.1371225	0.1412597	0.9980364	0.9422887	0.7078266	0.5108872	1.0000000
1000	0.9925997	0.9694794	0.8082697	0.1371225	0.1412597	0.9980364	0.9422887	0.7073839	0.5109246	1.0000000
