YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C
0.3109539	0.5914314	0.5009413	0.4179195	0.9300229	0.1528729	0.5770161	0.9732701	0.0443259	1.0164766
0.0061852	0.2237557	0.8996111	0.5787037	1.0441366	0.4486340	0.7889881	1.0399121	0.0713437	1.0934270
0.0481090	0.0318405	0.8079367	0.5434428	0.9920524	0.4527031	0.9110110	0.8448096	0.0732206	0.8993394
0.6869811	0.4957626	0.5592032	0.5267635	1.0180204	0.3632623	0.8795335	0.9301987	0.1553729	0.6749246
0.0017963	0.1517035	0.8699930	0.5208950	0.9906517	0.3367828	0.7690715	0.8987087	0.1208883	1.0348703
0.0057783	0.1721976	0.7608796	0.5882375	0.9959078	0.5722998	0.6947124	0.9990397	0.1633255	0.7822978
0.1489447	0.5735024	0.9729324	0.4847307	0.8925304	0.6848391	0.8976838	0.8862649	0.0330179	1.0731513
0.2048215	0.3563430	0.4652302	0.7338111	0.9706205	0.4941710	0.8854047	1.0250031	0.0937033	0.9427069
0.3408564	0.1585693	0.6742231	0.4691455	1.0343464	0.4464390	0.5992140	1.0681281	0.0323618	1.0439816
0.0024753	0.1256507	0.8672207	0.5924001	1.0054815	0.5813875	0.8910730	0.6904696	0.1510351	0.7083466
