YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W
0.3893242	0.2343495	0.3998577	0.4290571	0.4338755	0.9853050	0.9334876	0.5094946	1.0358734	0.9467891
0.6848292	0.1501672	0.4213244	0.5379009	0.4672280	1.1224032	0.9367585	0.5227440	1.0490252	0.9081782
0.7294664	0.2373634	0.2730236	0.4826649	0.4504777	1.0085361	1.0872196	0.5175647	1.0097644	1.0892235
0.6928434	0.2602091	0.7836483	0.3248533	0.4429945	1.1474555	0.9984585	0.4883720	1.0104304	0.9422968
0.7695867	0.2437015	0.5370465	0.4205875	0.2390908	0.8359251	0.9633142	0.4812259	1.0404810	1.0513830
0.6845720	0.2438651	0.2816337	0.6255452	0.7124706	0.5054213	1.0005875	0.5092970	1.0800420	1.1467633
0.7803299	0.4757962	0.4073111	0.5285590	0.4498758	1.0050303	0.5756532	0.4796071	0.9130089	1.0654185
0.8532357	0.2863116	0.5015188	0.5028362	0.4707282	1.0590906	1.0572252	0.2801902	1.0398034	0.9590303
0.6983170	0.2291871	0.5568227	0.4425214	0.4531658	0.9992496	1.0696989	0.7733017	0.5482296	1.0148868
0.7214995	0.2097461	0.4649859	0.5517486	0.4257044	1.1166396	1.0692517	0.5347136	0.9646865	0.6054242
