YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W
0.0000000	0.7093945	0.8094389	0.0353759	0.1707883	0.5590744	0.3686222	0.7099997	0.8588033	0.7630715
0.8359574	0.0000000	0.8692602	0.0908658	0.4895931	0.5374873	0.3518244	0.6565260	0.7780680	0.8139447
0.7090225	0.0308040	0.0000000	0.0498038	0.4501530	0.5716054	0.3971316	0.6800255	0.9125538	0.7016586
0.0666917	0.6233259	0.7635765	0.0017678	0.1818299	0.7358403	0.4547981	0.7008143	0.7438153	0.8347328
0.0687410	0.7785214	0.9038719	0.0190961	0.0000000	0.8738754	0.3160331	0.8888928	1.0000000	0.7460379
0.0667149	0.7207377	0.8518004	0.0351707	0.4493164	0.0000000	0.4470205	0.6814758	0.7550332	0.7908644
0.0828611	0.7490766	0.6513489	0.0362889	0.2292613	0.7362848	0.0000000	0.6825572	0.6821025	0.8825647
0.0994672	0.8644136	0.8816570	0.0248682	0.2467656	0.6452718	0.8131416	0.0000000	0.6801242	0.8166557
0.0911231	0.7293192	0.8483737	0.3602086	0.2510242	0.7810679	0.4856993	0.8662662	0.0000000	0.6650626
0.0601489	0.7315177	0.7153051	0.0108880	0.1762349	0.6479133	0.4192367	0.6874209	0.6954542	0.0000000
