YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C
0.0000000	0.9139215	0.8166933	1.0518401	0.0084483	0.2603132	1.0254674	0.1561778	1.0302732	0.8055151
0.0366598	0.0000000	0.8286318	1.0801384	0.0157344	0.3012058	0.9806359	0.1313014	1.0043772	0.7715287
0.0410070	0.0650167	0.0000000	0.8713621	0.0133980	0.2704370	1.0022134	0.6999069	1.0200733	0.9526769
0.0441948	0.0490475	0.0082193	0.0000000	0.0075429	0.2526883	0.9228107	0.7055837	0.9444040	1.0009115
1.0428686	0.9218103	0.8890160	0.9908029	0.0000000	0.3114712	0.9873064	0.1219972	1.0157666	0.7972809
1.0186287	0.9615861	0.9219792	1.0417546	0.0139782	0.0000000	1.0595829	0.1335963	1.1317169	0.8584793
0.3050195	0.1787851	0.3077328	0.3030060	0.8188337	1.0589386	0.0000000	0.1161479	1.0312934	1.0334331
0.9255645	0.9589558	0.8651352	0.9394918	0.0135719	0.2274009	0.9985001	0.0000000	0.8467210	0.3019215
0.9908315	0.9515039	0.8273196	1.0383884	0.0147994	0.2579892	1.0519176	0.0896400	0.0000000	0.8174984
1.0060560	0.9103858	0.7760524	1.0122649	0.0162043	0.2915843	0.9453268	0.4029924	0.0103058	0.0000000
