YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W
0.0000067	0.4845153	0.7869506	0.0863617	0.7908250	0.7525618	0.8681860	0.5859303	0.0000004	0.3139055
0.0000067	0.4828042	0.7826192	0.0866967	0.7848886	0.7436882	0.8297855	0.4509051	0.0328750	0.0000014
0.9999993	0.0000013	0.7622056	0.0000000	0.7566926	0.7039548	0.6844225	0.2216957	0.0334322	0.0097727
0.8908340	0.4777349	0.7687476	0.0877290	0.7658171	0.7160109	0.7239333	0.2618664	0.0000011	0.0000036
