"Time"	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C

0	0.3253834	0.2551609	0.0416936	0.0531196	1.0270864	0.6937588	0.5441518	0.5242232	0.9570758	1.0203309
50	0.6117825	0.2834058	0.0479433	0.0560475	0.9502328	0.5936420	0.5616676	0.6782960	0.9260297	1.0640828
100	0.7368782	0.2385275	0.0379773	0.0508459	0.9977936	0.6791368	0.6837737	0.7346882	1.0230539	1.0165390
150	0.6583913	0.1995502	0.0346570	0.0609055	1.0198994	0.7697114	0.8249161	0.6910390	1.1809639	1.0879752
200	0.7239615	0.1986870	0.0527647	0.0919517	1.0501889	0.8113584	1.0401590	0.8098675	1.0149913	0.9565445
250	0.6810595	0.1724223	0.0487333	0.0622753	1.0148902	0.8611616	1.0454825	0.7377709	1.0238985	0.9467152
300	0.6511576	0.1798077	0.0367659	0.0572164	1.0073967	0.8732088	1.0497286	0.8004218	1.0635842	0.9393743
350	0.6021961	0.1996522	0.0219665	0.0598059	0.9798175	0.9316486	1.0668825	0.8098462	1.0176458	0.9025150
400	0.6769839	0.1999047	0.0284560	0.0544693	0.9498560	0.9214644	0.9285024	0.7157452	0.9686017	1.0185910
450	0.5987084	0.2330546	0.0267477	0.0604014	0.9107243	0.8355717	0.9294286	0.7098439	1.0300546	1.0920851
500	0.6328513	0.2243146	0.0437732	0.0532763	0.9546334	0.8283656	0.8927639	0.7318956	1.0408872	1.0651492
550	0.3469405	0.2098590	0.0349871	0.0511099	0.9473852	0.8452019	0.8096534	0.6073717	1.0675309	0.9803139
600	0.2776121	0.2896753	0.0372107	0.0784127	1.0350909	0.9079775	0.8216711	0.5913493	0.9834305	0.9118410
650	0.2588393	0.2267861	0.0485329	0.0582305	0.9903146	0.8414744	0.6720903	0.4735815	0.9759260	0.9695456
700	0.2297275	0.2457891	0.0385699	0.0555857	1.0112218	0.8133402	0.5955085	0.4651582	0.9663230	0.9995278
750	0.2806270	0.2921743	0.0815647	0.0830266	0.9580143	0.7684178	0.6037373	0.5359156	1.0807802	0.9470860
800	0.2293027	0.2468216	0.0837857	0.0683535	1.0040862	0.7798078	0.5220968	0.5515172	0.9674131	1.0761601
850	0.2306976	0.2717240	0.0649082	0.0562120	0.9975691	0.7353986	0.5500988	0.6464726	1.0615238	0.9614017
900	0.2516776	0.2437827	0.0410244	0.0592011	1.0893879	0.6494046	0.5839832	0.6047510	1.0868902	0.9310284
950	0.2927057	0.2517489	0.0355473	0.0689052	1.0474402	0.6563891	0.6301781	0.5728483	1.0063835	1.0542537
1000	0.2984573	0.2294729	0.0442516	0.0379457	1.0576114	0.8031681	0.5773752	0.5646521	1.0366292	1.0039731

0	0.3253834	0.2551609	0.0416936	0.0531196	1.0270864	0.6937588	0.5441518	0.5242232	0.9570758	1.0203309
50	0.2604766	0.3082592	0.0372380	0.0679465	0.9523190	0.6539141	0.7152257	0.9955352	0.9687214	0.9193607
100	0.2611821	0.3708771	0.0475139	0.0665420	0.9909632	0.7133861	0.8818471	0.9549037	0.9350014	0.9956311
150	0.2350443	0.2765852	0.0276293	0.0716091	0.9528805	0.8371022	1.0328395	0.9866079	0.9679456	0.9968384
200	0.2267590	0.3116717	0.0503077	0.0581997	0.9599281	0.8732843	1.0558919	0.9303375	1.0238617	0.9836264
250	0.1959846	0.2996224	0.0424284	0.0664004	0.9494589	0.8461390	1.1018013	0.9362452	1.0140410	1.0697043
300	0.1870178	0.2792073	0.0412427	0.0603619	0.9663581	0.9016568	1.0429553	0.9928774	1.0044325	1.0187607
350	0.1762035	0.3259086	0.0239440	0.0450159	0.9267505	0.9865548	1.1007428	0.9834415	1.0169965	0.9889239
400	0.1630821	0.3314438	0.0358983	0.0573139	0.9733841	0.9231564	1.0165931	0.9939158	1.0621211	0.9724302
450	0.1884288	0.3585686	0.0262620	0.0559989	0.9491590	0.8647193	0.9691294	0.9489413	0.9755487	0.9994378
500	0.1686799	0.3431560	0.0548145	0.0447706	1.0140814	0.7939726	0.9603654	0.9983907	1.0078994	0.9530195
550	0.1744891	0.2358669	0.0307147	0.0507141	1.0159718	0.8673814	0.9355164	0.5752014	0.9864483	1.0620723
600	0.1814956	0.2099463	0.0351714	0.0870168	1.0239999	0.8149052	0.8788283	0.4840021	0.9486922	0.9589286
650	0.1873122	0.2137464	0.0421335	0.0539634	1.0601042	0.7563087	0.7989496	0.5190105	0.9610145	0.9659529
700	0.2233553	0.2697223	0.0571989	0.0504692	1.0091133	0.7776906	0.6198850	0.4686553	0.9970939	0.9373368
