YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C
0.0000000	0.4643836	0.4498747	0.9874299	0.4575589	0.9975695	0.9370438	0.3198963	0.1634154	1.0112626
0.2231393	0.0000000	0.5719158	0.9170384	0.0342696	0.0075051	0.0483468	0.0045867	0.1798179	0.8726324
0.2023057	1.0288062	0.0000000	0.9695470	0.4421995	1.0702551	0.9688564	0.8864711	0.1756189	1.0278291
1.0617392	0.2920349	0.9833740	0.0000000	0.5680542	0.9708330	0.9282228	0.8554281	0.6571726	1.0233650
0.2572640	0.5578495	0.4175509	1.0203231	0.0000000	0.9604189	1.0143199	0.3748301	0.1126938	1.1225667
0.2244492	0.4388170	0.5268137	1.0571232	0.0042272	0.0000000	0.9714828	0.2743491	0.1696467	0.9457947
0.2282227	0.4338844	0.4605965	0.9806050	0.0130016	0.0026313	0.0000000	0.4516501	0.1794513	1.0301732
0.2356090	0.5115429	0.4066795	0.9443078	0.0187450	0.0031819	0.0401639	0.0000000	0.2614489	0.9507132
0.2503565	0.3875281	0.4697222	1.1064405	0.0181543	0.0061320	0.0292016	0.0021575	0.0000000	1.0547493
0.1860205	0.4597466	0.4491505	0.9930462	0.5113850	1.0052564	0.9387653	0.9931234	0.5226012	0.0000000
