"Time"	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W
900	0.2330855	0.5989385	0.4743093	0.0464890	0.0938138	0.3477036	1.0000000	0.9997234	0.0003502	1.0000000
950	0.2309690	0.5990968	0.4629782	0.0462126	0.0936562	0.3477036	1.0000000	0.9999054	0.0003502	1.0000000
1000	0.2302257	0.5992001	0.4576963	0.0461215	0.0936069	0.3477036	1.0000000	0.9999679	0.0003502	1.0000000

0	0.2300985	0.5993156	0.4534830	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.0003506	1.0000000
50	0.2300365	0.5993107	0.4534866	0.0461030	0.2291568	0.3477036	1.0000000	1.0000000	0.0003525	0.9828169
100	0.2300092	0.5993088	0.4536004	0.0473879	0.3382843	0.3477036	1.0000000	1.0000000	0.0003637	0.9656334
150	0.2299975	0.5993080	0.4550656	0.0531320	0.3814633	0.3477036	1.0000000	1.0000000	0.0003786	0.9572239
200	0.2299925	0.5993077	0.4604637	0.0613852	0.3960747	0.3477036	1.0000000	1.0000000	0.0003903	0.9538158
250	0.2299904	0.5993076	0.4703509	0.0681382	0.4007588	0.3477036	1.0000000	1.0000000	0.0003973	0.9525511
300	0.2299896	0.5993076	0.4821030	0.0722369	0.4022428	0.3477036	1.0000000	1.0000000	0.0004010	0.9521050
350	0.2299892	0.5993076	0.4926213	0.0743310	0.4027200	0.3477036	1.0000000	1.0000000	0.0004026	0.9519527
400	0.2299891	0.5993076	0.5003883	0.0752933	0.4028785	0.3477036	1.0000000	1.0000000	0.0004033	0.9519018
450	0.2299890	0.5993076	0.5054026	0.0757064	0.4029332	0.3477036	1.0000000	1.0000000	0.0004036	0.9518851
500	0.2299890	0.5993076	0.5083411	0.0758760	0.4029528	0.3477036	1.0000000	1.0000000	0.0004038	0.9518797
550	0.2299890	0.5993076	0.5094465	0.0711466	0.2674229	0.3477036	1.0000000	1.0000000	0.0004012	0.9690611
600	0.2299890	0.5993076	0.5035049	0.0591827	0.1582741	0.3477036	1.0000000	1.0000000	0.0003887	0.9862440
650	0.2299890	0.5993076	0.4899530	0.0515517	0.1150280	0.3477036	1.0000000	1.0000000	0.0003735	0.9946533
700	0.2299890	0.5993076	0.4761288	0.0481449	0.1003766	0.3477036	1.0000000	1.0000000	0.0003623	0.9980614
750	0.2299890	0.5993076	0.4660796	0.0468168	0.0956936	0.3477036	1.0000000	1.0000000	0.0003559	0.9993260
800	0.2299890	0.5993076	0.4599763	0.0463332	0.0942336	0.3477036	1.0000000	1.0000000	0.0003527	0.9997721
850	0.2299890	0.5993076	0.4566531	0.0461640	0.0937835	0.3477036	1.0000000	1.0000000	0.0003513	0.9999244
900	0.2299890	0.5993076	0.4549705	0.0461062	0.0936454	0.3477036	1.0000000	1.0000000	0.0003507	0.9999753
950	0.2299890	0.5993076	0.4541613	0.0460868	0.0936032	0.3477036	1.0000000	1.0000000	0.0003504	0.9999920
1000	0.2299890	0.5993076	0.4537865	0.0460804	0.0935902	0.3477036	1.0000000	1.0000000	0.0003503	0.9999974

0	0.2300985	0.5993156	0.4534830	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.0003506	1.0000000
50	0.2300365	0.5993107	0.5013822	0.3365563	0.0960415	0.3477036	1.0000000	1.0000000	0.0003585	0.9380496
100	0.2300092	0.5993088	0.6534708	0.6236327	0.1368973	0.3477036	1.0000000	1.0000000	0.0004064	0.8760977
150	0.2299975	0.5993080	0.7729993	0.7627671	0.1993057	0.3477036	1.0000000	1.0000000	0.0004780	0.8457790
200	0.2299925	0.5993077	0.8396903	0.8188503	0.2398547	0.3477036	1.0000000	1.0000000	0.0005401	0.8334917
250	0.2299904	0.5993076	0.8723108	0.8396799	0.2593530	0.3477036	1.0000000	1.0000000	0.0005801	0.8289321
300	0.2299896	0.5993076	0.8872382	0.8471015	0.2676102	0.3477036	1.0000000	1.0000000	0.0006016	0.8273238
350	0.2299892	0.5993076	0.8938094	0.8496898	0.2708923	0.3477036	1.0000000	1.0000000	0.0006119	0.8267746
400	0.2299891	0.5993076	0.8966321	0.8505830	0.2721503	0.3477036	1.0000000	1.0000000	0.0006165	0.8265912
450	0.2299890	0.5993076	0.8978249	0.8508898	0.2726213	0.3477036	1.0000000	1.0000000	0.0006184	0.8265310
500	0.2299890	0.5993076	0.8983232	0.8509950	0.2727947	0.3477036	1.0000000	1.0000000	0.0006191	0.8265114
550	0.2299890	0.5993076	0.8980496	0.5612561	0.2664632	0.3477036	1.0000000	1.0000000	0.0006030	0.8884556
600	0.2299890	0.5993076	0.8909977	0.2745464	0.2175901	0.3477036	1.0000000	1.0000000	0.0005315	0.9504054
650	0.2299890	0.5993076	0.8512645	0.1349426	0.1525038	0.3477036	1.0000000	1.0000000	0.0004536	0.9807235
700	0.2299890	0.5993076	0.7530089	0.0783945	0.1157756	0.3477036	1.0000000	1.0000000	0.0004014	0.9930106
750	0.2299890	0.5993076	0.6390024	0.0573743	0.1011159	0.3477036	1.0000000	1.0000000	0.0003733	0.9975701
800	0.2299890	0.5993076	0.5541977	0.0499284	0.0960227	0.3477036	1.0000000	1.0000000	0.0003600	0.9991784
850	0.2299890	0.5993076	0.5038180	0.0473683	0.0943569	0.3477036	1.0000000	1.0000000	0.0003542	0.9997276
900	0.2299890	0.5993076	0.4773136	0.0465051	0.0938268	0.3477036	1.0000000	1.0000000	0.0003518	0.9999110
950	0.2299890	0.5993076	0.4643516	0.0462178	0.0936602	0.3477036	1.0000000	1.0000000	0.0003508	0.9999712
1000	0.2299890	0.5993076	0.4583087	0.0461232	0.0936081	0.3477036	1.0000000	1.0000000	0.0003505	0.9999908

0	0.2300985	0.5993156	0.4534830	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.0003506	1.0000000
50	0.2300365	0.5993107	0.4881227	0.2394382	0.0944958	0.3477036	1.0000000	1.0000000	0.0003509	0.9957429
100	0.2300092	0.5993088	0.6268976	0.4305342	0.1125018	0.3477036	1.0000000	1.0000000	0.0003535	0.9914857
150	0.2299975	0.5993080	0.7499474	0.5231497	0.1514193	0.3477036	1.0000000	1.0000000	0.0003569	0.9894022
200	0.2299925	0.5993077	0.8228827	0.5604751	0.1847958	0.3477036	1.0000000	1.0000000	0.0003595	0.9885578
250	0.2299904	0.5993076	0.8599793	0.5743310	0.2042225	0.3477036	1.0000000	1.0000000	0.0003610	0.9882445
300	0.2299896	0.5993076	0.8774546	0.5792694	0.2136256	0.3477036	1.0000000	1.0000000	0.0003618	0.9881340
350	0.2299892	0.5993076	0.8853276	0.5809982	0.2177391	0.3477036	1.0000000	1.0000000	0.0003622	0.9880963
400	0.2299891	0.5993076	0.8887749	0.5816006	0.2194310	0.3477036	1.0000000	1.0000000	0.0003623	0.9880837
450	0.2299890	0.5993076	0.8902555	0.5818111	0.2200995	0.3477036	1.0000000	1.0000000	0.0003624	0.9880795
500	0.2299890	0.5993076	0.8908828	0.5818851	0.2203566	0.3477036	1.0000000	1.0000000	0.0003624	0.9880782
550	0.2299890	0.5993076	0.8899778	0.3886605	0.2113180	0.3477036	1.0000000	1.0000000	0.0003619	0.9923349
600	0.2299890	0.5993076	0.8745917	0.1975730	0.1668541	0.3477036	1.0000000	1.0000000	0.0003592	0.9965919
650	0.2299890	0.5993076	0.8111772	0.1048171	0.1253385	0.3477036	1.0000000	1.0000000	0.0003557	0.9986754
700	0.2299890	0.5993076	0.7009759	0.0673908	0.1051044	0.3477036	1.0000000	1.0000000	0.0003531	0.9995197
750	0.2299890	0.5993076	0.5980825	0.0535166	0.0974413	0.3477036	1.0000000	1.0000000	0.0003516	0.9998330
800	0.2299890	0.5993076	0.5292633	0.0486107	0.0948290	0.3477036	1.0000000	1.0000000	0.0003508	0.9999435
850	0.2299890	0.5993076	0.4905343	0.0469259	0.0939794	0.3477036	1.0000000	1.0000000	0.0003505	0.9999813
900	0.2299890	0.5993076	0.4707734	0.0463583	0.0937089	0.3477036	1.0000000	1.0000000	0.0003504	0.9999939
950	0.2299890	0.5993076	0.4612909	0.0461696	0.0936236	0.3477036	1.0000000	1.0000000	0.0003503	0.9999980
1000	0.2299890	0.5993076	0.4569256	0.0461074	0.0935968	0.3477036	1.0000000	1.0000000	0.0003503	0.9999994

0	0.2300985	0.5993156	0.4534830	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.0003506	1.0000000
50	0.2300365	0.5993107	0.5280773	0.0461070	0.2352202	0.2542958	1.0000000	1.0000000	0.0003503	1.0000000
100	0.2300092	0.5993088	0.6160972	0.0476710	0.3492209	0.1913870	1.0000000	1.0000000	0.0003503	1.0000000
150	0.2299975	0.5993080	0.6692463	0.0547639	0.3943203	0.1717302	1.0000000	1.0000000	0.0003503	1.0000000
200	0.2299925	0.5993077	0.6988089	0.0649967	0.4095691	0.1666652	1.0000000	1.0000000	0.0003503	1.0000000
250	0.2299904	0.5993076	0.7175332	0.0733751	0.4144396	0.1654702	1.0000000	1.0000000	0.0003503	1.0000000
300	0.2299896	0.5993076	0.7309838	0.0784552	0.4159649	0.1652019	1.0000000	1.0000000	0.0003503	1.0000000
350	0.2299892	0.5993076	0.7406211	0.0810437	0.4164426	0.1651435	1.0000000	1.0000000	0.0003503	1.0000000
400	0.2299891	0.5993076	0.7470343	0.0822270	0.4165941	0.1651311	1.0000000	1.0000000	0.0003503	1.0000000
450	0.2299890	0.5993076	0.7509555	0.0827307	0.4166432	0.1651285	1.0000000	1.0000000	0.0003503	1.0000000
500	0.2299890	0.5993076	0.7531810	0.0829348	0.4166594	0.1651279	1.0000000	1.0000000	0.0003503	1.0000000
550	0.2299890	0.5993076	0.6889236	0.0770621	0.2750566	0.2585356	1.0000000	1.0000000	0.0003503	1.0000000
600	0.2299890	0.5993076	0.6042980	0.0622493	0.1610875	0.3214444	1.0000000	1.0000000	0.0003503	1.0000000
650	0.2299890	0.5993076	0.5410782	0.0528255	0.1159595	0.3411011	1.0000000	1.0000000	0.0003503	1.0000000
700	0.2299890	0.5993076	0.5005849	0.0486242	0.1006735	0.3461661	1.0000000	1.0000000	0.0003503	1.0000000
750	0.2299890	0.5993076	0.4773303	0.0469878	0.0957868	0.3473612	1.0000000	1.0000000	0.0003503	1.0000000
800	0.2299890	0.5993076	0.4650101	0.0463922	0.0942627	0.3476295	1.0000000	1.0000000	0.0003503	1.0000000
850	0.2299890	0.5993076	0.4588591	0.0461839	0.0937926	0.3476878	1.0000000	1.0000000	0.0003503	1.0000000
900	0.2299890	0.5993076	0.4559219	0.0461128	0.0936483	0.3477003	1.0000000	1.0000000	0.0003503	1.0000000
950	0.2299890	0.5993076	0.4545664	0.0460890	0.0936040	0.3477029	1.0000000	1.0000000	0.0003503	1.0000000
1000	0.2299890	0.5993076	0.4539573	0.0460811	0.0935905	0.3477034	1.0000000	1.0000000	0.0003503	1.0000000

0	0.2300985	0.5993156	0.4534830	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.0003506	1.0000000
50	0.2289574	0.6190756	0.5935277	0.2869467	0.0946049	0.2268850	1.0000000	1.0000000	0.0003135	1.0000000
100	0.2352973	0.6427387	0.7766492	0.5249945	0.1048039	0.1455154	1.0000000	1.0000000	0.0002799	1.0000000
150	0.2483783	0.6569230	0.8915934	0.6403626	0.1139544	0.1200904	1.0000000	1.0000000	0.0002650	1.0000000
200	0.2615762	0.6639763	0.9502718	0.6868401	0.1169641	0.1135390	1.0000000	1.0000000	0.0002595	1.0000000
250	0.2714406	0.6671870	0.9776001	0.7040499	0.1176071	0.1119933	1.0000000	1.0000000	0.0002576	1.0000000
300	0.2776626	0.6685754	0.9897116	0.7101302	0.1177476	0.1116463	1.0000000	1.0000000	0.0002570	1.0000000
350	0.2811795	0.6691561	0.9949213	0.7122169	0.1178078	0.1115708	1.0000000	1.0000000	0.0002568	1.0000000
400	0.2830208	0.6693934	0.9971198	0.7129195	0.1178450	0.1115547	1.0000000	1.0000000	0.0002567	1.0000000
450	0.2839318	0.6694887	0.9980358	0.7131531	0.1178663	0.1115513	1.0000000	1.0000000	0.0002567	1.0000000
500	0.2843635	0.6695265	0.9984140	0.7132300	0.1178770	0.1115506	1.0000000	1.0000000	0.0002567	1.0000000
550	0.2854436	0.6497764	0.9685536	0.4723878	0.1234893	0.2323691	1.0000000	1.0000000	0.0002936	1.0000000
600	0.2783624	0.6261173	0.9236596	0.2343526	0.1276334	0.3137386	1.0000000	1.0000000	0.0003270	1.0000000
650	0.2647801	0.6119344	0.8523979	0.1189893	0.1131634	0.3391636	1.0000000	1.0000000	0.0003419	1.0000000
700	0.2516884	0.6048818	0.7365558	0.0725105	0.1016054	0.3457150	1.0000000	1.0000000	0.0003474	1.0000000
750	0.2422263	0.6016713	0.6222622	0.0552980	0.0964385	0.3472607	1.0000000	1.0000000	0.0003493	1.0000000
800	0.2364038	0.6002829	0.5430632	0.0492160	0.0945392	0.3476077	1.0000000	1.0000000	0.0003500	1.0000000
850	0.2331719	0.5997022	0.4976295	0.0471283	0.0938951	0.3476832	1.0000000	1.0000000	0.0003502	1.0000000
900	0.2315025	0.5994649	0.4741910	0.0464253	0.0936843	0.3476993	1.0000000	1.0000000	0.0003502	1.0000000
950	0.2306847	0.5993696	0.4628669	0.0461915	0.0936164	0.3477027	1.0000000	1.0000000	0.0003502	1.0000000
1000	0.2303001	0.5993318	0.4576303	0.0461146	0.0935947	0.3477034	1.0000000	1.0000000	0.0003502	1.0000000
