"Time"	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W
700	0.1169364	0.9111891	0.2245705	0.3013130	0.5399780	0.3097717	0.3618669	0.4300233	0.5837218	0.9184192
750	0.1041412	0.9288541	0.3083482	0.3901747	0.6189308	0.2257598	0.3421645	0.5862050	0.6566567	0.7665693
800	0.0972769	0.9000710	0.4104624	0.4590735	0.6266325	0.1818430	0.3355115	0.6848250	0.6932723	0.5483163
850	0.0948403	0.8325333	0.5029219	0.4939746	0.5839038	0.1609168	0.3330933	0.7351034	0.6990039	0.3546752
900	0.0959236	0.7522855	0.5686444	0.4973621	0.5291753	0.1513989	0.3313464	0.7513866	0.6779366	0.2229538
950	0.0996962	0.6842774	0.6040200	0.4780017	0.4842395	0.1469511	0.3291695	0.7419715	0.6375338	0.1453407
1000	0.1049867	0.6394723	0.6124397	0.4458217	0.4547760	0.1445097	0.3265490	0.7115640	0.5898972	0.1031084

0	0.1120969	0.6717244	0.5059292	0.3792568	0.4764480	0.1408936	0.3250351	0.5956366	0.5426384	0.0568002
50	0.1120796	0.6718463	0.5165676	0.4833997	0.4730350	0.3656119	0.3286388	0.5955670	0.5428137	0.1066724
100	0.1120966	0.6670938	0.5658611	0.5569570	0.4217466	0.5954804	0.3448697	0.5956676	0.5426286	0.3775164
150	0.1124390	0.6522021	0.6227346	0.5695449	0.3210187	0.7150093	0.3637306	0.5950240	0.5395644	0.6482323
200	0.1134868	0.6321057	0.6596802	0.5468309	0.2305226	0.7688745	0.3761777	0.5908970	0.5308364	0.8185179
250	0.1152485	0.6148043	0.6711663	0.5132881	0.1713395	0.7921489	0.3806978	0.5804111	0.5172238	0.9090056
300	0.1172999	0.6046536	0.6631719	0.4830620	0.1386430	0.8019477	0.3798861	0.5636221	0.5025983	0.9532600
350	0.1190828	0.6020734	0.6447910	0.4605227	0.1230136	0.8058196	0.3770922	0.5440825	0.4909730	0.9738917
400	0.1202053	0.6052858	0.6237175	0.4456839	0.1171588	0.8071280	0.3745576	0.5267460	0.4845441	0.9832193
450	0.1205598	0.6118289	0.6048453	0.4373726	0.1164393	0.8074205	0.3730618	0.5153989	0.4834403	0.9873448
500	0.1202727	0.6194358	0.5905595	0.4341476	0.1180676	0.8073908	0.3724144	0.5113523	0.4864178	0.9891374
550	0.1195844	0.6265893	0.5694754	0.3218855	0.1272621	0.5895890	0.3678886	0.5136516	0.4917138	0.9885935
600	0.1187005	0.6366765	0.4987006	0.2454378	0.1883373	0.3644628	0.3435434	0.5201364	0.4980334	0.9665674
650	0.1174609	0.6615894	0.4091174	0.2366450	0.3032472	0.2408161	0.3096665	0.5292926	0.5071239	0.8509959
700	0.1152348	0.7064540	0.3524782	0.2714367	0.4218619	0.1780989	0.2870100	0.5431661	0.5245675	0.6228618
750	0.1117433	0.7555231	0.3481355	0.3248593	0.5127446	0.1471842	0.2835541	0.5667769	0.5529363	0.3935437
800	0.1077281	0.7853556	0.3854398	0.3771508	0.5598007	0.1337178	0.2935301	0.6009087	0.5856259	0.2314352
850	0.1044173	0.7841494	0.4412206	0.4166560	0.5641593	0.1301145	0.3071394	0.6379737	0.6113232	0.1361056
900	0.1027377	0.7568419	0.4952524	0.4386018	0.5421272	0.1316099	0.3179078	0.6674456	0.6217807	0.0863750
950	0.1029998	0.7180869	0.5360401	0.4433423	0.5119165	0.1348878	0.3239321	0.6822896	0.6152164	0.0633909
1000	0.1049220	0.6816725	0.5596431	0.4345337	0.4849739	0.1379020	0.3260094	0.6804970	0.5957250	0.0547186

0	0.1120969	0.6717244	0.5059292	0.3792568	0.4764480	0.1408936	0.3250351	0.5956366	0.5426384	0.0568002
50	0.0820562	0.6694223	0.5053101	0.3732821	0.3485329	0.1408593	0.3236980	0.6581913	0.5726496	0.0567674
100	0.0451966	0.6516299	0.4988686	0.3433012	0.2030403	0.1401569	0.3148387	0.7216482	0.6025180	0.0566745
150	0.0224292	0.6240068	0.4764190	0.3067164	0.1213003	0.1374100	0.2979792	0.7576525	0.6110764	0.0560065
200	0.0107369	0.6090875	0.4398061	0.2790784	0.0850355	0.1323847	0.2778794	0.7721618	0.6046997	0.0538284
250	0.0052255	0.6209322	0.3994421	0.2605552	0.0733869	0.1263045	0.2593674	0.7733216	0.5966463	0.0497601
300	0.0027360	0.6566576	0.3635681	0.2499374	0.0739148	0.1206030	0.2448272	0.7704388	0.5983174	0.0444599
350	0.0016211	0.7039711	0.3367556	0.2482066	0.0798199	0.1160674	0.2348035	0.7716716	0.6132601	0.0390335
400	0.0011081	0.7501407	0.3219235	0.2555705	0.0871098	0.1128637	0.2292479	0.7804643	0.6375807	0.0343203
450	0.0008580	0.7860790	0.3204055	0.2697335	0.0931401	0.1108631	0.2278258	0.7949988	0.6644373	0.0306778
500	0.0007281	0.8068236	0.3309487	0.2866972	0.0962406	0.1098612	0.2297024	0.8110931	0.6879393	0.0281154
550	0.0271656	0.8110888	0.3499392	0.3074437	0.2541985	0.1096497	0.2341738	0.7875146	0.6816715	0.0264842
600	0.0596760	0.8023469	0.3783727	0.3516038	0.4249977	0.1101506	0.2436628	0.7592105	0.6658473	0.0256021
650	0.0801077	0.7831697	0.4231570	0.4017744	0.5070702	0.1116762	0.2598383	0.7402403	0.6532121	0.0253525
700	0.0913974	0.7528955	0.4765958	0.4336230	0.5252724	0.1147041	0.2790648	0.7260819	0.6395963	0.0257873
750	0.0980650	0.7160092	0.5229533	0.4434399	0.5120560	0.1192296	0.2961237	0.7118699	0.6210183	0.0271308
800	0.1028889	0.6813599	0.5527679	0.4365514	0.4899836	0.1245155	0.3083456	0.6934694	0.5969853	0.0296175
850	0.1069883	0.6556764	0.5644193	0.4199309	0.4706955	0.1295200	0.3157065	0.6690110	0.5707250	0.0332457
900	0.1104886	0.6412388	0.5608433	0.4000228	0.4583419	0.1334857	0.3194770	0.6399851	0.5469817	0.0376355
950	0.1131500	0.6370944	0.5469910	0.3818802	0.4533056	0.1361859	0.3211437	0.6107217	0.5294936	0.0421392
1000	0.1147747	0.6408069	0.5284041	0.3686621	0.4544384	0.1378103	0.3218833	0.5863319	0.5198287	0.0461332

0	0.1120969	0.6717244	0.5059292	0.3792568	0.4764480	0.1408936	0.3250351	0.5956366	0.5426384	0.0568002
50	0.1123725	0.6368059	0.6128872	0.6568495	0.4721126	0.1410994	0.3335383	0.5953284	0.5400982	0.1047445
100	0.1147393	0.5743999	0.7607526	0.8619509	0.4476161	0.1450840	0.3674127	0.5894711	0.5203758	0.1645502
150	0.1202594	0.5195435	0.8618538	0.9443410	0.4146543	0.1578474	0.4052648	0.5643461	0.4805457	0.2048459
200	0.1279139	0.4857294	0.9179081	0.9747148	0.3873200	0.1783467	0.4368959	0.5132937	0.4336196	0.2351464
250	0.1355252	0.4717537	0.9459933	0.9855228	0.3686215	0.2027471	0.4652337	0.4456991	0.3938881	0.2689221
300	0.1412373	0.4706920	0.9592555	0.9892099	0.3563792	0.2294186	0.4943670	0.3802747	0.3682255	0.3151647
350	0.1444046	0.4754681	0.9652780	0.9903839	0.3475817	0.2589234	0.5244452	0.3315528	0.3561791	0.3778621
400	0.1454567	0.4811898	0.9679368	0.9907088	0.3396865	0.2912230	0.5522541	0.3035442	0.3535814	0.4567739
450	0.1452594	0.4854612	0.9690849	0.9907589	0.3308649	0.3239820	0.5742166	0.2924570	0.3557604	0.5460354
500	0.1445925	0.4877217	0.9695711	0.9907160	0.3203095	0.3534292	0.5886845	0.2917524	0.3592356	0.6345312
550	0.1434415	0.5179217	0.9359852	0.6373689	0.3087669	0.3761499	0.5910396	0.2958702	0.3649408	0.6992103
600	0.1398969	0.5566615	0.8348784	0.3755973	0.3000330	0.3839945	0.5573992	0.3076142	0.3840448	0.7449379
650	0.1346733	0.5838774	0.6754320	0.2741447	0.3024970	0.3616271	0.4901034	0.3363060	0.4125386	0.7717668
700	0.1295213	0.6085666	0.5197845	0.2472813	0.3287330	0.3096929	0.4176237	0.3787918	0.4407259	0.7609159
750	0.1248023	0.6461759	0.4137384	0.2569203	0.3846619	0.2493639	0.3622435	0.4248873	0.4679021	0.6857223
800	0.1198652	0.6980060	0.3660497	0.2885834	0.4569527	0.2001773	0.3305638	0.4713006	0.4998628	0.5436383
850	0.1145176	0.7461825	0.3672631	0.3321477	0.5189304	0.1682646	0.3188960	0.5211308	0.5379889	0.3816558
900	0.1095064	0.7723330	0.4010658	0.3760618	0.5509449	0.1510481	0.3191602	0.5735303	0.5750629	0.2488624
950	0.1057979	0.7702153	0.4490709	0.4104375	0.5515251	0.1436104	0.3234894	0.6208069	0.6016252	0.1602766
1000	0.1039720	0.7460750	0.4957336	0.4301184	0.5322329	0.1415207	0.3271212	0.6547656	0.6121435	0.1086100

0	0.1120969	0.6717244	0.5059292	0.3792568	0.4764480	0.1408936	0.3250351	0.5956366	0.5426384	0.0568002
50	0.1124520	0.6285167	0.5978358	0.3790515	0.4725688	0.1512523	0.4882642	0.5952629	0.5393776	0.0893589
100	0.1153748	0.5583258	0.7106171	0.3737431	0.4501398	0.2391962	0.6889431	0.5879308	0.5154102	0.1480847
150	0.1219214	0.5012101	0.7788327	0.3544263	0.4112446	0.3981563	0.8127213	0.5575801	0.4696820	0.3060340
200	0.1306883	0.4677516	0.8095878	0.3184733	0.3488811	0.5449408	0.8759528	0.4982114	0.4184657	0.5477781
250	0.1391571	0.4547667	0.8157482	0.2687782	0.2724879	0.6443779	0.9053129	0.4227083	0.3768379	0.7437788
300	0.1453382	0.4546724	0.8060512	0.2153803	0.2069434	0.7019048	0.9176920	0.3525487	0.3508961	0.8637957
350	0.1486270	0.4604288	0.7874267	0.1705404	0.1625586	0.7321027	0.9216834	0.3023049	0.3393267	0.9282269
400	0.1495560	0.4673676	0.7666375	0.1400056	0.1368124	0.7465977	0.9215573	0.2746381	0.3375464	0.9604524
450	0.1490794	0.4731781	0.7487177	0.1225991	0.1236665	0.7526334	0.9197135	0.2647231	0.3408119	0.9759000
500	0.1480382	0.4771540	0.7357315	0.1143632	0.1178878	0.7543821	0.9175659	0.2656755	0.3456548	0.9830910
550	0.1462718	0.5207316	0.5592066	0.1116408	0.1182818	0.7375314	0.7192891	0.2720088	0.3539279	0.9858772
600	0.1408185	0.5993673	0.3480680	0.1156744	0.1450736	0.6152221	0.4757506	0.2891669	0.3833810	0.9853626
650	0.1314412	0.7061172	0.2221170	0.1389492	0.2463625	0.4210552	0.3278528	0.3359372	0.4399882	0.9727648
700	0.1201591	0.8129732	0.1760376	0.2045076	0.4368997	0.2683108	0.2636337	0.4206178	0.5163248	0.8974669
750	0.1096280	0.8881657	0.2065353	0.3103957	0.6182303	0.1828276	0.2569762	0.5266286	0.5929384	0.6908646
800	0.1015694	0.9200428	0.3018296	0.4130195	0.7012487	0.1440809	0.2785470	0.6238314	0.6527429	0.4421737
850	0.0965391	0.8978849	0.4190368	0.4813004	0.6806025	0.1312549	0.3031466	0.6941375	0.6881176	0.2564088
900	0.0947082	0.8283478	0.5186430	0.5102241	0.6094436	0.1309236	0.3197955	0.7350125	0.6954478	0.1470591
950	0.0960772	0.7446965	0.5846070	0.5069637	0.5372960	0.1349109	0.3276797	0.7491936	0.6745987	0.0916755
1000	0.1001302	0.6756400	0.6167972	0.4818560	0.4843146	0.1388439	0.3294408	0.7389808	0.6328632	0.0675090

0	0.1120969	0.6717244	0.5059292	0.3792568	0.4764480	0.1408936	0.3250351	0.5956366	0.5426384	0.0568002
50	0.1120790	0.6720998	0.5055866	0.3793045	0.4767066	0.1511738	0.4872758	0.5955672	0.5428192	0.0572166
100	0.1120480	0.6724142	0.5054393	0.3794165	0.4758582	0.2384095	0.6867439	0.5957247	0.5430796	0.0785903
150	0.1120138	0.6726220	0.5053851	0.3787461	0.4639871	0.3963565	0.8097965	0.5960156	0.5433447	0.2299873
200	0.1119837	0.6727619	0.5045653	0.3729512	0.4179551	0.5425376	0.8726826	0.5963447	0.5435627	0.4919374
250	0.1119576	0.6732295	0.4996445	0.3554673	0.3447824	0.6417637	0.9019137	0.5966443	0.5437504	0.7101072
300	0.1119071	0.6754005	0.4852275	0.3276391	0.2765848	0.6992778	0.9144237	0.5969487	0.5441675	0.8451204
350	0.1117363	0.6818722	0.4588307	0.2987096	0.2300487	0.7296075	0.9190188	0.5976101	0.5456508	0.9180229
400	0.1112610	0.6954281	0.4243429	0.2767183	0.2057625	0.7444521	0.9200244	0.5996349	0.5497651	0.9546296
450	0.1102692	0.7170693	0.3897185	0.2648091	0.1984539	0.7511146	0.9195961	0.6047642	0.5582903	0.9722397
500	0.1086585	0.7445122	0.3624083	0.2628495	0.2018903	0.7537125	0.9188180	0.6148232	0.5720799	0.9804777
550	0.1065467	0.7726341	0.3467819	0.2691535	0.2104177	0.7396450	0.7404426	0.6304548	0.5900992	0.9842159
600	0.1042476	0.7957099	0.3438510	0.2813760	0.2260094	0.6325007	0.5220362	0.6502402	0.6095601	0.9847155
650	0.1021370	0.8095683	0.3523617	0.2994714	0.2714896	0.4545365	0.3887940	0.6711243	0.6270805	0.9755778
700	0.1005250	0.8122152	0.3716910	0.3285326	0.3603339	0.3034255	0.3235979	0.6897790	0.6398787	0.9219746
750	0.0996121	0.8027681	0.4036606	0.3687251	0.4483616	0.2111581	0.2984696	0.7037129	0.6462017	0.7569580
800	0.0995305	0.7807252	0.4468421	0.4066296	0.4967103	0.1639162	0.2946153	0.7114591	0.6449440	0.5200333
850	0.1003921	0.7482713	0.4922200	0.4300112	0.5071200	0.1428195	0.2999960	0.7120611	0.6352987	0.3182691
900	0.1022357	0.7119596	0.5292790	0.4363171	0.4967166	0.1351541	0.3073950	0.7046293	0.6174723	0.1876071
950	0.1048977	0.6796049	0.5520603	0.4290751	0.4802721	0.1337083	0.3134654	0.6886829	0.5938053	0.1148116
1000	0.1079642	0.6563544	0.5597155	0.4138236	0.4660411	0.1346457	0.3173791	0.6651706	0.5685866	0.0782237

0	0.1120969	0.6717244	0.5059292	0.3792568	0.4764480	0.1408936	0.3250351	0.5956366	0.5426384	0.0568002
50	0.1120791	0.6720953	0.5059494	0.3870980	0.4759131	0.2343308	0.3250140	0.6132568	0.6378515	0.1820153
100	0.1120502	0.6720231	0.5132967	0.4233509	0.4668640	0.3297305	0.3242100	0.6868133	0.7387050	0.3974665
150	0.1120570	0.6691736	0.5365799	0.4638267	0.4430878	0.3787095	0.3219216	0.7602558	0.7915863	0.6014602
200	0.1122521	0.6608724	0.5690072	0.4883754	0.4116091	0.3998072	0.3187839	0.8051261	0.8141039	0.7449313
250	0.1128437	0.6480670	0.5982696	0.4965409	0.3820296	0.4079538	0.3155785	0.8270481	0.8215901	0.8300445
300	0.1139087	0.6345382	0.6177739	0.4947428	0.3592977	0.4106395	0.3126130	0.8361209	0.8220368	0.8757205
350	0.1153008	0.6236788	0.6271484	0.4887953	0.3441774	0.4111592	0.3099227	0.8388801	0.8195098	0.8986216
400	0.1167349	0.6169586	0.6290570	0.4822374	0.3353973	0.4108762	0.3075230	0.8387878	0.8162648	0.9094707
450	0.1179397	0.6141556	0.6266999	0.4767640	0.3311577	0.4103389	0.3054726	0.8376346	0.8135181	0.9142935
500	0.1187622	0.6141710	0.6226538	0.4729432	0.3298191	0.4097705	0.3038320	0.8363517	0.8117568	0.9162318
550	0.1191864	0.6157349	0.6182665	0.4620359	0.3353110	0.3147647	0.3026004	0.8262309	0.7051507	0.8847287
600	0.1192905	0.6179964	0.6081382	0.4214032	0.3609643	0.2177828	0.3015036	0.7707918	0.5934175	0.7505111
650	0.1191681	0.6216526	0.5823905	0.3780589	0.3910375	0.1676039	0.3008418	0.6867562	0.5359578	0.5288970
700	0.1188201	0.6290258	0.5446044	0.3520678	0.4162575	0.1454671	0.3018197	0.6151254	0.5129750	0.3287722
750	0.1181185	0.6417586	0.5077968	0.3427939	0.4383735	0.1365966	0.3049114	0.5723532	0.5079267	0.1956225
800	0.1169314	0.6586666	0.4817884	0.3447204	0.4589383	0.1337727	0.3094607	0.5552129	0.5129023	0.1199174
850	0.1152974	0.6759122	0.4695015	0.3532910	0.4765900	0.1337615	0.3144366	0.5558183	0.5237064	0.0808543
900	0.1134700	0.6891919	0.4691932	0.3649294	0.4889763	0.1350292	0.3189869	0.5670592	0.5367592	0.0623519
950	0.1117999	0.6958825	0.4770819	0.3765990	0.4948829	0.1367507	0.3225661	0.5828725	0.5486626	0.0546414
1000	0.1105803	0.6957895	0.4889701	0.3859578	0.4949028	0.1384345	0.3249387	0.5982645	0.5569089	0.0523313

0	0.1120969	0.6717244	0.5059292	0.3792568	0.4764480	0.1408936	0.3250351	0.5956366	0.5426384	0.0568002
50	0.1136950	0.5102086	0.5230207	0.5544032	0.4762871	0.1454477	0.3306483	0.6048881	0.5858758	0.0572699
100	0.1293190	0.2987764	0.5967556	0.6882172	0.4689384	0.1525094	0.3532734	0.6344911	0.5817394	0.0606496
150	0.1790311	0.1588858	0.6792400	0.7363290	0.4492399	0.1625747	0.3770163	0.6299136	0.5205134	0.0683732
200	0.2827513	0.0824326	0.7376066	0.7395280	0.4250468	0.1750633	0.3962946	0.5738503	0.4613757	0.0821828
250	0.4366649	0.0446774	0.7692754	0.7262197	0.4043520	0.1885059	0.4155944	0.4986281	0.4255135	0.1035257
300	0.6013067	0.0272874	0.7821211	0.7112027	0.3897252	0.2032962	0.4371763	0.4367682	0.4079584	0.1329881
350	0.7365171	0.0196907	0.7845294	0.6996067	0.3803250	0.2203377	0.4587627	0.3978255	0.4002966	0.1718700
400	0.8287658	0.0165171	0.7824127	0.6919016	0.3742420	0.2390568	0.4770047	0.3770584	0.3971675	0.2221769
450	0.8843359	0.0152484	0.7790762	0.6870474	0.3697376	0.2573914	0.4902417	0.3671297	0.3959403	0.2835591
500	0.9150646	0.0147666	0.7759734	0.6838783	0.3657475	0.2731712	0.4987118	0.3627253	0.3954711	0.3509454
550	0.8577018	0.2433678	0.7628591	0.4806519	0.3621208	0.2813171	0.4992653	0.3339615	0.2927493	0.4152420
600	0.6104823	0.5390119	0.6876214	0.3120191	0.3616933	0.2809672	0.4784287	0.2260549	0.2419317	0.4641041
650	0.3837046	0.7218259	0.5571617	0.2431972	0.3727443	0.2676396	0.4436980	0.1736731	0.3371960	0.4872341
700	0.2416889	0.7998216	0.4358914	0.2461209	0.4054639	0.2429293	0.4059086	0.2629509	0.4695612	0.4733111
750	0.1656618	0.8208301	0.3723490	0.2953520	0.4599349	0.2141406	0.3728531	0.4293292	0.5659863	0.4190181
800	0.1283952	0.8235886	0.3753398	0.3584646	0.5145182	0.1881843	0.3492216	0.5690555	0.6188645	0.3378474
850	0.1112295	0.8122438	0.4217628	0.4108342	0.5421153	0.1686298	0.3353744	0.6528802	0.6425210	0.2531194
900	0.1040861	0.7815003	0.4803614	0.4421762	0.5373501	0.1558033	0.3287227	0.6940409	0.6471614	0.1825519
950	0.1022391	0.7376825	0.5297816	0.4522506	0.5141136	0.1482937	0.3260210	0.7081638	0.6363907	0.1320415
1000	0.1034531	0.6940449	0.5611632	0.4455126	0.4877557	0.1442772	0.3248122	0.7035772	0.6133462	0.0994444
