"Time"	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C
400	0.9132782	0.0519255	0.6179533	0.8723123	0.5047427	0.7965780	0.1609921	0.8146185	0.9621029	0.0070907
450	0.8847375	0.0914903	0.6553354	0.9186337	0.5116229	0.7236562	0.2105546	0.7615474	0.9784499	0.0171873
500	0.8853788	0.0863067	0.6305862	0.9755400	0.5401088	0.7155396	0.1906612	0.8298367	1.0375752	0.0101660
550	0.9363822	0.0638093	0.6301866	0.6688065	0.5659770	0.4673161	0.4349327	0.7881603	1.0565913	0.0353717
600	1.0431345	0.0745503	0.6603756	0.6518286	0.6378167	0.4636269	0.4367734	0.8143427	1.0432227	0.0354567
650	0.9516737	0.0724893	0.6562059	0.7212103	0.7516124	0.4592609	0.3799690	0.7852216	0.9664941	0.0288132
700	0.9694589	0.0696928	0.6451777	0.7852187	0.7752324	0.4875198	0.4811928	0.8018427	0.8855971	0.0432066
750	1.0325501	0.0823167	0.5918803	0.6462197	0.8113105	0.5249364	0.5274834	0.7749420	0.9950927	0.0478578
800	0.8553196	0.0909793	0.6432212	0.7387185	0.7417369	0.5570332	0.4044653	0.8675067	1.0628015	0.0389187
850	0.9315609	0.0794636	0.7040309	0.6484727	0.6796732	0.5828629	0.4574182	0.8230291	0.9487392	0.0356078
900	0.9118402	0.0727751	0.7384870	0.5653759	0.7456644	0.5456826	0.4631886	0.7768692	0.9651420	0.0351275
950	0.9482918	0.0761015	0.6650248	0.6278689	0.7055956	0.5639133	0.4713159	0.7959650	0.8838552	0.0327175
1000	0.8751429	0.0795811	0.6852475	0.6224677	0.7857298	0.5664867	0.4634313	0.8776982	0.9755968	0.0304400

0	0.9855691	0.0887691	0.7197490	0.6971820	0.7831840	0.5814520	0.4510278	0.8489106	0.9434150	0.0423190
50	0.3258811	0.0984859	0.7807173	0.8908870	0.6894376	0.5967626	0.4571770	0.8334195	1.0280530	0.0350327
100	0.1928895	0.0819708	0.8519034	0.8324198	0.7134379	0.5999047	0.4733867	0.8411392	0.9790068	0.0301293
150	0.1367607	0.0833627	0.8871220	0.9184499	0.7045712	0.6082387	0.4050665	0.8541475	0.8908725	0.0403991
200	0.1747224	0.0882756	0.9142301	0.9523793	0.6434904	0.5322691	0.4120455	0.8404982	0.9540087	0.0372803
250	0.1370828	0.0692077	0.9063250	0.9890793	0.6322661	0.5348167	0.4200728	0.8670682	0.9314246	0.0320045
300	0.1731218	0.0632954	0.8935663	0.9017221	0.6936397	0.5276637	0.4322782	0.9155040	1.0243818	0.0479638
350	0.1695926	0.0830485	0.9210941	0.9444209	0.7327525	0.5223220	0.4133289	0.9432974	0.9459209	0.0525879
400	0.1516656	0.0738062	0.8914040	0.9741613	0.7777121	0.4812149	0.3852688	0.8815498	0.9956609	0.0449916
450	0.1708109	0.0694679	0.8869696	0.9410245	0.8144095	0.4427790	0.4614623	0.9236296	0.9333233	0.0316968
500	0.1521420	0.0747003	0.8702822	0.9999893	0.7402985	0.4794810	0.4188862	0.8810467	0.9707390	0.0421811
550	0.7031071	0.0933572	0.7763262	0.7965103	0.8956526	0.4466127	0.4479686	0.8760799	0.8958563	0.0498566
600	0.9114988	0.0863658	0.7477627	0.7736345	0.8717534	0.4961494	0.4009393	0.7974397	1.0499864	0.0327474
650	0.8941457	0.0761835	0.7042538	0.7106377	0.8125502	0.4471801	0.4097130	0.8166913	1.0524031	0.0306642
700	0.8769075	0.0924527	0.6573266	0.7167809	0.8909338	0.4988197	0.4303685	0.8671707	0.9966570	0.0253933
750	0.8330187	0.0723426	0.7091453	0.7859484	0.8517287	0.5291934	0.4552187	0.8000182	1.0608999	0.0332960
800	0.9386406	0.0617940	0.7231156	0.7389622	0.8522786	0.5251847	0.4207788	0.8428306	0.9595890	0.0268011
850	0.9152881	0.0654377	0.6979182	0.6725336	0.8286771	0.5368480	0.4754643	0.8394188	1.0292215	0.0253852
900	0.8886288	0.0822860	0.7139507	0.7118859	0.7960958	0.5703469	0.4366445	0.8362073	0.9674003	0.0215781
950	0.9051949	0.0873000	0.6087787	0.7653324	0.7516004	0.5719134	0.4235696	0.7987992	0.9429147	0.0353112
1000	0.8761199	0.0802319	0.6044108	0.8201442	0.7558230	0.5516233	0.4062866	0.8579352	0.9819072	0.0323874

0	0.9855691	0.0887691	0.7197490	0.6971820	0.7831840	0.5814520	0.4510278	0.8489106	0.9434150	0.0423190
50	0.2220438	0.0871287	0.6347863	0.8416656	0.7172274	0.6689054	0.4114141	0.9234289	0.8978840	0.0302649
100	0.0773333	0.0821925	0.6727344	0.8827147	0.6514933	0.6745688	0.4029477	0.9036003	0.8883538	0.0308989
150	0.0392243	0.0723400	0.7123573	0.8362995	0.5865091	0.7865065	0.3956666	0.9198937	1.1104655	0.0089279
200	0.0403509	0.0852107	0.6550145	0.8129873	0.5444843	0.7484571	0.3683167	0.9733197	0.9790365	0.0268805
250	0.0580784	0.0844648	0.7020889	0.7847229	0.4789963	0.6776196	0.3999749	0.9417476	0.9960259	0.0336030
300	0.0227422	0.0801711	0.7414449	0.8622998	0.4575948	0.7432903	0.3871581	0.8852360	0.9148949	0.0204019
350	0.0246336	0.0663223	0.7169732	0.8835515	0.4865459	0.7648806	0.4407267	0.9034171	0.9553669	0.0301080
400	0.0386926	0.0839880	0.6499196	0.9260522	0.4604455	0.7777916	0.4165010	1.0072779	1.0668608	0.0152245
450	0.0296157	0.0979596	0.6697792	0.8823089	0.5177539	0.7179364	0.3639190	1.0539016	1.0438510	0.0277926
500	0.0392648	0.0783126	0.5982369	0.8731912	0.6088327	0.7173748	0.3187455	1.0589145	0.9833723	0.0316928
550	0.7638685	0.0796590	0.5992006	0.6874421	0.6505200	0.5410215	0.3456863	0.8680631	1.0801129	0.0370528
600	0.8570207	0.0764846	0.6166192	0.6692940	0.7385468	0.4521283	0.3792740	0.7980922	0.9561637	0.0496169
650	0.9512527	0.0595436	0.6410822	0.6327693	0.7315509	0.4675001	0.4515708	0.8291942	0.9343150	0.0497569
700	0.9197873	0.0573003	0.7016169	0.7416320	0.8082036	0.5521037	0.5400093	0.8227999	0.8515576	0.0399840
750	0.8978246	0.0582357	0.7134283	0.7242707	0.7460749	0.5907122	0.4380666	0.8101684	0.9539512	0.0177739
800	0.9413414	0.0859519	0.7625748	0.6812635	0.7798632	0.5325594	0.4363104	0.8586972	0.9386867	0.0222914
850	0.9146562	0.0843798	0.7359519	0.6389461	0.7390502	0.5815634	0.4158991	0.7776695	0.9576466	0.0141361
900	0.8861126	0.0703948	0.6447435	0.6956787	0.8059636	0.5323437	0.3356888	0.7626571	1.0523625	0.0213729
950	0.9954595	0.0674046	0.6709716	0.7390577	0.8125594	0.5118706	0.4881332	0.8062760	0.8919819	0.0121144
1000	0.9391871	0.0803573	0.7345444	0.7464223	0.8091208	0.5399198	0.4326193	0.8184091	0.9955212	0.0210379

0	0.9855691	0.0887691	0.7197490	0.6971820	0.7831840	0.5814520	0.4510278	0.8489106	0.9434150	0.0423190
50	0.9747108	0.0142711	0.8526438	0.8017232	0.4926029	0.5681043	0.4226668	0.8434295	0.9374813	0.0112503
100	1.0170311	0.0051277	0.9290915	0.9301606	0.4472755	0.5618896	0.4411732	0.8890985	1.0017747	0.0084248
150	0.9513912	0.0057014	0.9816885	0.8464920	0.4649762	0.5981874	0.4489180	0.7943182	1.0693962	0.0061212
200	1.0425481	0.0009138	1.0361538	0.9070871	0.4245194	0.5178418	0.4476189	0.7772504	0.9927990	0.0027662
250	1.0534857	0.0011790	0.9477787	0.9241913	0.4488914	0.5453141	0.5328657	0.7978505	0.9855197	0.0002901
300	0.9886012	0.0000502	0.8819173	0.8666445	0.4310059	0.5294457	0.4045899	0.8700238	0.9344958	0.0017124
350	0.9789277	0.0001851	0.9431070	0.9747655	0.4805966	0.5242611	0.4240184	0.9300229	1.0200378	0.0012678
400	1.0555983	0.0002670	0.9152861	0.9867438	0.5563120	0.5112522	0.3207916	0.8605326	0.9780601	0.0000000
450	1.0245054	0.0006467	0.9749582	1.0374826	0.5899603	0.5136665	0.3823887	0.8042881	1.0560976	0.0012567
500	1.0485485	0.0001037	0.9012330	1.0315162	0.5592089	0.5295385	0.4331714	0.8547846	0.9695711	0.0010270
550	0.9899721	0.0521136	0.8095174	0.8045633	0.7704104	0.4949951	0.4780947	0.7833306	1.0246785	0.0271399
600	0.9624728	0.0632199	0.7254280	0.6594708	0.7577658	0.5228211	0.4366142	0.8280692	0.9903626	0.0268184
650	0.9331103	0.0694330	0.7253402	0.6950776	0.7819177	0.4808233	0.4416584	0.8213879	0.9790956	0.0308304
700	0.9084633	0.0595873	0.7209144	0.7451628	0.7608063	0.5530231	0.4276734	0.7911427	1.0341850	0.0321241
750	1.0226441	0.0593712	0.6684800	0.7159143	0.8119218	0.5075560	0.4665991	0.8210971	0.9762088	0.0246681
800	0.9704778	0.0814139	0.6707242	0.6700426	0.8247246	0.5139997	0.4225918	0.8265018	0.9949853	0.0327585
850	0.8838343	0.0610123	0.7045665	0.7407835	0.7169696	0.5529731	0.3926090	0.8073847	0.9589778	0.0300325
900	0.9782436	0.0668241	0.6517545	0.6772961	0.7636421	0.5445677	0.4217554	0.7582320	0.9420597	0.0254866
950	0.9316544	0.0509593	0.6143185	0.7623389	0.8289708	0.4877057	0.4900978	0.8576197	1.0520682	0.0223648
1000	0.9425682	0.0640942	0.6553438	0.7029814	0.7321500	0.5884649	0.4587717	0.7920990	0.9956379	0.0291563

0	0.9855691	0.0887691	0.7197490	0.6971820	0.7831840	0.5814520	0.4510278	0.8489106	0.9434150	0.0423190
50	0.7929420	0.0173431	0.7021064	0.7299828	0.7376025	0.5923591	0.2730772	0.8503660	1.1063439	0.0195354
100	0.7110295	0.0035420	0.6938390	0.6610039	0.7135891	0.4595116	0.2357454	0.8896072	1.0397886	0.0036560
150	0.7106044	0.0002031	0.6743839	0.6616795	0.7504511	0.3972307	0.2128362	0.9078852	0.9988072	0.0004398
200	0.7057644	0.0003571	0.6820417	0.7254620	0.8117237	0.3389597	0.1643846	1.0028110	1.0340191	0.0003147
250	0.7320653	0.0001320	0.7149653	0.7332699	0.9117391	0.3207666	0.1923702	1.0446290	1.0093457	0.0033020
300	0.6752535	0.0001610	0.7317480	0.7479729	0.8627829	0.3458327	0.1929222	0.9658298	1.0483871	0.0031832
350	0.7548292	0.0020930	0.7349906	0.7825289	0.8980734	0.3703066	0.1664801	0.9852065	1.0953590	0.0027147
400	0.7295363	0.0010174	0.7095283	0.7411481	0.8997608	0.3589330	0.1574585	0.9979831	0.9054479	0.0021756
450	0.7560497	0.0005619	0.7566544	0.7507003	0.8834877	0.3151736	0.1985093	0.9502532	1.0138846	0.0008933
500	0.7548932	0.0044245	0.6991604	0.7156003	0.8988194	0.3389301	0.1970088	1.0010979	0.9835975	0.0053234
550	0.9522553	0.0444262	0.6352467	0.7430451	0.8737947	0.3782726	0.3596073	0.8640170	0.9146423	0.0253578
600	1.0041756	0.0589341	0.6780050	0.7185145	0.8587821	0.4043176	0.4050593	0.8189251	0.8896831	0.0396788
650	0.8905476	0.0654768	0.7510178	0.7806384	0.9102918	0.5354755	0.3999872	0.7741037	0.9636846	0.0383307
700	0.9556600	0.0846735	0.7182909	0.7521320	0.8610858	0.5204638	0.4433505	0.8733491	1.0133425	0.0454280
750	0.9544283	0.0830506	0.6387905	0.7393866	0.8112259	0.5677822	0.5106754	0.8795208	1.0292824	0.0286920
800	1.0231341	0.0614044	0.6917821	0.7249701	0.7680086	0.5554509	0.4387245	0.7631846	0.9428504	0.0428517
850	0.9330738	0.0649111	0.7061900	0.7115115	0.8345149	0.5889630	0.4316696	0.7499031	0.9772937	0.0306734
900	0.9835957	0.0741625	0.7188454	0.6882027	0.7683693	0.5591817	0.4157963	0.7707240	1.0170012	0.0225049
950	0.8873853	0.0693095	0.6388963	0.6526947	0.7834673	0.5366014	0.4452871	0.8846094	1.0512662	0.0182217
1000	0.9103085	0.0583966	0.6588674	0.5303979	0.7360276	0.5814407	0.5264143	0.9108923	0.9738023	0.0351534

0	0.9855691	0.0887691	0.7197490	0.6971820	0.7831840	0.5814520	0.4510278	0.8489106	0.9434150	0.0423190
50	0.9981416	0.0141575	0.6944359	0.8820671	0.7232338	0.5953807	0.1114164	0.7451775	0.9616906	0.0024623
100	0.9709716	0.0027371	0.6542972	0.8541462	0.7239519	0.5317847	0.0583568	0.7357757	0.8626119	0.0134315
150	0.9501940	0.0000162	0.6973870	0.9044349	0.7713900	0.5009549	0.0471607	0.8095266	1.0689491	0.0020843
200	1.0279593	0.0005457	0.7285297	0.8588301	0.7204639	0.3994684	0.0328465	0.7644093	1.0040710	0.0019128
250	0.9523823	0.0004658	0.7691809	0.9048646	0.7897963	0.4078880	0.0277146	0.8496636	0.9633637	0.0033475
300	1.0485484	0.0000148	0.7104312	0.9063077	0.7800178	0.3864142	0.0485304	0.7440481	0.9845829	0.0033437
350	1.0658172	0.0000857	0.6242717	0.8762267	0.9142243	0.3950741	0.0409249	0.7599253	0.9596940	0.0060592
400	0.9812926	0.0000578	0.6909885	0.8101465	0.9426671	0.4272368	0.0425973	0.7471773	0.9719743	0.0087596
450	1.0190049	0.0012432	0.7334717	0.8798778	0.9495766	0.4123895	0.0344207	0.7372348	0.9709041	0.0057184
500	1.0081577	0.0000861	0.7211512	0.9479461	1.0214864	0.4481692	0.0381233	0.7735447	0.8970062	0.0049281
550	0.9692073	0.0415189	0.7266442	0.7565484	0.9620132	0.3755923	0.3835200	0.7288183	1.0191289	0.0245803
600	0.9621360	0.0459285	0.7660524	0.7822804	0.8547109	0.4632621	0.4751647	0.7280778	1.0655649	0.0480114
650	0.9895279	0.0685176	0.7639796	0.8336035	0.9514463	0.5639124	0.4617239	0.8209488	0.9654084	0.0413198
700	0.9622811	0.0658437	0.7595446	0.7836596	0.9072766	0.5527445	0.4635491	0.8736304	0.9166848	0.0286414
750	1.0487510	0.0740188	0.7371701	0.7371561	0.8416372	0.5261192	0.4795265	0.7889407	0.9943896	0.0351776
800	0.9219083	0.0722323	0.7310279	0.6999079	0.8436971	0.5905913	0.4258226	0.7843384	1.0709003	0.0398141
850	0.9457929	0.0913814	0.7144855	0.6722256	0.6701032	0.5263754	0.4199802	0.8147341	0.9954184	0.0550132
900	0.8414425	0.0947287	0.7067769	0.6794168	0.7046716	0.5018744	0.4561253	0.8168620	0.9957089	0.0375996
950	0.9082994	0.0873244	0.6971723	0.6698588	0.8095337	0.5073687	0.4917159	0.7185315	1.0442602	0.0500389
1000	0.9733927	0.1028474	0.7380496	0.6658593	0.8291507	0.5025104	0.3812594	0.7595461	0.9728416	0.0410594

0	0.9855691	0.0887691	0.7197490	0.6971820	0.7831840	0.5814520	0.4510278	0.8489106	0.9434150	0.0423190
50	0.9581486	0.0329373	0.6730749	0.7727111	0.6866824	0.5465744	0.3964183	0.8256699	0.9836253	0.0264691
100	1.0226723	0.0126257	0.6202332	0.7153883	0.7818853	0.4327120	0.4180747	0.8135184	0.9914948	0.0319202
150	0.9857563	0.0042567	0.6539487	0.7606851	0.7685042	0.4745282	0.4190843	0.8149100	1.0738132	0.0254580
200	0.9763894	0.0002062	0.7318898	0.6998006	0.7813148	0.5212143	0.4706811	0.7656162	0.9449922	0.0569227
250	0.9446188	0.0007002	0.7493370	0.7007771	0.8371426	0.5497343	0.4425633	0.8144185	0.9902314	0.0343717
300	1.0226856	0.0000000	0.7107681	0.5957610	0.7524517	0.5742789	0.3978388	0.7663664	0.9286321	0.0289689
350	1.0244488	0.0001331	0.6941026	0.6458636	0.6848227	0.5295750	0.3578257	0.8000333	0.9829222	0.0248912
400	1.0099690	0.0007187	0.6708381	0.6836273	0.7272396	0.4348551	0.3520568	0.8311153	0.9947481	0.0246377
450	1.0235547	0.0000009	0.6371720	0.6832337	0.8374139	0.4532736	0.3785938	0.8331622	0.9665802	0.0279661
500	1.0709150	0.0013316	0.7429980	0.7098229	0.8231989	0.5676167	0.3518539	0.7706068	0.9290901	0.0325830
550	0.9122902	0.0686265	0.6535771	0.6737367	0.7482353	0.4862352	0.3725083	0.8531388	0.9391006	0.0267989
600	0.9685785	0.0776998	0.6739461	0.7178111	0.8793648	0.5617679	0.4100385	0.7725240	0.9715469	0.0325234
650	0.9166096	0.0739035	0.7324493	0.7612036	0.8567942	0.5492110	0.5029943	0.8095711	0.9964632	0.0126234
700	0.9689892	0.0809813	0.6529748	0.6949280	0.7599369	0.5174932	0.4617675	0.7201975	0.9494435	0.0215739
750	0.9736532	0.0849957	0.6260227	0.6811600	0.7232873	0.5817061	0.4417323	0.8320286	1.0247175	0.0237786
800	0.9382415	0.0771957	0.6816145	0.6165696	0.6754367	0.5688041	0.5079771	0.7546308	0.9748290	0.0313073
850	0.9207731	0.0635901	0.6201180	0.6467486	0.7386714	0.6453769	0.4518721	0.7631826	0.9822951	0.0360645
900	0.9986548	0.0563542	0.6087517	0.7320587	0.6443602	0.6300627	0.4904193	0.7876018	1.0018647	0.0299452
950	0.8732816	0.0882396	0.5728929	0.6618594	0.6556447	0.5867304	0.4442712	0.8375045	0.9358349	0.0255002
1000	0.9568740	0.0800296	0.5920212	0.5698721	0.6892701	0.5973471	0.3793383	0.8580786	0.9973352	0.0385173

0	0.9855691	0.0887691	0.7197490	0.6971820	0.7831840	0.5814520	0.4510278	0.8489106	0.9434150	0.0423190
50	0.8567312	0.0658843	0.7283544	0.7155682	0.8058234	0.5775531	0.4933504	0.7561124	0.9394171	0.0188330
100	0.7769495	0.0703160	0.7171005	0.7413018	0.7963855	0.5412431	0.4216391	0.7714306	1.0189579	0.0180972
150	0.8643517	0.0684156	0.6583602	0.7292778	0.7659973	0.5327879	0.5016906	0.7640202	0.9525054	0.0343092
200	0.8545329	0.0617098	0.6789612	0.6655858	0.7979382	0.5417519	0.4605385	0.7649893	1.0099284	0.0223336
250	0.7970092	0.0936329	0.6446255	0.7114865	0.7238564	0.5425318	0.4501805	0.7481385	0.9477185	0.0348253
300	0.8204563	0.0757698	0.6429764	0.6478447	0.6627097	0.5786565	0.4498404	0.7983320	1.0562441	0.0578005
350	0.8119396	0.0555034	0.6069731	0.6897284	0.8067473	0.5986678	0.3845992	0.7639919	0.9018708	0.0367148
400	0.7374711	0.0753617	0.6236413	0.7003437	0.8169411	0.5702216	0.4972706	0.8073049	1.0066334	0.0355194
450	0.7673771	0.0741806	0.6333446	0.7142043	0.7185405	0.5097816	0.4572161	0.8556327	0.9605179	0.0425402
500	0.8311734	0.0711265	0.6994285	0.7155461	0.7883375	0.5013428	0.4682214	0.8137130	1.0009260	0.0471679
550	0.8795372	0.0713049	0.6901422	0.6539716	0.8182844	0.5165724	0.3714432	0.8127756	0.9298955	0.0476019
600	0.8888688	0.0815835	0.6327399	0.6600878	0.7377357	0.5407893	0.4082268	0.7615076	0.9064445	0.0398758
650	0.8599164	0.0704839	0.6502152	0.6747136	0.8540733	0.5326603	0.3933432	0.6958255	0.9648563	0.0363824
700	0.9502727	0.0740739	0.7086150	0.6966794	0.8256406	0.5763005	0.4323428	0.7773116	0.9601087	0.0290369
750	0.8826131	0.0756831	0.7998449	0.6950667	0.8204397	0.4929670	0.5006448	0.7591266	0.9249472	0.0308796
800	0.9006169	0.0518371	0.7865679	0.6995352	0.7831438	0.5242370	0.5219907	0.8238760	0.9897565	0.0397627
850	0.8705114	0.0853776	0.7286171	0.7146343	0.6939663	0.5450125	0.4875402	0.7712103	0.9875003	0.0260931
900	0.9061492	0.0882338	0.7500643	0.6646964	0.7718072	0.5360472	0.4558975	0.7358184	1.0015590	0.0357041
950	0.9951757	0.0764860	0.7064056	0.6802357	0.6702248	0.5643650	0.4162635	0.7371631	1.0444709	0.0430152
1000	0.8983377	0.0711789	0.7203150	0.6658649	0.7124373	0.5499561	0.4949315	0.8319727	1.0175432	0.0234266

0	0.9855691	0.0887691	0.7197490	0.6971820	0.7831840	0.5814520	0.4510278	0.8489106	0.9434150	0.0423190
50	0.9117984	0.0493562	0.6967476	0.6796153	0.8366770	0.5065261	0.4900839	0.8466671	0.9400082	0.0215781
100	0.8628765	0.0677098	0.7010852	0.6456315	0.7261614	0.4743424	0.4237678	0.8649152	1.0039238	0.0240324
150	0.9454020	0.0868408	0.7141393	0.7126106	0.8595920	0.5102111	0.4083560	0.8622047	0.9723302	0.0291844
200	0.8317137	0.0920391	0.7336768	0.7326870	0.8313382	0.5176951	0.4911511	0.8806176	1.0092281	0.0301119
250	0.8659954	0.0783308	0.6749788	0.7158004	0.6751621	0.6054528	0.4099867	0.9798258	0.9846090	0.0453938
300	0.9495152	0.0670197	0.6841561	0.6936804	0.6961891	0.4990651	0.4204605	0.9485040	0.9809502	0.0508539
350	0.9120279	0.0594348	0.6839565	0.5930012	0.7055281	0.5213238	0.4233723	0.9677989	0.9342836	0.0355083
400	0.9194580	0.0858343	0.6489331	0.6403882	0.7269767	0.5078042	0.4426581	0.9393393	1.0665962	0.0352577
450	0.9195398	0.0914258	0.7131616	0.7259011	0.7355115	0.5473211	0.3577252	0.9088558	0.9874321	0.0200251
500	0.9332947	0.0686278	0.7268030	0.7577185	0.7309866	0.5473783	0.4096497	0.8352534	1.0069208	0.0328163
550	0.9209367	0.0818729	0.7259276	0.7149860	0.7398643	0.4753644	0.3816780	0.8268740	1.0367193	0.0417225
600	0.8758316	0.0781063	0.7038710	0.6960944	0.7278898	0.5060732	0.3936980	0.8524064	0.9417848	0.0302850
650	0.9519963	0.0597428	0.6815468	0.6531899	0.7864777	0.4489205	0.4365618	0.8086351	1.0117933	0.0232886
700	0.9169603	0.0590686	0.6753748	0.6541570	0.8188292	0.5421921	0.4215701	0.7618375	1.0471026	0.0229080
750	0.9435656	0.0827718	0.6629507	0.6641458	0.7070659	0.4603503	0.3706990	0.8222624	1.0141655	0.0308331
800	0.9629662	0.0954326	0.6661761	0.6594635	0.7768634	0.5533300	0.3861783	0.8111208	0.9722473	0.0366089
850	0.9715576	0.1069859	0.6861890	0.5807190	0.8027730	0.5389995	0.4260213	0.7649126	1.0025769	0.0269676
900	0.9192515	0.0756482	0.7081741	0.5795504	0.8081541	0.5359899	0.4398297	0.7567524	0.9071453	0.0484747
950	0.9107213	0.0708607	0.7582938	0.6533414	0.8310205	0.5250100	0.4569498	0.7890232	1.0358075	0.0196566
1000	0.9790410	0.0773177	0.7048159	0.6544408	0.8281329	0.4704080	0.4446780	0.7891336	1.0307429	0.0196029
