YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C
0.0858951	1.0375735	0.2983656	0.3991013	0.6744367	0.9171117	0.1854666	0.5173620	1.0376899	0.8003226
0.2105146	1.0183297	0.8410411	0.5193354	0.6117075	0.9383689	0.1911750	0.4678099	1.0511549	0.9940866
0.2152110	1.0018700	0.6560060	0.4437721	0.5916435	0.8014410	0.2329096	0.5189989	1.0627246	1.0220709
0.2943919	0.9129728	0.5958835	0.5022944	0.5549710	0.8830841	0.7977501	0.1342542	1.0599771	0.9990121
0.2310501	0.9861890	0.7029014	0.3473566	0.6266819	1.0887026	0.3579547	0.2813969	1.0441596	0.4289010
0.1282666	1.0355907	0.7825265	0.5089675	0.4536973	0.7810288	0.3787650	0.3317190	0.9487691	0.9635110
0.0583399	0.9109502	0.5500475	0.3495628	0.6807437	1.0500641	0.1523828	0.5367090	0.9875303	1.0332603
0.1749994	1.0254027	0.5164660	0.3614620	0.6442769	0.9278577	0.1449523	0.4567141	1.0390363	0.7142030
0.2424001	0.9601564	0.7675935	0.4613295	0.4942837	0.5628244	0.2890140	0.4613184	0.9677985	0.9390092
0.2204387	0.9991812	0.7826236	0.3965916	0.6320042	1.0180632	0.4375858	0.3034710	1.0368109	0.8256303
