"Time"	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C
150	0.8191983	0.7259622	0.5227937	0.9815764	0.3840993	0.9416960	0.2479290	0.9386720	0.1103989	0.3659669
200	0.8318193	0.7392802	0.5293785	0.9862316	0.3857774	0.9391519	0.2503717	0.9338071	0.1103989	0.3466345
250	0.8386566	0.7392822	0.5332852	0.9872505	0.3865699	0.9380381	0.2529761	0.9307935	0.1103990	0.3397467
300	0.8419942	0.7352491	0.5351706	0.9872432	0.3869313	0.9375074	0.2550024	0.9294158	0.1103990	0.3372927
350	0.8432869	0.7313812	0.5359578	0.9870590	0.3871001	0.9372263	0.2562423	0.9290299	0.1103990	0.3364184
400	0.8435713	0.7287756	0.5362422	0.9869105	0.3871841	0.9370663	0.2568383	0.9290966	0.1103990	0.3361069
450	0.8434720	0.7273016	0.5363257	0.9868210	0.3872290	0.9369746	0.2570339	0.9292951	0.1103990	0.3359959
500	0.8432920	0.7265610	0.5363399	0.9867730	0.3872537	0.9369250	0.2570340	0.9294813	0.1103990	0.3359563
550	0.6469814	0.7008343	0.6158309	0.8790409	0.3849980	0.9719733	0.2569615	0.9297792	0.1103990	0.7634136
600	0.5934112	0.6400285	0.6262007	0.8392933	0.3804870	0.9865220	0.2566810	0.9318735	0.1103989	0.9157087
650	0.5629432	0.5980233	0.6194986	0.8241097	0.3773956	0.9925709	0.2555275	0.9368373	0.1103989	0.9699686
700	0.5348411	0.5832857	0.6121589	0.8179899	0.3758076	0.9951155	0.2531550	0.9427038	0.1103989	0.9893004
750	0.5144244	0.5838390	0.6073707	0.8153912	0.3750711	0.9962362	0.2502113	0.9470253	0.1103989	0.9961879
800	0.5040833	0.5893103	0.6047355	0.8142400	0.3747370	0.9967816	0.2476779	0.9490935	0.1103989	0.9986418
850	0.5011230	0.5947399	0.6033977	0.8137143	0.3745796	0.9970807	0.2460707	0.9495189	0.1103989	0.9995161
900	0.5018415	0.5986764	0.6027465	0.8134691	0.3744995	0.9972560	0.2453503	0.9491512	0.1103989	0.9998276
950	0.5037022	0.6011487	0.6024364	0.8133525	0.3744557	0.9973567	0.2452181	0.9485711	0.1103989	0.9999386
1000	0.5054927	0.6025768	0.6022900	0.8132959	0.3744312	0.9974089	0.2453724	0.9480515	0.1103989	0.9999781

0	0.5084423	0.6038167	0.6022187	0.8132838	0.3744371	0.9973662	0.2462386	0.9472206	0.1103989	1.0000000
50	0.4828654	0.6763240	0.3642967	0.8132635	0.3744263	0.9973880	0.2462445	0.9464106	0.1103989	1.0000000
100	0.4097846	0.8218707	0.2952201	0.8132526	0.3744207	0.9973961	0.2470605	0.9393737	0.1103989	1.0000000
150	0.3377404	0.9118337	0.2751632	0.8132469	0.3744191	0.9973744	0.2502346	0.9292645	0.1103989	1.0000000
200	0.2921684	0.9544398	0.2693386	0.8132438	0.3744245	0.9972878	0.2549416	0.9220542	0.1103989	1.0000000
250	0.2698722	0.9731700	0.2676467	0.8132426	0.3744419	0.9971291	0.2592849	0.9180654	0.1103989	1.0000000
300	0.2605717	0.9811465	0.2671551	0.8132434	0.3744720	0.9969307	0.2623952	0.9160675	0.1103989	1.0000000
350	0.2571163	0.9844803	0.2670124	0.8132465	0.3745095	0.9967364	0.2643171	0.9151127	0.1103989	1.0000000
400	0.2559584	0.9858557	0.2669715	0.8132519	0.3745472	0.9965755	0.2654003	0.9146687	0.1103989	1.0000000
450	0.2556143	0.9864178	0.2669606	0.8132587	0.3745795	0.9964578	0.2659743	0.9144664	0.1103989	1.0000000
500	0.2555308	0.9866459	0.2669588	0.8132659	0.3746040	0.9963792	0.2662656	0.9143757	0.1103989	1.0000000
550	0.3320746	0.9692829	0.5048533	0.8132725	0.3746210	0.9963302	0.2664081	0.9143585	0.1103989	1.0000000
600	0.4838208	0.8789226	0.5739169	0.8132779	0.3746320	0.9963015	0.2664359	0.9148252	0.1103989	1.0000000
650	0.5689957	0.7657966	0.5939677	0.8132821	0.3746386	0.9962875	0.2661259	0.9169247	0.1103989	1.0000000
700	0.5889266	0.6863700	0.5997897	0.8132850	0.3746417	0.9962928	0.2649631	0.9215563	0.1103989	1.0000000
750	0.5756940	0.6426310	0.6014806	0.8132869	0.3746404	0.9963336	0.2625428	0.9281239	0.1103989	1.0000000
800	0.5538515	0.6212676	0.6019720	0.8132880	0.3746318	0.9964273	0.2590902	0.9347120	0.1103989	1.0000000
850	0.5353496	0.6115220	0.6021150	0.8132879	0.3746133	0.9965733	0.2553952	0.9398272	0.1103989	1.0000000
900	0.5230957	0.6072610	0.6021565	0.8132864	0.3745852	0.9967490	0.2522069	0.9431591	0.1103989	1.0000000
950	0.5160331	0.6054492	0.6021683	0.8132830	0.3745515	0.9969234	0.2498562	0.9450867	0.1103989	1.0000000
1000	0.5123125	0.6046937	0.6021710	0.8132778	0.3745175	0.9970732	0.2483113	0.9461144	0.1103989	1.0000000

0	0.5084423	0.6038167	0.6022187	0.8132838	0.3744371	0.9973662	0.2462386	0.9472206	0.1103989	1.0000000
50	0.5064431	0.6119874	0.5872485	0.8019190	0.0969478	0.6091422	0.2240100	0.4034651	0.0373935	0.5686654
100	0.5085194	0.6167520	0.6121533	0.7751947	0.0895173	0.4477696	0.4111734	0.2140659	0.0126657	0.4149888
150	0.5156392	0.5996264	0.6260824	0.7252580	0.1047816	0.3773086	0.5652285	0.1479522	0.0042915	0.3602368
200	0.5155955	0.5799743	0.6210136	0.6501861	0.1169125	0.3378365	0.6216154	0.1247651	0.0014670	0.3407296
250	0.5067010	0.5764755	0.6015893	0.5707947	0.1250577	0.3106919	0.6370043	0.1166134	0.0005548	0.3337796
300	0.4963761	0.5946405	0.5747342	0.5026456	0.1306654	0.2932994	0.6412098	0.1137454	0.0003191	0.3313034
350	0.4913513	0.6300475	0.5471635	0.4514513	0.1343986	0.2834333	0.6425090	0.1127360	0.0003041	0.3304212
400	0.4928097	0.6733987	0.5235060	0.4168454	0.1366797	0.2783070	0.6429637	0.1123808	0.0003376	0.3301069
450	0.4979629	0.7155356	0.5056555	0.3953722	0.1379572	0.2757907	0.6431354	0.1122558	0.0003675	0.3299949
500	0.5037460	0.7507410	0.4934157	0.3829201	0.1386244	0.2746007	0.6432025	0.1122118	0.0003855	0.3299550
550	0.5142321	0.7679574	0.5182231	0.4890890	0.5672056	0.5367352	0.9090415	0.6858298	0.0731792	0.7612754
600	0.5288421	0.7639448	0.5259992	0.6694143	0.5333761	0.5817197	0.6460301	0.8736271	0.0977922	0.9149469
650	0.5401311	0.7508044	0.5464449	0.7696383	0.4959551	0.7026036	0.4091519	0.9231417	0.1061289	0.9696971
700	0.5506581	0.7251504	0.5707721	0.8144081	0.4522770	0.8427415	0.3097419	0.9319449	0.1089526	0.9892037
750	0.5575287	0.6904941	0.5891377	0.8285236	0.4158527	0.9256370	0.2742704	0.9326421	0.1099090	0.9961535
800	0.5567896	0.6565558	0.5996265	0.8285042	0.3944137	0.9652977	0.2617846	0.9337786	0.1102330	0.9986296
850	0.5487950	0.6304161	0.6041438	0.8243007	0.3836498	0.9831282	0.2567983	0.9364428	0.1103427	0.9995117
900	0.5372191	0.6138574	0.6052608	0.8201704	0.3786017	0.9909850	0.2539419	0.9397855	0.1103799	0.9998260
950	0.5260043	0.6051943	0.6049008	0.8172316	0.3763088	0.9944383	0.2516643	0.9428351	0.1103925	0.9999380
1000	0.5174500	0.6016811	0.6041386	0.8154164	0.3752822	0.9959772	0.2497399	0.9450741	0.1103967	0.9999779

0	0.5084423	0.6038167	0.6022187	0.8132838	0.3744371	0.9973662	0.2462386	0.9472206	0.1103989	1.0000000
50	0.5085646	0.6039673	0.6021796	0.8127370	0.3941772	0.6960502	0.1479554	0.9471833	0.1103989	1.0000000
100	0.5086656	0.6040913	0.6020574	0.8121461	0.4437758	0.5713007	0.1385245	0.9471508	0.1103989	1.0000000
150	0.5087302	0.6042647	0.6019682	0.8138807	0.4881543	0.5195903	0.1376270	0.9471228	0.1103989	1.0000000
200	0.5088193	0.6043658	0.6022982	0.8184347	0.5157051	0.4981428	0.1375491	0.9470947	0.1103989	1.0000000
250	0.5089991	0.6039964	0.6032801	0.8242428	0.5298432	0.4892451	0.1375498	0.9470785	0.1103989	1.0000000
300	0.5091983	0.6027920	0.6047581	0.8294806	0.5363873	0.4855532	0.1375536	0.9471146	0.1103989	1.0000000
350	0.5092048	0.6007450	0.6063589	0.8333173	0.5392566	0.4840213	0.1375434	0.9472515	0.1103989	1.0000000
400	0.5088223	0.5982027	0.6077660	0.8357747	0.5404804	0.4833855	0.1375056	0.9475113	0.1103989	1.0000000
450	0.5080100	0.5956274	0.6088358	0.8372112	0.5409953	0.4831218	0.1374327	0.9478738	0.1103989	1.0000000
500	0.5068926	0.5933743	0.6095671	0.8379980	0.5412104	0.4830124	0.1373272	0.9482877	0.1103989	1.0000000
550	0.5056741	0.5915998	0.6101859	0.8447063	0.5010592	0.7851629	0.2352465	0.9486959	0.1103989	1.0000000
600	0.5046081	0.5899951	0.6115433	0.8486276	0.4366297	0.9100479	0.2444398	0.9490599	0.1103989	1.0000000
650	0.5037740	0.5879959	0.6125304	0.8417256	0.4013618	0.9614562	0.2451271	0.9493949	0.1103989	1.0000000
700	0.5027825	0.5863544	0.6118565	0.8319769	0.3857534	0.9826099	0.2450079	0.9497377	0.1103989	1.0000000
750	0.5015231	0.5863640	0.6098921	0.8242040	0.3791479	0.9913293	0.2448161	0.9500343	0.1103989	1.0000000
800	0.5005011	0.5883138	0.6076049	0.8192052	0.3763803	0.9949323	0.2446466	0.9501547	0.1103989	1.0000000
850	0.5002686	0.5914800	0.6056505	0.8163288	0.3752246	0.9964256	0.2445576	0.9500150	0.1103989	1.0000000
900	0.5009480	0.5948946	0.6042431	0.8147825	0.3747428	0.9970461	0.2445907	0.9496422	0.1103989	1.0000000
950	0.5022633	0.5978815	0.6033357	0.8139888	0.3745422	0.9973028	0.2447467	0.9491395	0.1103989	1.0000000
1000	0.5038094	0.6001648	0.6027945	0.8135949	0.3744590	0.9974058	0.2449888	0.9486199	0.1103989	1.0000000

0	0.5084423	0.6038167	0.6022187	0.8132838	0.3744371	0.9973662	0.2462386	0.9472206	0.1103989	1.0000000
50	0.6134236	0.6025576	0.6066052	0.8129673	0.3744263	0.9973880	0.2462220	0.9471982	0.1103989	0.5508195
100	0.6474073	0.5990877	0.6077897	0.8116925	0.3744207	0.9973986	0.2462120	0.9473370	0.1103989	0.3907848
150	0.6577405	0.5961792	0.6078773	0.8096297	0.3744179	0.9974040	0.2461392	0.9477010	0.1103989	0.3337675
200	0.6602432	0.5946931	0.6074879	0.8074188	0.3744164	0.9974082	0.2459749	0.9481363	0.1103990	0.3134532
250	0.6604315	0.5944112	0.6069034	0.8056406	0.3744153	0.9974140	0.2457620	0.9484819	0.1103990	0.3062156
300	0.6601848	0.5948856	0.6063174	0.8044732	0.3744141	0.9974216	0.2455670	0.9486699	0.1103990	0.3036370
350	0.6600576	0.5957020	0.6058416	0.8038047	0.3744126	0.9974300	0.2454345	0.9487100	0.1103990	0.3027183
400	0.6601317	0.5965601	0.6055072	0.8034551	0.3744110	0.9974374	0.2453760	0.9486480	0.1103990	0.3023910
450	0.6603414	0.5972923	0.6052959	0.8032831	0.3744095	0.9974427	0.2453793	0.9485350	0.1103990	0.3022744
500	0.6605999	0.5978405	0.6051727	0.8032020	0.3744085	0.9974454	0.2454221	0.9484115	0.1103990	0.3022328
550	0.5552644	0.5996326	0.6006939	0.8051624	0.3744079	0.9974457	0.2454826	0.9482861	0.1103990	0.7513985
600	0.5213570	0.6033706	0.5997903	0.8086248	0.3744077	0.9974445	0.2455615	0.9480267	0.1103989	0.9114279
650	0.5115345	0.6061079	0.6001668	0.8108958	0.3744079	0.9974418	0.2457015	0.9475867	0.1103989	0.9684434
700	0.5096273	0.6070929	0.6008155	0.8121103	0.3744085	0.9974370	0.2459143	0.9471395	0.1103989	0.9887570
750	0.5097879	0.6069091	0.6013559	0.8127127	0.3744094	0.9974297	0.2461462	0.9468378	0.1103989	0.9959943
800	0.5100896	0.6062646	0.6017146	0.8129995	0.3744109	0.9974207	0.2463320	0.9467122	0.1103989	0.9985728
850	0.5101140	0.6055919	0.6019259	0.8131323	0.3744126	0.9974117	0.2464403	0.9467148	0.1103989	0.9994915
900	0.5099250	0.6050631	0.6020412	0.8131926	0.3744143	0.9974045	0.2464769	0.9467811	0.1103989	0.9998188
950	0.5096616	0.6047031	0.6021010	0.8132196	0.3744157	0.9973998	0.2464660	0.9468635	0.1103989	0.9999355
1000	0.5094166	0.6044795	0.6021308	0.8132316	0.3744167	0.9973976	0.2464326	0.9469364	0.1103989	0.9999770

0	0.5084423	0.6038167	0.6022187	0.8132838	0.3744371	0.9973662	0.2462386	0.9472206	0.1103989	1.0000000
50	0.5085648	0.6039669	0.6021853	0.8129381	0.3744295	0.9971294	0.3518368	0.3355025	0.1103989	0.5138460
100	0.5086680	0.6040811	0.6020754	0.8114665	0.3746780	0.9876359	0.6987754	0.1202067	0.1103991	0.3406383
150	0.5087218	0.6042777	0.6017317	0.8085992	0.3790297	0.8975493	0.9300212	0.0444327	0.1104081	0.2789276
200	0.5087197	0.6047660	0.6009545	0.8029253	0.4009890	0.7116091	0.9889880	0.0177637	0.1108178	0.2569413
250	0.5086415	0.6059986	0.5980481	0.7903997	0.4449647	0.5565105	0.9985574	0.0083740	0.1243844	0.2491079
300	0.5073021	0.6129600	0.5644834	0.7671831	0.4967076	0.4655389	0.9998262	0.0049831	0.3131759	0.2463171
350	0.4920944	0.6688489	0.4192156	0.7379097	0.5402201	0.4192885	0.9999794	0.0032516	0.6901366	0.2453227
400	0.4346622	0.7990513	0.2840677	0.7134266	0.5691382	0.3974014	0.9999975	0.0020814	0.8880802	0.2449685
450	0.3324773	0.9042368	0.2156922	0.6987772	0.5854731	0.3874664	0.9999997	0.0013117	0.9614003	0.2448423
500	0.2329884	0.9577501	0.1855060	0.6921011	0.5937641	0.3830742	1.0000000	0.0008609	0.9868438	0.2447973
550	0.1675346	0.9814334	0.1753772	0.7149368	0.5976952	0.3811679	0.9999182	0.1028159	0.6352235	0.7309353
600	0.1392536	0.9912485	0.2100668	0.7611029	0.5994701	0.3804923	0.9979954	0.1856643	0.2885378	0.9041372
650	0.1678493	0.9931477	0.3088889	0.7932316	0.6000449	0.3818463	0.9822552	0.3700350	0.1707417	0.9658459
700	0.2778866	0.9800359	0.4300895	0.8118037	0.5983881	0.3953587	0.8880034	0.6014845	0.1308380	0.9878315
750	0.4217119	0.9280942	0.5189562	0.8256161	0.5858362	0.4631375	0.6744661	0.7633151	0.1173219	0.9956646
800	0.5273169	0.8379969	0.5685922	0.8419362	0.5445595	0.6198828	0.4784503	0.8488570	0.1127438	0.9984554
850	0.5775116	0.7461867	0.5939792	0.8528395	0.4828692	0.7873382	0.3657676	0.8904558	0.1111932	0.9994497
900	0.5862545	0.6765292	0.6063844	0.8510087	0.4325544	0.8945544	0.3098825	0.9120417	0.1106679	0.9998039
950	0.5723449	0.6318347	0.6111605	0.8417189	0.4029972	0.9494020	0.2820396	0.9254053	0.1104900	0.9999301
1000	0.5508830	0.6069101	0.6114946	0.8318208	0.3879462	0.9752736	0.2670513	0.9348007	0.1104298	0.9999751

0	0.5084423	0.6038167	0.6022187	0.8132838	0.3744371	0.9973662	0.2462386	0.9472206	0.1103989	1.0000000
50	0.6505939	0.5628868	0.6199148	0.8132557	0.3743945	0.9983391	0.0260718	0.9500850	0.0373935	0.9848446
100	0.6918317	0.5268236	0.6585501	0.8132191	0.3742289	0.9992965	0.0048995	0.9685508	0.0126657	0.9794450
150	0.6982321	0.4804839	0.6835379	0.8131738	0.3740681	0.9997079	0.0027954	0.9793333	0.0042900	0.9775212
200	0.6874792	0.4387145	0.6941592	0.8131276	0.3739732	0.9998787	0.0025361	0.9836734	0.0014531	0.9768358
250	0.6688192	0.4103963	0.6979032	0.8130898	0.3739268	0.9999497	0.0024781	0.9852513	0.0004922	0.9765916
300	0.6500120	0.3942871	0.6991016	0.8130635	0.3739059	0.9999791	0.0024561	0.9858105	0.0001667	0.9765046
350	0.6353470	0.3860883	0.6994628	0.8130471	0.3738968	0.9999913	0.0024465	0.9860077	0.0000565	0.9764736
400	0.6256312	0.3822140	0.6995662	0.8130377	0.3738929	0.9999964	0.0024422	0.9860771	0.0000191	0.9764625
450	0.6198814	0.3804754	0.6995936	0.8130326	0.3738913	0.9999985	0.0024404	0.9861015	0.0000065	0.9764586
500	0.6167468	0.3797236	0.6995998	0.8130300	0.3738906	0.9999994	0.0024396	0.9861101	0.0000022	0.9764572
550	0.4213993	0.4095732	0.6938665	0.8130375	0.3738904	0.9999927	0.2020716	0.9947992	0.0730061	0.9916121
600	0.3725012	0.4303076	0.6662969	0.8130626	0.3738976	0.9997933	0.2192528	0.9947675	0.0977335	0.9970116
650	0.3705105	0.4633623	0.6370074	0.8130882	0.3739416	0.9993418	0.2206151	0.9896625	0.1061090	0.9989353
700	0.3881976	0.5049794	0.6184853	0.8131095	0.3740187	0.9989322	0.2223448	0.9823254	0.1089459	0.9996207
750	0.4155884	0.5424249	0.6091408	0.8131292	0.3740945	0.9986526	0.2254239	0.9739074	0.1099067	0.9998648
800	0.4439146	0.5692715	0.6049632	0.8131478	0.3741529	0.9984555	0.2294026	0.9657146	0.1102322	0.9999518
850	0.4673521	0.5858475	0.6032297	0.8131643	0.3741965	0.9982889	0.2336312	0.9589877	0.1103424	0.9999828
900	0.4841096	0.5950882	0.6025464	0.8131777	0.3742326	0.9981278	0.2374758	0.9541830	0.1103798	0.9999939
950	0.4949242	0.5998768	0.6022878	0.8131885	0.3742660	0.9979700	0.2405477	0.9510878	0.1103924	0.9999978
1000	0.5013889	0.6022268	0.6021935	0.8131975	0.3742979	0.9978241	0.2427590	0.9492404	0.1103967	0.9999992

0	0.5084423	0.6038167	0.6022187	0.8132838	0.3744371	0.9973662	0.2462386	0.9472206	0.1103989	1.0000000
50	0.5210558	0.5494285	0.7779267	0.8132635	0.3744263	0.9973880	0.2462059	0.9477769	0.1103989	1.0000000
100	0.5165372	0.4248198	0.8289331	0.8132526	0.3744206	0.9974006	0.2455205	0.9546553	0.1103989	1.0000000
150	0.4509777	0.3307868	0.8437392	0.8132469	0.3744168	0.9974295	0.2421118	0.9694032	0.1103989	1.0000000
200	0.3540080	0.2786282	0.8480367	0.8132439	0.3744090	0.9975227	0.2358151	0.9831238	0.1103989	1.0000000
250	0.2688138	0.2531080	0.8492839	0.8132420	0.3743896	0.9976966	0.2292467	0.9913340	0.1103989	1.0000000
300	0.2117439	0.2414378	0.8496457	0.8132396	0.3743568	0.9979093	0.2243279	0.9953790	0.1103989	1.0000000
350	0.1788983	0.2363213	0.8497505	0.8132355	0.3743169	0.9981067	0.2212792	0.9972232	0.1103989	1.0000000
400	0.1616221	0.2341403	0.8497806	0.8132293	0.3742786	0.9982602	0.2195880	0.9980390	0.1103989	1.0000000
450	0.1530517	0.2332286	0.8497889	0.8132220	0.3742475	0.9983662	0.2187120	0.9983955	0.1103989	1.0000000
500	0.1489739	0.2328529	0.8497907	0.8132146	0.3742251	0.9984337	0.2182781	0.9985504	0.1103989	1.0000000
550	0.1476664	0.2658549	0.6740413	0.8132081	0.3742102	0.9984740	0.2180711	0.9985646	0.1103989	1.0000000
600	0.1716838	0.3695071	0.6230187	0.8132030	0.3742010	0.9984970	0.2180397	0.9976338	0.1103989	1.0000000
650	0.2433293	0.4720279	0.6082053	0.8131992	0.3741957	0.9985078	0.2185589	0.9929998	0.1103989	1.0000000
700	0.3332806	0.5384062	0.6039039	0.8131966	0.3741932	0.9985027	0.2206479	0.9826722	0.1103989	1.0000000
750	0.4063506	0.5737838	0.6026545	0.8131950	0.3741946	0.9984655	0.2249294	0.9704212	0.1103989	1.0000000
800	0.4536949	0.5907867	0.6022913	0.8131941	0.3742025	0.9983777	0.2304739	0.9606384	0.1103989	1.0000000
850	0.4808071	0.5984728	0.6021856	0.8131942	0.3742198	0.9982379	0.2357502	0.9543465	0.1103989	1.0000000
900	0.4951975	0.6018146	0.6021549	0.8131956	0.3742467	0.9980659	0.2398424	0.9507632	0.1103989	1.0000000
950	0.5024412	0.6032303	0.6021463	0.8131989	0.3742796	0.9978915	0.2426034	0.9488714	0.1103989	1.0000000
1000	0.5059430	0.6038193	0.6021444	0.8132039	0.3743135	0.9977392	0.2442915	0.9479236	0.1103989	1.0000000

0	0.5084423	0.6038167	0.6022187	0.8132838	0.3744371	0.9973662	0.2462386	0.9472206	0.1103989	1.0000000
50	0.5034618	0.5606319	0.6021896	0.8131761	0.3744288	0.9971882	0.3282356	0.4492720	0.1103989	0.8522325
100	0.4887326	0.5434591	0.6021515	0.8128762	0.3745936	0.9914372	0.5955546	0.2746067	0.1103989	0.7995857
150	0.4740514	0.5366598	0.6020805	0.8124918	0.3770467	0.9391606	0.8277516	0.2135718	0.1103990	0.7808286
200	0.4639215	0.5340222	0.6019748	0.8119869	0.3905627	0.7964887	0.9289933	0.1923241	0.1103994	0.7741458
250	0.4581073	0.5330773	0.6018319	0.8113996	0.4225879	0.6402426	0.9631024	0.1849541	0.1104002	0.7717649
300	0.4551312	0.5328433	0.6016576	0.8107265	0.4666643	0.5302111	0.9744746	0.1824055	0.1104011	0.7709166
350	0.4537446	0.5329259	0.6014453	0.8097920	0.5096431	0.4662495	0.9785387	0.1815245	0.1104019	0.7706144
400	0.4531742	0.5331760	0.6011834	0.8090313	0.5425298	0.4324335	0.9800825	0.1812169	0.1104023	0.7705067
450	0.4530115	0.5335297	0.6009497	0.8091807	0.5636615	0.4155065	0.9806883	0.1811046	0.1104026	0.7704683
500	0.4530718	0.5338850	0.6008867	0.8102927	0.5756860	0.4073275	0.9809294	0.1810576	0.1104027	0.7704546
550	0.4592348	0.5775631	0.6010959	0.8134530	0.5818828	0.4065011	0.9107076	0.6848274	0.1104009	0.9182173
600	0.4755116	0.5946974	0.6018949	0.8215295	0.5783647	0.4647891	0.6286688	0.8588474	0.1103996	0.9708623
650	0.4904295	0.6005418	0.6039414	0.8377659	0.5399476	0.6421277	0.4090096	0.9178697	0.1103991	0.9896188
700	0.5001960	0.6005093	0.6076120	0.8502929	0.4752564	0.8159731	0.3111715	0.9376239	0.1103990	0.9963014
750	0.5053729	0.5967165	0.6111385	0.8488322	0.4254599	0.9142624	0.2721281	0.9443532	0.1103989	0.9986822
800	0.5068906	0.5916699	0.6124884	0.8396475	0.3982630	0.9606365	0.2564523	0.9469947	0.1103989	0.9995305
850	0.5057868	0.5881305	0.6115573	0.8301046	0.3851903	0.9813599	0.2499505	0.9483998	0.1103989	0.9998327
900	0.5035815	0.5874348	0.6094414	0.8230674	0.3792023	0.9904539	0.2470938	0.9492814	0.1103989	0.9999404
950	0.5017483	0.5892117	0.6071922	0.8186320	0.3765184	0.9944196	0.2457485	0.9497200	0.1103989	0.9999788
1000	0.5010634	0.5922840	0.6053569	0.8160748	0.3753298	0.9961469	0.2451183	0.9497389	0.1103989	0.9999924
